condition,Kinase,n_peptides,n_pairs,mean_diff,statistic,effect_size,p_value,p_adjusted,source_file
Neg1h_NegCTL,MSN,4,12,0.07547422157159915,49,0.6282051282051282,0.4561258517135216,0.6212748669891069,hpv_neg_25.13-signal_Neg1h_NegCTL-STK.csv
Neg1h_NegCTL,STE11,5,15,-0.0665465251565521,47,0.39166666666666666,0.47773372089157257,0.6396773550921057,hpv_neg_25.13-signal_Neg1h_NegCTL-STK.csv
Neg1h_NegCTL,PDK1,35,105,-0.008571384704281476,2984,0.5362084456424079,0.5205101645447447,0.6853383833172473,hpv_neg_25.13-signal_Neg1h_NegCTL-STK.csv
Neg1h_NegCTL,GSK,12,36,-0.06712770241410712,298,0.44744744744744747,0.5878082861799222,0.7612599116100632,hpv_neg_25.13-signal_Neg1h_NegCTL-STK.csv
Neg1h_NegCTL,MTOR,16,48,-0.0551420533877512,537,0.45663265306122447,0.6044892976967059,0.7702363631941898,hpv_neg_25.13-signal_Neg1h_NegCTL-STK.csv
Neg1h_NegCTL,BARK2,3,9,-0.050137780227394124,18,0.4,0.6355861222787667,0.7970048200003582,hpv_neg_25.13-signal_Neg1h_NegCTL-STK.csv
Neg1h_NegCTL,PRKDC,7,21,-0.06350086777422065,104,0.45021645021645024,0.7022135275104999,0.8667948230207734,hpv_neg_25.13-signal_Neg1h_NegCTL-STK.csv
Neg1h_NegCTL,NAK,1,3,0.07718630086853265,4,0.6666666666666666,0.7892680261342813,0.9447299100698215,hpv_neg_25.13-signal_Neg1h_NegCTL-STK.csv
Neg1h_NegCTL,KHS,1,3,-0.11483277485164725,2,0.3333333333333333,0.7892680261342813,0.9447299100698215,hpv_neg_25.13-signal_Neg1h_NegCTL-STK.csv
Neg1h_NegCTL,PAKB,2,6,0.06005058061851528,12,0.5714285714285714,0.833935414088552,0.9645208985998295,hpv_neg_25.13-signal_Neg1h_NegCTL-STK.csv
Neg1h_NegCTL,LKB,5,15,0.0026651776850345307,56,0.4666666666666667,0.8424296456125092,0.9645208985998295,hpv_neg_25.13-signal_Neg1h_NegCTL-STK.csv
Neg1h_NegCTL,COT,5,15,0.019275691594953737,64,0.5333333333333333,0.8424296456125093,0.9645208985998295,hpv_neg_25.13-signal_Neg1h_NegCTL-STK.csv
Neg1h_NegCTL,RAF,14,42,-0.029023701632714675,443,0.49058693244739754,0.9203210563155108,1,hpv_neg_25.13-signal_Neg1h_NegCTL-STK.csv
Neg1h_NegCTL,BRSK,1,3,-0.043039026612945896,3,0.5,1,1,hpv_neg_25.13-signal_Neg1h_NegCTL-STK.csv
Neg1h_NegCTL,EGFR,1,3,-0.013522127648956328,3,0.5,1,1,hpv_neg_25.13-signal_Neg1h_NegCTL-STK.csv
Neg1h_NegCTL,CSK,1,3,-0.013522127648956328,3,0.5,1,1,hpv_neg_25.13-signal_Neg1h_NegCTL-STK.csv
Neg1h_NegCTL,TEC,1,3,-0.013522127648956328,3,0.5,1,1,hpv_neg_25.13-signal_Neg1h_NegCTL-STK.csv
Neg1h_NegCTL,PDGFR,1,3,-0.013522127648956328,3,0.5,1,1,hpv_neg_25.13-signal_Neg1h_NegCTL-STK.csv
Neg1h_NegCTL,SYK,1,3,-0.013522127648956328,3,0.5,1,1,hpv_neg_25.13-signal_Neg1h_NegCTL-STK.csv
Neg1h_NegCTL,AXL,1,3,-0.013522127648956328,3,0.5,1,1,hpv_neg_25.13-signal_Neg1h_NegCTL-STK.csv
Neg1h_NegCTL,VEGFR,1,3,-0.013522127648956328,3,0.5,1,1,hpv_neg_25.13-signal_Neg1h_NegCTL-STK.csv
Neg1h_NegCTL,TAO,1,3,-0.011069679091125259,3,0.5,1,1,hpv_neg_25.13-signal_Neg1h_NegCTL-STK.csv
Neg24h_NegCTL,PKCD,11,33,-0.08789805638496133,172,0.3065953654188948,0.053640852727545416,1,hpv_neg_25.13-signal_Neg24h_NegCTL-STK.csv
Neg24h_NegCTL,FRAY,11,33,-0.08760952870471819,186,0.3315508021390374,0.09303985221857396,1,hpv_neg_25.13-signal_Neg24h_NegCTL-STK.csv
Neg24h_NegCTL,PKD,31,93,-0.03823093148750114,1797,0.41111873713109126,0.13710509756643213,1,hpv_neg_25.13-signal_Neg24h_NegCTL-STK.csv
Neg24h_NegCTL,SLK,1,3,0.2882464765727197,6,1,0.18144920772142026,1,hpv_neg_25.13-signal_Neg24h_NegCTL-STK.csv
Neg24h_NegCTL,AMPK,19,57,-0.06173708102428092,659,0.3986690865093769,0.18455838933475713,1,hpv_neg_25.13-signal_Neg24h_NegCTL-STK.csv
Neg24h_NegCTL,PIM,58,174,-0.015470359871201681,6779,0.4452545155993432,0.21063296627728662,1,hpv_neg_25.13-signal_Neg24h_NegCTL-STK.csv
Neg24h_NegCTL,CAMK2,12,36,-0.04492402920290899,255,0.38288288288288286,0.22338758895607536,1,hpv_neg_25.13-signal_Neg24h_NegCTL-STK.csv
Neg24h_NegCTL,RSK,65,195,-0.009700821067354412,8679,0.454160125588697,0.26721372422170026,1,hpv_neg_25.13-signal_Neg24h_NegCTL-STK.csv
Neg24h_NegCTL,PHK,68,204,-0.005563016228959299,9553,0.4568627450980392,0.28557993569390105,1,hpv_neg_25.13-signal_Neg24h_NegCTL-STK.csv
Neg24h_NegCTL,VRK1,3,9,0.15405535000857284,32,0.7111111111111111,0.2863205967930593,1,hpv_neg_25.13-signal_Neg24h_NegCTL-STK.csv
Neg24h_NegCTL,DMPK,76,228,-0.0049696410778644635,12004,0.45981766643683447,0.2930050985889306,1,hpv_neg_25.13-signal_Neg24h_NegCTL-STK.csv
Neg24h_NegCTL,AUR,9,27,-0.04489739557402326,145,0.3835978835978836,0.2959825507410112,1,hpv_neg_25.13-signal_Neg24h_NegCTL-STK.csv
Neg24h_NegCTL,PAKA,25,75,-0.02954271601591247,1227,0.4305263157894737,0.29698999152606,1,hpv_neg_25.13-signal_Neg24h_NegCTL-STK.csv
Neg24h_NegCTL,ERK,29,87,0.06843138673080908,2148,0.5611285266457681,0.3230238799173293,1,hpv_neg_25.13-signal_Neg24h_NegCTL-STK.csv
Neg24h_NegCTL,RAD53,27,81,-0.03080808512907994,1452,0.4372177055103884,0.3274206727752907,1,hpv_neg_25.13-signal_Neg24h_NegCTL-STK.csv
Neg24h_NegCTL,PKCH,13,39,-0.027680350991122354,321,0.4115384615384615,0.3391139889185341,1,hpv_neg_25.13-signal_Neg24h_NegCTL-STK.csv
Neg24h_NegCTL,RAF,14,42,-0.03130396452947037,377,0.4174972314507198,0.3548248997146157,1,hpv_neg_25.13-signal_Neg24h_NegCTL-STK.csv
Neg24h_NegCTL,PKCI,11,33,-0.02905653116292424,229,0.40819964349376114,0.3621587727888085,1,hpv_neg_25.13-signal_Neg24h_NegCTL-STK.csv
Neg24h_NegCTL,AKT,33,99,-0.010339534779506047,2217,0.4478787878787879,0.36878604156403005,1,hpv_neg_25.13-signal_Neg24h_NegCTL-STK.csv
Neg24h_NegCTL,PKA,53,159,6.41838259445615e-5,5857,0.4604559748427673,0.38750696211081986,1,hpv_neg_25.13-signal_Neg24h_NegCTL-STK.csv
Neg24h_NegCTL,NMO,1,3,-0.33402768640669667,1,0.16666666666666666,0.42267807417063546,1,hpv_neg_25.13-signal_Neg24h_NegCTL-STK.csv
Neg24h_NegCTL,ATM,1,3,-0.19774837704311982,1,0.16666666666666666,0.42267807417063546,1,hpv_neg_25.13-signal_Neg24h_NegCTL-STK.csv
Neg24h_NegCTL,P38,28,84,0.06083896536841542,1961,0.5492997198879552,0.43380864842199696,1,hpv_neg_25.13-signal_Neg24h_NegCTL-STK.csv
Neg24h_NegCTL,PDHK,42,126,0.0021576072859739413,3698,0.4621922259717535,0.46215618532125124,1,hpv_neg_25.13-signal_Neg24h_NegCTL-STK.csv
Neg24h_NegCTL,MAPKAPK,37,111,-0.010840156761457016,2870,0.4617117117117117,0.48468365989050033,1,hpv_neg_25.13-signal_Neg24h_NegCTL-STK.csv
Neg24h_NegCTL,PKG,42,126,-0.004721994316853633,3726,0.46569178852643417,0.5046907479852529,1,hpv_neg_25.13-signal_Neg24h_NegCTL-STK.csv
Neg24h_NegCTL,LKB,5,15,0.07486213222874355,72,0.6,0.5136556425100474,1,hpv_neg_25.13-signal_Neg24h_NegCTL-STK.csv
Neg24h_NegCTL,MARK,5,15,-0.10262200174719514,48,0.4,0.5136556425100474,1,hpv_neg_25.13-signal_Neg24h_NegCTL-STK.csv
Neg24h_NegCTL,MELK,23,69,-0.00661869506687,1101,0.45590062111801244,0.52623203638731475,1,hpv_neg_25.13-signal_Neg24h_NegCTL-STK.csv
Neg24h_NegCTL,NEK,15,45,-0.01786515907564716,461,0.4454106280193237,0.5273196440064631,1,hpv_neg_25.13-signal_Neg24h_NegCTL-STK.csv
Neg24h_NegCTL,CK1,22,66,-0.005776350257832891,1013,0.45816372682044326,0.5567313427222043,1,hpv_neg_25.13-signal_Neg24h_NegCTL-STK.csv
Neg24h_NegCTL,PKCA,81,243,0.006957283079769303,14190,0.4786480469540579,0.5641836990950646,1,hpv_neg_25.13-signal_Neg24h_NegCTL-STK.csv
Neg24h_NegCTL,CAMK1,19,57,-0.0038901391803120083,762,0.46098003629764067,0.6111074242162402,1,hpv_neg_25.13-signal_Neg24h_NegCTL-STK.csv
Neg24h_NegCTL,MST,16,48,-0.008648082352564371,541,0.46003401360544216,0.6334124326630947,1,hpv_neg_25.13-signal_Neg24h_NegCTL-STK.csv
Neg24h_NegCTL,CHK1,10,30,-0.04726502608740137,209,0.44946236559139785,0.6361619513177685,1,hpv_neg_25.13-signal_Neg24h_NegCTL-STK.csv
Neg24h_NegCTL,BARK1,91,273,0.012916840417293974,18157,0.48546830298655114,0.6775068218174587,1,hpv_neg_25.13-signal_Neg24h_NegCTL-STK.csv
Neg24h_NegCTL,VRK2,91,273,0.012916840417293974,18157,0.48546830298655114,0.6775068218174587,1,hpv_neg_25.13-signal_Neg24h_NegCTL-STK.csv
Neg24h_NegCTL,IRAK,8,24,-0.012628514624345732,135,0.45,0.6786648748084547,1,hpv_neg_25.13-signal_Neg24h_NegCTL-STK.csv
Neg24h_NegCTL,IKK,39,117,0.008873602630390377,3307,0.47906707228741124,0.6953154281935594,1,hpv_neg_25.13-signal_Neg24h_NegCTL-STK.csv
Neg24h_NegCTL,NDR,4,12,-0.047267714177337564,34,0.4358974358974359,0.7240816609153895,1,hpv_neg_25.13-signal_Neg24h_NegCTL-STK.csv
Neg24h_NegCTL,CDK,62,186,0.035484092532277155,8947,0.5144615030763038,0.7328118628807032,1,hpv_neg_25.13-signal_Neg24h_NegCTL-STK.csv
Neg24h_NegCTL,MLK,13,39,-0.007104587826189264,366,0.46923076923076923,0.7429551757015738,1,hpv_neg_25.13-signal_Neg24h_NegCTL-STK.csv
Neg24h_NegCTL,COT,5,15,0.034655258293681684,66,0.55,0.7547525012901841,1,hpv_neg_25.13-signal_Neg24h_NegCTL-STK.csv
Neg24h_NegCTL,RIPK,30,90,8.591354410954375e-4,1971,0.48131868131868133,0.7597566637469276,1,hpv_neg_25.13-signal_Neg24h_NegCTL-STK.csv
Neg24h_NegCTL,MTOR,16,48,0.014494903339781541,559,0.47534013605442177,0.770048439352899,1,hpv_neg_25.13-signal_Neg24h_NegCTL-STK.csv
Neg24h_NegCTL,STKR,4,12,0.056429266518983966,43,0.5512820512820513,0.7836523115344085,1,hpv_neg_25.13-signal_Neg24h_NegCTL-STK.csv
Neg24h_NegCTL,QIK,47,141,0.011475223489722,4872,0.4866646688642493,0.7842979737243427,1,hpv_neg_25.13-signal_Neg24h_NegCTL-STK.csv
Neg24h_NegCTL,EGFR,1,3,-0.04585638401388954,2,0.3333333333333333,0.7892680261342813,1,hpv_neg_25.13-signal_Neg24h_NegCTL-STK.csv
Neg24h_NegCTL,CSK,1,3,-0.04585638401388954,2,0.3333333333333333,0.7892680261342813,1,hpv_neg_25.13-signal_Neg24h_NegCTL-STK.csv
Neg24h_NegCTL,TEC,1,3,-0.04585638401388954,2,0.3333333333333333,0.7892680261342813,1,hpv_neg_25.13-signal_Neg24h_NegCTL-STK.csv
Neg24h_NegCTL,PDGFR,1,3,-0.04585638401388954,2,0.3333333333333333,0.7892680261342813,1,hpv_neg_25.13-signal_Neg24h_NegCTL-STK.csv
Neg24h_NegCTL,SYK,1,3,-0.04585638401388954,2,0.3333333333333333,0.7892680261342813,1,hpv_neg_25.13-signal_Neg24h_NegCTL-STK.csv
Neg24h_NegCTL,AXL,1,3,-0.04585638401388954,2,0.3333333333333333,0.7892680261342813,1,hpv_neg_25.13-signal_Neg24h_NegCTL-STK.csv
Neg24h_NegCTL,VEGFR,1,3,-0.04585638401388954,2,0.3333333333333333,0.7892680261342813,1,hpv_neg_25.13-signal_Neg24h_NegCTL-STK.csv
Neg24h_NegCTL,NAK,1,3,0.09086345474749831,4,0.6666666666666666,0.7892680261342813,1,hpv_neg_25.13-signal_Neg24h_NegCTL-STK.csv
Neg24h_NegCTL,KHS,1,3,-0.1117803979672587,2,0.3333333333333333,0.7892680261342813,1,hpv_neg_25.13-signal_Neg24h_NegCTL-STK.csv
Neg24h_NegCTL,PKN,1,3,0.14592606869405272,4,0.6666666666666666,0.7892680261342813,1,hpv_neg_25.13-signal_Neg24h_NegCTL-STK.csv
Neg24h_NegCTL,PEK,60,180,0.018409266235392824,7959,0.4885819521178637,0.7910214386263754,1,hpv_neg_25.13-signal_Neg24h_NegCTL-STK.csv
Neg24h_NegCTL,PLK,21,63,0.020817439999835336,969,0.4806547619047619,0.7921074185213812,1,hpv_neg_25.13-signal_Neg24h_NegCTL-STK.csv
Neg24h_NegCTL,PRKDC,7,21,0.044689618271195455,123,0.5324675324675324,0.8077702546788954,1,hpv_neg_25.13-signal_Neg24h_NegCTL-STK.csv
Neg24h_NegCTL,STE7,28,84,0.015281454155324593,1734,0.4857142857142857,0.8218091049260463,1,hpv_neg_25.13-signal_Neg24h_NegCTL-STK.csv
Neg24h_NegCTL,HAL,2,6,0.11715260206072445,12,0.5714285714285714,0.833935414088552,1,hpv_neg_25.13-signal_Neg24h_NegCTL-STK.csv
Neg24h_NegCTL,DYRK,26,78,0.03989454395789633,1583,0.5137942226549822,0.8342986709373672,1,hpv_neg_25.13-signal_Neg24h_NegCTL-STK.csv
Neg24h_NegCTL,STE11,5,15,0.0908667910536991,64,0.5333333333333333,0.8424296456125093,1,hpv_neg_25.13-signal_Neg24h_NegCTL-STK.csv
Neg24h_NegCTL,DAPK,18,54,0.013910095053108225,719,0.4841750841750842,0.8430176690443272,1,hpv_neg_25.13-signal_Neg24h_NegCTL-STK.csv
Neg24h_NegCTL,JNK,23,69,0.03631622366782697,1241,0.5138716356107661,0.8435886875875527,1,hpv_neg_25.13-signal_Neg24h_NegCTL-STK.csv
Neg24h_NegCTL,SGK,23,69,0.018662811857673847,1175,0.4865424430641822,0.8482699707945712,1,hpv_neg_25.13-signal_Neg24h_NegCTL-STK.csv
Neg24h_NegCTL,ATR,7,21,-0.0016088205371033119,110,0.47619047619047616,0.8620318791385603,1,hpv_neg_25.13-signal_Neg24h_NegCTL-STK.csv
Neg24h_NegCTL,GSK,12,36,0.035089116139015546,324,0.4864864864864865,0.8937664215473804,1,hpv_neg_25.13-signal_Neg24h_NegCTL-STK.csv
Neg24h_NegCTL,MSN,4,12,-1.015060040762128e-4,37,0.47435897435897434,0.9063293908364868,1,hpv_neg_25.13-signal_Neg24h_NegCTL-STK.csv
Neg24h_NegCTL,CK2,4,12,0.005144470151550973,37,0.47435897435897434,0.9063293908364868,1,hpv_neg_25.13-signal_Neg24h_NegCTL-STK.csv
Neg24h_NegCTL,GRK,8,24,0.036904886934260084,153,0.51,0.9430566709670429,1,hpv_neg_25.13-signal_Neg24h_NegCTL-STK.csv
Neg24h_NegCTL,PDK1,35,105,0.03480292601105268,2799,0.5029649595687331,0.9592068239015468,1,hpv_neg_25.13-signal_Neg24h_NegCTL-STK.csv
Neg24h_NegCTL,MLCK,5,15,0.056406606622804646,59,0.49166666666666664,0.9773446461818073,1,hpv_neg_25.13-signal_Neg24h_NegCTL-STK.csv
Neg24h_NegCTL,BARK2,3,9,0.04136352217805799,23,0.5111111111111111,1,1,hpv_neg_25.13-signal_Neg24h_NegCTL-STK.csv
Neg24h_NegCTL,PASK,1,3,-0.030892187239613733,3,0.5,1,1,hpv_neg_25.13-signal_Neg24h_NegCTL-STK.csv
Neg24h_NegCTL,BRSK,1,3,-0.04398988230793307,3,0.5,1,1,hpv_neg_25.13-signal_Neg24h_NegCTL-STK.csv
Neg24h_NegCTL,TAO,1,3,-0.028954198389693986,3,0.5,1,1,hpv_neg_25.13-signal_Neg24h_NegCTL-STK.csv
Neg24h_NegCTL,PAKB,2,6,0.031161738653095305,10,0.47619047619047616,1,1,hpv_neg_25.13-signal_Neg24h_NegCTL-STK.csv
Neg30m_NegCTL,PKCA,83,249,-0.24822199136180334,5902,0.18962248995983935,2.0473026556565058e-17,1.6378421245252046e-15,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,BARK1,93,279,-0.21966357237288542,8588,0.2198668714797747,5.00425573663924e-16,1.266726178735606e-14,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,VRK2,93,279,-0.21966357237288542,8588,0.2198668714797747,5.00425573663924e-16,1.266726178735606e-14,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,DMPK,77,231,-0.23459170319143496,5179,0.1932751156889088,6.333630893678031e-16,1.266726178735606e-14,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,PKA,54,162,-0.320317286700908,1832,0.13875634325532077,1.521711289021414e-15,2.4347380624342626e-14,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,RSK,66,198,-0.2635427162147829,3452,0.1752195320034516,2.2827371272215725e-15,3.043649502962097e-14,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,PHK,70,210,-0.23381973548487917,4465,0.20153464229293613,6.394171769523849e-14,7.307624879455828e-13,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,PIM,58,174,-0.22575150313951134,3036,0.1994088669950739,6.121956332350153e-12,6.121956332350153e-11,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,PKG,43,129,-0.30712612477187834,1334,0.15909361955873583,1.8401228624475228e-11,1.6356647666200205e-10,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,PKD,31,93,-0.3271668979277015,504,0.1153054221002059,1.18760452261568e-10,9.50083618092544e-10,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,RIPK,30,90,-0.35563059546829257,462,0.11282051282051282,1.7994716072047677e-10,1.3087066234216491e-9,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,IKK,39,117,-0.2624444460213587,1264,0.1831087932782848,2.710850917458537e-9,1.807233944972358e-8,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,PEK,62,186,-0.19488239101541335,4403,0.25317693059628543,5.296105890845753e-9,3.25914208667431e-8,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,QIK,48,144,-0.21882728656428596,2312,0.221455938697318,6.693459927630594e-9,3.824834244360339e-8,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,CDK,64,192,-0.1787540536603627,4819,0.2600928324697755,8.185353603773038e-9,4.365521922012286e-8,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,PDHK,43,129,-0.2439410921469059,1763,0.21025641025641026,1.1314548813608983e-8,5.6572744068044914e-8,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,MAPKAPK,38,114,-0.25197573802680207,1315,0.20061022120518687,2.900324476776043e-8,1.3648585773063734e-7,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,PAKA,25,75,-0.31865374005777136,377,0.13228070175438597,3.177152802083498e-8,1.4120679120371104e-7,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,AKT,34,102,-0.21522994939105855,1068,0.2033123929183324,1.9833931728634568e-7,8.351129148898765e-7,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,CAMK1,19,57,-0.3139738561471999,173,0.10465819721718088,2.1231268597257443e-7,8.492507438902977e-7,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,AMPK,19,57,-0.3078319518998781,183,0.11070780399274047,3.242648426139371e-7,1.235294638529284e-6,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,CK1,23,69,-0.25535039468301174,382,0.15817805383022773,8.112944622379698e-7,2.9501616808653446e-6,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,RAD53,28,84,-0.25203161027390364,727,0.20364145658263305,2.402732592683766e-6,8.357330757160924e-6,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,PKCD,11,33,-0.3230727698016061,31,0.05525846702317291,8.623509562721093e-6,2.8745031875736978e-5,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,DAPK,18,54,-0.25302613219162645,276,0.18585858585858586,6.011432703406738e-5,1.9236584650901564e-4,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,AUR,9,27,-0.2888123168080992,22,0.0582010582010582,6.329904728008034e-5,1.9476629932332413e-4,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,STE7,29,87,-0.19024741949349505,985,0.25731452455590387,8.502584379503136e-5,2.5192842605935214e-4,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,PLK,22,66,-0.2010056871360458,522,0.23609226594301222,1.958956657942886e-4,5.59701902269396e-4,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,MELK,23,69,-0.1643956212248107,592,0.24513457556935817,2.3594496032599535e-4,6.508826491751597e-4,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,NEK,15,45,-0.20255157532017568,214,0.20676328502415459,6.259163998543329e-4,0.0016691103996115545,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,SGK,23,69,-0.17946628019359362,648,0.2683229813664596,8.310786535547684e-4,0.0021447191059477894,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,CAMK2,13,39,-0.2475004865339969,166,0.21282051282051281,0.0018150166425400102,0.004537541606350026,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,PKCI,11,33,-0.22761007585888623,106,0.1889483065953654,0.0018772027519512685,0.004550794550184894,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,NDR,4,12,-0.33897544987706724,1,0.01282051282051282,0.0032637169016702335,0.007679333886282903,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,ATR,7,21,-0.22895695875145472,34,0.1471861471861472,0.0048721157733690795,0.011136264624843609,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,MLK,13,39,-0.16320420778281564,192,0.24615384615384617,0.005849294831209879,0.012998432958244177,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,RAF,14,42,-0.14096817115049598,234,0.2591362126245847,0.0066617767002392836,0.014403841514030884,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,P38,29,87,-0.11664101083233697,1292,0.3375130616509927,0.008527690197622735,0.01795303199499523,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,CHK1,10,30,-0.20069895987360997,107,0.23010752688172043,0.010139290676148644,0.020798544976715166,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,MTOR,16,48,-0.13576246654423016,340,0.2891156462585034,0.011133041980886804,0.022266083961773608,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,PRKDC,7,21,-0.19796792434922117,48,0.2077922077922078,0.01987164849897301,0.038773948290679046,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,GRK,8,24,-0.2796203518412655,70,0.23333333333333334,0.02312104643565692,0.04404008844887032,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,PDK1,35,105,-0.07556829505566563,2154,0.3870619946091644,0.04468617455312875,0.08212134191551704,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,GSK,12,36,-0.10586583255502909,205,0.3078078078078078,0.04516673805353437,0.08212134191551704,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,PKCH,13,39,-0.10933224260379999,256,0.3282051282051282,0.06246336053751865,0.11104597428892204,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,CK2,5,15,-0.17839334128650375,28,0.23333333333333334,0.07360196839165505,0.1262464443391357,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,MARK,6,18,-0.21100808214774583,44,0.2573099415204678,0.07416978604924222,0.1262464443391357,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,FRAY,11,33,-0.10777049948571633,182,0.3244206773618538,0.0799377703236374,0.13322961720606233,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,HAL,2,6,-0.2513619351423083,3,0.14285714285714285,0.1422132419363925,0.23218488479411023,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,IRAK,9,27,-0.10473726650384604,128,0.3386243386243386,0.14608152832218668,0.2337304453154987,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,ERK,30,90,-0.05557077557095299,1697,0.41440781440781443,0.1590448974280781,0.24948219204404407,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,PASK,1,3,-0.6160070749171954,0,0,0.1814492077214203,0.27388559656063444,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,ATM,1,3,-0.41083366461050846,0,0,0.1814492077214203,0.27388559656063444,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,DYRK,27,81,-0.05052981379772432,1411,0.42487202649804273,0.24105175241082968,0.3571137072753032,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,BARK2,3,9,-0.12777311667087482,13,0.28888888888888886,0.2863205967930592,0.41646632260808614,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,VRK1,3,9,-0.06556434508102557,14,0.3111111111111111,0.34325256243603103,0.4809490724704181,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,STE11,5,15,-0.12109021762547073,43,0.35833333333333334,0.34868807754105313,0.4809490724704181,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,STKR,5,15,-0.12266724476077748,43,0.35833333333333334,0.34868807754105313,0.4809490724704181,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
