condition,Kinase,n_peptides,n_pairs,mean_diff,statistic,effect_size,p_value,p_adjusted,source_file
Neg30m_NegCTL,KHS,1,3,-0.23295276274699478,1,0.16666666666666666,0.42267807417063546,0.554331900551653,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,BRSK,1,3,0.14411436579992437,5,0.8333333333333334,0.4226780741706355,0.554331900551653,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,MOS,1,3,0.25078351088161843,5,0.8333333333333334,0.4226780741706355,0.554331900551653,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,MSN,4,12,-0.07056454515331925,29,0.3717948717948718,0.45612585171352166,0.5885494860819634,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,LKB,5,15,-0.052028209529189816,49,0.4083333333333333,0.5509348056804799,0.6886685071005999,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,COT,5,15,-0.06745473298221598,49,0.4083333333333333,0.5509348056804799,0.6886685071005999,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,JNK,24,72,-0.02290542242190547,1211,0.460806697108067,0.5651570015828122,0.6955778481019228,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,TAO,1,3,-0.0403804865313931,2,0.3333333333333333,0.7892680261342813,0.9150933636339493,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,NMO,1,3,0.26323092575020013,4,0.6666666666666666,0.7892680261342813,0.9150933636339493,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,NAK,1,3,-0.017378289127091346,2,0.3333333333333333,0.7892680261342813,0.9150933636339493,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,SLK,1,3,-0.06620403477936523,2,0.3333333333333333,0.7892680261342813,0.9150933636339493,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,MLCK,5,15,0.010673082437267762,57,0.475,0.8870875422894803,1,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,MST,16,48,-0.004447548255233817,582,0.49489795918367346,0.9550143956297488,1,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,EGFR,1,3,0.06393177445855494,3,0.5,1,1,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,CSK,1,3,0.06393177445855494,3,0.5,1,1,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,TEC,1,3,0.06393177445855494,3,0.5,1,1,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,PDGFR,1,3,0.06393177445855494,3,0.5,1,1,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,SYK,1,3,0.06393177445855494,3,0.5,1,1,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,AXL,1,3,0.06393177445855494,3,0.5,1,1,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,VEGFR,1,3,0.06393177445855494,3,0.5,1,1,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,PAKB,2,6,0.040844900797924424,11,0.5238095238095238,1,1,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg30m_NegCTL,PKN,1,3,0.023345251885214857,3,0.5,1,1,hpv_neg_25.12-signal_Neg30m_NegCTL-STK.csv
Neg4h_NegCTL,PKA,53,159,-0.16763540854673256,3044,0.23930817610062893,1.935327137013131e-8,1.5289084382403735e-6,hpv_neg_25.13-signal_Neg4h_NegCTL-STK.csv
Neg4h_NegCTL,PKG,42,126,-0.170312465578736,1871,0.23384576927884015,3.5715685839468944e-7,1.4107695906590233e-5,hpv_neg_25.13-signal_Neg4h_NegCTL-STK.csv
Neg4h_NegCTL,RSK,65,195,-0.12122121645193931,5731,0.2998953427524856,1.9519120964262597e-6,5.140035187255817e-5,hpv_neg_25.13-signal_Neg4h_NegCTL-STK.csv
Neg4h_NegCTL,RIPK,30,90,-0.18913078568680533,900,0.21978021978021978,3.927717178299134e-6,7.757241427140789e-5,hpv_neg_25.13-signal_Neg4h_NegCTL-STK.csv
Neg4h_NegCTL,PKD,31,93,-0.1760230274382848,1009,0.23083962479981698,6.60754518440003e-6,1.0439921391352048e-4,hpv_neg_25.13-signal_Neg4h_NegCTL-STK.csv
Neg4h_NegCTL,DMPK,76,228,-0.10078573839455354,8636,0.33080517888607985,1.4022649486030286e-5,1.8463155156606543e-4,hpv_neg_25.13-signal_Neg4h_NegCTL-STK.csv
Neg4h_NegCTL,PAKA,25,75,-0.18035725592841217,618,0.2168421052631579,2.0555569018868793e-5,2.3198427892723354e-4,hpv_neg_25.13-signal_Neg4h_NegCTL-STK.csv
Neg4h_NegCTL,PKCA,81,243,-0.09868673582987775,10171,0.3430816973622074,3.245926062914649e-5,3.205351987128216e-4,hpv_neg_25.13-signal_Neg4h_NegCTL-STK.csv
Neg4h_NegCTL,PDHK,42,126,-0.1287480357251838,2397,0.2995875515560555,9.503170907988375e-5,8.341672241456463e-4,hpv_neg_25.13-signal_Neg4h_NegCTL-STK.csv
Neg4h_NegCTL,PHK,68,204,-0.10102573786176251,7185,0.3436154949784792,1.0755973083230366e-4,0.00084972187357519895,hpv_neg_25.13-signal_Neg4h_NegCTL-STK.csv
Neg4h_NegCTL,AMPK,19,57,-0.17477399647822833,343,0.2075015124016939,1.2427526960752212e-4,8.925223908176589e-4,hpv_neg_25.13-signal_Neg4h_NegCTL-STK.csv
Neg4h_NegCTL,PKCD,11,33,-0.20368706800111921,73,0.13012477718360071,2.1675724018039403e-4,0.0014269851645209272,hpv_neg_25.13-signal_Neg4h_NegCTL-STK.csv
Neg4h_NegCTL,BARK1,91,273,-0.07967912018007099,13972.5,0.37358626774685166,4.070285562199541e-4,0.0022968039958125982,hpv_neg_25.13-signal_Neg4h_NegCTL-STK.csv
Neg4h_NegCTL,VRK2,91,273,-0.07967912018007099,13972.5,0.37358626774685166,4.070285562199541e-4,0.0022968039958125982,hpv_neg_25.13-signal_Neg4h_NegCTL-STK.csv
Neg4h_NegCTL,PIM,58,174,-0.08849780354318322,5322,0.34955665024630544,8.398453441347774e-4,0.004423185479109828,hpv_neg_25.13-signal_Neg4h_NegCTL-STK.csv
Neg4h_NegCTL,RAD53,27,81,-0.1207606545187753,928,0.2794339054501656,9.110934334212677e-4,0.004498523827517509,hpv_neg_25.13-signal_Neg4h_NegCTL-STK.csv
Neg4h_NegCTL,IKK,39,117,-0.11235326806863033,2255,0.3266695639576995,0.0011423904339199862,0.005308755545863466,hpv_neg_25.13-signal_Neg4h_NegCTL-STK.csv
Neg4h_NegCTL,AKT,33,99,-0.10395122512875107,1569,0.31696969696969696,0.001575216411338651,0.006913449805319636,hpv_neg_25.13-signal_Neg4h_NegCTL-STK.csv
Neg4h_NegCTL,MAPKAPK,37,111,-0.11847845542812364,2090,0.3362290862290862,0.0027556183232828537,0.011457570923123444,hpv_neg_25.13-signal_Neg4h_NegCTL-STK.csv
Neg4h_NegCTL,CAMK1,19,57,-0.14253041483684634,459,0.2776769509981851,0.003546739674330425,0.01400962171360518,hpv_neg_25.13-signal_Neg4h_NegCTL-STK.csv
Neg4h_NegCTL,PEK,60,180,-0.07463746427508243,6140,0.3769183548189073,0.005820509257497525,0.021896201492490688,hpv_neg_25.13-signal_Neg4h_NegCTL-STK.csv
Neg4h_NegCTL,AUR,9,27,-0.14965073333672116,75,0.1984126984126984,0.0063944543368103695,0.022961904209455417,hpv_neg_25.13-signal_Neg4h_NegCTL-STK.csv
Neg4h_NegCTL,ERK,29,87,0.08695812245977796,2499,0.6528213166144201,0.00684760544746621,0.023520036102166547,hpv_neg_25.13-signal_Neg4h_NegCTL-STK.csv
Neg4h_NegCTL,DYRK,26,78,0.07906517210603714,2025.5,0.657416423239208,0.00785923084771123,0.02586996820704946,hpv_neg_25.13-signal_Neg4h_NegCTL-STK.csv
Neg4h_NegCTL,CK1,22,66,-0.11476578141891133,699,0.31614654002713705,0.009498769073957749,0.030016110273706487,hpv_neg_25.13-signal_Neg4h_NegCTL-STK.csv
Neg4h_NegCTL,QIK,47,141,-0.08275459315939696,3760,0.3755868544600939,0.010398490284761327,0.031595412788313265,hpv_neg_25.13-signal_Neg4h_NegCTL-STK.csv
Neg4h_NegCTL,NDR,4,12,-0.17634305661133082,8,0.10256410256410256,0.016728700389704677,0.047198833242381055,hpv_neg_25.13-signal_Neg4h_NegCTL-STK.csv
Neg4h_NegCTL,CK2,4,12,-0.2013983646849718,8,0.10256410256410256,0.016728700389704677,0.047198833242381055,hpv_neg_25.13-signal_Neg4h_NegCTL-STK.csv
Neg4h_NegCTL,JNK,23,69,0.07467754550349734,1603.5,0.6639751552795031,0.01804572594285747,0.049159046533991044,hpv_neg_25.13-signal_Neg4h_NegCTL-STK.csv
Neg4h_NegCTL,CAMK2,12,36,-0.12591203245014732,184,0.27627627627627627,0.019647075858190137,0.05173729975990069,hpv_neg_25.13-signal_Neg4h_NegCTL-STK.csv
Neg4h_NegCTL,PKCI,11,33,-0.12609203511433398,153,0.2727272727272727,0.023255296982184443,0.05926349876105068,hpv_neg_25.13-signal_Neg4h_NegCTL-STK.csv
Neg4h_NegCTL,STE7,28,84,-0.07076253391044637,1372,0.3843137254901961,0.06581844958456211,0.1624892974118877,hpv_neg_25.13-signal_Neg4h_NegCTL-STK.csv
Neg4h_NegCTL,MARK,5,15,-0.17919983056980665,29,0.24166666666666667,0.08322308147757372,0.19923101323419165,hpv_neg_25.13-signal_Neg4h_NegCTL-STK.csv
Neg4h_NegCTL,DAPK,18,54,-0.08653990002388093,537,0.3616161616161616,0.11507372301706945,0.26737717995142607,hpv_neg_25.13-signal_Neg4h_NegCTL-STK.csv
Neg4h_NegCTL,VRK1,3,9,0.1117916235458113,36,0.8,0.12353425375256943,0.2788344584700853,hpv_neg_25.13-signal_Neg4h_NegCTL-STK.csv
Neg4h_NegCTL,CDK,62,186,-0.046318622070941694,7503.5,0.43145880052900926,0.13202135886375743,0.28971353750657886,hpv_neg_25.13-signal_Neg4h_NegCTL-STK.csv
Neg4h_NegCTL,PDK1,35,105,0.04487193135288043,3187,0.5726864330637915,0.1387821096223132,0.2963185583827768,hpv_neg_25.13-signal_Neg4h_NegCTL-STK.csv
Neg4h_NegCTL,P38,28,84,0.03667610554880503,2042,0.5719887955182072,0.1753442648050545,0.3343191404679367,hpv_neg_25.13-signal_Neg4h_NegCTL-STK.csv
Neg4h_NegCTL,CHK1,10,30,-0.07896173237255494,155,0.3333333333333333,0.1800378598736641,0.3343191404679367,hpv_neg_25.13-signal_Neg4h_NegCTL-STK.csv
Neg4h_NegCTL,NAK,1,3,0.07685544108315263,6,1,0.18144920772142026,0.3343191404679367,hpv_neg_25.13-signal_Neg4h_NegCTL-STK.csv
Neg4h_NegCTL,SLK,1,3,0.273848350292013,6,1,0.18144920772142026,0.3343191404679367,hpv_neg_25.13-signal_Neg4h_NegCTL-STK.csv
Neg4h_NegCTL,ATM,1,3,-0.29522866708972967,0,0,0.1814492077214203,0.3343191404679367,hpv_neg_25.13-signal_Neg4h_NegCTL-STK.csv
Neg4h_NegCTL,MLCK,5,15,0.08899269284398839,84,0.7,0.18197117772305416,0.3343191404679367,hpv_neg_25.13-signal_Neg4h_NegCTL-STK.csv
Neg4h_NegCTL,NEK,15,45,-0.05968733403511741,402,0.3884057971014493,0.19426381673126616,0.3485418740555632,hpv_neg_25.13-signal_Neg4h_NegCTL-STK.csv
Neg4h_NegCTL,MST,16,48,0.057640877162289134,686,0.5833333333333334,0.19853651053797905,0.3485418740555632,hpv_neg_25.13-signal_Neg4h_NegCTL-STK.csv
Neg4h_NegCTL,GRK,8,24,-0.11798053762265025,105,0.35,0.20357622354788252,0.3496200360931026,hpv_neg_25.13-signal_Neg4h_NegCTL-STK.csv
Neg4h_NegCTL,PLK,21,63,-0.05702745926361679,829,0.41121031746031744,0.22169644041978426,0.3726386977268714,hpv_neg_25.13-signal_Neg4h_NegCTL-STK.csv
Neg4h_NegCTL,LKB,5,15,0.08541164297419991,81,0.675,0.24429364133177667,0.40206661802521576,hpv_neg_25.13-signal_Neg4h_NegCTL-STK.csv
Neg4h_NegCTL,SGK,23,69,-0.05937464957675832,1023,0.4236024844720497,0.2712771722190133,0.437365236842899,hpv_neg_25.13-signal_Neg4h_NegCTL-STK.csv
Neg4h_NegCTL,FRAY,11,33,-0.04790161891349163,226,0.4028520499108734,0.3346135491181003,0.5286894076065985,hpv_neg_25.13-signal_Neg4h_NegCTL-STK.csv
Neg4h_NegCTL,MELK,23,69,-0.03806392213061078,1048,0.4339544513457557,0.34178082493710865,0.529425199412384,hpv_neg_25.13-signal_Neg4h_NegCTL-STK.csv
Neg4h_NegCTL,MTOR,16,48,0.03200885442011995,678,0.576530612244898,0.3586393947718889,0.5448560035957543,hpv_neg_25.13-signal_Neg4h_NegCTL-STK.csv
Neg4h_NegCTL,PASK,1,3,-0.34069712039737815,1,0.16666666666666666,0.42267807417063546,0.6071194156269129,hpv_neg_25.13-signal_Neg4h_NegCTL-STK.csv
Neg4h_NegCTL,NMO,1,3,0.211281963278722,5,0.8333333333333334,0.4226780741706355,0.6071194156269129,hpv_neg_25.13-signal_Neg4h_NegCTL-STK.csv
Neg4h_NegCTL,PKN,1,3,0.12744374007954562,5,0.8333333333333334,0.4226780741706355,0.6071194156269129,hpv_neg_25.13-signal_Neg4h_NegCTL-STK.csv
Neg4h_NegCTL,COT,5,15,0.04598728532013182,74,0.6166666666666667,0.44323107559105224,0.6252724102088059,hpv_neg_25.13-signal_Neg4h_NegCTL-STK.csv
Neg4h_NegCTL,MSN,4,12,0.05103863739418854,49,0.6282051282051282,0.4561258517135216,0.6321744260590914,hpv_neg_25.13-signal_Neg4h_NegCTL-STK.csv
Neg4h_NegCTL,GSK,12,36,0.02147269414788286,379,0.5690690690690691,0.47471337882350007,0.646592360811319,hpv_neg_25.13-signal_Neg4h_NegCTL-STK.csv
Neg4h_NegCTL,PAKB,2,6,0.1456409092634523,14,0.6666666666666666,0.5293681061847979,0.6912071761907174,hpv_neg_25.13-signal_Neg4h_NegCTL-STK.csv
Neg4h_NegCTL,HAL,2,6,-0.1700236989567796,7,0.3333333333333333,0.5293681061847979,0.6912071761907174,hpv_neg_25.13-signal_Neg4h_NegCTL-STK.csv
Neg4h_NegCTL,EGFR,1,3,0.04207257206780657,4.5,0.75,0.58621368107314,0.6912071761907174,hpv_neg_25.13-signal_Neg4h_NegCTL-STK.csv
Neg4h_NegCTL,CSK,1,3,0.04207257206780657,4.5,0.75,0.58621368107314,0.6912071761907174,hpv_neg_25.13-signal_Neg4h_NegCTL-STK.csv
Neg4h_NegCTL,TEC,1,3,0.04207257206780657,4.5,0.75,0.58621368107314,0.6912071761907174,hpv_neg_25.13-signal_Neg4h_NegCTL-STK.csv
Neg4h_NegCTL,PDGFR,1,3,0.04207257206780657,4.5,0.75,0.58621368107314,0.6912071761907174,hpv_neg_25.13-signal_Neg4h_NegCTL-STK.csv
Neg4h_NegCTL,SYK,1,3,0.04207257206780657,4.5,0.75,0.58621368107314,0.6912071761907174,hpv_neg_25.13-signal_Neg4h_NegCTL-STK.csv
Neg4h_NegCTL,AXL,1,3,0.04207257206780657,4.5,0.75,0.58621368107314,0.6912071761907174,hpv_neg_25.13-signal_Neg4h_NegCTL-STK.csv
Neg4h_NegCTL,VEGFR,1,3,0.04207257206780657,4.5,0.75,0.58621368107314,0.6912071761907174,hpv_neg_25.13-signal_Neg4h_NegCTL-STK.csv
Neg4h_NegCTL,MLK,13,39,-0.03433997575474807,358,0.45897435897435895,0.66023956522124,0.7670430243011466,hpv_neg_25.13-signal_Neg4h_NegCTL-STK.csv
Neg4h_NegCTL,RAF,14,42,0.016915263035597206,485,0.5370985603543743,0.6798843842269466,0.7784183529554896,hpv_neg_25.13-signal_Neg4h_NegCTL-STK.csv
Neg4h_NegCTL,STKR,4,12,-0.09326741809491507,34,0.4358974358974359,0.7240816609153895,0.8171778744616539,hpv_neg_25.13-signal_Neg4h_NegCTL-STK.csv
Neg4h_NegCTL,STE11,5,15,0.04279592672276214,66,0.55,0.7547525012901841,0.8397950366468246,hpv_neg_25.13-signal_Neg4h_NegCTL-STK.csv
Neg4h_NegCTL,KHS,1,3,-0.025332636467397005,2,0.3333333333333333,0.7892680261342813,0.8660024175640031,hpv_neg_25.13-signal_Neg4h_NegCTL-STK.csv
Neg4h_NegCTL,BARK2,3,9,4.129389225641162e-5,24.5,0.5444444444444444,0.8588323362422003,0.9202772763776522,hpv_neg_25.13-signal_Neg4h_NegCTL-STK.csv
Neg4h_NegCTL,ATR,7,21,-0.01640066712523713,110,0.47619047619047616,0.8620318791385603,0.9202772763776522,hpv_neg_25.13-signal_Neg4h_NegCTL-STK.csv
Neg4h_NegCTL,IRAK,8,24,-0.004265449232998469,133,0.44333333333333336,0.8911356946286636,0.9386629316755256,hpv_neg_25.13-signal_Neg4h_NegCTL-STK.csv
Neg4h_NegCTL,PRKDC,7,21,-3.8254579902420263e-4,118,0.5108225108225108,0.944579454524858,0.9818654856245235,hpv_neg_25.13-signal_Neg4h_NegCTL-STK.csv
Neg4h_NegCTL,PKCH,13,39,0.006075161432800892,394,0.5051282051282051,0.9610448182778062,0.986007021349957,hpv_neg_25.13-signal_Neg4h_NegCTL-STK.csv
Neg4h_NegCTL,BRSK,1,3,-0.00404126378769698,3,0.5,1,1,hpv_neg_25.13-signal_Neg4h_NegCTL-STK.csv
Neg4h_NegCTL,TAO,1,3,-0.02812007410934867,3,0.5,1,1,hpv_neg_25.13-signal_Neg4h_NegCTL-STK.csv
Neg5m_NegCTL,BARK1,93,279,-0.22271983621116395,6559,0.16792114695340501,1.1390892481365545e-21,4.556356992546218e-20,hpv_neg_25.12-signal_Neg5m_NegCTL-STK.csv
Neg5m_NegCTL,VRK2,93,279,-0.22271983621116395,6559,0.16792114695340501,1.1390892481365545e-21,4.556356992546218e-20,hpv_neg_25.12-signal_Neg5m_NegCTL-STK.csv
Neg5m_NegCTL,PKCA,83,249,-0.2235964100564122,5144,0.1652690763052209,5.318516178090502e-20,1.4182709808241339e-18,hpv_neg_25.12-signal_Neg5m_NegCTL-STK.csv
Neg5m_NegCTL,DMPK,77,231,-0.2241809048627018,4243,0.1583445290341842,3.6335745461549622e-19,7.267149092309925e-18,hpv_neg_25.12-signal_Neg5m_NegCTL-STK.csv
Neg5m_NegCTL,PIM,58,174,-0.24885494069414565,1824,0.11980295566502464,3.372855582716989e-18,5.3965689323471826e-17,hpv_neg_25.12-signal_Neg5m_NegCTL-STK.csv
Neg5m_NegCTL,CDK,64,192,-0.24483851773468845,2755,0.14869386873920554,5.1876834943465625e-17,6.916911325795417e-16,hpv_neg_25.12-signal_Neg5m_NegCTL-STK.csv
Neg5m_NegCTL,PHK,70,210,-0.20269778163274266,3663,0.16533513879485442,6.840417173231324e-17,7.817619626550086e-16,hpv_neg_25.12-signal_Neg5m_NegCTL-STK.csv
Neg5m_NegCTL,PEK,62,186,-0.2220175761023549,3016,0.1734230349031108,1.1267924892211255e-14,1.123612734055013e-13,hpv_neg_25.12-signal_Neg5m_NegCTL-STK.csv
Neg5m_NegCTL,RSK,66,198,-0.22096734908421733,3626,0.18405157098624436,1.2640643258118896e-14,1.123612734055013e-13,hpv_neg_25.12-signal_Neg5m_NegCTL-STK.csv
Neg5m_NegCTL,QIK,48,144,-0.21953819330740668,1616,0.15478927203065135,6.648497702491534e-13,5.318798161993227e-12,hpv_neg_25.12-signal_Neg5m_NegCTL-STK.csv
Neg5m_NegCTL,PKA,54,162,-0.2026193011041199,2359,0.17867151404983717,2.169289929347915e-12,1.57766540316212e-11,hpv_neg_25.12-signal_Neg5m_NegCTL-STK.csv
Neg5m_NegCTL,IKK,39,117,-0.2628745356650561,1113,0.16123424598000868,2.0319846978577505e-10,1.3546564652385004e-9,hpv_neg_25.12-signal_Neg5m_NegCTL-STK.csv
Neg5m_NegCTL,PDK1,35,105,-0.27466032975129767,777,0.13962264150943396,2.426609416121318e-10,1.4932981022285036e-9,hpv_neg_25.12-signal_Neg5m_NegCTL-STK.csv
Neg5m_NegCTL,MAPKAPK,38,114,-0.22770333068909243,1068,0.16292906178489702,4.2186242363187473e-10,2.41064242075357e-9,hpv_neg_25.12-signal_Neg5m_NegCTL-STK.csv
Neg5m_NegCTL,P38,29,87,-0.2937078624280819,469,0.12251828631138977,9.73553411506524e-10,5.1922848613681285e-9,hpv_neg_25.12-signal_Neg5m_NegCTL-STK.csv
Neg5m_NegCTL,ERK,30,90,-0.2859337455976079,516,0.126007326007326,1.2041279379600868e-9,6.020639689800434e-9,hpv_neg_25.12-signal_Neg5m_NegCTL-STK.csv
Neg5m_NegCTL,PKG,43,129,-0.21774513308196108,1647,0.19642218246869408,3.6570959891983808e-9,1.693324470001796e-8,hpv_neg_25.12-signal_Neg5m_NegCTL-STK.csv
Neg5m_NegCTL,DYRK,27,81,-0.3015740767056874,391,0.11773562180066245,3.809980057504041e-9,1.693324470001796e-8,hpv_neg_25.12-signal_Neg5m_NegCTL-STK.csv
Neg5m_NegCTL,AKT,34,102,-0.1916779636297479,867,0.1650485436893204,4.309277047577881e-9,1.8144324410854235e-8,hpv_neg_25.12-signal_Neg5m_NegCTL-STK.csv
Neg5m_NegCTL,SGK,23,69,-0.2429893552884049,273,0.11304347826086956,2.3459493742865762e-8,9.383797497146305e-8,hpv_neg_25.12-signal_Neg5m_NegCTL-STK.csv
Neg5m_NegCTL,PDHK,43,129,-0.16361673855110978,1898,0.22635658914728682,6.952028765035332e-8,2.6483919104896503e-7,hpv_neg_25.12-signal_Neg5m_NegCTL-STK.csv
Neg5m_NegCTL,JNK,24,72,-0.3091320243289392,358,0.13622526636225266,8.231778968393167e-8,2.9933741703247877e-7,hpv_neg_25.12-signal_Neg5m_NegCTL-STK.csv
Neg5m_NegCTL,PKD,31,93,-0.2150944081579783,794,0.18165179592770533,9.834999230174067e-8,3.420869297451849e-7,hpv_neg_25.12-signal_Neg5m_NegCTL-STK.csv
Neg5m_NegCTL,PAKA,25,75,-0.19827538333571693,421,0.14771929824561403,1.1641392186569865e-7,3.880464062189955e-7,hpv_neg_25.12-signal_Neg5m_NegCTL-STK.csv
Neg5m_NegCTL,RIPK,30,90,-0.22878336709589442,733,0.178998778998779,1.242523348708307e-7,3.9760747158665826e-7,hpv_neg_25.12-signal_Neg5m_NegCTL-STK.csv
Neg5m_NegCTL,MELK,23,69,-0.22841156684594974,330,0.13664596273291926,1.5752811067468811e-7,4.847018789990403e-7,hpv_neg_25.12-signal_Neg5m_NegCTL-STK.csv
Neg5m_NegCTL,RAD53,28,84,-0.22959501828509993,630,0.17647058823529413,2.6214037680949576e-7,7.767122275836911e-7,hpv_neg_25.12-signal_Neg5m_NegCTL-STK.csv
Neg5m_NegCTL,PLK,22,66,-0.23693089930314262,330,0.14925373134328357,1.2413397804419767e-6,3.5466850869770764e-6,hpv_neg_25.12-signal_Neg5m_NegCTL-STK.csv
Neg5m_NegCTL,RAF,14,42,-0.2760356669856233,69,0.07641196013289037,1.784616435575692e-6,4.923079822277771e-6,hpv_neg_25.12-signal_Neg5m_NegCTL-STK.csv
Neg5m_NegCTL,STE7,29,87,-0.22570299691463414,807,0.21081504702194356,2.8251473127799873e-6,7.533726167413299e-6,hpv_neg_25.12-signal_Neg5m_NegCTL-STK.csv
Neg5m_NegCTL,CK1,23,69,-0.19942108668832823,451,0.1867494824016563,6.181526610252274e-6,1.5952326736134902e-5,hpv_neg_25.12-signal_Neg5m_NegCTL-STK.csv
Neg5m_NegCTL,AMPK,19,57,-0.2096353438618711,260,0.1572897761645493,6.89229483649533e-6,1.7230737091238325e-5,hpv_neg_25.12-signal_Neg5m_NegCTL-STK.csv
Neg5m_NegCTL,MST,16,48,-0.20584611564198874,152,0.1292517006802721,7.942597253133737e-6,1.9254781219718153e-5,hpv_neg_25.12-signal_Neg5m_NegCTL-STK.csv
Neg5m_NegCTL,DAPK,18,54,-0.19674198900344236,216,0.14545454545454545,9.983542677447934e-6,2.349068865281867e-5,hpv_neg_25.12-signal_Neg5m_NegCTL-STK.csv
Neg5m_NegCTL,GSK,12,36,-0.386879409281313,62,0.09309309309309309,2.140469587073571e-5,4.8925019133110186e-5,hpv_neg_25.12-signal_Neg5m_NegCTL-STK.csv
Neg5m_NegCTL,CAMK1,19,57,-0.2163099011375305,304,0.1839080459770115,3.362742895583792e-5,7.472761990186205e-5,hpv_neg_25.12-signal_Neg5m_NegCTL-STK.csv
Neg5m_NegCTL,PKCH,13,39,-0.22833751728750334,107,0.1371794871794872,8.070834638520661e-5,1.7450453272477106e-4,hpv_neg_25.12-signal_Neg5m_NegCTL-STK.csv
Neg5m_NegCTL,MTOR,16,48,-0.220312287731422,204,0.17346938775510204,8.375790124053865e-5,1.7633242366429187e-4,hpv_neg_25.12-signal_Neg5m_NegCTL-STK.csv
Neg5m_NegCTL,MLK,13,39,-0.28199052646387357,112,0.14358974358974358,1.0771940495289373e-4,2.209628819546538e-4,hpv_neg_25.12-signal_Neg5m_NegCTL-STK.csv
Neg5m_NegCTL,FRAY,11,33,-0.21964281798330257,75,0.13368983957219252,2.493710652319392e-4,4.987421304638784e-4,hpv_neg_25.12-signal_Neg5m_NegCTL-STK.csv
Neg5m_NegCTL,ATR,7,21,-0.29445418269930296,11,0.047619047619047616,3.0058468224311515e-4,5.865066970597368e-4,hpv_neg_25.12-signal_Neg5m_NegCTL-STK.csv
Neg5m_NegCTL,PKCD,11,33,-0.18308593349323674,83,0.14795008912655971,4.3160807428621644e-4,8.221106176880313e-4,hpv_neg_25.12-signal_Neg5m_NegCTL-STK.csv
Neg5m_NegCTL,CHK1,10,30,-0.2604185846310935,66,0.14193548387096774,6.393571716178944e-4,0.0011692662363505368,hpv_neg_25.12-signal_Neg5m_NegCTL-STK.csv
Neg5m_NegCTL,PKCI,11,33,-0.14975033115655495,89,0.1586452762923351,6.430964299927953e-4,0.0011692662363505368,hpv_neg_25.12-signal_Neg5m_NegCTL-STK.csv
Neg5m_NegCTL,NEK,15,45,-0.19204518400705273,216,0.20869565217391303,6.799140190699919e-4,0.0012087360339022078,hpv_neg_25.12-signal_Neg5m_NegCTL-STK.csv
Neg5m_NegCTL,GRK,8,24,-0.21981518439094483,47,0.15666666666666668,0.003405235821294763,0.005922149254425675,hpv_neg_25.12-signal_Neg5m_NegCTL-STK.csv
Neg5m_NegCTL,PRKDC,7,21,-0.2194732702626589,33,0.14285714285714285,0.004370173456024446,0.0074385931166373554,hpv_neg_25.12-signal_Neg5m_NegCTL-STK.csv
Neg5m_NegCTL,MSN,4,12,-0.21015065504974328,3,0.038461538461538464,0.005355263589809519,0.008925439316349199,hpv_neg_25.12-signal_Neg5m_NegCTL-STK.csv
Neg5m_NegCTL,STE11,5,15,-0.23929463714099797,15,0.125,0.011490067342975488,0.01875929362118447,hpv_neg_25.12-signal_Neg5m_NegCTL-STK.csv
Neg5m_NegCTL,AUR,9,27,-0.14515275431702002,89,0.23544973544973544,0.01682602643852447,0.026921642301639154,hpv_neg_25.12-signal_Neg5m_NegCTL-STK.csv
Neg5m_NegCTL,COT,5,15,-0.17593473395462483,18,0.15,0.01842118248582118,0.02889597252677832,hpv_neg_25.12-signal_Neg5m_NegCTL-STK.csv
