Kinase,score,condition
FRAY,-1.850833333333333,Neg1h_NegCTL
FRAY,-1.4925,Neg24h_NegCTL
FRAY,-1.4925,Neg24h_NegCTL
FRAY,-1.600833333333333,Neg30m_NegCTL
FRAY,-1.600833333333333,Neg30m_NegCTL
FRAY,-1.8016666666666667,Neg4h_NegCTL
FRAY,-1.8016666666666667,Neg4h_NegCTL
FRAY,-1.5658333333333334,Neg5m_NegCTL
FRAY,-1.5658333333333334,Neg5m_NegCTL
FRAY,-1.4875,Pos15m_PosCTL
FRAY,-1.4875,Pos15m_PosCTL
FRAY,-1.3633333333333333,Pos1h_PosCTL
FRAY,-1.3633333333333333,Pos1h_PosCTL
FRAY,-1.2325,Pos24h_PosCTL
FRAY,-1.2325,Pos24h_PosCTL
FRAY,-1.3883333333333334,Pos30m_PosCTL
FRAY,-1.3883333333333334,Pos30m_PosCTL
FRAY,-1.3825,Pos4h_PosCTL
FRAY,-1.3825,Pos4h_PosCTL
FRAY,-1.265,Pos5m_PosCTL
FRAY,-1.265,Pos5m_PosCTL
GRK,-0.4083333333333333,Neg15m_NegCTL
GRK,-0.4083333333333333,Neg15m_NegCTL
GRK,-0.4083333333333333,Neg15m_NegCTL
GRK,-0.4083333333333333,Neg15m_NegCTL
GRK,-0.4083333333333333,Neg15m_NegCTL
GRK,-0.17250000000000004,Neg1h_NegCTL
GRK,-0.17250000000000004,Neg1h_NegCTL
GRK,-0.17250000000000004,Neg1h_NegCTL
GRK,-0.17250000000000004,Neg1h_NegCTL
GRK,-0.17250000000000004,Neg1h_NegCTL
GRK,-0.8391666666666666,Neg24h_NegCTL
GRK,-0.8391666666666666,Neg24h_NegCTL
GRK,-0.8391666666666666,Neg24h_NegCTL
GRK,-0.8391666666666666,Neg24h_NegCTL
GRK,-0.8391666666666666,Neg24h_NegCTL
GRK,-0.43083333333333335,Neg30m_NegCTL
GRK,-0.43083333333333335,Neg30m_NegCTL
GRK,-0.43083333333333335,Neg30m_NegCTL
GRK,-0.43083333333333335,Neg30m_NegCTL
GRK,-0.43083333333333335,Neg30m_NegCTL
GRK,-0.25,Neg4h_NegCTL
GRK,-0.25,Neg4h_NegCTL
GRK,-0.25,Neg4h_NegCTL
GRK,-0.25,Neg4h_NegCTL
GRK,-0.25,Neg4h_NegCTL
GRK,-0.35416666666666663,Neg5m_NegCTL
GRK,-0.35416666666666663,Neg5m_NegCTL
GRK,-0.35416666666666663,Neg5m_NegCTL
GRK,-0.35416666666666663,Neg5m_NegCTL
GRK,-0.35416666666666663,Neg5m_NegCTL
GRK,0.2308333333333333,Pos15m_PosCTL
GRK,0.2308333333333333,Pos15m_PosCTL
GRK,0.2308333333333333,Pos15m_PosCTL
GRK,0.2308333333333333,Pos15m_PosCTL
GRK,0.2308333333333333,Pos15m_PosCTL
GRK,0.1208333333333333,Pos1h_PosCTL
GRK,0.1208333333333333,Pos1h_PosCTL
GRK,0.1208333333333333,Pos1h_PosCTL
GRK,0.1208333333333333,Pos1h_PosCTL
GRK,0.1208333333333333,Pos1h_PosCTL
GRK,-0.5425,Pos24h_PosCTL
GRK,-0.5425,Pos24h_PosCTL
GRK,-0.5425,Pos24h_PosCTL
GRK,-0.5425,Pos24h_PosCTL
GRK,-0.5425,Pos24h_PosCTL
GRK,0.14583333333333331,Pos30m_PosCTL
GRK,0.14583333333333331,Pos30m_PosCTL
GRK,0.14583333333333331,Pos30m_PosCTL
GRK,0.14583333333333331,Pos30m_PosCTL
GRK,0.14583333333333331,Pos30m_PosCTL
GRK,0.45833333333333326,Pos4h_PosCTL
GRK,0.45833333333333326,Pos4h_PosCTL
GRK,0.45833333333333326,Pos4h_PosCTL
GRK,0.45833333333333326,Pos4h_PosCTL
GRK,0.45833333333333326,Pos4h_PosCTL
GRK,0.4983333333333333,Pos5m_PosCTL
GRK,0.4983333333333333,Pos5m_PosCTL
GRK,0.4983333333333333,Pos5m_PosCTL
GRK,0.4983333333333333,Pos5m_PosCTL
GRK,0.4983333333333333,Pos5m_PosCTL
GSK,-1.580833333333333,Neg15m_NegCTL
GSK,-1.580833333333333,Neg15m_NegCTL
GSK,-1.600833333333333,Neg1h_NegCTL
GSK,-1.600833333333333,Neg1h_NegCTL
GSK,-1.2241666666666666,Neg24h_NegCTL
GSK,-1.2241666666666666,Neg24h_NegCTL
GSK,-1.495,Neg30m_NegCTL
GSK,-1.495,Neg30m_NegCTL
GSK,-1.1808333333333334,Neg4h_NegCTL
GSK,-1.1808333333333334,Neg4h_NegCTL
GSK,-0.7283333333333333,Neg5m_NegCTL
GSK,-0.7283333333333333,Neg5m_NegCTL
GSK,-1.225,Pos15m_PosCTL
GSK,-1.225,Pos15m_PosCTL
GSK,-1.1525,Pos1h_PosCTL
GSK,-1.1525,Pos1h_PosCTL
GSK,-0.3416666666666667,Pos24h_PosCTL
GSK,-0.3416666666666667,Pos24h_PosCTL
GSK,-1.7775,Pos30m_PosCTL
GSK,-1.7775,Pos30m_PosCTL
GSK,-0.9616666666666668,Pos4h_PosCTL
GSK,-0.9616666666666668,Pos4h_PosCTL
GSK,-1.1983333333333333,Pos5m_PosCTL
GSK,-1.1983333333333333,Pos5m_PosCTL
HAL,1.1916666666666669,Neg15m_NegCTL
HAL,0.8183333333333334,Neg1h_NegCTL
HAL,0.1225,Neg24h_NegCTL
HAL,0.6866666666666666,Neg30m_NegCTL
HAL,0.8733333333333333,Neg4h_NegCTL
HAL,0.3016666666666666,Neg5m_NegCTL
HAL,0.8066666666666666,Pos15m_PosCTL
HAL,0.8341666666666666,Pos1h_PosCTL
HAL,0.33249999999999996,Pos24h_PosCTL
HAL,0.7308333333333333,Pos30m_PosCTL
HAL,0.8033333333333333,Pos4h_PosCTL
HAL,0.7466666666666667,Pos5m_PosCTL
IKK,-1.1366666666666667,Neg15m_NegCTL
IKK,-1.1366666666666667,Neg15m_NegCTL
IKK,-1.1366666666666667,Neg15m_NegCTL
IKK,-1.1366666666666667,Neg15m_NegCTL
IKK,-0.2791666666666666,Neg1h_NegCTL
IKK,-0.2791666666666666,Neg1h_NegCTL
IKK,-0.2791666666666666,Neg1h_NegCTL
IKK,-0.2791666666666666,Neg1h_NegCTL
IKK,-1.1525,Neg24h_NegCTL
IKK,-1.1525,Neg24h_NegCTL
IKK,-1.1525,Neg24h_NegCTL
IKK,-1.1525,Neg24h_NegCTL
IKK,-0.8591666666666666,Neg30m_NegCTL
IKK,-0.8591666666666666,Neg30m_NegCTL
IKK,-0.8591666666666666,Neg30m_NegCTL
IKK,-0.8591666666666666,Neg30m_NegCTL
IKK,-1.0683333333333334,Neg4h_NegCTL
IKK,-1.0683333333333334,Neg4h_NegCTL
IKK,-1.0683333333333334,Neg4h_NegCTL
IKK,-1.0683333333333334,Neg4h_NegCTL
IKK,-0.7975,Neg5m_NegCTL
IKK,-0.7975,Neg5m_NegCTL
IKK,-0.7975,Neg5m_NegCTL
IKK,-0.7975,Neg5m_NegCTL
IKK,-1.3708333333333331,Pos15m_PosCTL
IKK,-1.3708333333333331,Pos15m_PosCTL
IKK,-1.3708333333333331,Pos15m_PosCTL
IKK,-1.3708333333333331,Pos15m_PosCTL
IKK,-0.8725,Pos1h_PosCTL
IKK,-0.8725,Pos1h_PosCTL
IKK,-0.8725,Pos1h_PosCTL
IKK,-0.8725,Pos1h_PosCTL
IKK,-1.1033333333333333,Pos24h_PosCTL
IKK,-1.1033333333333333,Pos24h_PosCTL
IKK,-1.1033333333333333,Pos24h_PosCTL
IKK,-1.1033333333333333,Pos24h_PosCTL
IKK,-1.5175,Pos30m_PosCTL
IKK,-1.5175,Pos30m_PosCTL
IKK,-1.5175,Pos30m_PosCTL
IKK,-1.5175,Pos30m_PosCTL
IKK,-0.67,Pos4h_PosCTL
IKK,-0.67,Pos4h_PosCTL
IKK,-0.67,Pos4h_PosCTL
IKK,-0.67,Pos4h_PosCTL
IKK,-0.56,Pos5m_PosCTL
IKK,-0.56,Pos5m_PosCTL
IKK,-0.56,Pos5m_PosCTL
IKK,-0.56,Pos5m_PosCTL
IRAK,-1.215,Neg15m_NegCTL
IRAK,-1.215,Neg15m_NegCTL
IRAK,-1.215,Neg15m_NegCTL
IRAK,-1.215,Neg15m_NegCTL
IRAK,-0.5583333333333333,Neg1h_NegCTL
IRAK,-0.5583333333333333,Neg1h_NegCTL
IRAK,-0.5583333333333333,Neg1h_NegCTL
IRAK,-0.5583333333333333,Neg1h_NegCTL
IRAK,-0.9883333333333332,Neg24h_NegCTL
IRAK,-0.9883333333333332,Neg24h_NegCTL
IRAK,-0.9883333333333332,Neg24h_NegCTL
IRAK,-0.9883333333333332,Neg24h_NegCTL
IRAK,-0.7391666666666667,Neg30m_NegCTL
IRAK,-0.7391666666666667,Neg30m_NegCTL
IRAK,-0.7391666666666667,Neg30m_NegCTL
IRAK,-0.7391666666666667,Neg30m_NegCTL
IRAK,-0.8566666666666667,Neg4h_NegCTL
IRAK,-0.8566666666666667,Neg4h_NegCTL
IRAK,-0.8566666666666667,Neg4h_NegCTL
IRAK,-0.8566666666666667,Neg4h_NegCTL
IRAK,-0.4916666666666667,Neg5m_NegCTL
IRAK,-0.4916666666666667,Neg5m_NegCTL
IRAK,-0.4916666666666667,Neg5m_NegCTL
IRAK,-0.4916666666666667,Neg5m_NegCTL
IRAK,-0.44166666666666665,Pos15m_PosCTL
IRAK,-0.44166666666666665,Pos15m_PosCTL
IRAK,-0.44166666666666665,Pos15m_PosCTL
IRAK,-0.44166666666666665,Pos15m_PosCTL
IRAK,-0.4083333333333333,Pos1h_PosCTL
IRAK,-0.4083333333333333,Pos1h_PosCTL
IRAK,-0.4083333333333333,Pos1h_PosCTL
IRAK,-0.4083333333333333,Pos1h_PosCTL
IRAK,0.04833333333333334,Pos24h_PosCTL
IRAK,0.04833333333333334,Pos24h_PosCTL
IRAK,0.04833333333333334,Pos24h_PosCTL
IRAK,0.04833333333333334,Pos24h_PosCTL
IRAK,-1.0275,Pos30m_PosCTL
IRAK,-1.0275,Pos30m_PosCTL
IRAK,-1.0275,Pos30m_PosCTL
IRAK,-1.0275,Pos30m_PosCTL
IRAK,-0.2725,Pos4h_PosCTL
IRAK,-0.2725,Pos4h_PosCTL
IRAK,-0.2725,Pos4h_PosCTL
IRAK,-0.2725,Pos4h_PosCTL
IRAK,-0.25666666666666665,Pos5m_PosCTL
IRAK,-0.25666666666666665,Pos5m_PosCTL
IRAK,-0.25666666666666665,Pos5m_PosCTL
IRAK,-0.25666666666666665,Pos5m_PosCTL
JNK,-4.070833333333333,Neg15m_NegCTL
JNK,-4.070833333333333,Neg15m_NegCTL
JNK,-4.070833333333333,Neg15m_NegCTL
JNK,-4.1725,Neg1h_NegCTL
JNK,-4.1725,Neg1h_NegCTL
JNK,-4.1725,Neg1h_NegCTL
JNK,-2.6275,Neg24h_NegCTL
JNK,-2.6275,Neg24h_NegCTL
JNK,-2.6275,Neg24h_NegCTL
JNK,-3.725833333333333,Neg30m_NegCTL
JNK,-3.725833333333333,Neg30m_NegCTL
JNK,-3.725833333333333,Neg30m_NegCTL
JNK,-2.7825,Neg4h_NegCTL
JNK,-2.7825,Neg4h_NegCTL
JNK,-2.7825,Neg4h_NegCTL
JNK,-1.945,Neg5m_NegCTL
JNK,-1.945,Neg5m_NegCTL
JNK,-1.945,Neg5m_NegCTL
JNK,-3.61,Pos15m_PosCTL
JNK,-3.61,Pos15m_PosCTL
JNK,-3.61,Pos15m_PosCTL
JNK,-3.5225,Pos1h_PosCTL
JNK,-3.5225,Pos1h_PosCTL
JNK,-3.5225,Pos1h_PosCTL
JNK,-1.6424999999999998,Pos24h_PosCTL
JNK,-1.6424999999999998,Pos24h_PosCTL
JNK,-1.6424999999999998,Pos24h_PosCTL
JNK,-4.211666666666667,Pos30m_PosCTL
JNK,-4.211666666666667,Pos30m_PosCTL
JNK,-4.211666666666667,Pos30m_PosCTL
JNK,-3.9183333333333334,Pos4h_PosCTL
JNK,-3.9183333333333334,Pos4h_PosCTL
JNK,-3.9183333333333334,Pos4h_PosCTL
JNK,-3.6975,Pos5m_PosCTL
JNK,-3.6975,Pos5m_PosCTL
JNK,-3.6975,Pos5m_PosCTL
KHS,0.34500000000000003,Neg15m_NegCTL
KHS,0.34500000000000003,Neg15m_NegCTL
KHS,0.34500000000000003,Neg15m_NegCTL
KHS,0.34500000000000003,Neg15m_NegCTL
KHS,0.11833333333333336,Neg1h_NegCTL
KHS,0.11833333333333336,Neg1h_NegCTL
KHS,0.11833333333333336,Neg1h_NegCTL
KHS,0.11833333333333336,Neg1h_NegCTL
KHS,0.7716666666666667,Neg24h_NegCTL
KHS,0.7716666666666667,Neg24h_NegCTL
KHS,0.7716666666666667,Neg24h_NegCTL
KHS,0.7716666666666667,Neg24h_NegCTL
KHS,0.3491666666666667,Neg30m_NegCTL
KHS,0.3491666666666667,Neg30m_NegCTL
KHS,0.3491666666666667,Neg30m_NegCTL
KHS,0.3491666666666667,Neg30m_NegCTL
KHS,0.25666666666666665,Neg4h_NegCTL
KHS,0.25666666666666665,Neg4h_NegCTL
KHS,0.25666666666666665,Neg4h_NegCTL
KHS,0.25666666666666665,Neg4h_NegCTL
KHS,0.485,Neg5m_NegCTL
KHS,0.485,Neg5m_NegCTL
KHS,0.485,Neg5m_NegCTL
KHS,0.485,Neg5m_NegCTL
KHS,0.74,Pos15m_PosCTL
KHS,0.74,Pos15m_PosCTL
KHS,0.74,Pos15m_PosCTL
KHS,0.74,Pos15m_PosCTL
KHS,0.26,Pos1h_PosCTL
KHS,0.26,Pos1h_PosCTL
KHS,0.26,Pos1h_PosCTL
KHS,0.26,Pos1h_PosCTL
KHS,-0.31583333333333335,Pos24h_PosCTL
KHS,-0.31583333333333335,Pos24h_PosCTL
KHS,-0.31583333333333335,Pos24h_PosCTL
KHS,-0.31583333333333335,Pos24h_PosCTL
KHS,0.9475,Pos30m_PosCTL
KHS,0.9475,Pos30m_PosCTL
KHS,0.9475,Pos30m_PosCTL
KHS,0.9475,Pos30m_PosCTL
KHS,-0.1449999999999999,Pos4h_PosCTL
KHS,-0.1449999999999999,Pos4h_PosCTL
KHS,-0.1449999999999999,Pos4h_PosCTL
KHS,-0.1449999999999999,Pos4h_PosCTL
KHS,0.5141666666666667,Pos5m_PosCTL
KHS,0.5141666666666667,Pos5m_PosCTL
KHS,0.5141666666666667,Pos5m_PosCTL
KHS,0.5141666666666667,Pos5m_PosCTL
LKB,-2.138333333333333,Neg15m_NegCTL
LKB,-1.2583333333333333,Neg1h_NegCTL
LKB,-1.545,Neg24h_NegCTL
LKB,-1.4725,Neg30m_NegCTL
LKB,-1.5983333333333332,Neg4h_NegCTL
LKB,-1.524166666666667,Neg5m_NegCTL
LKB,-1.9766666666666663,Pos15m_PosCTL
LKB,-1.285,Pos1h_PosCTL
LKB,-0.47166666666666673,Pos24h_PosCTL
LKB,-1.9433333333333336,Pos30m_PosCTL
LKB,-1.3241666666666667,Pos4h_PosCTL
LKB,-1.6616666666666666,Pos5m_PosCTL
MAPKAPK,-0.35000000000000003,Neg15m_NegCTL
MAPKAPK,-0.35000000000000003,Neg15m_NegCTL
MAPKAPK,-0.35000000000000003,Neg15m_NegCTL
MAPKAPK,-0.35000000000000003,Neg15m_NegCTL
MAPKAPK,-0.35000000000000003,Neg15m_NegCTL
MAPKAPK,-0.00500000000000001,Neg1h_NegCTL
MAPKAPK,-0.00500000000000001,Neg1h_NegCTL
MAPKAPK,-0.00500000000000001,Neg1h_NegCTL
MAPKAPK,-0.00500000000000001,Neg1h_NegCTL
MAPKAPK,-0.00500000000000001,Neg1h_NegCTL
MAPKAPK,0.10083333333333332,Neg24h_NegCTL
MAPKAPK,0.10083333333333332,Neg24h_NegCTL
MAPKAPK,0.10083333333333332,Neg24h_NegCTL
MAPKAPK,0.10083333333333332,Neg24h_NegCTL
MAPKAPK,0.10083333333333332,Neg24h_NegCTL
MAPKAPK,0.07583333333333335,Neg30m_NegCTL
MAPKAPK,0.07583333333333335,Neg30m_NegCTL
MAPKAPK,0.07583333333333335,Neg30m_NegCTL
MAPKAPK,0.07583333333333335,Neg30m_NegCTL
MAPKAPK,0.07583333333333335,Neg30m_NegCTL
MAPKAPK,-0.15333333333333335,Neg4h_NegCTL
MAPKAPK,-0.15333333333333335,Neg4h_NegCTL
MAPKAPK,-0.15333333333333335,Neg4h_NegCTL
MAPKAPK,-0.15333333333333335,Neg4h_NegCTL
MAPKAPK,-0.15333333333333335,Neg4h_NegCTL
MAPKAPK,-0.3516666666666667,Neg5m_NegCTL
MAPKAPK,-0.3516666666666667,Neg5m_NegCTL
MAPKAPK,-0.3516666666666667,Neg5m_NegCTL
MAPKAPK,-0.3516666666666667,Neg5m_NegCTL
MAPKAPK,-0.3516666666666667,Neg5m_NegCTL
MAPKAPK,-0.01333333333333335,Pos15m_PosCTL
MAPKAPK,-0.01333333333333335,Pos15m_PosCTL
MAPKAPK,-0.01333333333333335,Pos15m_PosCTL
MAPKAPK,-0.01333333333333335,Pos15m_PosCTL
MAPKAPK,-0.01333333333333335,Pos15m_PosCTL
MAPKAPK,0.6341666666666667,Pos1h_PosCTL
MAPKAPK,0.6341666666666667,Pos1h_PosCTL
MAPKAPK,0.6341666666666667,Pos1h_PosCTL
MAPKAPK,0.6341666666666667,Pos1h_PosCTL
MAPKAPK,0.6341666666666667,Pos1h_PosCTL
MAPKAPK,-0.6891666666666667,Pos24h_PosCTL
MAPKAPK,-0.6891666666666667,Pos24h_PosCTL
MAPKAPK,-0.6891666666666667,Pos24h_PosCTL
MAPKAPK,-0.6891666666666667,Pos24h_PosCTL
MAPKAPK,-0.6891666666666667,Pos24h_PosCTL
MAPKAPK,0.2683333333333333,Pos30m_PosCTL
MAPKAPK,0.2683333333333333,Pos30m_PosCTL
MAPKAPK,0.2683333333333333,Pos30m_PosCTL
MAPKAPK,0.2683333333333333,Pos30m_PosCTL
MAPKAPK,0.2683333333333333,Pos30m_PosCTL
MAPKAPK,0.3733333333333333,Pos4h_PosCTL
MAPKAPK,0.3733333333333333,Pos4h_PosCTL
MAPKAPK,0.3733333333333333,Pos4h_PosCTL
MAPKAPK,0.3733333333333333,Pos4h_PosCTL
MAPKAPK,0.3733333333333333,Pos4h_PosCTL
MAPKAPK,0.485,Pos5m_PosCTL
MAPKAPK,0.485,Pos5m_PosCTL
MAPKAPK,0.485,Pos5m_PosCTL
MAPKAPK,0.485,Pos5m_PosCTL
MAPKAPK,0.485,Pos5m_PosCTL
MELK,-0.4558333333333333,Neg15m_NegCTL
MELK,-0.8466666666666667,Neg1h_NegCTL
MELK,0.145,Neg24h_NegCTL
MELK,-0.6341666666666667,Neg30m_NegCTL
MELK,-0.42333333333333334,Neg4h_NegCTL
MELK,-0.13749999999999998,Neg5m_NegCTL
MELK,-0.73,Pos15m_PosCTL
MELK,-0.8533333333333333,Pos1h_PosCTL
MELK,-0.10750000000000004,Pos24h_PosCTL
MELK,-0.6616666666666667,Pos30m_PosCTL
MELK,-0.3683333333333333,Pos4h_PosCTL
MELK,-0.2683333333333333,Pos5m_PosCTL
MLCK,-0.2275,Neg15m_NegCTL
MLCK,-0.2275,Neg15m_NegCTL
MLCK,-0.2275,Neg15m_NegCTL
MLCK,-0.7608333333333334,Neg1h_NegCTL
MLCK,-0.7608333333333334,Neg1h_NegCTL
MLCK,-0.7608333333333334,Neg1h_NegCTL
MLCK,0.1841666666666667,Neg24h_NegCTL
MLCK,0.1841666666666667,Neg24h_NegCTL
MLCK,0.1841666666666667,Neg24h_NegCTL
MLCK,-0.8308333333333333,Neg30m_NegCTL
MLCK,-0.8308333333333333,Neg30m_NegCTL
MLCK,-0.8308333333333333,Neg30m_NegCTL
MLCK,-0.3883333333333333,Neg4h_NegCTL
MLCK,-0.3883333333333333,Neg4h_NegCTL
MLCK,-0.3883333333333333,Neg4h_NegCTL
MLCK,0.3958333333333333,Neg5m_NegCTL
MLCK,0.3958333333333333,Neg5m_NegCTL
MLCK,0.3958333333333333,Neg5m_NegCTL
MLCK,-0.10666666666666667,Pos15m_PosCTL
MLCK,-0.10666666666666667,Pos15m_PosCTL
MLCK,-0.10666666666666667,Pos15m_PosCTL
MLCK,-0.4858333333333332,Pos1h_PosCTL
MLCK,-0.4858333333333332,Pos1h_PosCTL
MLCK,-0.4858333333333332,Pos1h_PosCTL
MLCK,0.4783333333333333,Pos24h_PosCTL
MLCK,0.4783333333333333,Pos24h_PosCTL
MLCK,0.4783333333333333,Pos24h_PosCTL
MLCK,-0.13166666666666663,Pos30m_PosCTL
MLCK,-0.13166666666666663,Pos30m_PosCTL
MLCK,-0.13166666666666663,Pos30m_PosCTL
MLCK,-0.3350000000000001,Pos4h_PosCTL
MLCK,-0.3350000000000001,Pos4h_PosCTL
MLCK,-0.3350000000000001,Pos4h_PosCTL
MLCK,-0.09249999999999996,Pos5m_PosCTL
MLCK,-0.09249999999999996,Pos5m_PosCTL
MLCK,-0.09249999999999996,Pos5m_PosCTL
MLK,-0.615,Neg15m_NegCTL
MLK,-0.615,Neg15m_NegCTL
MLK,-0.615,Neg15m_NegCTL
MLK,-0.615,Neg15m_NegCTL
MLK,-0.615,Neg15m_NegCTL
MLK,-0.615,Neg15m_NegCTL
MLK,-0.615,Neg15m_NegCTL
MLK,-0.18,Neg1h_NegCTL
MLK,-0.18,Neg1h_NegCTL
MLK,-0.18,Neg1h_NegCTL
MLK,-0.18,Neg1h_NegCTL
MLK,-0.18,Neg1h_NegCTL
MLK,-0.18,Neg1h_NegCTL
MLK,-0.18,Neg1h_NegCTL
MLK,-0.2033333333333333,Neg24h_NegCTL
MLK,-0.2033333333333333,Neg24h_NegCTL
MLK,-0.2033333333333333,Neg24h_NegCTL
MLK,-0.2033333333333333,Neg24h_NegCTL
MLK,-0.2033333333333333,Neg24h_NegCTL
MLK,-0.2033333333333333,Neg24h_NegCTL
MLK,-0.2033333333333333,Neg24h_NegCTL
MLK,-0.8616666666666667,Neg30m_NegCTL
MLK,-0.8616666666666667,Neg30m_NegCTL
MLK,-0.8616666666666667,Neg30m_NegCTL
MLK,-0.8616666666666667,Neg30m_NegCTL
MLK,-0.8616666666666667,Neg30m_NegCTL
MLK,-0.8616666666666667,Neg30m_NegCTL
MLK,-0.8616666666666667,Neg30m_NegCTL
MLK,-0.5066666666666666,Neg4h_NegCTL
MLK,-0.5066666666666666,Neg4h_NegCTL
MLK,-0.5066666666666666,Neg4h_NegCTL
MLK,-0.5066666666666666,Neg4h_NegCTL
MLK,-0.5066666666666666,Neg4h_NegCTL
MLK,-0.5066666666666666,Neg4h_NegCTL
MLK,-0.5066666666666666,Neg4h_NegCTL
MLK,-0.3433333333333334,Neg5m_NegCTL
MLK,-0.3433333333333334,Neg5m_NegCTL
MLK,-0.3433333333333334,Neg5m_NegCTL
MLK,-0.3433333333333334,Neg5m_NegCTL
MLK,-0.3433333333333334,Neg5m_NegCTL
MLK,-0.3433333333333334,Neg5m_NegCTL
MLK,-0.3433333333333334,Neg5m_NegCTL
MLK,-0.30583333333333335,Pos15m_PosCTL
MLK,-0.30583333333333335,Pos15m_PosCTL
MLK,-0.30583333333333335,Pos15m_PosCTL
MLK,-0.30583333333333335,Pos15m_PosCTL
MLK,-0.30583333333333335,Pos15m_PosCTL
MLK,-0.30583333333333335,Pos15m_PosCTL
MLK,-0.30583333333333335,Pos15m_PosCTL
MLK,-0.8383333333333334,Pos1h_PosCTL
MLK,-0.8383333333333334,Pos1h_PosCTL
MLK,-0.8383333333333334,Pos1h_PosCTL
MLK,-0.8383333333333334,Pos1h_PosCTL
MLK,-0.8383333333333334,Pos1h_PosCTL
MLK,-0.8383333333333334,Pos1h_PosCTL
MLK,-0.8383333333333334,Pos1h_PosCTL
MLK,-0.6124999999999999,Pos24h_PosCTL
MLK,-0.6124999999999999,Pos24h_PosCTL
MLK,-0.6124999999999999,Pos24h_PosCTL
MLK,-0.6124999999999999,Pos24h_PosCTL
MLK,-0.6124999999999999,Pos24h_PosCTL
MLK,-0.6124999999999999,Pos24h_PosCTL
MLK,-0.6124999999999999,Pos24h_PosCTL
MLK,-0.5291666666666667,Pos30m_PosCTL
MLK,-0.5291666666666667,Pos30m_PosCTL
MLK,-0.5291666666666667,Pos30m_PosCTL
MLK,-0.5291666666666667,Pos30m_PosCTL
MLK,-0.5291666666666667,Pos30m_PosCTL
MLK,-0.5291666666666667,Pos30m_PosCTL
MLK,-0.5291666666666667,Pos30m_PosCTL
MLK,-0.30499999999999994,Pos4h_PosCTL
MLK,-0.30499999999999994,Pos4h_PosCTL
MLK,-0.30499999999999994,Pos4h_PosCTL
MLK,-0.30499999999999994,Pos4h_PosCTL
MLK,-0.30499999999999994,Pos4h_PosCTL
MLK,-0.30499999999999994,Pos4h_PosCTL
MLK,-0.30499999999999994,Pos4h_PosCTL
MLK,0.14333333333333337,Pos5m_PosCTL
MLK,0.14333333333333337,Pos5m_PosCTL
MLK,0.14333333333333337,Pos5m_PosCTL
MLK,0.14333333333333337,Pos5m_PosCTL
MLK,0.14333333333333337,Pos5m_PosCTL
MLK,0.14333333333333337,Pos5m_PosCTL
MLK,0.14333333333333337,Pos5m_PosCTL
MOS,0.92,Neg15m_NegCTL
MOS,-0.7525,Neg1h_NegCTL
MOS,-0.8491666666666666,Neg24h_NegCTL
MOS,1.0725,Neg30m_NegCTL
MOS,-0.7825,Neg4h_NegCTL
MOS,0.65,Neg5m_NegCTL
MOS,-0.9858333333333332,Pos15m_PosCTL
MOS,1.0025,Pos1h_PosCTL
MOS,0.9475,Pos24h_PosCTL
MOS,-0.9941666666666666,Pos30m_PosCTL
MOS,-0.49583333333333335,Pos4h_PosCTL
MOS,-0.86,Pos5m_PosCTL
MSN,-0.05166666666666667,Neg15m_NegCTL
MSN,-0.05166666666666667,Neg15m_NegCTL
MSN,-0.05166666666666667,Neg15m_NegCTL
MSN,-0.3675,Neg1h_NegCTL
MSN,-0.3675,Neg1h_NegCTL
MSN,-0.3675,Neg1h_NegCTL
MSN,0.585,Neg24h_NegCTL
MSN,0.585,Neg24h_NegCTL
MSN,0.585,Neg24h_NegCTL
MSN,-0.5541666666666666,Neg30m_NegCTL
MSN,-0.5541666666666666,Neg30m_NegCTL
MSN,-0.5541666666666666,Neg30m_NegCTL
MSN,0.15416666666666665,Neg4h_NegCTL
MSN,0.15416666666666665,Neg4h_NegCTL
MSN,0.15416666666666665,Neg4h_NegCTL
MSN,0.10583333333333332,Neg5m_NegCTL
MSN,0.10583333333333332,Neg5m_NegCTL
MSN,0.10583333333333332,Neg5m_NegCTL
MSN,0.8358333333333333,Pos15m_PosCTL
MSN,0.8358333333333333,Pos15m_PosCTL
MSN,0.8358333333333333,Pos15m_PosCTL
MSN,-0.11916666666666674,Pos1h_PosCTL
MSN,-0.11916666666666674,Pos1h_PosCTL
MSN,-0.11916666666666674,Pos1h_PosCTL
MSN,0.5966666666666667,Pos24h_PosCTL
MSN,0.5966666666666667,Pos24h_PosCTL
MSN,0.5966666666666667,Pos24h_PosCTL
MSN,1.2175,Pos30m_PosCTL
MSN,1.2175,Pos30m_PosCTL
MSN,1.2175,Pos30m_PosCTL
MSN,0.3899999999999999,Pos4h_PosCTL
MSN,0.3899999999999999,Pos4h_PosCTL
MSN,0.3899999999999999,Pos4h_PosCTL
MSN,1.3925,Pos5m_PosCTL
MSN,1.3925,Pos5m_PosCTL
MSN,1.3925,Pos5m_PosCTL
MST,-2.0175,Neg15m_NegCTL
MST,-2.0175,Neg15m_NegCTL
MST,-2.3975,Neg1h_NegCTL
MST,-2.3975,Neg1h_NegCTL
MST,-0.3541666666666667,Neg24h_NegCTL
MST,-0.3541666666666667,Neg24h_NegCTL
MST,-2.005833333333334,Neg30m_NegCTL
MST,-2.005833333333334,Neg30m_NegCTL
MST,-1.4175,Neg4h_NegCTL
