Kinase,score,condition
CHK1,0.01583333333333333,Pos24h_PosCTL
CHK1,0.6325,Pos30m_PosCTL
CHK1,0.2441666666666667,Pos4h_PosCTL
CHK1,1.0633333333333332,Pos5m_PosCTL
CK1,-2.035,Neg15m_NegCTL
CK1,-2.035,Neg15m_NegCTL
CK1,-2.035,Neg15m_NegCTL
CK1,-2.035,Neg15m_NegCTL
CK1,-2.035,Neg15m_NegCTL
CK1,-2.035,Neg15m_NegCTL
CK1,-2.035,Neg15m_NegCTL
CK1,-2.035,Neg15m_NegCTL
CK1,-2.035,Neg15m_NegCTL
CK1,-2.035,Neg15m_NegCTL
CK1,-1.7291666666666667,Neg1h_NegCTL
CK1,-1.7291666666666667,Neg1h_NegCTL
CK1,-1.7291666666666667,Neg1h_NegCTL
CK1,-1.7291666666666667,Neg1h_NegCTL
CK1,-1.7291666666666667,Neg1h_NegCTL
CK1,-1.7291666666666667,Neg1h_NegCTL
CK1,-1.7291666666666667,Neg1h_NegCTL
CK1,-1.7291666666666667,Neg1h_NegCTL
CK1,-1.7291666666666667,Neg1h_NegCTL
CK1,-1.7291666666666667,Neg1h_NegCTL
CK1,-1.7291666666666663,Neg24h_NegCTL
CK1,-1.7291666666666663,Neg24h_NegCTL
CK1,-1.7291666666666663,Neg24h_NegCTL
CK1,-1.7291666666666663,Neg24h_NegCTL
CK1,-1.7291666666666663,Neg24h_NegCTL
CK1,-1.7291666666666663,Neg24h_NegCTL
CK1,-1.7291666666666663,Neg24h_NegCTL
CK1,-1.7291666666666663,Neg24h_NegCTL
CK1,-1.7291666666666663,Neg24h_NegCTL
CK1,-1.7291666666666663,Neg24h_NegCTL
CK1,-2.104166666666667,Neg30m_NegCTL
CK1,-2.104166666666667,Neg30m_NegCTL
CK1,-2.104166666666667,Neg30m_NegCTL
CK1,-2.104166666666667,Neg30m_NegCTL
CK1,-2.104166666666667,Neg30m_NegCTL
CK1,-2.104166666666667,Neg30m_NegCTL
CK1,-2.104166666666667,Neg30m_NegCTL
CK1,-2.104166666666667,Neg30m_NegCTL
CK1,-2.104166666666667,Neg30m_NegCTL
CK1,-2.104166666666667,Neg30m_NegCTL
CK1,-1.7716666666666667,Neg4h_NegCTL
CK1,-1.7716666666666667,Neg4h_NegCTL
CK1,-1.7716666666666667,Neg4h_NegCTL
CK1,-1.7716666666666667,Neg4h_NegCTL
CK1,-1.7716666666666667,Neg4h_NegCTL
CK1,-1.7716666666666667,Neg4h_NegCTL
CK1,-1.7716666666666667,Neg4h_NegCTL
CK1,-1.7716666666666667,Neg4h_NegCTL
CK1,-1.7716666666666667,Neg4h_NegCTL
CK1,-1.7716666666666667,Neg4h_NegCTL
CK1,-2.0633333333333335,Neg5m_NegCTL
CK1,-2.0633333333333335,Neg5m_NegCTL
CK1,-2.0633333333333335,Neg5m_NegCTL
CK1,-2.0633333333333335,Neg5m_NegCTL
CK1,-2.0633333333333335,Neg5m_NegCTL
CK1,-2.0633333333333335,Neg5m_NegCTL
CK1,-2.0633333333333335,Neg5m_NegCTL
CK1,-2.0633333333333335,Neg5m_NegCTL
CK1,-2.0633333333333335,Neg5m_NegCTL
CK1,-2.0633333333333335,Neg5m_NegCTL
CK1,-1.9408333333333336,Pos15m_PosCTL
CK1,-1.9408333333333336,Pos15m_PosCTL
CK1,-1.9408333333333336,Pos15m_PosCTL
CK1,-1.9408333333333336,Pos15m_PosCTL
CK1,-1.9408333333333336,Pos15m_PosCTL
CK1,-1.9408333333333336,Pos15m_PosCTL
CK1,-1.9408333333333336,Pos15m_PosCTL
CK1,-1.9408333333333336,Pos15m_PosCTL
CK1,-1.9408333333333336,Pos15m_PosCTL
CK1,-1.9408333333333336,Pos15m_PosCTL
CK1,-0.9975,Pos1h_PosCTL
CK1,-0.9975,Pos1h_PosCTL
CK1,-0.9975,Pos1h_PosCTL
CK1,-0.9975,Pos1h_PosCTL
CK1,-0.9975,Pos1h_PosCTL
CK1,-0.9975,Pos1h_PosCTL
CK1,-0.9975,Pos1h_PosCTL
CK1,-0.9975,Pos1h_PosCTL
CK1,-0.9975,Pos1h_PosCTL
CK1,-0.9975,Pos1h_PosCTL
CK1,-1.0816666666666668,Pos24h_PosCTL
CK1,-1.0816666666666668,Pos24h_PosCTL
CK1,-1.0816666666666668,Pos24h_PosCTL
CK1,-1.0816666666666668,Pos24h_PosCTL
CK1,-1.0816666666666668,Pos24h_PosCTL
CK1,-1.0816666666666668,Pos24h_PosCTL
CK1,-1.0816666666666668,Pos24h_PosCTL
CK1,-1.0816666666666668,Pos24h_PosCTL
CK1,-1.0816666666666668,Pos24h_PosCTL
CK1,-1.0816666666666668,Pos24h_PosCTL
CK1,-1.9908333333333337,Pos30m_PosCTL
CK1,-1.9908333333333337,Pos30m_PosCTL
CK1,-1.9908333333333337,Pos30m_PosCTL
CK1,-1.9908333333333337,Pos30m_PosCTL
CK1,-1.9908333333333337,Pos30m_PosCTL
CK1,-1.9908333333333337,Pos30m_PosCTL
CK1,-1.9908333333333337,Pos30m_PosCTL
CK1,-1.9908333333333337,Pos30m_PosCTL
CK1,-1.9908333333333337,Pos30m_PosCTL
CK1,-1.9908333333333337,Pos30m_PosCTL
CK1,-1.3091666666666666,Pos4h_PosCTL
CK1,-1.3091666666666666,Pos4h_PosCTL
CK1,-1.3091666666666666,Pos4h_PosCTL
CK1,-1.3091666666666666,Pos4h_PosCTL
CK1,-1.3091666666666666,Pos4h_PosCTL
CK1,-1.3091666666666666,Pos4h_PosCTL
CK1,-1.3091666666666666,Pos4h_PosCTL
CK1,-1.3091666666666666,Pos4h_PosCTL
CK1,-1.3091666666666666,Pos4h_PosCTL
CK1,-1.3091666666666666,Pos4h_PosCTL
CK1,-1.518333333333333,Pos5m_PosCTL
CK1,-1.518333333333333,Pos5m_PosCTL
CK1,-1.518333333333333,Pos5m_PosCTL
CK1,-1.518333333333333,Pos5m_PosCTL
CK1,-1.518333333333333,Pos5m_PosCTL
CK1,-1.518333333333333,Pos5m_PosCTL
CK1,-1.518333333333333,Pos5m_PosCTL
CK1,-1.518333333333333,Pos5m_PosCTL
CK1,-1.518333333333333,Pos5m_PosCTL
CK1,-1.518333333333333,Pos5m_PosCTL
CK2,-0.3166666666666667,Neg15m_NegCTL
CK2,-0.3166666666666667,Neg15m_NegCTL
CK2,-0.3166666666666667,Neg15m_NegCTL
CK2,-0.16249999999999998,Neg1h_NegCTL
CK2,-0.16249999999999998,Neg1h_NegCTL
CK2,-0.16249999999999998,Neg1h_NegCTL
CK2,-1.221666666666667,Neg24h_NegCTL
CK2,-1.221666666666667,Neg24h_NegCTL
CK2,-1.221666666666667,Neg24h_NegCTL
CK2,-0.4708333333333333,Neg30m_NegCTL
CK2,-0.4708333333333333,Neg30m_NegCTL
CK2,-0.4708333333333333,Neg30m_NegCTL
CK2,-0.9716666666666668,Neg4h_NegCTL
CK2,-0.9716666666666668,Neg4h_NegCTL
CK2,-0.9716666666666668,Neg4h_NegCTL
CK2,-1.05,Neg5m_NegCTL
CK2,-1.05,Neg5m_NegCTL
CK2,-1.05,Neg5m_NegCTL
CK2,-0.2708333333333333,Pos15m_PosCTL
CK2,-0.2708333333333333,Pos15m_PosCTL
CK2,-0.2708333333333333,Pos15m_PosCTL
CK2,0.3908333333333333,Pos1h_PosCTL
CK2,0.3908333333333333,Pos1h_PosCTL
CK2,0.3908333333333333,Pos1h_PosCTL
CK2,-0.6583333333333333,Pos24h_PosCTL
CK2,-0.6583333333333333,Pos24h_PosCTL
CK2,-0.6583333333333333,Pos24h_PosCTL
CK2,-0.5483333333333333,Pos30m_PosCTL
CK2,-0.5483333333333333,Pos30m_PosCTL
CK2,-0.5483333333333333,Pos30m_PosCTL
CK2,0.21166666666666664,Pos4h_PosCTL
CK2,0.21166666666666664,Pos4h_PosCTL
CK2,0.21166666666666664,Pos4h_PosCTL
CK2,-0.09916666666666668,Pos5m_PosCTL
CK2,-0.09916666666666668,Pos5m_PosCTL
CK2,-0.09916666666666668,Pos5m_PosCTL
CLK,-1.0625,Neg15m_NegCTL
CLK,-1.0625,Neg15m_NegCTL
CLK,-1.0625,Neg15m_NegCTL
CLK,-1.0625,Neg15m_NegCTL
CLK,-0.7333333333333334,Neg1h_NegCTL
CLK,-0.7333333333333334,Neg1h_NegCTL
CLK,-0.7333333333333334,Neg1h_NegCTL
CLK,-0.7333333333333334,Neg1h_NegCTL
CLK,-0.855,Neg24h_NegCTL
CLK,-0.855,Neg24h_NegCTL
CLK,-0.855,Neg24h_NegCTL
CLK,-0.855,Neg24h_NegCTL
CLK,-0.8325,Neg30m_NegCTL
CLK,-0.8325,Neg30m_NegCTL
CLK,-0.8325,Neg30m_NegCTL
CLK,-0.8325,Neg30m_NegCTL
CLK,-0.7816666666666666,Neg4h_NegCTL
CLK,-0.7816666666666666,Neg4h_NegCTL
CLK,-0.7816666666666666,Neg4h_NegCTL
CLK,-0.7816666666666666,Neg4h_NegCTL
CLK,-0.8908333333333334,Neg5m_NegCTL
CLK,-0.8908333333333334,Neg5m_NegCTL
CLK,-0.8908333333333334,Neg5m_NegCTL
CLK,-0.8908333333333334,Neg5m_NegCTL
CLK,-0.985,Pos15m_PosCTL
CLK,-0.985,Pos15m_PosCTL
CLK,-0.985,Pos15m_PosCTL
CLK,-0.985,Pos15m_PosCTL
CLK,-0.74,Pos1h_PosCTL
CLK,-0.74,Pos1h_PosCTL
CLK,-0.74,Pos1h_PosCTL
CLK,-0.74,Pos1h_PosCTL
CLK,-0.4733333333333334,Pos24h_PosCTL
CLK,-0.4733333333333334,Pos24h_PosCTL
CLK,-0.4733333333333334,Pos24h_PosCTL
CLK,-0.4733333333333334,Pos24h_PosCTL
CLK,-0.9783333333333334,Pos30m_PosCTL
CLK,-0.9783333333333334,Pos30m_PosCTL
CLK,-0.9783333333333334,Pos30m_PosCTL
CLK,-0.9783333333333334,Pos30m_PosCTL
CLK,-0.8383333333333334,Pos4h_PosCTL
CLK,-0.8383333333333334,Pos4h_PosCTL
CLK,-0.8383333333333334,Pos4h_PosCTL
CLK,-0.8383333333333334,Pos4h_PosCTL
CLK,-0.8566666666666667,Pos5m_PosCTL
CLK,-0.8566666666666667,Pos5m_PosCTL
CLK,-0.8566666666666667,Pos5m_PosCTL
CLK,-0.8566666666666667,Pos5m_PosCTL
COT,-0.09166666666666667,Neg15m_NegCTL
COT,0.12083333333333336,Neg1h_NegCTL
COT,0.2716666666666667,Neg24h_NegCTL
COT,0.2966666666666667,Neg30m_NegCTL
COT,-0.2841666666666666,Neg4h_NegCTL
COT,-0.1675,Neg5m_NegCTL
COT,0.8283333333333334,Pos15m_PosCTL
COT,0.20083333333333336,Pos1h_PosCTL
COT,0.7116666666666667,Pos24h_PosCTL
COT,0.8758333333333332,Pos30m_PosCTL
COT,-0.09000000000000002,Pos4h_PosCTL
COT,0.6241666666666666,Pos5m_PosCTL
DAPK,-0.5191666666666667,Neg15m_NegCTL
DAPK,-0.5191666666666667,Neg15m_NegCTL
DAPK,-0.5191666666666667,Neg15m_NegCTL
DAPK,-0.5191666666666667,Neg15m_NegCTL
DAPK,-0.5191666666666667,Neg15m_NegCTL
DAPK,-0.44333333333333336,Neg1h_NegCTL
DAPK,-0.44333333333333336,Neg1h_NegCTL
DAPK,-0.44333333333333336,Neg1h_NegCTL
DAPK,-0.44333333333333336,Neg1h_NegCTL
DAPK,-0.44333333333333336,Neg1h_NegCTL
DAPK,0.30583333333333335,Neg24h_NegCTL
DAPK,0.30583333333333335,Neg24h_NegCTL
DAPK,0.30583333333333335,Neg24h_NegCTL
DAPK,0.30583333333333335,Neg24h_NegCTL
DAPK,0.30583333333333335,Neg24h_NegCTL
DAPK,-0.9291666666666668,Neg30m_NegCTL
DAPK,-0.9291666666666668,Neg30m_NegCTL
DAPK,-0.9291666666666668,Neg30m_NegCTL
DAPK,-0.9291666666666668,Neg30m_NegCTL
DAPK,-0.9291666666666668,Neg30m_NegCTL
DAPK,-0.2625,Neg4h_NegCTL
DAPK,-0.2625,Neg4h_NegCTL
DAPK,-0.2625,Neg4h_NegCTL
DAPK,-0.2625,Neg4h_NegCTL
DAPK,-0.2625,Neg4h_NegCTL
DAPK,-0.835,Neg5m_NegCTL
DAPK,-0.835,Neg5m_NegCTL
DAPK,-0.835,Neg5m_NegCTL
DAPK,-0.835,Neg5m_NegCTL
DAPK,-0.835,Neg5m_NegCTL
DAPK,-0.7041666666666666,Pos15m_PosCTL
DAPK,-0.7041666666666666,Pos15m_PosCTL
DAPK,-0.7041666666666666,Pos15m_PosCTL
DAPK,-0.7041666666666666,Pos15m_PosCTL
DAPK,-0.7041666666666666,Pos15m_PosCTL
DAPK,-1.1416666666666666,Pos1h_PosCTL
DAPK,-1.1416666666666666,Pos1h_PosCTL
DAPK,-1.1416666666666666,Pos1h_PosCTL
DAPK,-1.1416666666666666,Pos1h_PosCTL
DAPK,-1.1416666666666666,Pos1h_PosCTL
DAPK,-0.5575,Pos24h_PosCTL
DAPK,-0.5575,Pos24h_PosCTL
DAPK,-0.5575,Pos24h_PosCTL
DAPK,-0.5575,Pos24h_PosCTL
DAPK,-0.5575,Pos24h_PosCTL
DAPK,-1.0841666666666667,Pos30m_PosCTL
DAPK,-1.0841666666666667,Pos30m_PosCTL
DAPK,-1.0841666666666667,Pos30m_PosCTL
DAPK,-1.0841666666666667,Pos30m_PosCTL
DAPK,-1.0841666666666667,Pos30m_PosCTL
DAPK,-0.8791666666666667,Pos4h_PosCTL
DAPK,-0.8791666666666667,Pos4h_PosCTL
DAPK,-0.8791666666666667,Pos4h_PosCTL
DAPK,-0.8791666666666667,Pos4h_PosCTL
DAPK,-0.8791666666666667,Pos4h_PosCTL
DAPK,-0.48,Pos5m_PosCTL
DAPK,-0.48,Pos5m_PosCTL
DAPK,-0.48,Pos5m_PosCTL
DAPK,-0.48,Pos5m_PosCTL
DAPK,-0.48,Pos5m_PosCTL
DMPK,-1.325,Neg15m_NegCTL
DMPK,-1.325,Neg15m_NegCTL
DMPK,-1.325,Neg15m_NegCTL
DMPK,-1.325,Neg15m_NegCTL
DMPK,-1.325,Neg15m_NegCTL
DMPK,-1.325,Neg15m_NegCTL
DMPK,-1.325,Neg15m_NegCTL
DMPK,0.09583333333333326,Neg1h_NegCTL
DMPK,0.09583333333333326,Neg1h_NegCTL
DMPK,0.09583333333333326,Neg1h_NegCTL
DMPK,0.09583333333333326,Neg1h_NegCTL
DMPK,0.09583333333333326,Neg1h_NegCTL
DMPK,0.09583333333333326,Neg1h_NegCTL
DMPK,0.09583333333333326,Neg1h_NegCTL
DMPK,-1.1075,Neg24h_NegCTL
DMPK,-1.1075,Neg24h_NegCTL
DMPK,-1.1075,Neg24h_NegCTL
DMPK,-1.1075,Neg24h_NegCTL
DMPK,-1.1075,Neg24h_NegCTL
DMPK,-1.1075,Neg24h_NegCTL
DMPK,-1.1075,Neg24h_NegCTL
DMPK,-0.905,Neg30m_NegCTL
DMPK,-0.905,Neg30m_NegCTL
DMPK,-0.905,Neg30m_NegCTL
DMPK,-0.905,Neg30m_NegCTL
DMPK,-0.905,Neg30m_NegCTL
DMPK,-0.905,Neg30m_NegCTL
DMPK,-0.905,Neg30m_NegCTL
DMPK,-0.27166666666666667,Neg4h_NegCTL
DMPK,-0.27166666666666667,Neg4h_NegCTL
DMPK,-0.27166666666666667,Neg4h_NegCTL
DMPK,-0.27166666666666667,Neg4h_NegCTL
DMPK,-0.27166666666666667,Neg4h_NegCTL
DMPK,-0.27166666666666667,Neg4h_NegCTL
DMPK,-0.27166666666666667,Neg4h_NegCTL
DMPK,-1.875,Neg5m_NegCTL
DMPK,-1.875,Neg5m_NegCTL
DMPK,-1.875,Neg5m_NegCTL
DMPK,-1.875,Neg5m_NegCTL
DMPK,-1.875,Neg5m_NegCTL
DMPK,-1.875,Neg5m_NegCTL
DMPK,-1.875,Neg5m_NegCTL
DMPK,-0.7166666666666667,Pos15m_PosCTL
DMPK,-0.7166666666666667,Pos15m_PosCTL
DMPK,-0.7166666666666667,Pos15m_PosCTL
DMPK,-0.7166666666666667,Pos15m_PosCTL
DMPK,-0.7166666666666667,Pos15m_PosCTL
DMPK,-0.7166666666666667,Pos15m_PosCTL
DMPK,-0.7166666666666667,Pos15m_PosCTL
DMPK,-0.7091666666666667,Pos1h_PosCTL
DMPK,-0.7091666666666667,Pos1h_PosCTL
DMPK,-0.7091666666666667,Pos1h_PosCTL
DMPK,-0.7091666666666667,Pos1h_PosCTL
DMPK,-0.7091666666666667,Pos1h_PosCTL
DMPK,-0.7091666666666667,Pos1h_PosCTL
DMPK,-0.7091666666666667,Pos1h_PosCTL
DMPK,-1.3725,Pos24h_PosCTL
DMPK,-1.3725,Pos24h_PosCTL
DMPK,-1.3725,Pos24h_PosCTL
DMPK,-1.3725,Pos24h_PosCTL
DMPK,-1.3725,Pos24h_PosCTL
DMPK,-1.3725,Pos24h_PosCTL
DMPK,-1.3725,Pos24h_PosCTL
DMPK,-0.9541666666666668,Pos30m_PosCTL
DMPK,-0.9541666666666668,Pos30m_PosCTL
DMPK,-0.9541666666666668,Pos30m_PosCTL
DMPK,-0.9541666666666668,Pos30m_PosCTL
DMPK,-0.9541666666666668,Pos30m_PosCTL
DMPK,-0.9541666666666668,Pos30m_PosCTL
DMPK,-0.9541666666666668,Pos30m_PosCTL
DMPK,-0.6308333333333334,Pos4h_PosCTL
DMPK,-0.6308333333333334,Pos4h_PosCTL
DMPK,-0.6308333333333334,Pos4h_PosCTL
DMPK,-0.6308333333333334,Pos4h_PosCTL
DMPK,-0.6308333333333334,Pos4h_PosCTL
DMPK,-0.6308333333333334,Pos4h_PosCTL
DMPK,-0.6308333333333334,Pos4h_PosCTL
DMPK,0.2425,Pos5m_PosCTL
DMPK,0.2425,Pos5m_PosCTL
DMPK,0.2425,Pos5m_PosCTL
DMPK,0.2425,Pos5m_PosCTL
DMPK,0.2425,Pos5m_PosCTL
DMPK,0.2425,Pos5m_PosCTL
DMPK,0.2425,Pos5m_PosCTL
DYRK,-4.2475,Neg15m_NegCTL
DYRK,-4.2475,Neg15m_NegCTL
DYRK,-4.2475,Neg15m_NegCTL
DYRK,-4.2475,Neg15m_NegCTL
DYRK,-4.2475,Neg15m_NegCTL
DYRK,-4.2475,Neg15m_NegCTL
DYRK,-4.2475,Neg15m_NegCTL
DYRK,-4.2475,Neg15m_NegCTL
DYRK,-4.2475,Neg15m_NegCTL
DYRK,-4.2475,Neg15m_NegCTL
DYRK,-4.3341666666666665,Neg1h_NegCTL
DYRK,-4.3341666666666665,Neg1h_NegCTL
DYRK,-4.3341666666666665,Neg1h_NegCTL
DYRK,-4.3341666666666665,Neg1h_NegCTL
DYRK,-4.3341666666666665,Neg1h_NegCTL
DYRK,-4.3341666666666665,Neg1h_NegCTL
DYRK,-4.3341666666666665,Neg1h_NegCTL
DYRK,-4.3341666666666665,Neg1h_NegCTL
DYRK,-4.3341666666666665,Neg1h_NegCTL
DYRK,-4.3341666666666665,Neg1h_NegCTL
DYRK,-2.8766666666666665,Neg24h_NegCTL
DYRK,-2.8766666666666665,Neg24h_NegCTL
DYRK,-2.8766666666666665,Neg24h_NegCTL
DYRK,-2.8766666666666665,Neg24h_NegCTL
DYRK,-2.8766666666666665,Neg24h_NegCTL
DYRK,-2.8766666666666665,Neg24h_NegCTL
DYRK,-2.8766666666666665,Neg24h_NegCTL
DYRK,-2.8766666666666665,Neg24h_NegCTL
DYRK,-2.8766666666666665,Neg24h_NegCTL
DYRK,-2.8766666666666665,Neg24h_NegCTL
DYRK,-3.701666666666666,Neg30m_NegCTL
DYRK,-3.701666666666666,Neg30m_NegCTL
DYRK,-3.701666666666666,Neg30m_NegCTL
DYRK,-3.701666666666666,Neg30m_NegCTL
DYRK,-3.701666666666666,Neg30m_NegCTL
DYRK,-3.701666666666666,Neg30m_NegCTL
DYRK,-3.701666666666666,Neg30m_NegCTL
DYRK,-3.701666666666666,Neg30m_NegCTL
DYRK,-3.701666666666666,Neg30m_NegCTL
DYRK,-3.701666666666666,Neg30m_NegCTL
DYRK,-3.274166666666667,Neg4h_NegCTL
DYRK,-3.274166666666667,Neg4h_NegCTL
DYRK,-3.274166666666667,Neg4h_NegCTL
DYRK,-3.274166666666667,Neg4h_NegCTL
DYRK,-3.274166666666667,Neg4h_NegCTL
DYRK,-3.274166666666667,Neg4h_NegCTL
DYRK,-3.274166666666667,Neg4h_NegCTL
DYRK,-3.274166666666667,Neg4h_NegCTL
DYRK,-3.274166666666667,Neg4h_NegCTL
DYRK,-3.274166666666667,Neg4h_NegCTL
DYRK,-2.3608333333333333,Neg5m_NegCTL
DYRK,-2.3608333333333333,Neg5m_NegCTL
DYRK,-2.3608333333333333,Neg5m_NegCTL
DYRK,-2.3608333333333333,Neg5m_NegCTL
DYRK,-2.3608333333333333,Neg5m_NegCTL
DYRK,-2.3608333333333333,Neg5m_NegCTL
DYRK,-2.3608333333333333,Neg5m_NegCTL
DYRK,-2.3608333333333333,Neg5m_NegCTL
DYRK,-2.3608333333333333,Neg5m_NegCTL
DYRK,-2.3608333333333333,Neg5m_NegCTL
DYRK,-4.504166666666666,Pos15m_PosCTL
DYRK,-4.504166666666666,Pos15m_PosCTL
DYRK,-4.504166666666666,Pos15m_PosCTL
DYRK,-4.504166666666666,Pos15m_PosCTL
DYRK,-4.504166666666666,Pos15m_PosCTL
DYRK,-4.504166666666666,Pos15m_PosCTL
DYRK,-4.504166666666666,Pos15m_PosCTL
DYRK,-4.504166666666666,Pos15m_PosCTL
DYRK,-4.504166666666666,Pos15m_PosCTL
DYRK,-4.504166666666666,Pos15m_PosCTL
DYRK,-3.788333333333333,Pos1h_PosCTL
DYRK,-3.788333333333333,Pos1h_PosCTL
DYRK,-3.788333333333333,Pos1h_PosCTL
DYRK,-3.788333333333333,Pos1h_PosCTL
DYRK,-3.788333333333333,Pos1h_PosCTL
DYRK,-3.788333333333333,Pos1h_PosCTL
DYRK,-3.788333333333333,Pos1h_PosCTL
DYRK,-3.788333333333333,Pos1h_PosCTL
DYRK,-3.788333333333333,Pos1h_PosCTL
DYRK,-3.788333333333333,Pos1h_PosCTL
DYRK,-0.9416666666666668,Pos24h_PosCTL
DYRK,-0.9416666666666668,Pos24h_PosCTL
DYRK,-0.9416666666666668,Pos24h_PosCTL
DYRK,-0.9416666666666668,Pos24h_PosCTL
DYRK,-0.9416666666666668,Pos24h_PosCTL
DYRK,-0.9416666666666668,Pos24h_PosCTL
DYRK,-0.9416666666666668,Pos24h_PosCTL
DYRK,-0.9416666666666668,Pos24h_PosCTL
DYRK,-0.9416666666666668,Pos24h_PosCTL
DYRK,-0.9416666666666668,Pos24h_PosCTL
DYRK,-5.0325,Pos30m_PosCTL
DYRK,-5.0325,Pos30m_PosCTL
DYRK,-5.0325,Pos30m_PosCTL
DYRK,-5.0325,Pos30m_PosCTL
DYRK,-5.0325,Pos30m_PosCTL
DYRK,-5.0325,Pos30m_PosCTL
DYRK,-5.0325,Pos30m_PosCTL
DYRK,-5.0325,Pos30m_PosCTL
DYRK,-5.0325,Pos30m_PosCTL
DYRK,-5.0325,Pos30m_PosCTL
DYRK,-4.251666666666667,Pos4h_PosCTL
DYRK,-4.251666666666667,Pos4h_PosCTL
DYRK,-4.251666666666667,Pos4h_PosCTL
DYRK,-4.251666666666667,Pos4h_PosCTL
DYRK,-4.251666666666667,Pos4h_PosCTL
DYRK,-4.251666666666667,Pos4h_PosCTL
DYRK,-4.251666666666667,Pos4h_PosCTL
DYRK,-4.251666666666667,Pos4h_PosCTL
DYRK,-4.251666666666667,Pos4h_PosCTL
DYRK,-4.251666666666667,Pos4h_PosCTL
DYRK,-4.308333333333334,Pos5m_PosCTL
DYRK,-4.308333333333334,Pos5m_PosCTL
DYRK,-4.308333333333334,Pos5m_PosCTL
DYRK,-4.308333333333334,Pos5m_PosCTL
DYRK,-4.308333333333334,Pos5m_PosCTL
DYRK,-4.308333333333334,Pos5m_PosCTL
DYRK,-4.308333333333334,Pos5m_PosCTL
DYRK,-4.308333333333334,Pos5m_PosCTL
DYRK,-4.308333333333334,Pos5m_PosCTL
DYRK,-4.308333333333334,Pos5m_PosCTL
ERK,-4.610833333333333,Neg15m_NegCTL
ERK,-4.610833333333333,Neg15m_NegCTL
ERK,-4.610833333333333,Neg15m_NegCTL
ERK,-4.610833333333333,Neg15m_NegCTL
ERK,-4.610833333333333,Neg15m_NegCTL
ERK,-4.610833333333333,Neg15m_NegCTL
ERK,-4.145,Neg1h_NegCTL
ERK,-4.145,Neg1h_NegCTL
ERK,-4.145,Neg1h_NegCTL
ERK,-4.145,Neg1h_NegCTL
ERK,-4.145,Neg1h_NegCTL
ERK,-4.145,Neg1h_NegCTL
ERK,-3.183333333333333,Neg24h_NegCTL
ERK,-3.183333333333333,Neg24h_NegCTL
ERK,-3.183333333333333,Neg24h_NegCTL
ERK,-3.183333333333333,Neg24h_NegCTL
ERK,-3.183333333333333,Neg24h_NegCTL
ERK,-3.183333333333333,Neg24h_NegCTL
ERK,-4.384166666666666,Neg30m_NegCTL
ERK,-4.384166666666666,Neg30m_NegCTL
ERK,-4.384166666666666,Neg30m_NegCTL
ERK,-4.384166666666666,Neg30m_NegCTL
ERK,-4.384166666666666,Neg30m_NegCTL
ERK,-4.384166666666666,Neg30m_NegCTL
ERK,-2.7108333333333334,Neg4h_NegCTL
ERK,-2.7108333333333334,Neg4h_NegCTL
ERK,-2.7108333333333334,Neg4h_NegCTL
ERK,-2.7108333333333334,Neg4h_NegCTL
ERK,-2.7108333333333334,Neg4h_NegCTL
ERK,-2.7108333333333334,Neg4h_NegCTL
ERK,-2.7983333333333333,Neg5m_NegCTL
ERK,-2.7983333333333333,Neg5m_NegCTL
ERK,-2.7983333333333333,Neg5m_NegCTL
ERK,-2.7983333333333333,Neg5m_NegCTL
ERK,-2.7983333333333333,Neg5m_NegCTL
ERK,-2.7983333333333333,Neg5m_NegCTL
ERK,-4.84,Pos15m_PosCTL
ERK,-4.84,Pos15m_PosCTL
ERK,-4.84,Pos15m_PosCTL
ERK,-4.84,Pos15m_PosCTL
ERK,-4.84,Pos15m_PosCTL
ERK,-4.84,Pos15m_PosCTL
ERK,-4.105833333333333,Pos1h_PosCTL
ERK,-4.105833333333333,Pos1h_PosCTL
ERK,-4.105833333333333,Pos1h_PosCTL
ERK,-4.105833333333333,Pos1h_PosCTL
ERK,-4.105833333333333,Pos1h_PosCTL
ERK,-4.105833333333333,Pos1h_PosCTL
ERK,-1.3383333333333334,Pos24h_PosCTL
ERK,-1.3383333333333334,Pos24h_PosCTL
ERK,-1.3383333333333334,Pos24h_PosCTL
ERK,-1.3383333333333334,Pos24h_PosCTL
ERK,-1.3383333333333334,Pos24h_PosCTL
ERK,-1.3383333333333334,Pos24h_PosCTL
ERK,-5.575,Pos30m_PosCTL
ERK,-5.575,Pos30m_PosCTL
ERK,-5.575,Pos30m_PosCTL
ERK,-5.575,Pos30m_PosCTL
ERK,-5.575,Pos30m_PosCTL
ERK,-5.575,Pos30m_PosCTL
ERK,-4.4191666666666665,Pos4h_PosCTL
ERK,-4.4191666666666665,Pos4h_PosCTL
ERK,-4.4191666666666665,Pos4h_PosCTL
ERK,-4.4191666666666665,Pos4h_PosCTL
ERK,-4.4191666666666665,Pos4h_PosCTL
ERK,-4.4191666666666665,Pos4h_PosCTL
ERK,-4.739166666666667,Pos5m_PosCTL
ERK,-4.739166666666667,Pos5m_PosCTL
ERK,-4.739166666666667,Pos5m_PosCTL
ERK,-4.739166666666667,Pos5m_PosCTL
ERK,-4.739166666666667,Pos5m_PosCTL
ERK,-4.739166666666667,Pos5m_PosCTL
FRAY,-2.1791666666666667,Neg15m_NegCTL
FRAY,-2.1791666666666667,Neg15m_NegCTL
FRAY,-1.850833333333333,Neg1h_NegCTL
