Kinase,Z,method,AvgZ
CDK,-4.67,720012206>0.15,-4.4325
PLK,-3.88,720012206>0.15,-3.515
ERK,-3.82,720012206>0.15,-4.610833333333333
PDK1,-3.71,720012206>0.15,-4.774166666666667
DYRK,-3.53,720012206>0.15,-4.2475
P38,-3.53,720012206>0.15,-3.4408333333333334
PKCA,-3.2,720012206>0.15,-4.109166666666667
JNK,-3.09,720012206>0.15,-4.070833333333333
PEK,-3.06,720012206>0.15,-3.875
NMO,-2.37,720012206>0.15,-3.1416666666666666
PHK,-2.32,720012206>0.15,-2.2091666666666665
PKG,2.3,720012206>0.15,2.444166666666667
PKA,2.19,720012206>0.15,2.2741666666666664
PKCI,2.1,720012206>0.15,0.7108333333333333
QIK,-2.07,720012206>0.15,-2.25
CK1,-2.02,720012206>0.15,-2.035
RAF,-1.93,720012206>0.15,-1.6516666666666666
FRAY,-1.72,720012206>0.15,-2.1791666666666667
STE7,-1.68,720012206>0.15,-2.461666666666667
HAL,1.64,720012206>0.15,1.1916666666666667
IKK,-1.56,720012206>0.15,-1.1366666666666667
RIPK,1.48,720012206>0.15,1.21
AUR,1.47,720012206>0.15,0.4116666666666667
CAMK2,1.46,720012206>0.15,-0.16166666666666665
PKCD,1.46,720012206>0.15,0.47000000000000003
ATR,-1.46,720012206>0.15,-1.0616666666666668
TTK,-1.26,720012206>0.15,-1.5008333333333335
RAD53,1.23,720012206>0.15,0.7066666666666667
TAO,1.22,720012206>0.15,-0.1733333333333333
NUAK,-1.21,720012206>0.15,-1.4875
BRSK,1.19,720012206>0.15,0.37833333333333335
MOS,1.17,720012206>0.15,0.92
TLK,-1.17,720012206>0.15,-1.4958333333333333
IRAK,-1.17,720012206>0.15,-1.215
MST,-1.15,720012206>0.15,-2.0175
CK2,1.14,720012206>0.15,-0.3166666666666667
DMPK,-1.04,720012206>0.15,-1.325
LKB,-1.04,720012206>0.15,-2.138333333333333
COT,-1.03,720012206>0.15,-0.09166666666666669
GSK,-0.9,720012206>0.15,-1.5808333333333333
CLK,-0.87,720012206>0.15,-1.0625
BARK2,0.87,720012206>0.15,0.7108333333333333
BUD32,-0.87,720012206>0.15,-1.0716666666666668
CAMKK,-0.87,720012206>0.15,-1.0533333333333332
PASK,-0.84,720012206>0.15,0.3408333333333334
KHS,-0.84,720012206>0.15,0.34500000000000003
WNK,-0.84,720012206>0.15,-1.0641666666666667
STE11,-0.84,720012206>0.15,-1.0416666666666667
ULK,-0.84,720012206>0.15,-1.0575
SLK,-0.83,720012206>0.15,-0.5408333333333333
NIK,-0.81,720012206>0.15,-1.0608333333333333
PDHK,-0.78,720012206>0.15,-1.8833333333333333
ATM,-0.74,720012206>0.15,-1.16
GRK,-0.73,720012206>0.15,-0.4083333333333333
MLK,0.68,720012206>0.15,-0.615
PRKDC,-0.64,720012206>0.15,-1.355
MAPKAPK,-0.64,720012206>0.15,-0.35000000000000003
PKCH,0.62,720012206>0.15,-0.5875
CAMK1,0.56,720012206>0.15,1.2974999999999999
DAPK,-0.55,720012206>0.15,-0.5191666666666667
PKD,-0.53,720012206>0.15,-0.23333333333333336
NEK,0.5,720012206>0.15,-0.7216666666666667
SGK,-0.46,720012206>0.15,0.1975
RSK,-0.44,720012206>0.15,0.37583333333333335
AKT,-0.43,720012206>0.15,0.47
MELK,-0.41,720012206>0.15,-0.4558333333333333
MARK,0.39,720012206>0.15,1.3483333333333334
MSN,0.38,720012206>0.15,-0.05166666666666667
CHK1,-0.3,720012206>0.15,-0.0050000000000000044
PKN,0.21,720012206>0.15,-1.1341666666666668
NAK,0.21,720012206>0.15,-1.0166666666666666
PAKB,0.19,720012206>0.15,-0.11083333333333334
MTOR,0.12,720012206>0.15,-1.7591666666666668
VRK1,-0.11,720012206>0.15,-0.7775000000000001
MLCK,-0.11,720012206>0.15,-0.22749999999999998
NDR,-0.11,720012206>0.15,-0.06416666666666664
AMPK,-0.1,720012206>0.15,0.52
PIM,-0.08,720012206>0.15,0.09666666666666668
STKR,0.05,720012206>0.15,-0.46499999999999997
PAKA,-0,720012206>0.15,0.13416666666666666
CDK,-3.19,720012206>0.2,-4.4325
PLK,-3.17,720012206>0.2,-3.515
PDK1,-3.13,720012206>0.2,-4.774166666666667
ERK,-3.01,720012206>0.2,-4.610833333333333
P38,-2.83,720012206>0.2,-3.4408333333333334
PKG,2.83,720012206>0.2,2.444166666666667
DYRK,-2.67,720012206>0.2,-4.2475
PKA,2.51,720012206>0.2,2.2741666666666664
PKCI,2.43,720012206>0.2,0.7108333333333333
JNK,-2.27,720012206>0.2,-4.070833333333333
RIPK,2.11,720012206>0.2,1.21
NMO,-2.06,720012206>0.2,-3.1416666666666666
PEK,-1.98,720012206>0.2,-3.875
PKCD,1.85,720012206>0.2,0.47000000000000003
CAMK2,1.82,720012206>0.2,-0.16166666666666665
HAL,1.8,720012206>0.2,1.1916666666666667
AUR,1.8,720012206>0.2,0.4116666666666667
CK1,-1.74,720012206>0.2,-2.035
PKCA,-1.64,720012206>0.2,-4.109166666666667
PHK,-1.55,720012206>0.2,-2.2091666666666665
RAF,-1.46,720012206>0.2,-1.6516666666666666
QIK,-1.45,720012206>0.2,-2.25
CK2,1.44,720012206>0.2,-0.3166666666666667
FRAY,-1.36,720012206>0.2,-2.1791666666666667
RAD53,1.33,720012206>0.2,0.7066666666666667
BRSK,1.29,720012206>0.2,0.37833333333333335
MOS,1.25,720012206>0.2,0.92
ATR,-1.17,720012206>0.2,-1.0616666666666668
TLK,-1.13,720012206>0.2,-1.4958333333333333
TTK,-1.12,720012206>0.2,-1.5008333333333335
NUAK,-1.11,720012206>0.2,-1.4875
BARK2,1.03,720012206>0.2,0.7108333333333333
PKCH,1,720012206>0.2,-0.5875
CAMK1,0.93,720012206>0.2,1.2974999999999999
STE7,-0.92,720012206>0.2,-2.461666666666667
COT,-0.85,720012206>0.2,-0.09166666666666669
BUD32,-0.83,720012206>0.2,-1.0716666666666668
SLK,-0.8,720012206>0.2,-0.5408333333333333
WNK,-0.8,720012206>0.2,-1.0641666666666667
NIK,-0.79,720012206>0.2,-1.0608333333333333
ULK,-0.79,720012206>0.2,-1.0575
CAMKK,-0.79,720012206>0.2,-1.0533333333333332
KHS,-0.79,720012206>0.2,0.34500000000000003
TAO,-0.78,720012206>0.2,-0.1733333333333333
CLK,-0.78,720012206>0.2,-1.0625
PASK,-0.78,720012206>0.2,0.3408333333333334
LKB,-0.77,720012206>0.2,-2.138333333333333
IKK,-0.77,720012206>0.2,-1.1366666666666667
IRAK,-0.75,720012206>0.2,-1.215
MST,-0.69,720012206>0.2,-2.0175
STE11,-0.6,720012206>0.2,-1.0416666666666667
MARK,0.59,720012206>0.2,1.3483333333333334
MLK,0.58,720012206>0.2,-0.615
ATM,-0.56,720012206>0.2,-1.16
PAKA,0.54,720012206>0.2,0.13416666666666666
GSK,-0.53,720012206>0.2,-1.5808333333333333
MSN,-0.52,720012206>0.2,-0.05166666666666667
DAPK,-0.52,720012206>0.2,-0.5191666666666667
NEK,0.45,720012206>0.2,-0.7216666666666667
SGK,-0.41,720012206>0.2,0.1975
PRKDC,-0.39,720012206>0.2,-1.355
PKN,0.35,720012206>0.2,-1.1341666666666668
PAKB,0.35,720012206>0.2,-0.11083333333333334
GRK,-0.34,720012206>0.2,-0.4083333333333333
MELK,-0.34,720012206>0.2,-0.4558333333333333
NAK,0.33,720012206>0.2,-1.0166666666666666
PIM,0.28,720012206>0.2,0.09666666666666668
STKR,0.27,720012206>0.2,-0.46499999999999997
MAPKAPK,-0.25,720012206>0.2,-0.35000000000000003
PDHK,-0.24,720012206>0.2,-1.8833333333333333
MTOR,0.19,720012206>0.2,-1.7591666666666668
PKD,0.18,720012206>0.2,-0.23333333333333336
DMPK,-0.14,720012206>0.2,-1.325
AKT,-0.13,720012206>0.2,0.47
AMPK,-0.11,720012206>0.2,0.52
NDR,0.1,720012206>0.2,-0.06416666666666664
VRK1,0.09,720012206>0.2,-0.7775000000000001
MLCK,0.07,720012206>0.2,-0.22749999999999998
RSK,0.06,720012206>0.2,0.37583333333333335
CHK1,0.01,720012206>0.2,-0.0050000000000000044
PDK1,-3.07,720012206>0.3,-4.774166666666667
CDK,-2.92,720012206>0.3,-4.4325
JNK,-2.74,720012206>0.3,-4.070833333333333
P38,-2.73,720012206>0.3,-3.4408333333333334
ERK,-2.61,720012206>0.3,-4.610833333333333
HAL,2.35,720012206>0.3,1.1916666666666667
PKA,2.23,720012206>0.3,2.2741666666666664
DYRK,-2.19,720012206>0.3,-4.2475
NMO,-2.06,720012206>0.3,-3.1416666666666666
CAMK2,2.05,720012206>0.3,-0.16166666666666665
PKG,2.02,720012206>0.3,2.444166666666667
RAF,-1.77,720012206>0.3,-1.6516666666666666
PLK,-1.76,720012206>0.3,-3.515
BRSK,1.68,720012206>0.3,0.37833333333333335
MOS,1.67,720012206>0.3,0.92
PEK,-1.67,720012206>0.3,-3.875
RIPK,1.65,720012206>0.3,1.21
PHK,-1.65,720012206>0.3,-2.2091666666666665
QIK,-1.54,720012206>0.3,-2.25
BARK2,1.54,720012206>0.3,0.7108333333333333
PKCD,1.53,720012206>0.3,0.47000000000000003
CK2,1.51,720012206>0.3,-0.3166666666666667
SGK,-1.5,720012206>0.3,0.1975
PKCA,-1.44,720012206>0.3,-4.109166666666667
AUR,1.41,720012206>0.3,0.4116666666666667
RAD53,1.41,720012206>0.3,0.7066666666666667
MARK,1.34,720012206>0.3,1.3483333333333334
FRAY,-1.32,720012206>0.3,-2.1791666666666667
CK1,-1.28,720012206>0.3,-2.035
CAMK1,1.25,720012206>0.3,1.2974999999999999
GSK,-0.9,720012206>0.3,-1.5808333333333333
PKN,-0.9,720012206>0.3,-1.1341666666666668
MTOR,-0.89,720012206>0.3,-1.7591666666666668
PAKA,0.89,720012206>0.3,0.13416666666666666
TTK,-0.88,720012206>0.3,-1.5008333333333335
MAPKAPK,-0.87,720012206>0.3,-0.35000000000000003
NAK,-0.84,720012206>0.3,-1.0166666666666666
TLK,-0.84,720012206>0.3,-1.4958333333333333
NUAK,-0.84,720012206>0.3,-1.4875
PAKB,-0.83,720012206>0.3,-0.11083333333333334
DMPK,-0.81,720012206>0.3,-1.325
STKR,-0.77,720012206>0.3,-0.46499999999999997
DAPK,-0.71,720012206>0.3,-0.5191666666666667
PKCI,0.69,720012206>0.3,0.7108333333333333
NDR,0.68,720012206>0.3,-0.06416666666666664
VRK1,0.67,720012206>0.3,-0.7775000000000001
PKD,-0.66,720012206>0.3,-0.23333333333333336
WNK,-0.62,720012206>0.3,-1.0641666666666667
SLK,-0.62,720012206>0.3,-0.5408333333333333
PASK,-0.61,720012206>0.3,0.3408333333333334
TAO,-0.61,720012206>0.3,-0.1733333333333333
CLK,-0.61,720012206>0.3,-1.0625
NIK,-0.61,720012206>0.3,-1.0608333333333333
IKK,-0.61,720012206>0.3,-1.1366666666666667
ULK,-0.6,720012206>0.3,-1.0575
BUD32,-0.6,720012206>0.3,-1.0716666666666668
CAMKK,-0.59,720012206>0.3,-1.0533333333333332
KHS,-0.59,720012206>0.3,0.34500000000000003
IRAK,-0.51,720012206>0.3,-1.215
PDHK,0.46,720012206>0.3,-1.8833333333333333
PIM,-0.41,720012206>0.3,0.09666666666666668
PKCH,0.39,720012206>0.3,-0.5875
MLCK,-0.38,720012206>0.3,-0.22749999999999998
COT,-0.37,720012206>0.3,-0.09166666666666669
CHK1,-0.36,720012206>0.3,-0.0050000000000000044
MST,-0.34,720012206>0.3,-2.0175
ATR,-0.32,720012206>0.3,-1.0616666666666668
STE7,-0.31,720012206>0.3,-2.461666666666667
MELK,-0.27,720012206>0.3,-0.4558333333333333
AMPK,0.26,720012206>0.3,0.52
RSK,0.22,720012206>0.3,0.37583333333333335
STE11,0.2,720012206>0.3,-1.0416666666666667
NEK,0.18,720012206>0.3,-0.7216666666666667
GRK,-0.17,720012206>0.3,-0.4083333333333333
PRKDC,-0.13,720012206>0.3,-1.355
MLK,0.08,720012206>0.3,-0.615
ATM,-0.07,720012206>0.3,-1.16
AKT,0.07,720012206>0.3,0.47
MSN,-0.06,720012206>0.3,-0.05166666666666667
LKB,0.06,720012206>0.3,-2.138333333333333
PKG,3.48,720012206>0.4,2.444166666666667
PDK1,-3.27,720012206>0.4,-4.774166666666667
DYRK,-3.26,720012206>0.4,-4.2475
HAL,3.22,720012206>0.4,1.1916666666666667
JNK,-2.85,720012206>0.4,-4.070833333333333
CK2,2.58,720012206>0.4,-0.3166666666666667
P38,-2.57,720012206>0.4,-3.4408333333333334
ERK,-2.49,720012206>0.4,-4.610833333333333
PKA,2.29,720012206>0.4,2.2741666666666664
MOS,2.16,720012206>0.4,0.92
CDK,-2.11,720012206>0.4,-4.4325
PKCH,-1.88,720012206>0.4,-0.5875
NEK,-1.57,720012206>0.4,-0.7216666666666667
NMO,-1.54,720012206>0.4,-3.1416666666666666
LKB,-1.51,720012206>0.4,-2.138333333333333
MELK,-1.48,720012206>0.4,-0.4558333333333333
FRAY,-1.46,720012206>0.4,-2.1791666666666667
RIPK,1.38,720012206>0.4,1.21
MST,-1.26,720012206>0.4,-2.0175
MTOR,-1.2,720012206>0.4,-1.7591666666666668
MARK,1.14,720012206>0.4,1.3483333333333334
RSK,1.12,720012206>0.4,0.37583333333333335
VRK1,-0.99,720012206>0.4,-0.7775000000000001
DMPK,-0.98,720012206>0.4,-1.325
COT,-0.98,720012206>0.4,-0.09166666666666669
PAKA,0.92,720012206>0.4,0.13416666666666666
ATR,-0.91,720012206>0.4,-1.0616666666666668
CHK1,-0.89,720012206>0.4,-0.0050000000000000044
GSK,-0.88,720012206>0.4,-1.5808333333333333
ATM,-0.87,720012206>0.4,-1.16
PEK,-0.87,720012206>0.4,-3.875
CAMK2,0.84,720012206>0.4,-0.16166666666666665
PRKDC,-0.8,720012206>0.4,-1.355
BARK2,-0.76,720012206>0.4,0.7108333333333333
PLK,-0.74,720012206>0.4,-3.515
QIK,-0.72,720012206>0.4,-2.25
SGK,-0.7,720012206>0.4,0.1975
MLK,-0.67,720012206>0.4,-0.615
TTK,-0.65,720012206>0.4,-1.5008333333333335
TLK,-0.65,720012206>0.4,-1.4958333333333333
PIM,0.65,720012206>0.4,0.09666666666666668
NUAK,-0.64,720012206>0.4,-1.4875
PKN,-0.63,720012206>0.4,-1.1341666666666668
NAK,-0.62,720012206>0.4,-1.0166666666666666
PAKB,-0.62,720012206>0.4,-0.11083333333333334
RAF,-0.58,720012206>0.4,-1.6516666666666666
AMPK,-0.54,720012206>0.4,0.52
STE11,-0.53,720012206>0.4,-1.0416666666666667
PKD,0.51,720012206>0.4,-0.23333333333333336
PKCA,-0.48,720012206>0.4,-4.109166666666667
MSN,0.46,720012206>0.4,-0.05166666666666667
TAO,-0.46,720012206>0.4,-0.1733333333333333
WNK,-0.45,720012206>0.4,-1.0641666666666667
ULK,-0.44,720012206>0.4,-1.0575
BRSK,-0.44,720012206>0.4,0.37833333333333335
CLK,-0.44,720012206>0.4,-1.0625
BUD32,-0.43,720012206>0.4,-1.0716666666666668
CAMKK,-0.43,720012206>0.4,-1.0533333333333332
SLK,-0.43,720012206>0.4,-0.5408333333333333
PASK,-0.43,720012206>0.4,0.3408333333333334
PDHK,0.42,720012206>0.4,-1.8833333333333333
KHS,-0.42,720012206>0.4,0.34500000000000003
NIK,-0.42,720012206>0.4,-1.0608333333333333
PHK,-0.39,720012206>0.4,-2.2091666666666665
RAD53,0.34,720012206>0.4,0.7066666666666667
CK1,-0.32,720012206>0.4,-2.035
AKT,0.26,720012206>0.4,0.47
NDR,0.24,720012206>0.4,-0.06416666666666664
CAMK1,-0.24,720012206>0.4,1.2974999999999999
MLCK,0.22,720012206>0.4,-0.22749999999999998
IKK,-0.2,720012206>0.4,-1.1366666666666667
IRAK,-0.2,720012206>0.4,-1.215
AUR,0.17,720012206>0.4,0.4116666666666667
PKCI,0.16,720012206>0.4,0.7108333333333333
STKR,-0.13,720012206>0.4,-0.46499999999999997
STE7,-0.12,720012206>0.4,-2.461666666666667
DAPK,0.09,720012206>0.4,-0.5191666666666667
PKCD,-0.08,720012206>0.4,0.47000000000000003
GRK,0.03,720012206>0.4,-0.4083333333333333
MAPKAPK,-0.01,720012206>0.4,-0.35000000000000003
PKCA,-7.37,720012210>0.15,-4.109166666666667
CDK,-6.73,720012210>0.15,-4.4325
PDK1,-6.67,720012210>0.15,-4.774166666666667
DYRK,-6.31,720012210>0.15,-4.2475
PEK,-6.29,720012210>0.15,-3.875
ERK,-6.18,720012210>0.15,-4.610833333333333
PLK,-5.71,720012210>0.15,-3.515
JNK,-5.34,720012210>0.15,-4.070833333333333
NMO,-5.2,720012210>0.15,-3.1416666666666666
STE7,-4.74,720012210>0.15,-2.461666666666667
P38,-4.48,720012210>0.15,-3.4408333333333334
LKB,-4.25,720012210>0.15,-2.138333333333333
CK1,-4.02,720012210>0.15,-2.035
PHK,-4,720012210>0.15,-2.2091666666666665
PDHK,-3.33,720012210>0.15,-1.8833333333333333
MST,-3.2,720012210>0.15,-2.0175
FRAY,-3.17,720012210>0.15,-2.1791666666666667
QIK,-3.15,720012210>0.15,-2.25
GSK,-2.93,720012210>0.15,-1.5808333333333333
CAMK2,-2.66,720012210>0.15,-0.16166666666666665
IKK,-2.62,720012210>0.15,-1.1366666666666667
DMPK,-2.6,720012210>0.15,-1.325
STE11,-2.48,720012210>0.15,-1.0416666666666667
RAF,-2.44,720012210>0.15,-1.6516666666666666
NAK,-2.4,720012210>0.15,-1.0166666666666666
TTK,-2.39,720012210>0.15,-1.5008333333333335
TLK,-2.36,720012210>0.15,-1.4958333333333333
NUAK,-2.36,720012210>0.15,-1.4875
