Kinase Name,Kinase Uniprot ID,Kinase Group,Kinase Family,Mean Significance Score,Mean Specificity Score,Median Final score,Max Final score,Median Kinase Statistic,Mean Kinase Statistic,SD Kinase Statistic,Median Kinase Change,Mean peptide set size
CHUK,O15111,OTHER,IKK,0.9665762445130504,2.5260475042507644,3.6655462488490693,3.6655462488490693,2.258165753691211,2.2740156138209193,0.023774790194561968,0.6256080780088551,4
PRKACA,P17612,AGC,PKA,0.9665762445130504,2.6989700043360187,3.6655462488490693,3.6655462488490693,1.066892278176508,1.0477493449858715,0.06473905342846599,0.31158087379987365,52
PRKG1,Q13976,AGC,PKG,0.9665762445130504,2.6320744497440227,3.6655462488490693,3.6655462488490693,1.1586683688854074,1.1214469508893352,0.1031977176360856,0.34372713301131896,36
PRKG2,Q13237,AGC,PKG,0.9665762445130504,2.6320744497440227,3.6655462488490693,3.6655462488490693,1.1723096748185982,1.1583328065632192,0.055741919652951055,0.3437215989306051,32
PRKX,P51817,AGC,PKA,0.9665762445130504,2.3126231982560563,3.6655462488490693,3.6655462488490693,1.000280283981919,1.0227219285178404,0.07528483042805366,0.30303623299121324,31
RPS6KA5,O75582,AGC-CAMK,RSK,0.9665762445130504,2.5260475042507644,3.6655462488490693,3.6655462488490693,0.9143711545130913,0.9337340200571481,0.04710282313597344,0.2891010467217954,40
RPS6KB2,Q9UBS0,AGC,RSK,0.9665762445130504,2.5682931977742762,3.6655462488490693,3.6655462488490693,1.2385483619820532,1.2828827439153978,0.2501722720411349,0.36460851993583093,23
CAMK4,Q16566,CAMK,CAMK1,0.9665762445130504,2.3480408385476577,3.364516253185088,3.6655462488490693,1.4502976215726295,1.4516786104221582,0.10554402227380558,0.36884746484348874,11
PRKACB,P22694,AGC,PKA,0.9665762445130504,1.7601134827029012,2.8204482088348124,3.6655462488490693,0.9753418033540959,0.9756308782057252,0.07848368239486768,0.3007702567884524,25
STK38L,Q9Y2H1,AGC,NDR,0.9665762445130504,1.8917686953794084,2.7624562618571256,3.1884249941294067,1.5004777846605424,1.819736655982624,0.5529725858969398,0.3594767311192538,6
