Kinase Name,Kinase Uniprot ID,Kinase Group,Kinase Family,Mean Significance Score,Mean Specificity Score,Median Final score,Max Final score,Median Kinase Statistic,Mean Kinase Statistic,SD Kinase Statistic,Median Kinase Change,Mean peptide set size
CAMK4,Q16566,CAMK,CAMK1,0.9665762445130504,2.6655222270400207,3.6655462488490693,3.6655462488490693,2.777814270811883,2.6696882727344065,0.33424372425629567,0.41526030589709917,9
PRKACA,P17612,AGC,PKA,0.9665762445130504,2.6989700043360187,3.6655462488490693,3.6655462488490693,1.4090493890589426,1.4078105711729212,0.038756860354048045,0.30987023409242914,50
PRKG1,Q13976,AGC,PKG,0.9665762445130504,2.583259705985105,3.6655462488490693,3.6655462488490693,1.5243716245210515,1.5045184792366768,0.12641152752306406,0.36107417565798416,34
PRKG2,Q13237,AGC,PKG,0.9665762445130504,2.6320744497440227,3.6655462488490693,3.6655462488490693,1.5878266055330088,1.5881386943553766,0.07785286269371075,0.37842343899018305,30
RPS6KA5,O75582,AGC-CAMK,RSK,0.9665762445130504,2.6989700043360187,3.6655462488490693,3.6655462488490693,1.547973103479497,1.571128086343824,0.04591653788938849,0.3183594995696294,38
RPS6KB2,Q9UBS0,AGC,RSK,0.9665762445130504,1.8257471547775592,2.6655462488490693,3.6655462488490693,1.5178274459638077,1.5135353864347139,0.12053122146755421,0.38553853256162346,22
PRKX,P51817,AGC,PKA,0.9665762445130504,1.7535359955512337,2.624153563690844,3.6655462488490693,1.3646292178516655,1.3366397968948105,0.10011985293766694,0.3106733798932211,28
CAMK2A,Q9UQM7,CAMK,CAMK2,0.9665762445130504,1.33201947153889,2.587878230116538,2.7624562618571256,1.7700001835744406,1.6583639109920016,0.23618728946462356,0.40402523708531407,8
STK38L,Q9Y2H1,AGC,NDR,0.9665762445130504,1.5387760753929625,2.586365002801444,2.586365002801444,1.938894327290695,2.1951399337251964,0.44383040956085473,0.34566872246050206,6
CHEK2,O96017,CAMK,RAD53,0.9665762445130504,1.4624189301097024,2.4614262661931443,2.7624562618571256,1.5837329232826673,1.5264377219167764,0.12552210512599668,0.26863758363407286,16
PRKD1,Q15139,CAMK,PKD,0.9665762445130504,1.4654115221203712,2.435097327470795,2.5516028965422324,2.0625537998674703,2.0625537998674703,0,0.3890335897047188,6
AKT3,Q9Y243,AGC,AKT,0.9665762445130504,1.3013051710903552,2.2590895705276415,2.489454989793388,1.7169764712459203,1.7826658270826634,0.3085873200073366,0.38269200561867983,9
PRKACB,P22694,AGC,PKA,0.9665762445130504,1.126988851324407,2.1470323089711814,2.8873949984654255,1.24966580777964,1.1830896686114547,0.1284663226573716,0.3061191391673082,24
PIM2,Q9P1W9,CAMK,PIM,0.9665762445130504,1.198486400147989,2.1214782044987937,2.6655462488490693,1.1748135765477488,1.1693193997508173,0.03176258916978302,0.25186416938945405,34
AKT2,P31751,AGC,AKT,0.9665762445130504,1.2146544228368166,2.085762652232259,2.3867926478962405,1.2679249299386726,1.2877950135684728,0.07893092370839626,0.2295868341904165,24
PIM1,P11309,CAMK,PIM,0.9665762445130504,1.0541153393735945,2.085762652232259,2.160396270529163,1.0260564310535505,1.0283753341754145,0.014080382618320274,0.22511043901925423,55
CDK15,Q96Q40,CMGC,CDK,0.9665762445130504,1.0363332656827753,2.0123337350737254,2.063486257521107,1.8349761766553285,1.7980528883600502,0.12692316398996806,0.47350960616603305,5
CAMK2D,Q13557,CAMK,CAMK2,0.8612994944458443,1.0376764252455097,2.002788417167495,3.1884249941294067,1.5471781715395012,1.3673640551238126,0.3858653563305688,0.3126224270501132,9
RPS6KA4,O75676,AGC-CAMK,RSK,0.9665762445130504,0.9417093764861055,1.9950269330103079,2.134067331806814,2.0899705983856234,1.8792231233497065,0.3902284967291316,0.35220401332146817,4
CAMK2B,Q13554,CAMK,CAMK2,0.9665762445130504,1.0124942866863635,1.9579760727511328,2.1741845550147962,1.6278705878658095,1.669668120971277,0.2565827623705069,0.2787886875267522,6
