Kinase Name,Kinase Uniprot ID,Kinase Group,Kinase Family,Mean Significance Score,Mean Specificity Score,Median Final score,Max Final score,Median Kinase Statistic,Mean Kinase Statistic,SD Kinase Statistic,Median Kinase Change,Mean peptide set size
MAPK3,P27361,CMGC,MAPK,0.6861327796308466,1.440728408534825,2.209011524911184,2.907981529247203,0.8950047096317852,0.8891922873467337,0.11715247846520924,0.3598711923951781,18
PDPK1,O15530,AGC,PKB,0.9665762445130504,1.1966484251084115,2.1470323089711814,2.3231235680268627,1.2525237101447695,1.2525237101447695,0,0.32762885482285675,3
MAPK1,P28482,CMGC,MAPK,0.6861327796308466,1.4362322111153325,2.1298302788635595,2.5400047439526086,0.9174504089470746,0.909913177498085,0.09837069958462114,0.38125179867365044,16
NUAK1,O60285,CAMK,CAMKL,0.9665762445130504,1.1405184949040639,2.1099149920195366,2.134067331806814,1.121892595132024,1.121892595132024,0,0.2462729784606814,4
PRKDC,P78527,Atypical,PIKK,0.9665762445130504,1.1703699539237855,2.0973445247820743,2.34332695411515,1.1463023137362343,1.1463023137362343,0,0.21373389043124758,4
MAPK7,Q13164,CMGC,MAPK,0.7273465369352566,1.322784493790693,1.9227047860679094,3.0840727883028842,0.8884033456964716,0.9274807363083873,0.072077863602125,0.39151015081240925,12
PRKAB1,Q9Y478,NA,NA,0.6736641390712486,1.1098397850721042,1.770574152079305,1.8411552263650122,1.178806035119994,1.178806035119994,0,0.30719733628727725,3
CAMK2G,Q13555,CAMK,CAMK2,0.8644779940491419,0.691359519890552,1.6743201731565742,2.0123337350737254,0.7717517532999039,0.7530515184086962,0.2783140057365932,0.28257788596072747,8
DAPK2,Q9UIK4,CAMK,DAPK,0.5879131752281663,0.7630377106863575,1.6690994403320663,1.7223449522852912,1.0267098036510303,0.8694884099619505,0.23583209053361961,0.25826369400041715,4
ROCK2,O75116,AGC,DMPK,0.9665762445130504,0.541639537491321,1.5290108720378361,1.644356949779131,0.7908908726486517,0.7524788298029538,0.0712246372362428,0.21210366081278428,4
CDK1,P06493,CMGC,CDK,0.6288480442600377,0.8129683158401664,1.4930081812763851,1.5927110944686116,0.7563928232652588,0.7517145500150005,0.03014599007846927,0.32351955582414815,19
PIM1,P11309,CAMK,PIM,0.6861327796308466,0.813112816033641,1.4820127969749217,1.629227928294374,0.6623674614842948,0.6655731041396055,0.008654058226249421,0.24393214823170878,57
CDK7,P50613,CMGC,CDK,0.8107743195784928,0.9796316545673294,1.4308602745275407,2.586365002801444,0.7349274288149947,0.8339784330224507,0.15010605561327386,0.3142365931600519,14
SGK2,Q9HBY8,AGC,SGK,0.7209304943562362,0.8065735911251487,1.4218652770521638,2.5516028965422324,0.7383058677173536,0.7841616082968895,0.19541587805838145,0.2471756448102692,16
CDKL2,Q92772,CMGC,CDKL,0.6861327796308466,0.7391969392981683,1.4168459127274189,1.4820127969749217,0.8839930743489092,0.8928111239127985,0.021599721958100608,0.36808256165026165,3
CAMK2D,Q13557,CAMK,CAMK2,0.6821421355563657,0.4226301120628034,1.3809066693732572,1.4364239972230886,0.6529661953666529,0.615864251964704,0.18240815512688932,0.22562731311511858,9
PRKAA1,Q13131,CAMK,CAMKL,0.8107743195784928,0.6662835470426445,1.376502612204948,1.7113037394097443,0.7774833574278771,0.7897166431198875,0.0489640669634176,0.24310747377646613,7
PRKCD,Q05655,AGC,PKC,0.7846499691945954,0.32154533456580336,1.3601948794024454,1.4752145506787777,0.6573233240509376,0.5930870558247362,0.09009428491089125,0.27809684136533047,20
TBK1,Q9UHD2,OTHER,IKK,0.6861327796308466,0.6769624199080543,1.3557190062816558,1.527770287535597,0.7817065732445273,0.829562929326933,0.06637416682650983,0.13152753347101276,4
SGK1,O00141,AGC,SGK,0.5523163308230558,0.6168943792199741,1.3164486801463386,1.7898420623467581,0.7386948514216028,0.7036068169948066,0.15146607188800906,0.24384214162824497,19
GSK3A,P49840,CMGC,GSK,0.7211882127411221,0.681535722173629,1.289964955688385,2.21838821750685,0.7774851442604643,0.8386052529155154,0.17287377318738067,0.16430330096205442,5
TEX14,Q8IWB6,OTHER,NKF5,0.6951976419162721,0.9256043430029324,1.2787501266108712,2.234182484690082,0.8313519964730082,0.9972844570444163,0.22721237919324194,0.1390208107512742,4
NPR2,P20594,RGC,RGC,0.5821810330446691,0.8041263294691692,1.2590060684151139,1.77231892724713,0.8467167587561955,0.9104442449330309,0.1747681427424896,0.23275214300046207,6
CDK13,Q14004,CMGC,CDK,0.7833909605438418,0.41373539718468205,1.2349760465517488,1.4837026609042967,0.6780862038159401,0.6747722887412975,0.08166679429768334,0.3661892602181751,4
CAMK2A,Q9UQM7,CAMK,CAMK2,0.6066399971917296,0.5379486306962548,1.2247679348625196,1.5815661199196756,0.7031712500855928,0.6850932887979448,0.1722598239854084,0.24491234065741035,8
GSK3B,P49841,CMGC,GSK,0.7172931646177582,0.5310963505490611,1.2207499281824283,1.5102102113840075,0.7249852636041815,0.7286119840625508,0.010880161375107944,0.19398577538332992,7
PKN1,Q16512,AGC,PKN,0.6861327796308466,0.48652565078817306,1.214841068571908,1.2297667465018036,0.7146969786922885,0.7031204855274047,0.026892732238147258,0.1871966159591311,6
PRKY,O43930,AGC,PKA,0.557187280705558,0.38554335472043727,1.1919781856124039,1.3516790284799156,0.681627865643087,0.5784145051824515,0.18376803328002858,0.20061005393614315,10
MAP4K4,O95819,STE,STE20,0.5171264163912462,0.6693597565554495,1.190790555462495,1.2074962489653474,0.8424732851790404,0.8424732851790404,0,0.21711434838267665,3
AURKB,Q96GD4,CAMK,AUR,0.6201787923595741,0.4632294779613655,1.1892031315576317,1.2483822168104586,0.7416761921504229,0.7013367659288812,0.08004606735992816,0.19085868677304885,4
RPS6KA3,P51812,AGC-CAMK,RSK,0.7451899049207522,0.46219081378895155,1.158190198225674,1.7624562618571256,0.6719686624580944,0.6711316988203029,0.08010670594440915,0.23625194820365655,21
MAP3K8,P41279,STE,STE-Unique,0.6736641390712486,0.500214287217828,1.1577902953595696,1.2265061077290293,0.7322160523906326,0.7322160523906326,0,0.16040534160264475,4
DYRK1A,Q13627,CMGC,DYRK,0.6819366650372385,0.4637059591615443,1.145642624198783,1.1607985813332022,0.6945028619421043,0.6945028619421043,0,0.30774792110735305,3
IKBKE,Q14164,OTHER,IKK,0.5561264930790903,0.525299593488603,1.142064735280571,1.7038615465912783,0.691303550276978,0.6688218181899472,0.1887611430037431,0.235259644644067,7
PRKACB,P22694,AGC,PKA,0.7079325512499037,0.45257627613122564,1.1280536383933641,1.3937046423125703,0.650725076315775,0.6459740389701399,0.016379848998623037,0.2246099585051673,25
RPS6KA1,Q15418,AGC-CAMK,RSK,0.6255798508706041,0.382292959610629,1.0931049394430312,1.1713916548306265,0.642961840084752,0.6340329420180706,0.03570058921338973,0.24371122721883326,22
RPS6KC1,Q96S38,OTHER,RSKL,0.6861327796308466,0.39029883207086674,1.0765501687156764,1.0973010540366395,0.6657288695186484,0.6657288695186484,0,0.16121007577845722,3
CDKL5,O76039,CMGC,CDKL,0.6431692281027399,0.44081344574050707,1.0621265182079567,1.5655588484249967,0.6601635867183597,0.6660598902188888,0.10623436202889906,0.30880765824295087,6
PSKH1,P11801,CAMK,PSK,0.51427857351842,0.47906691296492415,0.9932666098939864,1.009128595198514,0.7138580764284925,0.7138580764284925,0,0.25213098999109934,3
AKT2,P31751,AGC,AKT,0.6861327796308466,0.31192594278217706,0.9701294359960475,1.1782769079350157,0.5985337414671433,0.606738675243943,0.030732566088403124,0.191047493197151,26
NEK4,P51957,NEK,NEK,0.51427857351842,0.43061534293890824,0.9393120188967883,0.9905321067068555,0.6856676286045426,0.6856676286045426,0,0.01633146389586952,3
RPS6KB1,P23443,AGC,RSK,0.5515359271892686,0.420097795935413,0.9209925064979627,1.273696699725389,0.6364544669448364,0.6441936377490727,0.06646146598925497,0.22898250792526464,19
AKT3,Q9Y243,AGC,AKT,0.6395281129500576,0.3594071278576849,0.9167554535547082,1.3516790284799158,0.6018751203751135,0.627942997016012,0.07572767941417743,0.18746045296016423,9
CDK11A,Q9UQ88,CMGC,NA,0.5322242745362726,0.2290945092806287,0.8951443045420308,0.9348536756475043,0.5294113745032323,0.5218530436838359,0.018548373500709522,0.23605449906503112,4
PRKCB,P05771,AGC,PKC,0.7172931646177582,0.26606323592466824,0.8937410901325927,1.7624562618571256,0.5578163467321229,0.5751217054443304,0.06058008661114274,0.20285243675931036,21
PRKCQ,Q04759,AGC,PKC,0.7172931646177582,0.18399485542624597,0.8600579769300202,1.1884249941294067,0.5288707311877857,0.5407642351939004,0.02558968972250852,0.19478264676431745,19
CDKL4,Q5MAI5,CMGC,CDKL,0.51427857351842,0.3378855344693339,0.8524669186756983,0.8728044630143205,0.6111329740036577,0.6109274484724008,3.8055933570836653e-4,0.32631753771400307,4
PRKCZ,Q05513,AGC,PKC,0.51427857351842,0.33593505049698374,0.8515207418368459,0.9014947167986845,0.6075173578694163,0.6164557702709789,0.017736612247702524,0.20861246823905283,9
PRKCH,P24723,AGC,PKC,0.6097531324697681,0.16175211879229354,0.7702055679337309,0.9959366996023329,0.4450485668002704,0.4863769328230966,0.09644035737523708,0.19705701946720364,12
PRKG1,Q13976,AGC,PKG,0.51427857351842,0.2604018822905704,0.7676443745808412,0.8993813574852854,0.5933970456884726,0.5925066913646271,0.016141856019982675,0.20360784498404233,37
CSNK1A1,P48729,CK1,CK1,0.51427857351842,0.3175146248700539,0.7599302378074011,0.9579760727511327,0.5589614377627637,0.6025010867934191,0.06327344413818697,0.22949159371667296,9
NPR1,P16066,RGC,RGC,0.4596987481425915,0.18855129454656544,0.7553666811204465,0.8312315352795705,0.5762389378013951,0.5392839857004375,0.05272269389104463,0.23216691173679113,21
MTOR,P42345,Atypical,PIKK,0.6288480442600377,0.08365742214173869,0.7456162946982794,0.7918167169464082,0.3889690913939151,0.35205337562633987,0.048543647332660256,0.20768891207647933,6
PRKCA,P17252,AGC,PKC,0.5906582206794985,0.2016688326388445,0.7419568667955002,0.9441937019016478,0.5697504140071262,0.5612219419571534,0.02065476311371435,0.19557344726296946,25
MYLK3,Q32MK0,CAMK,MLCK,0.39147396642280585,0.359340792815893,0.739228702536062,0.7808138033329259,0.6415101104209854,0.6415101104209854,0,0.2682648839044773,3
ROCK1,Q13464,AGC,DMPK,0.6061544292412772,0.23251911182226895,0.7389751660076026,1.2676062401770316,0.5115002971464595,0.5341023961588237,0.05801849700936196,0.14004209744009727,5
CDK15,Q96Q40,CMGC,CDK,0.51427857351842,0.21530275878367564,0.7275271513728588,0.7770859308136827,0.5342262125325277,0.5229435725487852,0.016985552285341526,0.20087050214503374,5
PRKACG,P22612,AGC,PKA,0.5058454059815573,0.20895742732228959,0.7162646938171318,0.7276941555979136,0.5116166407677062,0.5116166407677062,0,0.26662522087499685,3
RPS6KA6,Q9UK32,AGC-CAMK,RSK,0.4334709453331023,0.26516548344868407,0.7160968463001834,1.0777106119527684,0.5829003270560502,0.5835275624677271,0.09387011596851642,0.26870113735416257,15
STK38L,Q9Y2H1,AGC,NDR,0.5078202860699632,0.025657646059578404,0.7139299412517822,0.7148569308927414,0.23823538829826063,0.1945624642393659,0.07564372338510285,0.14332918966202612,6
PIM2,Q9P1W9,CAMK,PIM,0.5906582206794985,0.3072856825160896,0.7108214578700061,1.6775326078689292,0.5721694065534273,0.5882437556142597,0.055177563034724944,0.2003826588517959,35
CAMK2B,Q13554,CAMK,CAMK2,0.4135759494675814,0.2649967981780335,0.7077882466681457,0.8336527859939903,0.5820543281788315,0.555922850091678,0.09298320298433739,0.1707617103780118,6
RPS6KA4,O75676,AGC-CAMK,RSK,0.5079536978657729,0.23260720579121932,0.6949457939802234,0.8931022917433848,0.47564439717328977,0.5161108615017864,0.07492933208410239,0.2404059782959281,4
PRKX,P51817,AGC,PKA,0.5520021621441139,0.20242546322141708,0.6947346379765513,1.0387498095162269,0.5740946386504131,0.5669905059345995,0.04414041575228986,0.1920894872202289,31
PRKCI,P41743,AGC,PKC,0.51427857351842,0.1701625851595823,0.6908043443481189,0.7149380240648383,0.5310704934952926,0.5291231960917447,0.013560495306030741,0.17959239566756366,16
AKT1,P31749,AGC,AKT,0.5524683970989592,0.15934181073752302,0.6830488796513566,0.8772469122710345,0.5434095155502854,0.5415000674553707,0.02276976245919314,0.19742511608412228,25
SGK3,Q96BR1,AGC,SGK,0.48698866083050574,0.3011207659990965,0.6557413759487809,1.263858571209526,0.5246773629860555,0.584626879158698,0.11367767262317402,0.18473290498100167,16
CDK10,Q15131,CMGC,CDK,0.4733437044865486,0.1296913862481253,0.6509557133979641,0.6766901352829087,0.45433224160702207,0.4378035972376942,0.04533793138782987,0.12132384036909616,6
PRKCG,P05129,AGC,PKC,0.5333734853086897,0.16043473279236334,0.6403769756539586,1.1445535356842658,0.4833641974264473,0.5040628522354312,0.0689730498279926,0.22506783203041078,13
MAP3K14,Q99558,STE,STE-Unique,0.39147396642280585,0.2511730966765781,0.6310514829995939,0.6805108474275301,0.5443531807112101,0.543632590182443,0.0016112894062655448,0.025841957422513606,4
RPS6KL1,Q9Y6S9,OTHER,RSKL,0.39147396642280585,0.23909292774294755,0.6310514829995939,0.6479642016943761,0.5265614999211824,0.5265614999211824,0,0.2002575807467822,3
IKBKB,O14920,OTHER,IKK,0.39757818927792765,0.1830942357726183,0.629227928294374,0.7766806162887872,0.5412189028297743,0.45126070200377605,0.10686291522963691,0.18986170398211102,4
PRKG2,Q13237,AGC,PKG,0.51427857351842,0.11604526759925418,0.6266612731826838,0.7568825447253958,0.5245472196598143,0.530116322880595,0.02709979917551096,0.18781511550213092,33
PRKACA,P17612,AGC,PKA,0.51427857351842,0.0969964251818472,0.621071820458572,0.6369072276486459,0.5576264358781449,0.5533573970837494,0.013955529946644549,0.18697772262679324,53
RPS6KA5,O75582,AGC-CAMK,RSK,0.5906582206794985,0.0694272704274762,0.5962482367335399,0.8324345678546723,0.5096779079620594,0.5025729891176904,0.05991238448943975,0.19019871712855327,41
MAPKAPK3,Q16644,CAMK,MAPKAPK,0.47636371824577184,0.07744921314649253,0.5889664820187706,0.6277878483459381,0.524703838578067,0.5051534592291018,0.033136318256861315,0.18866931354692953,35
PRKCE,Q02156,AGC,PKC,0.47551066464569647,0.06740314533803407,0.5747593208998014,0.6380607329267778,0.45698908852313697,0.44583534981363643,0.03155242501820236,0.19566155470046992,18
MAPKAPK2,P49137,CAMK,MAPKAPK,0.51427857351842,0.08655089190124213,0.5727671408840169,0.780279286980033,0.4837800252036283,0.49581777502998037,0.03655720207779959,0.2039098516939409,30
RAF1,P04049,TKL,RAF,0.39147396642280585,0.17360823768888115,0.5679997372525047,0.5758962180985385,0.4893791388454255,0.4861481471718261,0.009692975020798224,0.2177713201510694,7
RPS6KB2,Q9UBS0,AGC,RSK,0.5701646040246928,0.14691975950154942,0.5393065792203511,1.0777106119527684,0.4668743484445499,0.51330382105498,0.10168035712728984,0.18709299910681693,23
CILK1,Q9UPZ9,CMGC,RCK,0.29256396136572016,0.12044081660704989,0.5269628853644139,0.5666975039472602,0.41635739687715795,0.344906390633017,0.1237567730667733,0.21537521490595365,3
DCLK1,O15075,CAMK,DCAMKL,0.3030720657060194,0.22255569701576267,0.5182680819326072,0.6162277066825694,0.5262925642173746,0.5262925642173746,0.029338977081403927,0.19667710737006316,4
MAK,P20794,CMGC,RCK,0.393618634889395,0.11638346643601874,0.5100021013254138,0.516247289019621,0.36632008151478024,0.36632008151478024,0,0.19005084823135,4
CSNK2A1,P68400,CMGC,CK2,0.393618634889395,0.10953799447430236,0.5026390378997061,0.523214729610368,0.35406437328023155,0.36010230811198013,0.018113804495245814,0.02709489982538449,4
CDKL1,Q00532,CMGC,CDKL,0.32168800458122077,0.05321820828079911,0.47344362963792574,0.5828207028294149,0.3086614767524451,0.19495920387266316,0.21688111281692019,0.24562684776335228,5
CHEK1,O14757,CAMK,CAMKL,0.39147396642280585,0.0898144970638682,0.472395874046732,0.5269628853644139,0.39930095514116315,0.4133310599036825,0.02791081619546508,0.21730806080822568,9
PLK3,Q9H4B4,CAMK,PLK,0.32164825355046867,0.19292094361524595,0.46378508889799575,1.0400623094421648,0.4513149175253247,0.47758184727511693,0.10437269170816801,0.13351595727550036,5
MYLK2,Q9H1R3,CAMK,MLCK,0.2958494831602009,0.16367588429324828,0.4595253674534492,0.4595253674534492,0.46041041317828246,0.46041041317828246,NA,0.19141642579756724,3
MKNK2,Q9HBH9,CAMK,MAPKAPK,0.2907300390241692,0.16251803187947172,0.45317096286577,0.4659535765486235,0.4271990747713095,0.4271990747713095,0,0.05564394824809608,3
CHUK,O15111,OTHER,IKK,0.2729986914840456,0.13193804012254812,0.4395577166578338,0.4642401811348644,0.42246597495934857,0.3964879913341128,0.03896697543785368,0.14051599450185837,4
RPS6KA2,Q15349,AGC-CAMK,RSK,0.362558354866032,0.12930283079329563,0.41852822603760226,0.7177042403079903,0.514399454568401,0.5086737704615222,0.04159978435149477,0.21975060947674394,21
DCLK3,Q9C098,CAMK,DCAMKL,0.2975694635544747,0.12155246822684657,0.4173310801340712,0.4318734036384042,0.37107046468483357,0.37107046468483357,0,0.16692179372211058,3
CDK18,Q07002,CMGC,CDK,0.29413628771608075,0.07262963696097648,0.3667659246770572,0.3667659246770572,0.2993389554922071,0.2993389554922071,NA,0.3039813138438108,4
DAPK3,O43293,CAMK,DAPK,0.21609642072726507,0.14387555575769967,0.3599719764849647,0.3599719764849647,0.3635990773665998,0.3635990773665998,NA,0.08392330659901297,3
CDK17,Q00537,CMGC,CDK,0.2570043610938895,0.013450287146860298,0.3125923371389814,0.3162039544759303,-0.08341213041419963,-0.0715280002890568,0.026573722813272454,0.1454085591085592,3
CAMK4,Q16566,CAMK,CAMK1,0.285526075538049,0.016089462179084208,0.3037379953732512,0.41375036113395813,0.24494406793469486,0.23402833611473423,0.0525880692546281,0.07599592929387695,11
DCLK2,Q8N568,CAMK,DCAMKL,0.2530415425298244,0.020261070792190975,0.30197256821898966,0.32457363442209564,0.2551896362302557,0.198474116006665,0.18729801983645814,0.157412566161371,11
BRAF,P15056,TKL,RAF,0.3817604048834146,0.20207913951272338,0.28017171374566524,1.7113037394097443,0.23751993022305165,0.3692769859768148,0.26144730225189694,0.10835982850134791,3
ARAF,P10398,TKL,RAF,0.21467016498923297,0.06297780661623649,0.2791628991645202,0.28729980195020943,0.23751993022305165,0.23751993022305165,0,0.10835982850134791,3
PIM3,Q86V86,CAMK,PIM,0.21467016498923297,0.06297780661623649,0.2791628991645202,0.28729980195020943,0.23751993022305165,0.23751993022305165,0,0.10835982850134791,3
CHEK2,O96017,CAMK,RAD53,0.2666122753945412,0.004349331396815689,0.22157667698155487,0.4192711280437414,0.18144324015099117,0.21361950836141189,0.07225404447640031,0.1308163518799514,17
PAK1,Q13153,STE,STE20,0.149966742310231,0.01573602574148476,0.16498961589473765,0.17132979392575667,0.14184398734994197,0.14184398734994197,0,0.14625540879606605,6
NEK8,Q86SG6,NEK,NEK,0.25345351181821907,0.12059222733669939,0.08384726672422682,0.7692037819363624,0.18452368283272663,0.33217270095888207,0.19741258674802406,0.05236234241637154,5
PRKD1,Q15139,CAMK,PKD,0.045757490560675115,0.009377359317226393,0.054531414868180264,0.06258241852286217,0.08749546959974475,0.08749546959974475,0,0.08053213127431613,6
AURKA,O14965,CAMK,AUR,0,0.0029069477307854977,0.00261361560268669,0.005243055412371883,0.021645545164010117,0.021645545164010117,0,0.09257655381794887,5
