Group,Barcode,SampleName,Peptide,slope,r.seq,nobs
NegCTL,720012206,NegCTL_206,NCF1_296_308,10.60166568550154,0.9999764069338373,5
NegCTL,720012206,NegCTL_206,CDN1A_139_151,11.155295585488993,0.9999821190948653,5
NegCTL,720012206,NegCTL_206,RS6_228_240,8.759291528646612,0.9999522164955998,5
NegCTL,720012206,NegCTL_206,MYPC3_268_280,10.39777552141892,0.9999724613924353,5
NegCTL,720012206,NegCTL_206,RYR1_4317_4329,7.330071268195977,0.9998567995468618,5
NegCTL,720012206,NegCTL_206,VTNC_390_402,10.457574469647668,0.9999945600403856,5
NegCTL,720012206,NegCTL_206,TRPM7_1498_1510,9.336822310187056,0.9999141751033566,5
NegCTL,720012206,NegCTL_206,PTK6_436_448,9.237773658840952,0.999965821114613,5
NegCTL,720012206,NegCTL_206,STK6_283_295,9.471138369089822,0.9999289756485635,5
NegCTL,720012206,NegCTL_206,NFKB1_330_342,6.972952700577064,0.9959461147532881,5
NegCTL,720012206,NegCTL_206,PPR1A_28_40,8.114233430071673,0.9992847987628952,5
NegCTL,720012206,NegCTL_206,GYS2_1_13,8.675091569011798,0.9998083076675569,5
NegCTL,720012206,NegCTL_206,ANDR_785_797,8.288539650416007,0.9997762735834494,5
NegCTL,720012206,NegCTL_206,GPSM2_394_406,7.172191608414257,0.9999153941564468,5
NegCTL,720012206,NegCTL_206,TPH2_10_22,7.399106588441399,0.9998525287496477,5
NegCTL,720012206,NegCTL_206,DESP_2842_2854,5.793679985160527,0.9966193623370215,5
NegCTL,720012206,NegCTL_206,FOXO3_25_37,8.344882079981009,0.9999278833299367,5
NegCTL,720012206,NegCTL_206,CCR5_330_342,5.198375540217913,0.988534107402032,5
NegCTL,720012206,NegCTL_206,MP2K1_287_299,7.769931382387918,0.9994773565486531,5
NegCTL,720012206,NegCTL_206,CFTR_730_742,7.919537971891721,0.999509921515572,5
NegCTL,720012206,NegCTL_206,LIPS_944_956,9.791900054442493,0.9999847980051011,5
NegCTL,720012206,NegCTL_206,ACM4_456_468,6.466836399859049,0.9993899255869283,5
NegCTL,720012206,NegCTL_206,PDPK1_235_247,6.10259475241364,0.9978757786404261,5
NegCTL,720012206,NegCTL_206,MARCS_160_172,6.205032437631516,0.9978369896953511,5
