Kinase,Z,method,AvgZ
ERK,-5.28,720012103>0.15,-4.739166666666667
CDK,-5.19,720012103>0.15,-4.066666666666666
DYRK,-4.96,720012103>0.15,-4.308333333333334
PEK,-4.95,720012103>0.15,-3.024166666666667
PKCA,-4.76,720012103>0.15,-2.080833333333333
JNK,-4.4,720012103>0.15,-3.6975
PLK,-4.38,720012103>0.15,-2.904166666666667
NMO,-3.84,720012103>0.15,-2.3658333333333332
PDK1,-3.77,720012103>0.15,-3.2541666666666664
CK1,-3.38,720012103>0.15,-1.5183333333333333
PKG,3.24,720012103>0.15,3.6458333333333335
P38,-3.09,720012103>0.15,-2.8891666666666667
STE7,-2.96,720012103>0.15,-1.6616666666666666
PKA,2.89,720012103>0.15,3.8466666666666667
QIK,-2.35,720012103>0.15,-1.1183333333333334
RAF,-2.33,720012103>0.15,-1.7716666666666665
PHK,-2.27,720012103>0.15,-0.6174999999999999
NDR,-2.07,720012103>0.15,-0.8391666666666666
IKK,-1.97,720012103>0.15,-0.56
LKB,-1.96,720012103>0.15,-1.6616666666666666
ATR,-1.92,720012103>0.15,-1.6016666666666666
TLK,-1.9,720012103>0.15,-1.2183333333333333
NUAK,-1.89,720012103>0.15,-1.2133333333333334
TTK,-1.82,720012103>0.15,-1.2216666666666667
MTOR,-1.76,720012103>0.15,-1.58
COT,1.72,720012103>0.15,0.6241666666666666
PRKDC,-1.66,720012103>0.15,-1.6475
ATM,-1.61,720012103>0.15,-0.6716666666666666
STE11,-1.6,720012103>0.15,-0.7633333333333333
GSK,-1.59,720012103>0.15,-1.1983333333333333
MSN,1.55,720012103>0.15,1.3925
CK2,-1.54,720012103>0.15,-0.09916666666666668
BUD32,-1.37,720012103>0.15,-0.8725
PKCI,1.36,720012103>0.15,1.6408333333333334
FRAY,-1.35,720012103>0.15,-1.2650000000000001
CLK,-1.34,720012103>0.15,-0.8566666666666667
CAMK1,1.34,720012103>0.15,2.8541666666666665
ULK,-1.32,720012103>0.15,-0.8608333333333333
CAMKK,-1.31,720012103>0.15,-0.8466666666666667
MOS,-1.31,720012103>0.15,-0.86
WNK,-1.3,720012103>0.15,-0.86
NIK,-1.29,720012103>0.15,-0.8583333333333334
RSK,1.28,720012103>0.15,2.1483333333333334
BRSK,-1.27,720012103>0.15,-0.005000000000000078
RIPK,-1.22,720012103>0.15,0.3616666666666666
SGK,1.18,720012103>0.15,1.1475
DMPK,-1.14,720012103>0.15,0.2425
HAL,1.07,720012103>0.15,0.7466666666666667
PIM,1.06,720012103>0.15,1.4375
IRAK,-1.04,720012103>0.15,-0.25666666666666665
