Kinase,Z,method,AvgZ
HAL,-0.51,720012206>0.4,0.3016666666666666
TLK,-0.49,720012206>0.4,-1.2891666666666666
PKN,-0.49,720012206>0.4,-0.9216666666666666
NUAK,-0.49,720012206>0.4,-1.2766666666666666
TTK,-0.49,720012206>0.4,-1.3
PAKB,-0.49,720012206>0.4,-0.41583333333333333
NAK,-0.49,720012206>0.4,-0.26833333333333337
MTOR,-0.48,720012206>0.4,-0.8025
CAMKK,-0.36,720012206>0.4,-0.9033333333333333
BUD32,-0.36,720012206>0.4,-0.9133333333333333
STKR,0.36,720012206>0.4,0.27416666666666667
SLK,-0.36,720012206>0.4,0.13416666666666668
TAO,-0.35,720012206>0.4,-0.21916666666666668
KHS,-0.35,720012206>0.4,0.48500000000000004
WNK,-0.35,720012206>0.4,-0.9058333333333334
CLK,-0.34,720012206>0.4,-0.8908333333333334
NIK,-0.34,720012206>0.4,-0.9008333333333334
ULK,-0.34,720012206>0.4,-0.8966666666666667
CHK1,-0.32,720012206>0.4,0.29333333333333333
PASK,-0.31,720012206>0.4,0.4941666666666667
STE7,-0.27,720012206>0.4,-2.35
PKCH,0.27,720012206>0.4,-0.195
GSK,-0.21,720012206>0.4,-0.7283333333333333
CK1,-0.2,720012206>0.4,-2.0633333333333335
CK2,0.18,720012206>0.4,-1.05
NMO,-0.18,720012206>0.4,-2.444166666666667
NEK,-0.17,720012206>0.4,-0.6808333333333333
LKB,-0.17,720012206>0.4,-1.5241666666666667
CAMK2,0.16,720012206>0.4,-0.26499999999999996
CAMK1,-0.16,720012206>0.4,1.5016666666666667
ERK,-0.16,720012206>0.4,-2.7983333333333333
PKCI,-0.15,720012206>0.4,-0.3933333333333333
DYRK,0.1,720012206>0.4,-2.3608333333333333
FRAY,-0.1,720012206>0.4,-1.5658333333333334
JNK,-0.09,720012206>0.4,-1.9449999999999998
STE11,-0.07,720012206>0.4,-0.5483333333333332
PEK,-6.48,720012210>0.15,-3.924166666666667
CDK,-6.24,720012210>0.15,-3.4966666666666666
ERK,-5.93,720012210>0.15,-2.7983333333333333
DYRK,-5.86,720012210>0.15,-2.3608333333333333
PKCA,-5.8,720012210>0.15,-4.91
PLK,-5.32,720012210>0.15,-2.9066666666666667
PDK1,-5.06,720012210>0.15,-2.8158333333333334
JNK,-4.85,720012210>0.15,-1.9449999999999998
STE7,-4.72,720012210>0.15,-2.35
NMO,-4.59,720012210>0.15,-2.444166666666667
P38,-3.89,720012210>0.15,-1.9233333333333333
CK1,-3.69,720012210>0.15,-2.0633333333333335
LKB,-3.12,720012210>0.15,-1.5241666666666667
PDHK,-2.97,720012210>0.15,-2.565
PHK,-2.93,720012210>0.15,-2.5658333333333334
GSK,-2.79,720012210>0.15,-0.7283333333333333
PKA,2.61,720012210>0.15,0.7558333333333334
FRAY,-2.48,720012210>0.15,-1.5658333333333334
IRAK,-2.25,720012210>0.15,-0.4916666666666667
CAMK1,2.23,720012210>0.15,1.5016666666666667
TTK,-2.18,720012210>0.15,-1.3
MST,-2.14,720012210>0.15,-1.3266666666666667
TLK,-2.12,720012210>0.15,-1.2891666666666666
NUAK,-2.12,720012210>0.15,-1.2766666666666666
CK2,-2.1,720012210>0.15,-1.05
STE11,-2.09,720012210>0.15,-0.5483333333333332
ATM,-1.97,720012210>0.15,-1.2116666666666667
QIK,-1.95,720012210>0.15,-1.8483333333333334
RAF,-1.8,720012210>0.15,-1.2366666666666666
SGK,1.79,720012210>0.15,0.5308333333333334
PKG,1.78,720012210>0.15,0.6633333333333333
CAMK2,-1.6,720012210>0.15,-0.26499999999999996
BUD32,-1.53,720012210>0.15,-0.9133333333333333
DMPK,-1.52,720012210>0.15,-1.875
NIK,-1.52,720012210>0.15,-0.9008333333333334
MOS,-1.51,720012210>0.15,0.65
ULK,-1.51,720012210>0.15,-0.8966666666666667
WNK,-1.51,720012210>0.15,-0.9058333333333334
CAMKK,-1.48,720012210>0.15,-0.9033333333333333
CLK,-1.42,720012210>0.15,-0.8908333333333334
NEK,-1.36,720012210>0.15,-0.6808333333333333
MSN,1.32,720012210>0.15,0.10583333333333331
ATR,-1.31,720012210>0.15,-1.0583333333333333
RAD53,1.3,720012210>0.15,-0.13416666666666663
IKK,-1.27,720012210>0.15,-0.7975
PKCD,1.26,720012210>0.15,-0.2675
PKD,-1.19,720012210>0.15,-1.1025
BARK2,1.19,720012210>0.15,0.7916666666666666
MTOR,-1.11,720012210>0.15,-0.8025
PAKB,0.98,720012210>0.15,-0.41583333333333333
PKCI,0.93,720012210>0.15,-0.3933333333333333
HAL,0.91,720012210>0.15,0.3016666666666666
AKT,0.89,720012210>0.15,-0.3366666666666667
PRKDC,-0.86,720012210>0.15,-1.2891666666666666
MAPKAPK,-0.81,720012210>0.15,-0.3516666666666667
STKR,-0.75,720012210>0.15,0.27416666666666667
KHS,0.69,720012210>0.15,0.48500000000000004
SLK,0.67,720012210>0.15,0.13416666666666668
TAO,0.66,720012210>0.15,-0.21916666666666668
PASK,0.65,720012210>0.15,0.4941666666666667
BRSK,0.65,720012210>0.15,1.3283333333333334
PKCH,-0.63,720012210>0.15,-0.195
AMPK,0.63,720012210>0.15,-0.18416666666666665
PKN,-0.6,720012210>0.15,-0.9216666666666666
NAK,-0.58,720012210>0.15,-0.26833333333333337
COT,0.56,720012210>0.15,-0.1675
VRK1,-0.53,720012210>0.15,-0.8908333333333334
MLCK,0.49,720012210>0.15,0.3958333333333333
NDR,-0.44,720012210>0.15,-0.8741666666666666
PAKA,-0.42,720012210>0.15,-1.3
DAPK,-0.32,720012210>0.15,-0.835
RSK,-0.28,720012210>0.15,-0.8099999999999999
GRK,-0.27,720012210>0.15,-0.35416666666666663
RIPK,0.27,720012210>0.15,0.059999999999999984
PIM,0.25,720012210>0.15,-0.9233333333333333
AUR,0.24,720012210>0.15,-0.36750000000000005
MLK,0.23,720012210>0.15,-0.3433333333333334
MELK,-0.19,720012210>0.15,-0.13749999999999998
MARK,-0.19,720012210>0.15,1.3066666666666666
CHK1,-0.02,720012210>0.15,0.29333333333333333
DYRK,-5.36,720012210>0.2,-2.3608333333333333
PKCA,-5.32,720012210>0.2,-4.91
PEK,-5.29,720012210>0.2,-3.924166666666667
CDK,-5.06,720012210>0.2,-3.4966666666666666
ERK,-4.99,720012210>0.2,-2.7983333333333333
PLK,-4.62,720012210>0.2,-2.9066666666666667
PDK1,-4.51,720012210>0.2,-2.8158333333333334
STE7,-4.36,720012210>0.2,-2.35
NMO,-4.11,720012210>0.2,-2.444166666666667
JNK,-3.94,720012210>0.2,-1.9449999999999998
CK1,-3.53,720012210>0.2,-2.0633333333333335
P38,-3.09,720012210>0.2,-1.9233333333333333
LKB,-2.84,720012210>0.2,-1.5241666666666667
PHK,-2.75,720012210>0.2,-2.5658333333333334
PKA,2.71,720012210>0.2,0.7558333333333334
MST,-2.6,720012210>0.2,-1.3266666666666667
PDHK,-2.49,720012210>0.2,-2.565
GSK,-2.32,720012210>0.2,-0.7283333333333333
FRAY,-2.14,720012210>0.2,-1.5658333333333334
TTK,-2.05,720012210>0.2,-1.3
CAMK1,2.02,720012210>0.2,1.5016666666666667
PKG,2.02,720012210>0.2,0.6633333333333333
NUAK,-1.96,720012210>0.2,-1.2766666666666666
TLK,-1.92,720012210>0.2,-1.2891666666666666
IRAK,-1.89,720012210>0.2,-0.4916666666666667
STE11,-1.79,720012210>0.2,-0.5483333333333332
SGK,1.78,720012210>0.2,0.5308333333333334
ATM,-1.72,720012210>0.2,-1.2116666666666667
QIK,-1.7,720012210>0.2,-1.8483333333333334
CK2,-1.64,720012210>0.2,-1.05
DMPK,-1.59,720012210>0.2,-1.875
MTOR,-1.57,720012210>0.2,-0.8025
ATR,-1.55,720012210>0.2,-1.0583333333333333
NEK,-1.44,720012210>0.2,-0.6808333333333333
TAO,-1.41,720012210>0.2,-0.21916666666666668
CLK,-1.41,720012210>0.2,-0.8908333333333334
CAMKK,-1.4,720012210>0.2,-0.9033333333333333
BUD32,-1.4,720012210>0.2,-0.9133333333333333
NIK,-1.39,720012210>0.2,-0.9008333333333334
MOS,-1.39,720012210>0.2,0.65
WNK,-1.39,720012210>0.2,-0.9058333333333334
SLK,-1.39,720012210>0.2,0.13416666666666668
ULK,-1.33,720012210>0.2,-0.8966666666666667
RAF,-1.3,720012210>0.2,-1.2366666666666666
BARK2,1.29,720012210>0.2,0.7916666666666666
VRK1,-1.26,720012210>0.2,-0.8908333333333334
CAMK2,-1.24,720012210>0.2,-0.26499999999999996
PRKDC,-1.23,720012210>0.2,-1.2891666666666666
HAL,1.04,720012210>0.2,0.3016666666666666
PAKB,1.01,720012210>0.2,-0.41583333333333333
RAD53,0.97,720012210>0.2,-0.13416666666666663
PKCD,0.92,720012210>0.2,-0.2675
DAPK,-0.86,720012210>0.2,-0.835
RIPK,0.82,720012210>0.2,0.059999999999999984
PASK,0.73,720012210>0.2,0.4941666666666667
BRSK,0.71,720012210>0.2,1.3283333333333334
KHS,0.71,720012210>0.2,0.48500000000000004
MLCK,0.68,720012210>0.2,0.3958333333333333
MSN,-0.65,720012210>0.2,0.10583333333333331
GRK,-0.62,720012210>0.2,-0.35416666666666663
AKT,0.6,720012210>0.2,-0.3366666666666667
PKD,-0.53,720012210>0.2,-1.1025
STKR,-0.5,720012210>0.2,0.27416666666666667
MAPKAPK,-0.49,720012210>0.2,-0.3516666666666667
NAK,-0.49,720012210>0.2,-0.26833333333333337
PKN,-0.49,720012210>0.2,-0.9216666666666666
PKCI,0.48,720012210>0.2,-0.3933333333333333
IKK,-0.46,720012210>0.2,-0.7975
MLK,-0.44,720012210>0.2,-0.3433333333333334
CHK1,-0.33,720012210>0.2,0.29333333333333333
PKCH,-0.32,720012210>0.2,-0.195
PAKA,-0.29,720012210>0.2,-1.3
NDR,-0.28,720012210>0.2,-0.8741666666666666
COT,-0.27,720012210>0.2,-0.1675
RSK,-0.25,720012210>0.2,-0.8099999999999999
MELK,-0.21,720012210>0.2,-0.13749999999999998
AUR,-0.17,720012210>0.2,-0.36750000000000005
PIM,0.08,720012210>0.2,-0.9233333333333333
AMPK,0.07,720012210>0.2,-0.18416666666666665
MARK,0.03,720012210>0.2,1.3066666666666666
PKCA,-5.65,720012210>0.3,-4.91
PEK,-4.91,720012210>0.3,-3.924166666666667
CDK,-4.26,720012210>0.3,-3.4966666666666666
ERK,-4.25,720012210>0.3,-2.7983333333333333
PDK1,-4,720012210>0.3,-2.8158333333333334
PLK,-3.88,720012210>0.3,-2.9066666666666667
DYRK,-3.87,720012210>0.3,-2.3608333333333333
STE7,-3.83,720012210>0.3,-2.35
NMO,-3.43,720012210>0.3,-2.444166666666667
JNK,-3.17,720012210>0.3,-1.9449999999999998
PHK,-3.1,720012210>0.3,-2.5658333333333334
MST,-2.9,720012210>0.3,-1.3266666666666667
PKCI,-2.8,720012210>0.3,-0.3933333333333333
PDHK,-2.67,720012210>0.3,-2.565
CK1,-2.27,720012210>0.3,-2.0633333333333335
RAF,-2.26,720012210>0.3,-1.2366666666666666
P38,-2.25,720012210>0.3,-1.9233333333333333
FRAY,-2.21,720012210>0.3,-1.5658333333333334
LKB,-2.2,720012210>0.3,-1.5241666666666667
PKD,-2.17,720012210>0.3,-1.1025
MTOR,-2.02,720012210>0.3,-0.8025
DMPK,-1.86,720012210>0.3,-1.875
QIK,-1.85,720012210>0.3,-1.8483333333333334
PRKDC,-1.84,720012210>0.3,-1.2891666666666666
PKN,-1.7,720012210>0.3,-0.9216666666666666
PAKA,-1.69,720012210>0.3,-1.3
NUAK,-1.69,720012210>0.3,-1.2766666666666666
PAKB,-1.66,720012210>0.3,-0.41583333333333333
TLK,-1.66,720012210>0.3,-1.2891666666666666
TTK,-1.65,720012210>0.3,-1.3
GSK,-1.52,720012210>0.3,-0.7283333333333333
ATR,-1.45,720012210>0.3,-1.0583333333333333
PKA,1.43,720012210>0.3,0.7558333333333334
ATM,-1.38,720012210>0.3,-1.2116666666666667
MSN,-1.38,720012210>0.3,0.10583333333333331
CAMK1,1.35,720012210>0.3,1.5016666666666667
DAPK,-1.34,720012210>0.3,-0.835
PKCH,-1.25,720012210>0.3,-0.195
HAL,1.24,720012210>0.3,0.3016666666666666
CK2,-1.23,720012210>0.3,-1.05
IRAK,-1.22,720012210>0.3,-0.4916666666666667
CAMKK,-1.21,720012210>0.3,-0.9033333333333333
TAO,-1.2,720012210>0.3,-0.21916666666666668
MOS,-1.19,720012210>0.3,0.65
BUD32,-1.18,720012210>0.3,-0.9133333333333333
SLK,-1.17,720012210>0.3,0.13416666666666668
STE11,-1.17,720012210>0.3,-0.5483333333333332
CLK,-1.17,720012210>0.3,-0.8908333333333334
NIK,-1.16,720012210>0.3,-0.9008333333333334
ULK,-1.16,720012210>0.3,-0.8966666666666667
WNK,-1.15,720012210>0.3,-0.9058333333333334
PIM,-1.15,720012210>0.3,-0.9233333333333333
NEK,-1.06,720012210>0.3,-0.6808333333333333
MLCK,1.03,720012210>0.3,0.3958333333333333
PASK,0.87,720012210>0.3,0.4941666666666667
KHS,0.85,720012210>0.3,0.48500000000000004
