Kinase,Peptide,LFC
BARK1,ACM1_444_456,-0.19522656890430465
CDK,ACM1_444_456,-0.19522656890430465
CK1,ACM1_444_456,-0.19522656890430465
DAPK,ACM1_444_456,-0.19522656890430465
DMPK,ACM1_444_456,-0.19522656890430465
DYRK,ACM1_444_456,-0.19522656890430465
ERK,ACM1_444_456,-0.19522656890430465
GSK,ACM1_444_456,-0.19522656890430465
IRAK,ACM1_444_456,-0.19522656890430465
JNK,ACM1_444_456,-0.19522656890430465
MLCK,ACM1_444_456,-0.19522656890430465
P38,ACM1_444_456,-0.19522656890430465
PDK1,ACM1_444_456,-0.19522656890430465
PEK,ACM1_444_456,-0.19522656890430465
PHK,ACM1_444_456,-0.19522656890430465
PIM,ACM1_444_456,-0.19522656890430465
PKCA,ACM1_444_456,-0.19522656890430465
RSK,ACM1_444_456,-0.19522656890430465
VRK2,ACM1_444_456,-0.19522656890430465
BARK1,ACM4_456_468,-0.10469840930917464
FRAY,ACM4_456_468,-0.10469840930917464
MELK,ACM4_456_468,-0.10469840930917464
PDHK,ACM4_456_468,-0.10469840930917464
PDK1,ACM4_456_468,-0.10469840930917464
PIM,ACM4_456_468,-0.10469840930917464
PKCA,ACM4_456_468,-0.10469840930917464
PKCH,ACM4_456_468,-0.10469840930917464
VRK2,ACM4_456_468,-0.10469840930917464
BARK1,ADDB_696_708,-0.3650149108456959
CDK,ADDB_696_708,-0.3650149108456959
CK1,ADDB_696_708,-0.3650149108456959
DMPK,ADDB_696_708,-0.3650149108456959
DYRK,ADDB_696_708,-0.3650149108456959
ERK,ADDB_696_708,-0.3650149108456959
GSK,ADDB_696_708,-0.3650149108456959
IKK,ADDB_696_708,-0.3650149108456959
JNK,ADDB_696_708,-0.3650149108456959
MELK,ADDB_696_708,-0.3650149108456959
MST,ADDB_696_708,-0.3650149108456959
NEK,ADDB_696_708,-0.3650149108456959
P38,ADDB_696_708,-0.3650149108456959
PDK1,ADDB_696_708,-0.3650149108456959
PEK,ADDB_696_708,-0.3650149108456959
PKCA,ADDB_696_708,-0.3650149108456959
PKCH,ADDB_696_708,-0.3650149108456959
PLK,ADDB_696_708,-0.3650149108456959
QIK,ADDB_696_708,-0.3650149108456959
RIPK,ADDB_696_708,-0.3650149108456959
STE7,ADDB_696_708,-0.3650149108456959
VRK1,ADDB_696_708,-0.3650149108456959
VRK2,ADDB_696_708,-0.3650149108456959
BARK1,ADDB_706_718,0.14717537322662633
CDK,ADDB_706_718,0.14717537322662633
CHK1,ADDB_706_718,0.14717537322662633
