Kinase,Z,method,AvgZ
RAF,-5.63,720012407>0.15,-4.3566666666666665
NEK,-5.38,720012407>0.15,-4.023333333333333
CAMK1,-5.28,720012407>0.15,-4.004166666666666
GSK,-5.27,720012407>0.15,-3.9908333333333332
FRAY,-5.12,720012407>0.15,-3.8891666666666667
MLK,-5.03,720012407>0.15,-3.6875
CAMK2,-4.78,720012407>0.15,-3.5416666666666665
PKCH,-4.52,720012407>0.15,-3.4225
IRAK,-4.18,720012407>0.15,-3.185
PKCD,-4.09,720012407>0.15,-3.0483333333333333
CHK1,-4.02,720012407>0.15,-3.0566666666666666
ATR,-4,720012407>0.15,-3.0908333333333333
PRKDC,-3.91,720012407>0.15,-2.9183333333333334
GRK,-3.85,720012407>0.15,-2.9183333333333334
NMO,-3.77,720012407>0.15,-2.7916666666666665
PKCI,-3.72,720012407>0.15,-2.796666666666667
LKB,-3.69,720012407>0.15,-2.7925
AUR,-3.68,720012407>0.15,-2.7583333333333333
STE11,-3.57,720012407>0.15,-2.638333333333333
CK2,-3.19,720012407>0.15,-2.36
STKR,-2.92,720012407>0.15,-2.1958333333333333
MARK,-2.67,720012407>0.15,-2.0275
NDR,-2.48,720012407>0.15,-1.8391666666666666
MLCK,-2.44,720012407>0.15,-1.8241666666666667
COT,-2.42,720012407>0.15,-1.8516666666666668
VRK1,-2.42,720012407>0.15,-1.8291666666666666
MSN,-2.2,720012407>0.15,-1.6308333333333334
ATM,-2.19,720012407>0.15,-1.6166666666666667
BARK2,-1.85,720012407>0.15,-1.4091666666666667
TTK,-1.62,720012407>0.15,-1.1533333333333333
PAKB,-1.58,720012407>0.15,-1.1525
HAL,-1.53,720012407>0.15,-1.1525
NAK,-1.52,720012407>0.15,-1.155
TLK,-1.52,720012407>0.15,-1.1466666666666667
PKN,-1.49,720012407>0.15,-1.1416666666666666
NUAK,-1.49,720012407>0.15,-1.1391666666666667
CAMKK,-1.09,720012407>0.15,-0.8
KHS,-1.09,720012407>0.15,-0.8200000000000001
TAO,-1.09,720012407>0.15,-0.8133333333333334
WNK,-1.08,720012407>0.15,-0.8108333333333333
PASK,-1.07,720012407>0.15,-0.8066666666666666
CLK,-1.07,720012407>0.15,-0.81
BRSK,-1.07,720012407>0.15,-0.8
MOS,-1.06,720012407>0.15,-0.8133333333333334
NIK,-1.06,720012407>0.15,-0.8041666666666667
BUD32,-1.05,720012407>0.15,-0.8016666666666666
SLK,-1.04,720012407>0.15,-0.81
ULK,-1.03,720012407>0.15,-0.8025
PKCA,-28.03,720012407>0.2,-23.631666666666668
DMPK,-18.4,720012407>0.2,-15.705833333333333
CDK,-17.62,720012407>0.2,-15.043333333333333
PHK,-16.86,720012407>0.2,-14.285
PEK,-16.85,720012407>0.2,-14.318333333333333
RSK,-13.37,720012407>0.2,-11.520833333333334
QIK,-11.57,720012407>0.2,-9.649166666666666
PIM,-11.21,720012407>0.2,-9.738333333333333
PDK1,-10.33,720012407>0.2,-8.633333333333333
PDHK,-9.88,720012407>0.2,-8.500833333333333
ERK,-9.6,720012407>0.2,-8.098333333333333
PKA,-9.56,720012407>0.2,-8.24
IKK,-9.48,720012407>0.2,-7.9825
DYRK,-8.97,720012407>0.2,-7.594166666666667
P38,-8.59,720012407>0.2,-7.3675
STE7,-8.31,720012407>0.2,-7.223333333333334
MAPKAPK,-8.28,720012407>0.2,-6.9558333333333335
JNK,-8,720012407>0.2,-6.8525
PKG,-7.97,720012407>0.2,-6.910833333333333
PLK,-7.72,720012407>0.2,-6.693333333333333
PKD,-7.42,720012407>0.2,-6.346666666666667
CK1,-7.24,720012407>0.2,-6.160833333333334
AKT,-7.02,720012407>0.2,-6.0441666666666665
RIPK,-6.66,720012407>0.2,-5.818333333333333
RAD53,-6.12,720012407>0.2,-5.305833333333333
PAKA,-6.1,720012407>0.2,-5.316666666666666
MELK,-5.64,720012407>0.2,-4.769166666666667
MST,-5.33,720012407>0.2,-4.48
SGK,-5.32,720012407>0.2,-4.569166666666667
RAF,-5.14,720012407>0.2,-4.3566666666666665
MTOR,-5.13,720012407>0.2,-4.450833333333334
DAPK,-5.12,720012407>0.2,-4.335833333333333
AMPK,-5.08,720012407>0.2,-4.363333333333333
CAMK1,-4.7,720012407>0.2,-4.004166666666666
NEK,-4.69,720012407>0.2,-4.023333333333333
GSK,-4.62,720012407>0.2,-3.9908333333333332
FRAY,-4.54,720012407>0.2,-3.8891666666666667
MLK,-4.44,720012407>0.2,-3.6875
CAMK2,-4.11,720012407>0.2,-3.5416666666666665
PKCH,-3.96,720012407>0.2,-3.4225
IRAK,-3.77,720012407>0.2,-3.185
CHK1,-3.64,720012407>0.2,-3.0566666666666666
ATR,-3.64,720012407>0.2,-3.0908333333333333
PKCD,-3.54,720012407>0.2,-3.0483333333333333
GRK,-3.4,720012407>0.2,-2.9183333333333334
PRKDC,-3.4,720012407>0.2,-2.9183333333333334
PKCI,-3.28,720012407>0.2,-2.796666666666667
LKB,-3.27,720012407>0.2,-2.7925
AUR,-3.18,720012407>0.2,-2.7583333333333333
NMO,-3.17,720012407>0.2,-2.7916666666666665
STE11,-3.07,720012407>0.2,-2.638333333333333
CK2,-2.82,720012407>0.2,-2.36
STKR,-2.59,720012407>0.2,-2.1958333333333333
MARK,-2.42,720012407>0.2,-2.0275
NDR,-2.17,720012407>0.2,-1.8391666666666666
VRK1,-2.14,720012407>0.2,-1.8291666666666666
MLCK,-2.1,720012407>0.2,-1.8241666666666667
COT,-2.08,720012407>0.2,-1.8516666666666668
ATM,-1.94,720012407>0.2,-1.6166666666666667
MSN,-1.92,720012407>0.2,-1.6308333333333334
BARK2,-1.67,720012407>0.2,-1.4091666666666667
HAL,-1.35,720012407>0.2,-1.1525
NAK,-1.35,720012407>0.2,-1.155
TTK,-1.35,720012407>0.2,-1.1533333333333333
NUAK,-1.34,720012407>0.2,-1.1391666666666667
PAKB,-1.34,720012407>0.2,-1.1525
PKN,-1.33,720012407>0.2,-1.1416666666666666
TLK,-1.3,720012407>0.2,-1.1466666666666667
CLK,-0.98,720012407>0.2,-0.81
NIK,-0.98,720012407>0.2,-0.8041666666666667
CAMKK,-0.97,720012407>0.2,-0.8
WNK,-0.96,720012407>0.2,-0.8108333333333333
MOS,-0.96,720012407>0.2,-0.8133333333333334
TAO,-0.96,720012407>0.2,-0.8133333333333334
PASK,-0.96,720012407>0.2,-0.8066666666666666
KHS,-0.96,720012407>0.2,-0.8200000000000001
SLK,-0.95,720012407>0.2,-0.81
BRSK,-0.95,720012407>0.2,-0.8
ULK,-0.94,720012407>0.2,-0.8025
BUD32,-0.91,720012407>0.2,-0.8016666666666666
PKCA,-22.31,720012407>0.3,-23.631666666666668
DMPK,-14.99,720012407>0.3,-15.705833333333333
CDK,-14.27,720012407>0.3,-15.043333333333333
PHK,-13.76,720012407>0.3,-14.285
PEK,-13.25,720012407>0.3,-14.318333333333333
RSK,-10.74,720012407>0.3,-11.520833333333334
PIM,-9.26,720012407>0.3,-9.738333333333333
QIK,-8.99,720012407>0.3,-9.649166666666666
PDK1,-8.21,720012407>0.3,-8.633333333333333
PDHK,-8.13,720012407>0.3,-8.500833333333333
IKK,-7.67,720012407>0.3,-7.9825
ERK,-7.59,720012407>0.3,-8.098333333333333
PKA,-7.49,720012407>0.3,-8.24
DYRK,-7.13,720012407>0.3,-7.594166666666667
STE7,-6.85,720012407>0.3,-7.223333333333334
P38,-6.82,720012407>0.3,-7.3675
MAPKAPK,-6.76,720012407>0.3,-6.9558333333333335
PKG,-6.72,720012407>0.3,-6.910833333333333
JNK,-6.6,720012407>0.3,-6.8525
PLK,-6.34,720012407>0.3,-6.693333333333333
PKD,-6.02,720012407>0.3,-6.346666666666667
CK1,-5.86,720012407>0.3,-6.160833333333334
AKT,-5.78,720012407>0.3,-6.0441666666666665
RIPK,-5.67,720012407>0.3,-5.818333333333333
RAD53,-5.08,720012407>0.3,-5.305833333333333
PAKA,-4.98,720012407>0.3,-5.316666666666666
MELK,-4.57,720012407>0.3,-4.769166666666667
MTOR,-4.21,720012407>0.3,-4.450833333333334
SGK,-4.16,720012407>0.3,-4.569166666666667
MST,-4.16,720012407>0.3,-4.48
AMPK,-4.12,720012407>0.3,-4.363333333333333
DAPK,-4.06,720012407>0.3,-4.335833333333333
RAF,-4,720012407>0.3,-4.3566666666666665
GSK,-3.8,720012407>0.3,-3.9908333333333332
NEK,-3.77,720012407>0.3,-4.023333333333333
CAMK1,-3.71,720012407>0.3,-4.004166666666666
FRAY,-3.6,720012407>0.3,-3.8891666666666667
MLK,-3.52,720012407>0.3,-3.6875
CAMK2,-3.31,720012407>0.3,-3.5416666666666665
PKCH,-3.18,720012407>0.3,-3.4225
IRAK,-3.08,720012407>0.3,-3.185
CHK1,-2.91,720012407>0.3,-3.0566666666666666
ATR,-2.9,720012407>0.3,-3.0908333333333333
PKCD,-2.89,720012407>0.3,-3.0483333333333333
PRKDC,-2.76,720012407>0.3,-2.9183333333333334
GRK,-2.76,720012407>0.3,-2.9183333333333334
NMO,-2.68,720012407>0.3,-2.7916666666666665
LKB,-2.65,720012407>0.3,-2.7925
AUR,-2.61,720012407>0.3,-2.7583333333333333
PKCI,-2.54,720012407>0.3,-2.796666666666667
STE11,-2.51,720012407>0.3,-2.638333333333333
CK2,-2.24,720012407>0.3,-2.36
STKR,-2.01,720012407>0.3,-2.1958333333333333
MARK,-1.86,720012407>0.3,-2.0275
MLCK,-1.79,720012407>0.3,-1.8241666666666667
COT,-1.73,720012407>0.3,-1.8516666666666668
NDR,-1.72,720012407>0.3,-1.8391666666666666
VRK1,-1.69,720012407>0.3,-1.8291666666666666
