Kinase,Score,Rank,Method,Perc,Qrt,group,KinaseFamily,subfamily,hgnc_symbol
CAMK2G,6,1,KEA3,1,4,CAMK,CAMK2,CAMK2,CAMK2G
CAMK4,93.66666666666667,83,KEA3,0.7057142857142857,3,CAMK,CAMK1,CAMK1,CAMK4
CAMKK1,165.33333333333334,160,KEA3,0.43714285714285717,2,OTHER,CAMKK,META,CAMKK1
CAMKK2,195.5,185,KEA3,0.3457142857142857,2,OTHER,CAMKK,META,CAMKK2
CDC42BPA,287,253,KEA3,0.12,1,AGC,DMPK,GEK,CDC42BPA
CDC7,198,191,KEA3,0.32571428571428573,2,OTHER,CDC7,CDC7,CDC7
CDK1,24.5,6,KEA3,0.9857142857142858,4,CMGC,CDK,CDC2,CDK1
CDK11A,332,288,KEA3,0.02,1,CMGC,CDK,CDK11,CDK11A
CDK11A,332,288,KEA3,0.02,1,NA,NA,NA,CDK11A
CDK12,315,275,KEA3,0.05714285714285714,1,CMGC,CDK,CRK7,CDK12
CDK15,270,240,KEA3,0.16,1,CMGC,CDK,PFTAIRE,CDK15
CDK16,256,235,KEA3,0.1742857142857143,1,CMGC,CDK,PCTAIRE,CDK16
CDK18,225,219,KEA3,0.22857142857142856,1,CMGC,CDK,PCTAIRE,CDK18
CDK19,284,250,KEA3,0.12857142857142856,1,CMGC,CDK,CDK8,CDK19
CDK2,33,16,KEA3,0.9457142857142857,4,CMGC,CDK,CDC2,CDK2
CDK20,55,34,KEA3,0.8857142857142857,4,CMGC,CDK,CCRK,CDK20
CDK3,32.333333333333336,15,KEA3,0.9514285714285714,4,CMGC,CDK,CDC2,CDK3
CDK4,31.666666666666664,14,KEA3,0.9542857142857143,4,CMGC,CDK,CDK4,CDK4
CDK5,26.666666666666664,8,KEA3,0.9771428571428571,4,CMGC,CDK,CDK5,CDK5
CDK6,26.333333333333332,7,KEA3,0.9828571428571429,4,CMGC,CDK,CDK4,CDK6
CDK7,56,35,KEA3,0.8828571428571429,4,CMGC,CDK,CDK7,CDK7
CDK8,90,77,KEA3,0.7228571428571429,3,CMGC,CDK,CDK8,CDK8
CDK9,31.666666666666664,14,KEA3,0.9542857142857143,4,CMGC,CDK,CDK9,CDK9
CDKL3,305,267,KEA3,0.08,1,CMGC,CDKL,CDKL,CDKL3
CDKL5,73.5,56,KEA3,0.8028571428571428,4,CMGC,CDKL,CDKL,CDKL5
CHEK1,10.333333333333334,4,KEA3,0.9914285714285714,4,CAMK,CAMKL,CHK1,CHEK1
CHEK2,23,5,KEA3,0.9885714285714285,4,CAMK,RAD53,RAD53,CHEK2
CHUK,50,30,KEA3,0.8971428571428571,4,OTHER,IKK,IKK,CHUK
CLK1,139.5,130,KEA3,0.5542857142857143,3,CMGC,CLK,CLK,CLK1
CLK2,124.5,116,KEA3,0.5971428571428572,3,CMGC,CLK,CLK,CLK2
CLK3,210.5,204,KEA3,0.2857142857142857,2,CMGC,CLK,CLK,CLK3
CLK4,322,281,KEA3,0.04,1,CMGC,CLK,CLK,CLK4
CSF1R,334,290,KEA3,0.014285714285714285,1,TK,PDGFR,PDGFR,CSF1R
CSK,167.66666666666666,164,KEA3,0.4257142857142857,2,TK,CSK,CSK,CSK
CSNK1A1,89.66666666666667,76,KEA3,0.7257142857142858,3,CK1,CK1,CK1-A,CSNK1A1
CSNK1A1L,338,294,KEA3,0.002857142857142857,1,CK1,CK1,CK1-A,CSNK1A1L
CSNK1D,38,19,KEA3,0.9371428571428572,4,CK1,CK1,CK1-D,CSNK1D
CSNK1E,105,97,KEA3,0.6571428571428571,3,CK1,CK1,CK1-D,CSNK1E
CSNK1G1,226.5,220,KEA3,0.22285714285714286,1,CK1,CK1,CK1-G,CSNK1G1
CSNK1G2,235,225,KEA3,0.20285714285714285,1,CK1,CK1,CK1-G,CSNK1G2
CSNK1G3,268,238,KEA3,0.1657142857142857,1,CK1,CK1,CK1-G,CSNK1G3
CSNK2A1,93.33333333333333,82,KEA3,0.7085714285714285,3,CMGC,CK2,CK2,CSNK2A1
CSNK2A2,101,92,KEA3,0.6714285714285714,3,CMGC,CK2,CK2,CSNK2A2
DAPK1,30,13,KEA3,0.96,4,CAMK,DAPK,DAPK,DAPK1
DAPK3,80.66666666666667,69,KEA3,0.7542857142857143,4,CAMK,DAPK,DAPK,DAPK3
DCLK1,213,207,KEA3,0.2714285714285714,2,CAMK,DCAMKL,DCAMKL,DCLK1
DDR1,142,132,KEA3,0.5457142857142857,3,TK,DDR,DDR,DDR1
DDR2,241,228,KEA3,0.19428571428571428,1,TK,DDR,DDR,DDR2
DMPK,219,213,KEA3,0.25142857142857145,2,AGC,DMPK,GEK,DMPK
DYRK1A,27.333333333333332,10,KEA3,0.9685714285714285,4,CMGC,DYRK,DYRK1,DYRK1A
DYRK1B,83,70,KEA3,0.7514285714285714,4,CMGC,DYRK,DYRK1,DYRK1B
DYRK2,73.66666666666667,57,KEA3,0.7971428571428572,4,CMGC,DYRK,DYRK2,DYRK2
DYRK3,189.5,181,KEA3,0.35714285714285715,2,CMGC,DYRK,DYRK2,DYRK3
DYRK4,88,74,KEA3,0.7314285714285714,3,CMGC,DYRK,DYRK2,DYRK4
EEF2K,156.5,147,KEA3,0.4857142857142857,2,ATYPICAL,ALPHA,EEF2K,EEF2K
EGFR,61,43,KEA3,0.8514285714285714,4,TK,EGFR,EGFR,EGFR
EIF2AK1,314,274,KEA3,0.06,1,OTHER,PEK,HRI,EIF2AK1
EIF2AK2,42.33333333333333,23,KEA3,0.9257142857142857,4,OTHER,PEK,PKR,EIF2AK2
EIF2AK3,336,292,KEA3,0.008571428571428572,1,OTHER,PEK,PEK,EIF2AK3
EPHA2,320,279,KEA3,0.045714285714285714,1,TK,EPH,EPH,EPHA2
EPHA3,158,149,KEA3,0.4742857142857143,2,TK,EPH,EPH,EPHA3
EPHA4,326,284,KEA3,0.03142857142857143,1,TK,EPH,EPH,EPHA4
EPHA8,335,291,KEA3,0.011428571428571429,1,TK,EPH,EPH,EPHA8
EPHB1,323,282,KEA3,0.037142857142857144,1,TK,EPH,EPH,EPHB1
EPHB2,293,258,KEA3,0.10571428571428572,1,TK,EPH,EPH,EPHB2
EPHB3,243,229,KEA3,0.19142857142857142,1,TK,EPH,EPH,EPHB3
ERBB2,62,44,KEA3,0.8485714285714285,4,TK,EGFR,EGFR,ERBB2
ERBB4,319,278,KEA3,0.04857142857142857,1,TK,EGFR,EGFR,ERBB4
FASTK,237.5,227,KEA3,0.19714285714285715,1,ATYPICAL,FAST,FAST,FASTK
FER,8.5,3,KEA3,0.9942857142857143,4,TK,FER,FER,FER
FES,205,199,KEA3,0.3028571428571429,2,TK,FER,FER,FES
FGFR1,163.66666666666666,157,KEA3,0.44571428571428573,2,TK,FGFR,FGFR,FGFR1
FGFR2,170,166,KEA3,0.4142857142857143,2,TK,FGFR,FGFR,FGFR2
FGFR3,206,200,KEA3,0.3,2,TK,FGFR,FGFR,FGFR3
FGFR4,134.5,125,KEA3,0.5685714285714286,3,TK,FGFR,FGFR,FGFR4
FGR,61,43,KEA3,0.8514285714285714,4,TK,SRC,SRCA,FGR
FLT1,306,268,KEA3,0.07714285714285714,1,TK,VEGFR,VEGFR,FLT1
FLT3,234,224,KEA3,0.20857142857142857,1,TK,PDGFR,PDGFR,FLT3
FLT4,273,242,KEA3,0.15428571428571428,1,TK,VEGFR,VEGFR,FLT4
FRK,200.5,195,KEA3,0.3142857142857143,2,TK,SRC,FRK,FRK
FYN,65,49,KEA3,0.8342857142857143,4,TK,SRC,SRCA,FYN
GRK1,330,287,KEA3,0.022857142857142857,1,AGC,GRK,GRK,GRK1
GRK2,28.333333333333332,11,KEA3,0.9657142857142857,4,AGC,GRK,BARK,GRK2
GRK3,230,222,KEA3,0.21428571428571427,1,AGC,GRK,BARK,GRK3
GRK5,45.666666666666664,26,KEA3,0.9114285714285715,4,AGC,GRK,GRK,GRK5
GRK6,199,193,KEA3,0.32,2,AGC,GRK,GRK,GRK6
GSK3A,70,54,KEA3,0.8085714285714286,4,CMGC,GSK,GSK,GSK3A
GSK3B,33.333333333333336,17,KEA3,0.9428571428571428,4,CMGC,GSK,GSK,GSK3B
HASPIN,222,215,KEA3,0.24,1,OTHER,HASPIN,HASPIN,HASPIN
HCK,158,149,KEA3,0.4742857142857143,2,TK,SRC,SRCB,HCK
HIPK1,128.5,119,KEA3,0.5857142857142857,3,CMGC,DYRK,HIPK,HIPK1
HIPK2,53.666666666666664,32,KEA3,0.8914285714285715,4,CMGC,DYRK,HIPK,HIPK2
HIPK3,294,259,KEA3,0.10285714285714286,1,CMGC,DYRK,HIPK,HIPK3
HIPK4,142.5,133,KEA3,0.5428571428571428,3,CMGC,DYRK,HIPK,HIPK4
ICK,285,251,KEA3,0.12571428571428572,1,CMGC,RCK,RCK,CILK1
IGF1R,171.33333333333334,167,KEA3,0.4114285714285714,2,TK,INSR,INSR,IGF1R
IKBKB,58,39,KEA3,0.8685714285714285,4,OTHER,IKK,IKK,IKBKB
IKBKE,89.33333333333333,75,KEA3,0.7285714285714285,3,OTHER,IKK,IKK,IKBKE
ILK,126,118,KEA3,0.5885714285714285,3,TKL,MLK,ILK,ILK
INSR,99.66666666666667,90,KEA3,0.68,3,TK,INSR,INSR,INSR
IRAK1,158,149,KEA3,0.4742857142857143,2,TKL,IRAK,IRAK,IRAK1
IRAK3,251,233,KEA3,0.18,1,TKL,IRAK,IRAK,IRAK3
IRAK4,292,257,KEA3,0.10857142857142857,1,TKL,IRAK,IRAK,IRAK4
ITK,117.33333333333333,107,KEA3,0.6257142857142857,3,TK,TEC,TEC,ITK
JAK1,161,153,KEA3,0.46,2,TK,JAKA,JAKA,JAK1
JAK2,78.33333333333333,64,KEA3,0.7685714285714286,4,TK,JAKA,JAKA,JAK2
JAK3,162,154,KEA3,0.45714285714285713,2,TK,JAKA,JAKA,JAK3
KDR,303,265,KEA3,0.08571428571428572,1,TK,VEGFR,VEGFR,KDR
KIT,237,226,KEA3,0.2,1,TK,PDGFR,PDGFR,KIT
KSR1,208,201,KEA3,0.29714285714285715,2,TKL,RAF,KSR,KSR1
KSR2,186,179,KEA3,0.3657142857142857,2,TKL,RAF,KSR,KSR2
LATS1,187.33333333333334,180,KEA3,0.3628571428571429,2,AGC,NDR,NDR,LATS1
LATS2,101,92,KEA3,0.6714285714285714,3,AGC,NDR,NDR,LATS2
LCK,67.33333333333333,52,KEA3,0.8228571428571428,4,TK,SRC,SRCB,LCK
LIMK1,286,252,KEA3,0.12285714285714286,1,TKL,LISK,LIMK,LIMK1
LIMK2,212,206,KEA3,0.27714285714285714,2,TKL,LISK,LIMK,LIMK2
LRRK2,44,25,KEA3,0.9142857142857143,4,TKL,LRRK,LRRK,LRRK2
LYN,73.66666666666667,57,KEA3,0.7971428571428572,4,TK,SRC,SRCB,LYN
MAK,269,239,KEA3,0.16285714285714287,1,CMGC,RCK,RCK,MAK
MAP2K1,131.66666666666666,122,KEA3,0.5771428571428572,3,STE,STE7,MEK1,MAP2K1
MAP2K2,168,165,KEA3,0.42,2,STE,STE7,MEK1,MAP2K2
MAP2K3,224,216,KEA3,0.23714285714285716,1,STE,STE7,MEK3,MAP2K3
MAP2K4,109.33333333333333,101,KEA3,0.6428571428571429,3,STE,STE7,MEK4,MAP2K4
MAP2K6,120.33333333333333,109,KEA3,0.62,3,STE,STE7,MEK3,MAP2K6
MAP2K7,160,151,KEA3,0.4685714285714286,2,STE,STE7,MEK7,MAP2K7
MAP3K1,222,215,KEA3,0.24,1,STE,STE11,MEKK1,MAP3K1
MAP3K10,274,243,KEA3,0.14857142857142858,1,TKL,MLK,MLK,MAP3K10
MAP3K11,197.33333333333334,189,KEA3,0.3314285714285714,2,TKL,MLK,MLK,MAP3K11
MAP3K13,213,207,KEA3,0.2714285714285714,2,TKL,MLK,LZK,MAP3K13
MAP3K14,124.33333333333333,115,KEA3,0.6,3,STE,STE-UNIQUE,STE-UNIQUE,MAP3K14
MAP3K20,192,183,KEA3,0.3514285714285714,2,TKL,MLK,ZAK,MAP3K20
MAP3K3,179,171,KEA3,0.3942857142857143,2,STE,STE11,MEKK2,MAP3K3
MAP3K4,163,156,KEA3,0.44857142857142857,2,STE,STE11,MEKK4,MAP3K4
MAP3K5,139,129,KEA3,0.5571428571428572,3,STE,STE11,ASK,MAP3K5
MAP3K6,99,89,KEA3,0.6828571428571428,3,STE,STE11,ASK,MAP3K6
MAP3K7,91.33333333333333,79,KEA3,0.7171428571428572,3,TKL,MLK,TAK1,MAP3K7
MAP3K8,27,9,KEA3,0.9742857142857143,4,STE,STE-UNIQUE,STE-UNIQUE,MAP3K8
MAP4K1,271,241,KEA3,0.15714285714285714,1,STE,STE20,KHS,MAP4K1
MAP4K2,204.5,198,KEA3,0.3057142857142857,2,STE,STE20,KHS,MAP4K2
MAP4K3,298,262,KEA3,0.09428571428571429,1,STE,STE20,KHS,MAP4K3
MAP4K4,153,143,KEA3,0.5,3,STE,STE20,MSN,MAP4K4
MAP4K5,208.5,202,KEA3,0.29428571428571426,2,STE,STE20,KHS,MAP4K5
MAPK1,66.33333333333333,50,KEA3,0.8314285714285714,4,CMGC,MAPK,ERK1,MAPK1
MAPK10,155.33333333333334,146,KEA3,0.49142857142857144,2,CMGC,MAPK,JNK,MAPK10
MAPK11,103.66666666666667,96,KEA3,0.66,3,CMGC,MAPK,P38,MAPK11
MAPK12,183,176,KEA3,0.37714285714285717,2,CMGC,MAPK,P38,MAPK12
MAPK13,143.66666666666666,134,KEA3,0.54,3,CMGC,MAPK,P38,MAPK13
MAPK14,26.666666666666664,8,KEA3,0.9771428571428571,4,CMGC,MAPK,P38,MAPK14
MAPK15,222,215,KEA3,0.24,1,CMGC,MAPK,ERK7,MAPK15
MAPK3,58.66666666666667,40,KEA3,0.8657142857142858,4,CMGC,MAPK,ERK1,MAPK3
MAPK6,210.5,204,KEA3,0.2857142857142857,2,CMGC,MAPK,ERK3,MAPK6
MAPK7,106.66666666666667,98,KEA3,0.6542857142857142,3,CMGC,MAPK,ERK5,MAPK7
MAPK8,72.33333333333333,55,KEA3,0.8057142857142857,4,CMGC,MAPK,JNK,MAPK8
MAPK9,70,54,KEA3,0.8085714285714286,4,CMGC,MAPK,JNK,MAPK9
MAPKAPK2,79.33333333333333,67,KEA3,0.76,4,CAMK,MAPKAPK,MAPKAPK,MAPKAPK2
MAPKAPK3,301,263,KEA3,0.09142857142857143,1,CAMK,MAPKAPK,MAPKAPK,MAPKAPK3
MAPKAPK5,68,53,KEA3,0.8142857142857143,4,CAMK,MAPKAPK,MAPKAPK,MAPKAPK5
MARK2,131.33333333333334,121,KEA3,0.58,3,CAMK,CAMKL,MARK,MARK2
MARK3,197,188,KEA3,0.3342857142857143,2,CAMK,CAMKL,MARK,MARK3
MARK4,333,289,KEA3,0.017142857142857144,1,CAMK,CAMKL,MARK,MARK4
MAST1,217,210,KEA3,0.26,2,AGC,MAST,MAST,MAST1
MAST2,313,273,KEA3,0.06285714285714286,1,AGC,MAST,MAST,MAST2
MATK,126,118,KEA3,0.5885714285714285,3,TK,CSK,CSK,MATK
MELK,164,158,KEA3,0.44285714285714284,2,CAMK,CAMKL,MELK,MELK
MERTK,153,143,KEA3,0.5,3,TK,AXL,AXL,MERTK
MET,150,140,KEA3,0.5171428571428571,3,TK,MET,MET,MET
MKNK1,57.333333333333336,38,KEA3,0.8742857142857143,4,CAMK,MAPKAPK,MNK,MKNK1
MKNK2,145.5,135,KEA3,0.5371428571428571,3,CAMK,MAPKAPK,MNK,MKNK2
MOK,218.5,212,KEA3,0.2542857142857143,2,CMGC,RCK,RCK,MOK
MOS,304,266,KEA3,0.08285714285714285,1,OTHER,MOS,MOS,MOS
MST1R,281,248,KEA3,0.13428571428571429,1,TK,MET,MET,MST1R
MTOR,76.33333333333333,62,KEA3,0.7742857142857142,4,ATYPICAL,PIKK,FRAP,MTOR
MYLK2,151.5,141,KEA3,0.5142857142857142,3,CAMK,MLCK,MLCK,MYLK2
MYO3A,202,197,KEA3,0.30857142857142855,2,STE,STE20,NINAC,MYO3A
NEK10,289,254,KEA3,0.11714285714285715,1,OTHER,NEK,NEK10,NEK10
NEK11,155,145,KEA3,0.4942857142857143,2,OTHER,NEK,NEK11,NEK11
NEK2,107.66666666666667,99,KEA3,0.6514285714285715,3,OTHER,NEK,NEK2,NEK2
NEK3,174,169,KEA3,0.4,2,OTHER,NEK,NEK1,NEK3
NEK4,189.5,181,KEA3,0.35714285714285715,2,OTHER,NEK,NEK4,NEK4
NEK6,29.333333333333332,12,KEA3,0.9628571428571429,4,OTHER,NEK,NEK6,NEK6
NEK8,224.5,218,KEA3,0.23142857142857143,1,OTHER,NEK,NEK8,NEK8
NEK9,163,156,KEA3,0.44857142857142857,2,OTHER,NEK,NEK8,NEK9
