Kinase,Z,method,AvgZ
PKN,-0.73,720012103>0.2,-0.5433333333333333
NAK,-0.72,720012103>0.2,-0.17166666666666666
AKT,-0.7,720012103>0.2,-0.29333333333333333
CAMK2,-0.66,720012103>0.2,0.1883333333333333
KHS,0.65,720012103>0.2,0.9475
PASK,0.64,720012103>0.2,1.1358333333333333
BRSK,0.64,720012103>0.2,-0.27499999999999997
TAO,0.63,720012103>0.2,0.42500000000000004
IRAK,-0.63,720012103>0.2,-1.0275
MARK,0.62,720012103>0.2,0.7075
SLK,0.59,720012103>0.2,0.5891666666666667
RAD53,0.58,720012103>0.2,1.0466666666666666
VRK1,-0.57,720012103>0.2,-1.1908333333333334
RSK,-0.57,720012103>0.2,0.7483333333333333
MLK,-0.54,720012103>0.2,-0.5291666666666667
MELK,-0.48,720012103>0.2,-0.6616666666666667
PKCD,0.43,720012103>0.2,1.0625
CHK1,0.43,720012103>0.2,0.6325
GRK,-0.42,720012103>0.2,0.14583333333333331
PIM,0.38,720012103>0.2,0.7675
AMPK,0.36,720012103>0.2,1.4116666666666666
PKCH,-0.27,720012103>0.2,-0.7041666666666667
BARK2,-0.16,720012103>0.2,-0.48750000000000004
AUR,0.08,720012103>0.2,0.04416666666666667
STKR,-0.04,720012103>0.2,0.11249999999999999
ERK,-6.78,720012103>0.3,-5.575
DYRK,-6.46,720012103>0.3,-5.0325
PEK,-6.43,720012103>0.3,-4.9325
CDK,-6.23,720012103>0.3,-5.128333333333333
PKCA,-5.32,720012103>0.3,-3.9183333333333334
JNK,-5.05,720012103>0.3,-4.211666666666667
PDK1,-4.87,720012103>0.3,-4.2275
STE7,-4.36,720012103>0.3,-2.4058333333333333
PLK,-4.25,720012103>0.3,-3.288333333333333
NMO,-4.11,720012103>0.3,-3.2183333333333333
P38,-3.83,720012103>0.3,-3.515
CK1,-3.53,720012103>0.3,-1.9908333333333335
LKB,-3.51,720012103>0.3,-1.9433333333333334
MTOR,-2.92,720012103>0.3,-2.211666666666667
GSK,-2.81,720012103>0.3,-1.7775
PKG,2.78,720012103>0.3,2.87
PHK,-2.75,720012103>0.3,-1.4125
STE11,-2.48,720012103>0.3,-1.2874999999999999
PKA,2.34,720012103>0.3,2.9483333333333333
IKK,-2.25,720012103>0.3,-1.5175
FRAY,-2.14,720012103>0.3,-1.3883333333333334
PDHK,-2.13,720012103>0.3,-0.3375
TTK,-2.05,720012103>0.3,-1.3983333333333334
QIK,-2.05,720012103>0.3,-1.7666666666666666
CAMK1,2.02,720012103>0.3,2.3716666666666666
NUAK,-1.96,720012103>0.3,-1.3966666666666667
NEK,-1.93,720012103>0.3,-1.0808333333333333
TLK,-1.92,720012103>0.3,-1.4058333333333333
IRAK,-1.89,720012103>0.3,-1.0275
PKCI,1.79,720012103>0.3,1.5158333333333334
SGK,1.78,720012103>0.3,0.47250000000000003
RAF,-1.77,720012103>0.3,-1.9416666666666667
ATM,-1.72,720012103>0.3,-0.9208333333333334
MST,-1.66,720012103>0.3,-1.8283333333333334
CK2,-1.64,720012103>0.3,-0.5483333333333333
DMPK,-1.59,720012103>0.3,-0.9541666666666667
COT,1.59,720012103>0.3,0.8758333333333332
ATR,-1.55,720012103>0.3,-1.6733333333333333
MSN,1.46,720012103>0.3,1.2175
CLK,-1.41,720012103>0.3,-0.9783333333333334
CAMKK,-1.4,720012103>0.3,-0.985
BUD32,-1.4,720012103>0.3,-0.9874999999999999
RAD53,1.39,720012103>0.3,1.0466666666666666
NIK,-1.39,720012103>0.3,-0.9858333333333333
MOS,-1.39,720012103>0.3,-0.9941666666666666
WNK,-1.39,720012103>0.3,-0.9766666666666667
ULK,-1.33,720012103>0.3,-0.9775
CAMK2,-1.24,720012103>0.3,0.1883333333333333
NDR,-1.23,720012103>0.3,-0.9366666666666666
PRKDC,-1.23,720012103>0.3,-1.4849999999999999
PIM,1.13,720012103>0.3,0.7675
HAL,1.04,720012103>0.3,0.7308333333333333
PAKB,1.01,720012103>0.3,-0.15333333333333332
AMPK,0.99,720012103>0.3,1.4116666666666666
PKCD,0.92,720012103>0.3,1.0625
MARK,0.91,720012103>0.3,0.7075
PKCH,-0.89,720012103>0.3,-0.7041666666666667
CHK1,0.89,720012103>0.3,0.6325
DAPK,-0.86,720012103>0.3,-1.0841666666666667
RSK,0.84,720012103>0.3,0.7483333333333333
PASK,0.73,720012103>0.3,1.1358333333333333
SLK,0.72,720012103>0.3,0.5891666666666667
BRSK,0.71,720012103>0.3,-0.27499999999999997
KHS,0.71,720012103>0.3,0.9475
TAO,0.71,720012103>0.3,0.42500000000000004
MLCK,0.68,720012103>0.3,-0.13166666666666663
PKD,-0.53,720012103>0.3,0.9641666666666666
STKR,-0.5,720012103>0.3,0.11249999999999999
NAK,-0.49,720012103>0.3,-0.17166666666666666
PKN,-0.49,720012103>0.3,-0.5433333333333333
MLK,-0.44,720012103>0.3,-0.5291666666666667
RIPK,-0.41,720012103>0.3,0.1508333333333333
VRK1,-0.3,720012103>0.3,-1.1908333333333334
MAPKAPK,0.24,720012103>0.3,0.2683333333333333
AKT,0.21,720012103>0.3,-0.29333333333333333
MELK,-0.21,720012103>0.3,-0.6616666666666667
AUR,-0.17,720012103>0.3,0.04416666666666667
PAKA,0.14,720012103>0.3,0.8591666666666667
BARK2,0.05,720012103>0.3,-0.48750000000000004
GRK,0.02,720012103>0.3,0.14583333333333331
ERK,-5.91,720012103>0.4,-5.575
DYRK,-5.38,720012103>0.4,-5.0325
PEK,-5.21,720012103>0.4,-4.9325
CDK,-4.48,720012103>0.4,-5.128333333333333
PKCA,-4.26,720012103>0.4,-3.9183333333333334
PDK1,-4.2,720012103>0.4,-4.2275
JNK,-3.91,720012103>0.4,-4.211666666666667
NMO,-3.91,720012103>0.4,-3.2183333333333333
STE7,-3.73,720012103>0.4,-2.4058333333333333
PKA,3.62,720012103>0.4,2.9483333333333333
PLK,-3.48,720012103>0.4,-3.288333333333333
PKG,3.31,720012103>0.4,2.87
P38,-3.27,720012103>0.4,-3.515
CAMK1,2.98,720012103>0.4,2.3716666666666666
GSK,-2.7,720012103>0.4,-1.7775
CK1,-2.66,720012103>0.4,-1.9908333333333335
MTOR,-2.63,720012103>0.4,-2.211666666666667
LKB,-2.62,720012103>0.4,-1.9433333333333334
SGK,2.45,720012103>0.4,0.47250000000000003
PKCI,2.4,720012103>0.4,1.5158333333333334
STE11,-2.33,720012103>0.4,-1.2874999999999999
IRAK,-2.15,720012103>0.4,-1.0275
AMPK,2,720012103>0.4,1.4116666666666666
IKK,-1.93,720012103>0.4,-1.5175
RAD53,1.81,720012103>0.4,1.0466666666666666
CK2,-1.78,720012103>0.4,-0.5483333333333333
PKCH,-1.65,720012103>0.4,-0.7041666666666667
TLK,-1.62,720012103>0.4,-1.4058333333333333
TTK,-1.61,720012103>0.4,-1.3983333333333334
FRAY,-1.58,720012103>0.4,-1.3883333333333334
NUAK,-1.55,720012103>0.4,-1.3966666666666667
RAF,-1.5,720012103>0.4,-1.9416666666666667
PAKA,1.45,720012103>0.4,0.8591666666666667
PIM,1.43,720012103>0.4,0.7675
ATR,-1.35,720012103>0.4,-1.6733333333333333
MARK,1.33,720012103>0.4,0.7075
NEK,-1.32,720012103>0.4,-1.0808333333333333
MST,-1.3,720012103>0.4,-1.8283333333333334
PAKB,1.28,720012103>0.4,-0.15333333333333332
ATM,-1.24,720012103>0.4,-0.9208333333333334
HAL,1.24,720012103>0.4,0.7308333333333333
RSK,1.19,720012103>0.4,0.7483333333333333
BUD32,-1.18,720012103>0.4,-0.9874999999999999
CLK,-1.12,720012103>0.4,-0.9783333333333334
WNK,-1.12,720012103>0.4,-0.9766666666666667
ULK,-1.11,720012103>0.4,-0.9775
CAMKK,-1.11,720012103>0.4,-0.985
NIK,-1.11,720012103>0.4,-0.9858333333333333
MOS,-1.09,720012103>0.4,-0.9941666666666666
COT,1.09,720012103>0.4,0.8758333333333332
PKCD,1.06,720012103>0.4,1.0625
MLCK,1.06,720012103>0.4,-0.13166666666666663
PRKDC,-1.05,720012103>0.4,-1.4849999999999999
CHK1,0.94,720012103>0.4,0.6325
SLK,0.93,720012103>0.4,0.5891666666666667
BRSK,0.91,720012103>0.4,-0.27499999999999997
TAO,0.89,720012103>0.4,0.42500000000000004
PASK,0.89,720012103>0.4,1.1358333333333333
PHK,-0.89,720012103>0.4,-1.4125
KHS,0.89,720012103>0.4,0.9475
CAMK2,-0.81,720012103>0.4,0.1883333333333333
VRK1,-0.79,720012103>0.4,-1.1908333333333334
MSN,0.77,720012103>0.4,1.2175
NDR,-0.74,720012103>0.4,-0.9366666666666666
GRK,0.73,720012103>0.4,0.14583333333333331
PKD,0.73,720012103>0.4,0.9641666666666666
AUR,-0.73,720012103>0.4,0.04416666666666667
AKT,0.62,720012103>0.4,-0.29333333333333333
QIK,-0.62,720012103>0.4,-1.7666666666666666
PDHK,-0.62,720012103>0.4,-0.3375
MELK,0.59,720012103>0.4,-0.6616666666666667
MAPKAPK,0.52,720012103>0.4,0.2683333333333333
BARK2,0.39,720012103>0.4,-0.48750000000000004
RIPK,0.3,720012103>0.4,0.1508333333333333
DAPK,0.24,720012103>0.4,-1.0841666666666667
DMPK,-0.24,720012103>0.4,-0.9541666666666667
PKN,-0.21,720012103>0.4,-0.5433333333333333
NAK,-0.21,720012103>0.4,-0.17166666666666666
STKR,0.08,720012103>0.4,0.11249999999999999
MLK,0,720012103>0.4,-0.5291666666666667
ERK,-5.46,720012113>0.15,-5.575
DYRK,-4.95,720012113>0.15,-5.0325
CDK,-4.85,720012113>0.15,-5.128333333333333
PEK,-4.56,720012113>0.15,-4.9325
PDK1,-3.84,720012113>0.15,-4.2275
PKCA,-3.64,720012113>0.15,-3.9183333333333334
P38,-3.61,720012113>0.15,-3.515
JNK,-3.37,720012113>0.15,-4.211666666666667
NMO,-3.23,720012113>0.15,-3.2183333333333333
PKG,2.74,720012113>0.15,2.87
PLK,-2.68,720012113>0.15,-3.288333333333333
PKA,2.42,720012113>0.15,2.9483333333333333
PKCI,2.4,720012113>0.15,1.5158333333333334
ATR,-2.31,720012113>0.15,-1.6733333333333333
PRKDC,-2.19,720012113>0.15,-1.4849999999999999
MSN,2.15,720012113>0.15,1.2175
LKB,-1.95,720012113>0.15,-1.9433333333333334
CAMK1,1.94,720012113>0.15,2.3716666666666666
STE11,-1.7,720012113>0.15,-1.2874999999999999
MST,-1.6,720012113>0.15,-1.8283333333333334
COT,1.53,720012113>0.15,0.8758333333333332
HAL,1.51,720012113>0.15,0.7308333333333333
DAPK,-1.46,720012113>0.15,-1.0841666666666667
RAF,-1.43,720012113>0.15,-1.9416666666666667
QIK,-1.41,720012113>0.15,-1.7666666666666666
STE7,-1.35,720012113>0.15,-2.4058333333333333
TTK,-1.35,720012113>0.15,-1.3983333333333334
TLK,-1.35,720012113>0.15,-1.4058333333333333
NUAK,-1.35,720012113>0.15,-1.3966666666666667
PHK,-1.24,720012113>0.15,-1.4125
VRK1,-1.22,720012113>0.15,-1.1908333333333334
MLK,-1.21,720012113>0.15,-0.5291666666666667
AMPK,1.21,720012113>0.15,1.4116666666666666
DMPK,-1.2,720012113>0.15,-0.9541666666666667
MTOR,-1.19,720012113>0.15,-2.211666666666667
NDR,-1.19,720012113>0.15,-0.9366666666666666
IKK,-1.11,720012113>0.15,-1.5175
SLK,1.08,720012113>0.15,0.5891666666666667
KHS,1.07,720012113>0.15,0.9475
PASK,1.07,720012113>0.15,1.1358333333333333
PKD,1.06,720012113>0.15,0.9641666666666666
TAO,1.06,720012113>0.15,0.42500000000000004
RAD53,1,720012113>0.15,1.0466666666666666
CAMKK,-0.98,720012113>0.15,-0.985
BRSK,-0.97,720012113>0.15,-0.27499999999999997
BUD32,-0.94,720012113>0.15,-0.9874999999999999
CLK,-0.93,720012113>0.15,-0.9783333333333334
ATM,-0.93,720012113>0.15,-0.9208333333333334
NIK,-0.93,720012113>0.15,-0.9858333333333333
MOS,-0.93,720012113>0.15,-0.9941666666666666
ULK,-0.93,720012113>0.15,-0.9775
WNK,-0.92,720012113>0.15,-0.9766666666666667
IRAK,-0.91,720012113>0.15,-1.0275
PIM,0.91,720012113>0.15,0.7675
MELK,0.85,720012113>0.15,-0.6616666666666667
GSK,-0.84,720012113>0.15,-1.7775
NEK,-0.83,720012113>0.15,-1.0808333333333333
SGK,0.79,720012113>0.15,0.47250000000000003
AKT,-0.66,720012113>0.15,-0.29333333333333333
FRAY,-0.64,720012113>0.15,-1.3883333333333334
MLCK,0.61,720012113>0.15,-0.13166666666666663
STKR,0.59,720012113>0.15,0.11249999999999999
PKCD,0.56,720012113>0.15,1.0625
AUR,0.55,720012113>0.15,0.04416666666666667
CAMK2,0.5,720012113>0.15,0.1883333333333333
RIPK,0.49,720012113>0.15,0.1508333333333333
BARK2,-0.48,720012113>0.15,-0.48750000000000004
CK1,-0.45,720012113>0.15,-1.9908333333333335
GRK,-0.42,720012113>0.15,0.14583333333333331
MAPKAPK,0.38,720012113>0.15,0.2683333333333333
PKCH,-0.26,720012113>0.15,-0.7041666666666667
PAKA,0.24,720012113>0.15,0.8591666666666667
CK2,0.15,720012113>0.15,-0.5483333333333333
MARK,0.14,720012113>0.15,0.7075
NAK,0.07,720012113>0.15,-0.17166666666666666
PKN,0.05,720012113>0.15,-0.5433333333333333
PDHK,-0.04,720012113>0.15,-0.3375
CHK1,-0.04,720012113>0.15,0.6325
RSK,0.03,720012113>0.15,0.7483333333333333
PAKB,0.02,720012113>0.15,-0.15333333333333332
ERK,-5.9,720012113>0.2,-5.575
DYRK,-5.77,720012113>0.2,-5.0325
CDK,-4.93,720012113>0.2,-5.128333333333333
PEK,-4.39,720012113>0.2,-4.9325
PDK1,-4.36,720012113>0.2,-4.2275
JNK,-4.29,720012113>0.2,-4.211666666666667
P38,-4.07,720012113>0.2,-3.515
PKA,3.75,720012113>0.2,2.9483333333333333
PKG,3.73,720012113>0.2,2.87
PKCA,-3.56,720012113>0.2,-3.9183333333333334
PLK,-3.42,720012113>0.2,-3.288333333333333
NMO,-2.72,720012113>0.2,-3.2183333333333333
PRKDC,-2.26,720012113>0.2,-1.4849999999999999
CAMK1,2.24,720012113>0.2,2.3716666666666666
MST,-2.15,720012113>0.2,-1.8283333333333334
MTOR,-2.14,720012113>0.2,-2.211666666666667
AMPK,2.1,720012113>0.2,1.4116666666666666
STE7,-2.09,720012113>0.2,-2.4058333333333333
LKB,-2.08,720012113>0.2,-1.9433333333333334
RAF,-2.01,720012113>0.2,-1.9416666666666667
QIK,-1.95,720012113>0.2,-1.7666666666666666
PKD,1.91,720012113>0.2,0.9641666666666666
ATR,-1.88,720012113>0.2,-1.6733333333333333
FRAY,-1.83,720012113>0.2,-1.3883333333333334
PKCI,1.76,720012113>0.2,1.5158333333333334
GSK,-1.58,720012113>0.2,-1.7775
MSN,1.54,720012113>0.2,1.2175
PHK,-1.47,720012113>0.2,-1.4125
IRAK,-1.44,720012113>0.2,-1.0275
PAKA,1.28,720012113>0.2,0.8591666666666667
IKK,-1.27,720012113>0.2,-1.5175
KHS,1.26,720012113>0.2,0.9475
RAD53,1.26,720012113>0.2,1.0466666666666666
TAO,1.26,720012113>0.2,0.42500000000000004
PASK,1.24,720012113>0.2,1.1358333333333333
STE11,-1.23,720012113>0.2,-1.2874999999999999
SLK,1.2,720012113>0.2,0.5891666666666667
NUAK,-1.17,720012113>0.2,-1.3966666666666667
TLK,-1.12,720012113>0.2,-1.4058333333333333
CK1,-1.11,720012113>0.2,-1.9908333333333335
PKCD,1.11,720012113>0.2,1.0625
TTK,-1.09,720012113>0.2,-1.3983333333333334
DAPK,-1.08,720012113>0.2,-1.0841666666666667
COT,0.97,720012113>0.2,0.8758333333333332
RSK,0.89,720012113>0.2,0.7483333333333333
VRK1,-0.88,720012113>0.2,-1.1908333333333334
RIPK,0.87,720012113>0.2,0.1508333333333333
NDR,-0.87,720012113>0.2,-0.9366666666666666
MLCK,-0.82,720012113>0.2,-0.13166666666666663
MOS,-0.82,720012113>0.2,-0.9941666666666666
NIK,-0.81,720012113>0.2,-0.9858333333333333
WNK,-0.8,720012113>0.2,-0.9766666666666667
ULK,-0.8,720012113>0.2,-0.9775
BRSK,-0.79,720012113>0.2,-0.27499999999999997
BUD32,-0.78,720012113>0.2,-0.9874999999999999
CLK,-0.78,720012113>0.2,-0.9783333333333334
CAMKK,-0.77,720012113>0.2,-0.985
PKCH,-0.62,720012113>0.2,-0.7041666666666667
NEK,-0.59,720012113>0.2,-1.0808333333333333
MARK,0.58,720012113>0.2,0.7075
ATM,-0.57,720012113>0.2,-0.9208333333333334
CHK1,0.55,720012113>0.2,0.6325
MLK,-0.5,720012113>0.2,-0.5291666666666667
AUR,0.49,720012113>0.2,0.04416666666666667
DMPK,-0.44,720012113>0.2,-0.9541666666666667
PIM,0.44,720012113>0.2,0.7675
SGK,0.4,720012113>0.2,0.47250000000000003
MELK,-0.36,720012113>0.2,-0.6616666666666667
PAKB,0.33,720012113>0.2,-0.15333333333333332
PKN,0.32,720012113>0.2,-0.5433333333333333
NAK,0.32,720012113>0.2,-0.17166666666666666
HAL,0.3,720012113>0.2,0.7308333333333333
BARK2,-0.2,720012113>0.2,-0.48750000000000004
CAMK2,0.2,720012113>0.2,0.1883333333333333
GRK,0.16,720012113>0.2,0.14583333333333331
STKR,0.15,720012113>0.2,0.11249999999999999
AKT,0.14,720012113>0.2,-0.29333333333333333
PDHK,-0.1,720012113>0.2,-0.3375
CK2,-0.08,720012113>0.2,-0.5483333333333333
MAPKAPK,-0.05,720012113>0.2,0.2683333333333333
ERK,-5.75,720012113>0.3,-5.575
DYRK,-4.93,720012113>0.3,-5.0325
CDK,-4.52,720012113>0.3,-5.128333333333333
PKA,4.4,720012113>0.3,2.9483333333333333
PDK1,-4.32,720012113>0.3,-4.2275
PEK,-3.92,720012113>0.3,-4.9325
JNK,-3.85,720012113>0.3,-4.211666666666667
P38,-3.37,720012113>0.3,-3.515
PKG,3.37,720012113>0.3,2.87
CAMK1,2.94,720012113>0.3,2.3716666666666666
PLK,-2.77,720012113>0.3,-3.288333333333333
PKD,2.65,720012113>0.3,0.9641666666666666
AMPK,2.41,720012113>0.3,1.4116666666666666
NMO,-2.41,720012113>0.3,-3.2183333333333333
PKCA,-2.23,720012113>0.3,-3.9183333333333334
MTOR,-2.01,720012113>0.3,-2.211666666666667
MST,-1.96,720012113>0.3,-1.8283333333333334
PRKDC,-1.9,720012113>0.3,-1.4849999999999999
RAF,-1.9,720012113>0.3,-1.9416666666666667
LKB,-1.8,720012113>0.3,-1.9433333333333334
STE7,-1.77,720012113>0.3,-2.4058333333333333
MSN,1.76,720012113>0.3,1.2175
PAKA,1.74,720012113>0.3,0.8591666666666667
PKCD,1.66,720012113>0.3,1.0625
QIK,-1.62,720012113>0.3,-1.7666666666666666
VRK1,-1.6,720012113>0.3,-1.1908333333333334
RSK,1.56,720012113>0.3,0.7483333333333333
PKCI,1.54,720012113>0.3,1.5158333333333334
GSK,-1.54,720012113>0.3,-1.7775
ATR,-1.45,720012113>0.3,-1.6733333333333333
TAO,1.43,720012113>0.3,0.42500000000000004
PASK,1.42,720012113>0.3,1.1358333333333333
KHS,1.42,720012113>0.3,0.9475
SLK,1.41,720012113>0.3,0.5891666666666667
FRAY,-1.36,720012113>0.3,-1.3883333333333334
RAD53,1.24,720012113>0.3,1.0466666666666666
CK1,-1.08,720012113>0.3,-1.9908333333333335
MELK,-1.06,720012113>0.3,-0.6616666666666667
TTK,-1.03,720012113>0.3,-1.3983333333333334
CHK1,1.01,720012113>0.3,0.6325
PAKB,-1.01,720012113>0.3,-0.15333333333333332
TLK,-1.01,720012113>0.3,-1.4058333333333333
NUAK,-1,720012113>0.3,-1.3966666666666667
IRAK,-0.97,720012113>0.3,-1.0275
RIPK,0.94,720012113>0.3,0.1508333333333333
MARK,0.94,720012113>0.3,0.7075
STE11,-0.92,720012113>0.3,-1.2874999999999999
PIM,0.8,720012113>0.3,0.7675
PKCH,-0.79,720012113>0.3,-0.7041666666666667
CAMK2,0.74,720012113>0.3,0.1883333333333333
ULK,-0.73,720012113>0.3,-0.9775
NIK,-0.72,720012113>0.3,-0.9858333333333333
MOS,-0.72,720012113>0.3,-0.9941666666666666
WNK,-0.71,720012113>0.3,-0.9766666666666667
BUD32,-0.7,720012113>0.3,-0.9874999999999999
BRSK,-0.7,720012113>0.3,-0.27499999999999997
CLK,-0.7,720012113>0.3,-0.9783333333333334
CAMKK,-0.69,720012113>0.3,-0.985
GRK,0.65,720012113>0.3,0.14583333333333331
MAPKAPK,0.62,720012113>0.3,0.2683333333333333
NDR,-0.6,720012113>0.3,-0.9366666666666666
MLCK,-0.58,720012113>0.3,-0.13166666666666663
NAK,0.52,720012113>0.3,-0.17166666666666666
STKR,0.52,720012113>0.3,0.11249999999999999
