Kinase,Z,method,AvgZ
ERK,-5.46,720012115>0.15,-4.105833333333333
DYRK,-4.6,720012115>0.15,-3.788333333333333
PKCA,-4.59,720012115>0.15,-1.9883333333333333
CDK,-4.47,720012115>0.15,-3.195
PLK,-4.12,720012115>0.15,-2.6508333333333334
P38,-3.95,720012115>0.15,-3.0383333333333336
PDK1,-3.84,720012115>0.15,-3.658333333333333
JNK,-3.73,720012115>0.15,-3.5225
PKG,3.48,720012115>0.15,3.2
PEK,-3.47,720012115>0.15,-2.6158333333333332
RAF,-3.21,720012115>0.15,-2.1
PKA,3.12,720012115>0.15,3.111666666666667
NMO,-2.6,720012115>0.15,-2.370833333333333
MST,-2.47,720012115>0.15,-1.9258333333333333
QIK,-2.41,720012115>0.15,-1.2875
CK1,-2.31,720012115>0.15,-0.9974999999999999
MLCK,-2.11,720012115>0.15,-0.48583333333333323
MTOR,-2.06,720012115>0.15,-1.8466666666666667
STE7,-2.06,720012115>0.15,-1.4516666666666667
PHK,-1.97,720012115>0.15,-1.2608333333333333
DAPK,-1.92,720012115>0.15,-1.1416666666666666
MARK,1.82,720012115>0.15,1.365
ATR,-1.74,720012115>0.15,-1.365
MELK,-1.69,720012115>0.15,-0.8533333333333333
PRKDC,-1.59,720012115>0.15,-0.8166666666666667
COT,1.53,720012115>0.15,0.20083333333333336
IRAK,-1.48,720012115>0.15,-0.4083333333333333
CAMK1,1.47,720012115>0.15,1.8933333333333333
PAKB,-1.4,720012115>0.15,-0.7125
RAD53,1.4,720012115>0.15,1.215
NAK,-1.39,720012115>0.15,-0.17666666666666672
PKN,-1.38,720012115>0.15,-0.8225
TTK,-1.35,720012115>0.15,-1.0658333333333334
TLK,-1.35,720012115>0.15,-1.0716666666666668
NUAK,-1.35,720012115>0.15,-1.0683333333333334
LKB,-1.34,720012115>0.15,-1.285
GSK,-1.31,720012115>0.15,-1.1525
NEK,-1.3,720012115>0.15,-0.4816666666666667
SGK,-1.3,720012115>0.15,-0.42916666666666664
MLK,-1.21,720012115>0.15,-0.8383333333333334
AMPK,1.21,720012115>0.15,1.0758333333333332
DMPK,-1.2,720012115>0.15,-0.7091666666666667
MSN,1.13,720012115>0.15,-0.11916666666666674
FRAY,-1.12,720012115>0.15,-1.3633333333333333
IKK,-1.11,720012115>0.15,-0.8725
MOS,1.08,720012115>0.15,1.0025
SLK,1.08,720012115>0.15,0.47
KHS,1.07,720012115>0.15,0.26
PASK,1.07,720012115>0.15,0.6816666666666666
STE11,-1.07,720012115>0.15,-0.7966666666666666
BRSK,1.03,720012115>0.15,0.3341666666666666
CAMKK,-0.98,720012115>0.15,-0.7408333333333333
TAO,-0.95,720012115>0.15,-0.41833333333333333
BUD32,-0.94,720012115>0.15,-0.7483333333333333
CLK,-0.93,720012115>0.15,-0.74
ATM,-0.93,720012115>0.15,-0.6191666666666666
NIK,-0.93,720012115>0.15,-0.7433333333333334
ULK,-0.93,720012115>0.15,-0.7483333333333333
WNK,-0.92,720012115>0.15,-0.7491666666666666
AKT,0.84,720012115>0.15,0.12500000000000008
PKCH,-0.8,720012115>0.15,-1.1291666666666667
AUR,-0.73,720012115>0.15,-0.20083333333333334
PDHK,-0.71,720012115>0.15,0.18083333333333343
RSK,0.69,720012115>0.15,1.0816666666666668
CK2,-0.57,720012115>0.15,0.3908333333333333
PKCD,0.56,720012115>0.15,0.9508333333333333
PKCI,0.54,720012115>0.15,0.9825
RIPK,0.49,720012115>0.15,0.83
BARK2,-0.48,720012115>0.15,-0.17083333333333334
GRK,-0.42,720012115>0.15,0.1208333333333333
PKD,-0.38,720012115>0.15,0.5591666666666667
NDR,-0.3,720012115>0.15,0.16416666666666666
VRK1,-0.3,720012115>0.15,-0.7075
STKR,-0.18,720012115>0.15,-0.0033333333333333444
PAKA,-0.16,720012115>0.15,0.7508333333333334
PIM,-0.09,720012115>0.15,0.38833333333333336
HAL,0.08,720012115>0.15,0.8341666666666666
CHK1,-0.04,720012115>0.15,0.34833333333333333
MAPKAPK,0.02,720012115>0.15,0.6341666666666667
CAMK2,-0,720012115>0.15,1.0433333333333334
ERK,-4.69,720012115>0.2,-4.105833333333333
DYRK,-4.01,720012115>0.2,-3.788333333333333
PKG,3.92,720012115>0.2,3.2
PKCA,-3.78,720012115>0.2,-1.9883333333333333
PLK,-3.77,720012115>0.2,-2.6508333333333334
PDK1,-3.55,720012115>0.2,-3.658333333333333
P38,-3.5,720012115>0.2,-3.0383333333333336
CDK,-3.43,720012115>0.2,-3.195
JNK,-3.26,720012115>0.2,-3.5225
RAF,-3.19,720012115>0.2,-2.1
PKA,3.09,720012115>0.2,3.111666666666667
PEK,-2.76,720012115>0.2,-2.6158333333333332
MTOR,-2.44,720012115>0.2,-1.8466666666666667
MST,-2.38,720012115>0.2,-1.9258333333333333
NMO,-2.26,720012115>0.2,-2.370833333333333
