Kinase,Z,method,AvgZ
DYRK,-4.3,720012220>0.15,-4.3341666666666665
CDK,-4.09,720012220>0.15,-3.82
JNK,-3.69,720012220>0.15,-4.1725
PEK,-3.41,720012220>0.15,-2.9908333333333332
PLK,-3.39,720012220>0.15,-2.6575
PDK1,-3.13,720012220>0.15,-4.216666666666667
ERK,-3.02,720012220>0.15,-4.145
PKA,2.93,720012220>0.15,3.75
MST,-2.83,720012220>0.15,-2.3975
NMO,-2.73,720012220>0.15,-2.235
PKG,2.67,720012220>0.15,3.2458333333333336
PKCA,-2.5,720012220>0.15,-1.4133333333333333
STE7,-2.42,720012220>0.15,-2.001666666666667
MTOR,-2.34,720012220>0.15,-1.9066666666666667
P38,-2.27,720012220>0.15,-3.2616666666666667
CK1,-2.25,720012220>0.15,-1.7291666666666667
VRK1,-2.18,720012220>0.15,-1.3816666666666666
GSK,-2.09,720012220>0.15,-1.6008333333333333
STKR,-1.92,720012220>0.15,-0.6591666666666667
PAKA,1.92,720012220>0.15,1.44
FRAY,-1.82,720012220>0.15,-1.8508333333333333
CAMK1,1.79,720012220>0.15,1.7733333333333332
RAF,-1.74,720012220>0.15,-2.2733333333333334
MARK,1.72,720012220>0.15,0.7783333333333333
LKB,-1.51,720012220>0.15,-1.2583333333333333
NAK,-1.45,720012220>0.15,-0.8308333333333333
TLK,-1.41,720012220>0.15,-1.0616666666666668
NUAK,-1.41,720012220>0.15,-1.0491666666666666
TTK,-1.41,720012220>0.15,-1.06
HAL,1.39,720012220>0.15,0.8183333333333334
CK2,-1.38,720012220>0.15,-0.16249999999999998
QIK,-1.29,720012220>0.15,-1.5333333333333334
PHK,-1.26,720012220>0.15,-0.865
STE11,-1.23,720012220>0.15,-1.1091666666666666
GRK,-1.12,720012220>0.15,-0.17250000000000004
BRSK,1.04,720012220>0.15,-0.06416666666666665
SLK,1.04,720012220>0.15,0.6541666666666667
TAO,1.03,720012220>0.15,-0.5683333333333334
PASK,1.02,720012220>0.15,1.0216666666666667
CLK,-1,720012220>0.15,-0.7333333333333334
WNK,-0.99,720012220>0.15,-0.75
NIK,-0.99,720012220>0.15,-0.74
MOS,-0.99,720012220>0.15,-0.7525
KHS,0.97,720012220>0.15,0.11833333333333335
CAMKK,-0.96,720012220>0.15,-0.7358333333333333
PKCI,0.96,720012220>0.15,0.8816666666666666
BUD32,-0.96,720012220>0.15,-0.735
ULK,-0.96,720012220>0.15,-0.7416666666666667
PKCH,-0.94,720012220>0.15,-0.6566666666666666
ATM,-0.92,720012220>0.15,-0.6041666666666666
RIPK,0.91,720012220>0.15,1.5966666666666667
IKK,-0.88,720012220>0.15,-0.2791666666666666
AUR,-0.87,720012220>0.15,-0.02333333333333338
CHK1,-0.81,720012220>0.15,-0.37
ATR,-0.78,720012220>0.15,-1.0508333333333333
BARK2,0.63,720012220>0.15,0.5499999999999999
PDHK,0.6,720012220>0.15,0.16499999999999998
SGK,0.56,720012220>0.15,-0.2016666666666667
NDR,0.53,720012220>0.15,0.79
DMPK,-0.51,720012220>0.15,0.09583333333333326
MLCK,0.51,720012220>0.15,-0.7608333333333334
PRKDC,-0.5,720012220>0.15,-0.8483333333333333
IRAK,-0.49,720012220>0.15,-0.5583333333333333
RSK,0.48,720012220>0.15,1.2241666666666666
MLK,-0.42,720012220>0.15,-0.18
COT,-0.41,720012220>0.15,0.12083333333333335
PKCD,0.4,720012220>0.15,1.2466666666666666
PKD,0.37,720012220>0.15,0.85
RAD53,0.35,720012220>0.15,0.6833333333333333
DAPK,-0.34,720012220>0.15,-0.44333333333333336
MELK,-0.3,720012220>0.15,-0.8466666666666667
AKT,-0.25,720012220>0.15,0.22333333333333336
PIM,-0.22,720012220>0.15,0.6166666666666667
CAMK2,-0.18,720012220>0.15,0.20083333333333334
NEK,-0.17,720012220>0.15,-0.4066666666666667
AMPK,0.11,720012220>0.15,0.47000000000000003
MSN,0.03,720012220>0.15,-0.3675
MAPKAPK,0.03,720012220>0.15,-0.005000000000000014
PAKB,0.02,720012220>0.15,-0.4541666666666667
PKN,0,720012220>0.15,-0.8133333333333334
JNK,-3.81,720012220>0.2,-4.1725
PDK1,-3.78,720012220>0.2,-4.216666666666667
PEK,-3.75,720012220>0.2,-2.9908333333333332
CDK,-3.72,720012220>0.2,-3.82
DYRK,-3.6,720012220>0.2,-4.3341666666666665
PKA,3.13,720012220>0.2,3.75
P38,-3.04,720012220>0.2,-3.2616666666666667
PKG,2.96,720012220>0.2,3.2458333333333336
ERK,-2.91,720012220>0.2,-4.145
PLK,-2.9,720012220>0.2,-2.6575
MST,-2.88,720012220>0.2,-2.3975
STE7,-2.83,720012220>0.2,-2.001666666666667
MTOR,-2.39,720012220>0.2,-1.9066666666666667
PKCA,-2.3,720012220>0.2,-1.4133333333333333
NMO,-2.23,720012220>0.2,-2.235
CK1,-2.2,720012220>0.2,-1.7291666666666667
STE11,-2.07,720012220>0.2,-1.1091666666666666
VRK1,-1.92,720012220>0.2,-1.3816666666666666
PAKA,1.73,720012220>0.2,1.44
GSK,-1.72,720012220>0.2,-1.6008333333333333
LKB,-1.67,720012220>0.2,-1.2583333333333333
HAL,1.67,720012220>0.2,0.8183333333333334
