Kinase Name,Kinase Uniprot ID,Kinase Group,Kinase Family,Mean Significance Score,Mean Specificity Score,Median Final score,Max Final score,Median Kinase Statistic,Mean Kinase Statistic,SD Kinase Statistic,Median Kinase Change,Mean peptide set size
PRKACA,P17612,AGC,PKA,0.9665762445130504,2.6989700043360187,3.6655462488490693,3.6655462488490693,0.7911426044633351,0.7772442632158931,0.04649039927897357,0.18218340684199721,52
PRKG1,Q13976,AGC,PKG,0.9665762445130504,2.6320744497440227,3.6655462488490693,3.6655462488490693,0.8612838122770142,0.8251468188590062,0.08073509409834478,0.21266418683346314,36
PRKG2,Q13237,AGC,PKG,0.9665762445130504,2.6989700043360187,3.6655462488490693,3.6655462488490693,0.9287318798106784,0.9185625677073352,0.049163672367306364,0.21069957433951672,32
RPS6KB2,Q9UBS0,AGC,RSK,0.9665762445130504,2.482916374097111,3.6655462488490693,3.6655462488490693,0.938269823706016,0.9679670519217498,0.19189866880506232,0.2221209306919387,23
STK38L,Q9Y2H1,AGC,NDR,0.9665762445130504,2.598626672448025,3.6655462488490693,3.6655462488490693,1.49577435699318,1.843787141169776,0.6027758238773662,0.24865770192577155,6
PRKX,P51817,AGC,PKA,0.9665762445130504,2.1903598043541046,3.364516253185088,3.6655462488490693,0.7222470647617967,0.7504010531477787,0.058536097335052197,0.17237963036270199,31
RPS6KA5,O75582,AGC-CAMK,RSK,0.9665762445130504,2.3986999447309603,3.364516253185088,3.6655462488490693,0.7002592547864193,0.6888694954707927,0.025807238437086596,0.16432555421814649,40
CHUK,O15111,OTHER,IKK,0.9665762445130504,1.9844513002807591,2.9665762445130506,3.364516253185088,1.672658776721496,1.671702628868197,0.0014342217799483417,0.3987607624505063,4
PRKACB,P22694,AGC,PKA,0.9665762445130504,1.7810982018654593,2.624153563690844,3.6655462488490693,0.7407796577315152,0.7215387195335476,0.0543461680787017,0.1696463790344942,25
CAMK4,Q16566,CAMK,CAMK1,0.9665762445130504,1.6934925121961864,2.5516028965422324,3.364516253185088,0.9725159629765676,1.028496037711207,0.091556444216109,0.22679663418622348,11
PRKCD,Q05655,AGC,PKC,0.9665762445130504,1.6576085571687487,2.519418213170831,3.063486257521107,0.7377804195965498,0.7767378562403151,0.07510163882836522,0.1566948614839559,20
CAMK2A,Q9UQM7,CAMK,CAMK2,0.9665762445130504,1.2819888572823337,2.3332252610710063,2.624153563690844,0.9896780932416512,1.0398888245130988,0.08686555344690912,0.2381174058090383,7
PRKCA,P17252,AGC,PKC,0.6769387852798859,1.3324178285641255,2.1504577479949836,2.2669633170664207,0.6441660343203143,0.6525479012621795,0.028559676822669633,0.15503923809463568,25
CAMK2D,Q13557,CAMK,CAMK2,0.8050086492984252,0.9685488156868591,2.085762652232259,2.519418213170831,0.8158974103904904,0.7672506004893151,0.1570619875868937,0.17014956606214737,8
AKT3,Q9Y243,AGC,AKT,0.9665762445130504,1.2114626284015813,2.063486257521107,2.711303739409744,0.864765689127117,0.9358572069806187,0.16742989630682176,0.2222261393149751,9
CAMK2G,Q13555,CAMK,CAMK2,0.7205579748549727,0.7867283622300076,1.9622761586320916,2.1092437480817816,0.7819739165523116,0.584374897238841,0.3845778353537461,0.163164566722736,8
PLK3,Q9H4B4,CAMK,PLK,0.9665762445130504,0.8876887097373259,1.8873949984654255,1.9412703792482802,1.139383202385192,1.0107290370031443,0.15270654433420816,0.3237615964447862,4
PRKCE,Q02156,AGC,PKC,0.7384438597401047,0.8615261156901668,1.859366274865182,2.160396270529163,0.6298339418559818,0.5505409484817447,0.16667427901909132,0.1280342176832725,18
CHEK2,O96017,CAMK,RAD53,0.7832406375667953,0.866802099590404,1.8460023133072005,2.1092437480817816,0.6330875535584263,0.6055677203249782,0.06655540865834352,0.13344216081073496,16
CDK15,Q96Q40,CMGC,CDK,0.8148672575085522,0.7966409356900032,1.8022233887286134,1.9173582218428686,0.8839436435298993,0.8194822013637851,0.09672643387994956,0.2719053736113134,5
PRKD1,Q15139,CAMK,PKD,0.9665762445130504,0.7884979831844301,1.7464681564729951,1.8022233887286134,0.7806816688931608,0.7806816688931608,0,0.18577561250910465,6
IKBKB,O14920,OTHER,IKK,0.7630482719142402,0.6679883998009194,1.6878226435602213,2.002788417167495,0.8748183325606149,0.7880838634732567,0.13877446942338773,0.21747630405188567,4
PIM1,P11309,CAMK,PIM,0.393618634889395,1.187881512916875,1.6154673845057514,1.6946486305533763,0.477174265321605,0.4814492413790241,0.012104687928870116,0.1049439194330105,57
PRKCB,P05771,AGC,PKC,0.7416573456524769,0.9322892902105417,1.6111885865264766,2.160396270529163,0.6085912074544605,0.6003925928426586,0.0683993490022482,0.1388613749253429,21
AKT1,P31749,AGC,AKT,0.6636244151876838,0.8816318302897217,1.5548318666724308,1.9829666607012197,0.5658606700649298,0.5583146227345609,0.061239264589304655,0.1348119313920594,25
PRKCH,P24723,AGC,PKC,0.8131282378803009,0.8053600488503454,1.5504907461728648,1.9579760727511328,0.6480760661628511,0.6339070576096383,0.03254632204837425,0.12088193787564998,12
PRKY,O43930,AGC,PKA,0.7467926355797719,0.9110293168728565,1.548397756667021,2.4614262661931443,0.644415347105152,0.8348651489868184,0.41086374215923827,0.12733025049522761,10
RPS6KA4,O75676,AGC-CAMK,RSK,0.8527945042596767,0.5372071610248124,1.5450845094519416,1.5973603871029076,0.7845343597865977,0.707727443893347,0.14221877307102265,0.258449202718281,4
PSKH1,P11801,CAMK,PSK,0.6819366650372385,0.8374916486080974,1.520578991097395,1.5747266953893702,0.9989987655387753,0.9989987655387753,0,0.25133859484097104,3
AKT2,P31751,AGC,AKT,0.7135632849789953,0.8905820396975712,1.4944159442007754,2.21838821750685,0.5506573480586262,0.5560734199092731,0.04615741578231711,0.12602170622458278,25
CDK10,Q15131,CMGC,CDK,0.7832406375667953,0.5494524582182737,1.4752145506787777,1.6699110542515192,0.7236972949305571,0.6255638656230438,0.12736074395026764,0.19833476954191234,5
PDPK1,O15530,AGC,PKB,0.6819366650372385,0.7892315261308719,1.4566273833113756,1.548397756667021,-0.9787994961828614,-0.9787994961828614,0,-0.16242927435648516,3
CDK18,Q07002,CMGC,CDK,0.9665762445130504,0.48945498979338786,1.456031234306438,1.456031234306438,-0.6811808195786572,-0.6811808195786572,NA,-0.09006004265812795,4
MAPK12,P53778,CMGC,MAPK,0.7118381473165928,0.8401931149620976,1.4099164467433778,2.1741845550147962,-0.6939419136239571,-0.7297096024771353,0.16014036421106348,-0.14494020120094842,10
PIM2,Q9P1W9,CAMK,PIM,0.5634570286335169,0.8455514985314803,1.3653212478213177,2.2048154103175763,0.4840204542769782,0.4829179689485888,0.05998774340384802,0.12117404442915901,35
CDK13,Q14004,CMGC,CDK,0.8964653782924994,0.44701348741878366,1.3574976262599705,1.4641491245286176,-0.6168222754828514,-0.5987239537763178,0.06960116509431477,-0.15824907832448853,4
MAPK7,Q13164,CMGC,MAPK,0.5925588712368023,0.7681224561706402,1.3240018180367845,1.6447400944726216,-0.629040048046184,-0.6452930975467689,0.0899775227847372,-0.11419000844107684,12
PRKACG,P22612,AGC,PKA,0.6819366650372385,0.5507686792215177,1.2347786336950193,1.3053597079807266,0.7357880201677106,0.7357880201677106,0,0.1959316901928251,3
CDK19,Q9BWU1,CMGC,CDK,0.6903698325741012,0.49679561077795936,1.1906827499556973,1.243211801231882,-0.5831132887055192,-0.5831132887055192,0,-0.19555029911190686,5
PRKCQ,Q04759,AGC,PKC,0.47595715589062915,0.6235278201090215,1.1867126430420554,1.3076114018486154,0.522353607410231,0.49778102189157825,0.03766952144216213,0.09489326516063099,19
MAPK3,P27361,CMGC,MAPK,0.4683359824275192,0.5629771011483778,1.1442144134211398,1.4167558712736832,-0.5459636066347132,-0.4841003021748973,0.12993575851620698,-0.14376864246098464,18
SGK2,Q9HBY8,AGC,SGK,0.48004641293895345,0.631098567823281,1.1389198346012261,2.0191788333556646,0.5154685126196971,0.4753698710204016,0.13381652279924341,0.13798018762065445,16
GSK3A,P49840,CMGC,GSK,0.5171264163912462,0.6141053516441776,1.1387323170071872,1.1826726652403154,-0.7198833357953888,-0.7188702558884068,0.0028654226884430095,-0.1893507895043851,4
MAPKAPK2,P49137,CAMK,MAPKAPK,0.4605494264857833,0.6529570092019202,1.1348723264430438,1.6789403707933195,0.47193526422577076,0.46195518603840796,0.056615845037809545,0.11975750682131707,28
MTOR,P42345,Atypical,PIKK,0.6736144605950591,0.44173698153556507,1.1232280945040727,1.6010882596221507,0.5015304072302443,0.4950053739141191,0.13318917337951278,0.11137279535217802,6
DYRK1A,Q13627,CMGC,DYRK,0.5199930570428494,0.5878719811851588,1.1078650382280082,1.1397818153312433,-0.750990579753218,-0.750990579753218,0,-0.1728903983420942,3
MAPK1,P28482,CMGC,MAPK,0.5171264163912462,0.5770606890062044,1.0988251250715009,1.3076114018486154,-0.524826860706532,-0.513405100569958,0.09753907093774755,-0.15172579866297342,15
CSNK2A1,P68400,CMGC,CK2,0.5114492834995558,0.5583005651555614,1.0849654379851466,1.1169976026733395,0.7473437108594762,0.7473437108594762,0,0.14735505680119468,3
PRKDC,P78527,Atypical,PIKK,0.6819366650372385,0.3861915285280419,1.069152808317503,1.1021530684204284,0.50777537537867945,0.50777537537867945,0,0.12801232173135046,4
DCLK2,Q8N568,CAMK,DCAMKL,0.5378255451612706,0.5507704416573801,1.064029465199059,1.2401207242547403,0.531591600938265,0.545136613716128,0.05627775685505219,0.12298591762059274,10
GRK2,P25098,AGC,GRK,0.5058454059815573,0.5314138443388321,1.0288110275346884,1.08096376935049,-0.710214288653261,-0.710214288653261,0,-0.20747399388031487,3
CDK9,P50750,CMGC,CDK,0.5171264163912462,0.5001285785440888,1.0257647225569735,1.0607603832622032,-0.5420207682393015,-0.5264064534691288,0.023421472155258832,-0.17037655393637596,8
CSNK1A1,P48729,CK1,CK1,0.4950645031348472,0.6062125984518721,1.0257278570179758,1.4618285769971835,0.5718810573895324,0.5696172861956208,0.07535836289872892,0.11521428615490782,9
CDK2,P24941,CMGC,CDK,0.5171264163912462,0.4948248404714412,1.0119764380713403,1.0487790859790889,-0.4590436730134663,-0.4648788532379451,0.010977992655548134,-0.10239807195857147,16
CAMK2B,Q13554,CAMK,CAMK2,0.5320664491819649,0.63253277417102,1.0019500105713908,1.7464681564729951,0.6325944730981099,0.693417831712092,0.127491880499102,0.19556956256619973,6
MAPKAPK3,Q16644,CAMK,MAPKAPK,0.3908788663422392,0.5579157236640233,0.926941839011164,1.587169997437674,0.43434686503670533,0.39739500142428313,0.10371294293667042,0.10402504928591885,33
PRKCG,P05129,AGC,PKC,0.36109649250151327,0.40681355340080705,0.8495505905391194,1.4599209111958271,0.45548060947606817,0.3529948308089045,0.2532232779206026,0.0971161051686492,13
MAPK10,P53779,CMGC,MAPK,0.42545418083534314,0.30648785249767907,0.848740499701246,0.8836579608116597,-0.3772350511016855,-0.3504088770972361,0.04840745633271441,-0.08588122593222221,23
MAPK8,P45983,CMGC,MAPK,0.45890195813134105,0.3247561281120044,0.848740499701246,0.8836579608116597,-0.3772350511016855,-0.3633642380080684,0.03517154487056283,-0.08588122593222221,24
MYLK2,Q9H1R3,CAMK,MLCK,0.3957739469155299,0.3893398369101201,0.78511378382565,0.78511378382565,-0.5596171321798663,-0.5596171321798663,NA,-0.12889686209031245,3
CDK5,Q00535,CMGC,CDK,0.393618634889395,0.36747736835447825,0.7662527782966624,0.7981224130638209,-0.39558343991808415,-0.39558343991808415,0,-0.12492526507575301,12
DCLK1,O15075,CAMK,DCAMKL,0.36592639612086564,0.38713363295899217,0.7528069375828732,0.9527407129663901,0.5498364129743148,0.5498364129743148,0.0892789900761146,0.14642287269551807,4
