Kinase,Peptide,LFC
BARK1,ACM1_444_456,0.13531452669626898
CDK,ACM1_444_456,0.13531452669626898
CK1,ACM1_444_456,0.13531452669626898
DAPK,ACM1_444_456,0.13531452669626898
DMPK,ACM1_444_456,0.13531452669626898
DYRK,ACM1_444_456,0.13531452669626898
ERK,ACM1_444_456,0.13531452669626898
GSK,ACM1_444_456,0.13531452669626898
IRAK,ACM1_444_456,0.13531452669626898
JNK,ACM1_444_456,0.13531452669626898
MLCK,ACM1_444_456,0.13531452669626898
P38,ACM1_444_456,0.13531452669626898
PDK1,ACM1_444_456,0.13531452669626898
PEK,ACM1_444_456,0.13531452669626898
PHK,ACM1_444_456,0.13531452669626898
PIM,ACM1_444_456,0.13531452669626898
PKCA,ACM1_444_456,0.13531452669626898
RSK,ACM1_444_456,0.13531452669626898
VRK2,ACM1_444_456,0.13531452669626898
BARK1,ACM4_456_468,-0.14476439157547788
FRAY,ACM4_456_468,-0.14476439157547788
MELK,ACM4_456_468,-0.14476439157547788
PDHK,ACM4_456_468,-0.14476439157547788
PDK1,ACM4_456_468,-0.14476439157547788
PIM,ACM4_456_468,-0.14476439157547788
PKCA,ACM4_456_468,-0.14476439157547788
PKCH,ACM4_456_468,-0.14476439157547788
VRK2,ACM4_456_468,-0.14476439157547788
BARK1,ADDB_696_708,0.14195543243459596
CDK,ADDB_696_708,0.14195543243459596
CK1,ADDB_696_708,0.14195543243459596
DMPK,ADDB_696_708,0.14195543243459596
DYRK,ADDB_696_708,0.14195543243459596
ERK,ADDB_696_708,0.14195543243459596
GSK,ADDB_696_708,0.14195543243459596
IKK,ADDB_696_708,0.14195543243459596
JNK,ADDB_696_708,0.14195543243459596
MELK,ADDB_696_708,0.14195543243459596
MST,ADDB_696_708,0.14195543243459596
NEK,ADDB_696_708,0.14195543243459596
P38,ADDB_696_708,0.14195543243459596
PDK1,ADDB_696_708,0.14195543243459596
PEK,ADDB_696_708,0.14195543243459596
PKCA,ADDB_696_708,0.14195543243459596
PKCH,ADDB_696_708,0.14195543243459596
PLK,ADDB_696_708,0.14195543243459596
QIK,ADDB_696_708,0.14195543243459596
RIPK,ADDB_696_708,0.14195543243459596
STE7,ADDB_696_708,0.14195543243459596
VRK1,ADDB_696_708,0.14195543243459596
VRK2,ADDB_696_708,0.14195543243459596
BARK1,ADDB_706_718,-0.13211695971831036
CDK,ADDB_706_718,-0.13211695971831036
CHK1,ADDB_706_718,-0.13211695971831036
DMPK,ADDB_706_718,-0.13211695971831036
DYRK,ADDB_706_718,-0.13211695971831036
ERK,ADDB_706_718,-0.13211695971831036
JNK,ADDB_706_718,-0.13211695971831036
MAPKAPK,ADDB_706_718,-0.13211695971831036
MST,ADDB_706_718,-0.13211695971831036
NEK,ADDB_706_718,-0.13211695971831036
P38,ADDB_706_718,-0.13211695971831036
PAKA,ADDB_706_718,-0.13211695971831036
PDHK,ADDB_706_718,-0.13211695971831036
PDK1,ADDB_706_718,-0.13211695971831036
PEK,ADDB_706_718,-0.13211695971831036
PHK,ADDB_706_718,-0.13211695971831036
PIM,ADDB_706_718,-0.13211695971831036
PKCA,ADDB_706_718,-0.13211695971831036
PLK,ADDB_706_718,-0.13211695971831036
RAD53,ADDB_706_718,-0.13211695971831036
RSK,ADDB_706_718,-0.13211695971831036
VRK2,ADDB_706_718,-0.13211695971831036
AKT,ADRB2_338_350,0.5502773877938516
BARK1,ADRB2_338_350,0.5502773877938516
CAMK1,ADRB2_338_350,0.5502773877938516
CDK,ADRB2_338_350,0.5502773877938516
CHK1,ADRB2_338_350,0.5502773877938516
DMPK,ADRB2_338_350,0.5502773877938516
GRK,ADRB2_338_350,0.5502773877938516
PAKA,ADRB2_338_350,0.5502773877938516
PKA,ADRB2_338_350,0.5502773877938516
PKCA,ADRB2_338_350,0.5502773877938516
PKCI,ADRB2_338_350,0.5502773877938516
PKG,ADRB2_338_350,0.5502773877938516
RAD53,ADRB2_338_350,0.5502773877938516
RSK,ADRB2_338_350,0.5502773877938516
VRK2,ADRB2_338_350,0.5502773877938516
AKT,ANDR_785_797,0.08504217153026072
ATR,ANDR_785_797,0.08504217153026072
BARK1,ANDR_785_797,0.08504217153026072
DMPK,ANDR_785_797,0.08504217153026072
PHK,ANDR_785_797,0.08504217153026072
PIM,ANDR_785_797,0.08504217153026072
PKA,ANDR_785_797,0.08504217153026072
PKD,ANDR_785_797,0.08504217153026072
RAF,ANDR_785_797,0.08504217153026072
RSK,ANDR_785_797,0.08504217153026072
VRK2,ANDR_785_797,0.08504217153026072
AKT,ANXA1_209_221,0.08980976478583683
BARK1,ANXA1_209_221,0.08980976478583683
DMPK,ANXA1_209_221,0.08980976478583683
PHK,ANXA1_209_221,0.08980976478583683
PKA,ANXA1_209_221,0.08980976478583683
PKCA,ANXA1_209_221,0.08980976478583683
PKG,ANXA1_209_221,0.08980976478583683
RSK,ANXA1_209_221,0.08980976478583683
VRK2,ANXA1_209_221,0.08980976478583683
AMPK,BAD_112_124,0.26441433902424577
BARK1,BAD_112_124,0.26441433902424577
CK1,BAD_112_124,0.26441433902424577
DMPK,BAD_112_124,0.26441433902424577
FRAY,BAD_112_124,0.26441433902424577
IRAK,BAD_112_124,0.26441433902424577
NEK,BAD_112_124,0.26441433902424577
