Kinase Name,Kinase Uniprot ID,Kinase Group,Kinase Family,Mean Significance Score,Mean Specificity Score,Median Final score,Max Final score,Median Kinase Statistic,Mean Kinase Statistic,SD Kinase Statistic,Median Kinase Change,Mean peptide set size
PRKACA,P17612,AGC,PKA,0.9665762445130504,2.565178895152027,3.6655462488490693,3.6655462488490693,1.6031755576748197,1.5959054434354492,0.0351248301697422,0.3949742416015043,53
PRKX,P51817,AGC,PKA,0.9665762445130504,2.109643482972557,3.364516253185088,3.6655462488490693,1.7841268235784502,1.781429967752994,0.07950135298056399,0.4167485442370752,31
RPS6KB2,Q9UBS0,AGC,RSK,0.9665762445130504,2.147090999520946,3.063486257521107,3.6655462488490693,1.9854870012132357,2.1173794417110923,0.4928536066176026,0.44954984547282756,23
PRKG1,Q13976,AGC,PKG,0.9665762445130504,1.9285083465833475,2.8873949984654255,3.6655462488490693,1.6766390835516465,1.672927813673232,0.08288326964459224,0.42063295679385515,37
PRKG2,Q13237,AGC,PKG,0.9665762445130504,2.0065980891445543,2.8873949984654255,3.6655462488490693,1.7121695523083702,1.7379290272376264,0.11042820573941055,0.4119486297666148,33
AKT3,Q9Y243,AGC,AKT,0.9665762445130504,1.722258765657383,2.8204482088348124,3.063486257521107,2.318114837070797,2.4871836695070932,0.48127805892691994,0.47713926757349423,9
RPS6KA5,O75582,AGC-CAMK,RSK,0.9665762445130504,1.9580041173450258,2.7624562618571256,3.6655462488490693,1.615473015427283,1.6148224103409297,0.03172351382826894,0.36131795314988535,41
PRKDC,P78527,Atypical,PIKK,0.9665762445130504,1.6020361487060386,2.5516028965422324,2.8204482088348124,3.129880680700108,3.129880680700108,0,0.4901981056158815,4
ATR,Q13535,Atypical,PIKK,0.9665762445130504,1.355446402421234,2.3231235680268627,2.519418213170831,2.3713120193824353,2.367940975895786,0.010113130459948065,0.4946291584197841,7
AURKB,Q96GD4,CAMK,AUR,0.8666985049304272,1.0684249432535906,2.3038184128314763,2.34332695411515,2.78173075981846,2.308121269640352,0.9397896971785211,0.38670511187804535,4
PIM1,P11309,CAMK,PIM,0.9665762445130504,1.0111052765373327,2.0744816418225698,2.234182484690082,1.4055318709212405,1.394388533234146,0.044505800363933166,0.3738493295650522,57
CHUK,O15111,OTHER,IKK,0.9665762445130504,1.0650236387702428,2.0320777932694827,2.1214782044987937,2.370742972167244,2.4644371016331648,0.140541194198881,0.63870902501234,4
PRKCA,P17252,AGC,PKC,0.9665762445130504,0.9538235797491978,2.002788417167495,2.519418213170831,1.6049122025088371,1.5456380955468911,0.11165996277300229,0.3875999783666174,25
RPS6KC1,Q96S38,OTHER,RSKL,0.9665762445130504,0.8272503120373852,1.7850712731436205,1.859366274865182,2.0694479956299046,2.0694479956299046,0,0.3620846744165771,3
PRKD1,Q15139,CAMK,PKD,0.9665762445130504,0.8306475762874467,1.784732656568278,1.8394714461482427,1.886783361840167,1.886783361840167,0,0.3607447554714107,6
IKBKB,O14920,OTHER,IKK,0.8400697647460229,0.5781030080304125,1.7679191575586277,1.8394714461482427,1.8874425392136949,1.496774303966914,0.5708648349036075,0.4626917493700957,4
STK38L,Q9Y2H1,AGC,NDR,0.9665762445130504,0.6500160065927547,1.7464681564729951,1.8460023133072005,1.7754536319702579,1.5234974286836738,0.4364009453745162,0.4036550493386641,6
PRKCB,P05771,AGC,PKC,0.9665762445130504,0.650126127288673,1.7161562422041565,1.7464681564729951,1.5353223673061085,1.4600542290513172,0.09941208342143885,0.36203923720866005,21
CAMK2A,Q9UQM7,CAMK,CAMK2,0.9665762445130504,0.7175339324005242,1.7027870697603542,1.8204482088348124,1.7100710291188639,1.70988425824413,0.23426146103665194,0.43366670815058894,8
CSNK2A1,P68400,CMGC,CK2,0.9665762445130504,0.7451598841589944,1.6924183952493705,1.9173582218428686,1.7442419572427033,1.8047209656644592,0.18143702526526762,0.2006210743785568,4
PIM2,Q9P1W9,CAMK,PIM,0.9665762445130504,0.9343968289413281,1.6321224933621195,3.6655462488490693,1.4153059961072365,1.4321891825152517,0.1000807541038474,0.3636651412013276,35
PRKY,O43930,AGC,PKA,0.8730950895523157,0.7164139903874104,1.6163282261788874,2.435097327470795,1.6858111048915363,1.5442586499061879,0.25594373836306983,0.42032977397582727,10
CAMK2B,Q13554,CAMK,CAMK2,0.9349496245712935,0.619196266571201,1.582760878532619,1.894694237206925,1.5144263926510342,1.5716517178917981,0.2774191634082397,0.4030897063995888,6
AKT2,P31751,AGC,AKT,0.9665762445130504,0.7054282395657548,1.579186418174321,2.624153563690844,1.4300241944476566,1.4287445474169331,0.11549579779470669,0.34549147963064314,26
CDK15,Q96Q40,CMGC,CDK,0.9665762445130504,0.5802985518521256,1.5617425278931123,1.6281197509084455,1.6041081916367648,1.561874301399162,0.08945462973947346,0.4924931826485935,5
PRKACB,P22694,AGC,PKA,0.9665762445130504,0.985878500968461,1.55495653854982,3.1884249941294067,1.4085177563006854,1.4333549104485424,0.22779479988115695,0.43139348784916787,25
DCLK1,O15075,CAMK,DCAMKL,0.9665762445130504,0.5724523741783052,1.5460968527351489,1.665546248849069,1.5688069437931442,1.5688069437931442,0.22884651312406729,0.45368694051414266,4
CAMK4,Q16566,CAMK,CAMK1,0.9665762445130504,0.5373370728321514,1.4865693015558996,1.6569460770871516,1.408153797555327,1.4355677815322252,0.0822496816676558,0.35468272358403585,11
RPS6KA4,O75676,AGC-CAMK,RSK,0.9665762445130504,0.4308818629685172,1.44413396925525,1.4668891618946467,1.3492857999221421,1.2767155498172829,0.13437399238519956,0.6042991055791749,4
CSNK1A1,P48729,CK1,CK1,0.9354158595261388,0.4791925144303172,1.4428297777014858,1.6281197509084455,1.3522476748392236,1.38865755084232,0.18661785726146665,0.39284193333110995,9
ROCK1,Q13464,AGC,DMPK,0.9665762445130504,0.5870982035764692,1.4376595442353957,1.8330373361428327,1.3547097912777162,1.5769163630195586,0.3186152634076268,0.30902446139355555,5
PSKH1,P11801,CAMK,PSK,0.9665762445130504,0.44082949609383554,1.418803281761091,1.4275001457202738,1.295893458952644,1.295893458952644,0,0.4756298214550734,3
CAMK2D,Q13557,CAMK,CAMK2,0.9665762445130504,0.42229626849236734,1.4175729824872625,1.4724216504946077,1.3416615281607542,1.3310465815177512,0.08470826191654095,0.3490250253739031,9
IKBKE,Q14164,OTHER,IKK,0.8730950895523157,0.3651510990752942,1.3623501914285803,1.4808548180314705,1.2270340816259027,1.208873087027058,0.12302676336203511,0.3848789875843743,7
PRKAA1,Q13131,CAMK,CAMKL,0.9665762445130504,0.40628541181505595,1.3601948794024454,1.4480623046351628,1.256039018470061,1.2756351442767515,0.06114704305997607,0.38174697588130585,7
CAMK2G,Q13555,CAMK,CAMK2,0.7048554737749073,0.26857366491483736,1.3495759033921515,1.4376595442353957,1.3178434800398309,0.9399892592487208,0.5195179303433446,0.35708148809407075,8
PLK3,Q9H4B4,CAMK,PLK,0.8419347045654042,0.3783727865985042,1.3310924976981382,1.697063300295134,1.228967304919468,1.235967255800939,0.2399665175910831,0.32813921122402867,5
RPS6KA3,P51812,AGC-CAMK,RSK,0.9665762445130504,0.40645053048403307,1.3038184128314763,1.984305011473482,1.1918777349728429,1.2104914158580535,0.20680524636107353,0.38789095287238806,21
PRKCH,P24723,AGC,PKC,0.9042554745392273,0.2551265646927576,1.271094568022853,1.3474829138863076,1.199485133605655,1.0861317449163252,0.2393115472361259,0.33361061714392337,12
CDK10,Q15131,CMGC,CDK,0.9354158595261388,0.31367306566074205,1.2590060684151139,1.3580502109358563,1.157587542717246,1.1432150593994077,0.04781941940878347,0.2760956313031168,6
PRKCD,Q05655,AGC,PKC,0.9665762445130504,0.32236955618968044,1.2573062835372195,1.4225082001627747,1.2105249353448553,1.232036926056302,0.05117799420060654,0.39065919329229226,20
AKT1,P31749,AGC,AKT,0.9665762445130504,0.3434307799664442,1.2556131255177747,1.5936642415429438,1.216663718796573,1.2542806826314583,0.10342651397300379,0.33140447821390745,25
CHEK2,O96017,CAMK,RAD53,0.9665762445130504,0.26271377322767825,1.239034987484494,1.2676062401770316,1.1719651252102719,1.1582983858091294,0.05537273833072528,0.3144240145058233,17
MAPK11,Q15759,CMGC,MAPK,0.9665762445130504,0.23306023551813346,1.2082424649635288,1.353792387793315,0.9873097146780005,0.9706261084472354,0.12109547655530549,0.37026193431489374,6
PRKACG,P22612,AGC,PKA,0.9665762445130504,0.23716644630884964,1.207664352115077,1.229383601808313,0.8831189250223085,0.8831189250223085,0,0.41806828856016437,3
AURKA,O14965,CAMK,AUR,0.9665762445130504,0.2340034086201253,1.203148250950113,1.213759813324779,0.9752250891554693,0.9752250891554693,0,0.28837762868213235,5
CDKL2,Q92772,CMGC,CDKL,0.8897877714244682,0.21125982499500412,1.1878033959043974,1.2107013888405591,0.8586870481398877,0.8416038943001756,0.04184501010476197,0.343071114858535,3
PRKCE,Q02156,AGC,PKC,0.9042554745392273,0.15934875072486887,1.1826726652403154,1.200163397400651,1.1267781743510732,1.0086915062531003,0.19770543866424345,0.34779598685771507,18
MAPKAPK3,Q16644,CAMK,MAPKAPK,0.9665762445130504,0.18989467546936878,1.1812464095022834,1.294478386577333,1.1932640878327734,1.113378920830516,0.15747939331680902,0.31198901630931547,35
MAP3K8,P41279,STE,STE-Unique,0.9665762445130504,0.20009594407365344,1.159041216444197,1.207664352115077,0.8635258073841073,0.8635258073841073,0,0.26642219630041164,4
PDPK1,O15530,AGC,PKB,0.9665762445130504,0.18733974382099025,1.14967240513739,1.1898750605246395,0.7797945742461788,0.7797945742461788,0,0.2745984820435794,3
SGK2,Q9HBY8,AGC,SGK,0.9033230046295366,0.19769973715836212,1.134067331806814,1.1884249941294067,1.0992404901945978,1.0654328365271477,0.07750444253962945,0.3995672113653853,16
RPS6KB1,P23443,AGC,RSK,0.9665762445130504,0.1537358097089107,1.1092437480817818,1.201653259863162,1.0243730502811388,1.0345540279303904,0.06641757409969813,0.33989237872813155,19
