Kinase,Z,method,AvgZ
SLK,0.94,720012115>0.15,-0.16666666666666663
PASK,0.94,720012115>0.15,1.2475
MSN,0.94,720012115>0.15,0.3899999999999999
IRAK,0.87,720012115>0.15,-0.2725
GRK,-0.79,720012115>0.15,0.45833333333333326
MELK,-0.75,720012115>0.15,-0.3683333333333333
CAMK2,0.61,720012115>0.15,0.7225
PDHK,-0.57,720012115>0.15,0.3358333333333333
NDR,-0.57,720012115>0.15,0.01333333333333335
STKR,-0.55,720012115>0.15,-0.06833333333333336
PKCD,-0.53,720012115>0.15,1.2083333333333333
GSK,-0.46,720012115>0.15,-0.9616666666666667
AKT,-0.38,720012115>0.15,-0.04333333333333331
COT,0.36,720012115>0.15,-0.09000000000000002
PKCH,0.33,720012115>0.15,-0.9558333333333333
RIPK,-0.31,720012115>0.15,1.1691666666666667
STE11,-0.18,720012115>0.15,-0.7233333333333333
CK2,-0.17,720012115>0.15,0.21166666666666664
PKD,0.16,720012115>0.15,0.8883333333333333
AMPK,0.16,720012115>0.15,1.305
AUR,0.14,720012115>0.15,0.18666666666666668
RSK,0.14,720012115>0.15,0.905
PKCI,0.13,720012115>0.15,1.0533333333333335
CHK1,0.12,720012115>0.15,0.2441666666666667
PAKA,-0.12,720012115>0.15,0.8458333333333334
MARK,-0.12,720012115>0.15,0.46166666666666667
PKN,-0.09,720012115>0.15,-0.7191666666666666
MAPKAPK,0.08,720012115>0.15,0.3733333333333333
HAL,-0.06,720012115>0.15,0.8033333333333333
NEK,-0.02,720012115>0.15,-0.32416666666666666
JNK,-3.67,720012115>0.2,-3.9183333333333334
PEK,-3.64,720012115>0.2,-3.3825
PDK1,-3.5,720012115>0.2,-3.8658333333333332
CDK,-3.43,720012115>0.2,-3.8791666666666664
PKG,3.32,720012115>0.2,3.1791666666666667
PKCA,-3.04,720012115>0.2,-2.8325
P38,-3.02,720012115>0.2,-3.43
DYRK,-2.92,720012115>0.2,-4.251666666666667
ERK,-2.85,720012115>0.2,-4.4191666666666665
QIK,-2.64,720012115>0.2,-1.6875
PLK,-2.5,720012115>0.2,-2.5033333333333334
RAF,-2.49,720012115>0.2,-1.8766666666666667
NMO,-2.39,720012115>0.2,-2.4458333333333333
MST,-2.18,720012115>0.2,-2.1366666666666667
PHK,-2.18,720012115>0.2,-1.75
CK1,-2.15,720012115>0.2,-1.3091666666666666
MTOR,-2.11,720012115>0.2,-1.8033333333333332
PKA,2.07,720012115>0.2,3.3466666666666667
MLCK,-1.94,720012115>0.2,-0.3350000000000001
DAPK,-1.94,720012115>0.2,-0.8791666666666667
CAMK1,1.87,720012115>0.2,2.524166666666667
SGK,-1.81,720012115>0.2,0.08583333333333334
BARK2,-1.5,720012115>0.2,-0.3383333333333333
MLK,-1.46,720012115>0.2,-0.30499999999999994
MELK,-1.36,720012115>0.2,-0.3683333333333333
PRKDC,-1.31,720012115>0.2,-1.2916666666666667
FRAY,-1.3,720012115>0.2,-1.3825
PKN,-1.29,720012115>0.2,-0.7191666666666666
PAKB,-1.26,720012115>0.2,-0.8191666666666666
NUAK,-1.25,720012115>0.2,-1.1841666666666666
TLK,-1.21,720012115>0.2,-1.1916666666666667
NAK,-1.21,720012115>0.2,-0.20500000000000002
PASK,1.2,720012115>0.2,1.2475
TTK,-1.19,720012115>0.2,-1.1891666666666667
STE7,-1.12,720012115>0.2,-1.5908333333333333
PIM,1.1,720012115>0.2,0.5358333333333333
VRK1,-1.06,720012115>0.2,-1.035
GSK,-0.97,720012115>0.2,-0.9616666666666667
ATR,-0.91,720012115>0.2,-1.3758333333333332
KHS,-0.9,720012115>0.2,-0.14499999999999993
NIK,-0.89,720012115>0.2,-0.8383333333333334
CLK,-0.89,720012115>0.2,-0.8383333333333334
CAMK2,0.89,720012115>0.2,0.7225
BUD32,-0.88,720012115>0.2,-0.8275
WNK,-0.88,720012115>0.2,-0.8391666666666666
MOS,-0.86,720012115>0.2,-0.49583333333333335
BRSK,-0.86,720012115>0.2,0.043333333333333356
TAO,-0.86,720012115>0.2,0.17583333333333337
ULK,-0.86,720012115>0.2,-0.8241666666666666
SLK,-0.86,720012115>0.2,-0.16666666666666663
CAMKK,-0.85,720012115>0.2,-0.8233333333333334
PDHK,0.78,720012115>0.2,0.3358333333333333
AUR,0.76,720012115>0.2,0.18666666666666668
ATM,-0.74,720012115>0.2,-0.6116666666666667
MSN,-0.74,720012115>0.2,0.3899999999999999
IKK,-0.73,720012115>0.2,-0.67
RAD53,0.73,720012115>0.2,1.1975
RSK,0.72,720012115>0.2,0.905
AMPK,0.72,720012115>0.2,1.305
GRK,-0.7,720012115>0.2,0.45833333333333326
PAKA,0.66,720012115>0.2,0.8458333333333334
DMPK,-0.58,720012115>0.2,-0.6308333333333334
PKCH,0.57,720012115>0.2,-0.9558333333333333
IRAK,0.56,720012115>0.2,-0.2725
PKD,0.52,720012115>0.2,0.8883333333333333
AKT,-0.51,720012115>0.2,-0.04333333333333331
LKB,-0.51,720012115>0.2,-1.3241666666666667
MARK,-0.47,720012115>0.2,0.46166666666666667
CK2,0.43,720012115>0.2,0.21166666666666664
RIPK,0.21,720012115>0.2,1.1691666666666667
STE11,-0.21,720012115>0.2,-0.7233333333333333
CHK1,0.18,720012115>0.2,0.2441666666666667
PKCD,0.18,720012115>0.2,1.2083333333333333
PKCI,0.16,720012115>0.2,1.0533333333333335
HAL,0.15,720012115>0.2,0.8033333333333333
NDR,-0.1,720012115>0.2,0.01333333333333335
COT,-0.09,720012115>0.2,-0.09000000000000002
MAPKAPK,-0.09,720012115>0.2,0.3733333333333333
NEK,-0.06,720012115>0.2,-0.32416666666666666
STKR,-0.04,720012115>0.2,-0.06833333333333336
JNK,-4.35,720012115>0.3,-3.9183333333333334
PKG,4.27,720012115>0.3,3.1791666666666667
DYRK,-3.93,720012115>0.3,-4.251666666666667
PKA,3.75,720012115>0.3,3.3466666666666667
ERK,-3.74,720012115>0.3,-4.4191666666666665
CDK,-3.57,720012115>0.3,-3.8791666666666664
P38,-3.41,720012115>0.3,-3.43
PDK1,-3.4,720012115>0.3,-3.8658333333333332
MST,-2.88,720012115>0.3,-2.1366666666666667
PEK,-2.6,720012115>0.3,-3.3825
MTOR,-2.5,720012115>0.3,-1.8033333333333332
PKCA,-2.31,720012115>0.3,-2.8325
PLK,-1.91,720012115>0.3,-2.5033333333333334
QIK,-1.84,720012115>0.3,-1.6875
CK1,-1.77,720012115>0.3,-1.3091666666666666
RAF,-1.77,720012115>0.3,-1.8766666666666667
NMO,-1.75,720012115>0.3,-2.4458333333333333
CAMK1,1.62,720012115>0.3,2.524166666666667
MLCK,-1.61,720012115>0.3,-0.3350000000000001
VRK1,-1.6,720012115>0.3,-1.035
AMPK,1.53,720012115>0.3,1.305
GSK,-1.42,720012115>0.3,-0.9616666666666667
PASK,1.42,720012115>0.3,1.2475
PHK,-1.41,720012115>0.3,-1.75
MELK,-1.38,720012115>0.3,-0.3683333333333333
RSK,1.36,720012115>0.3,0.905
PAKA,1.35,720012115>0.3,0.8458333333333334
PDHK,1.35,720012115>0.3,0.3358333333333333
PKCH,-1.2,720012115>0.3,-0.9558333333333333
PRKDC,-1.19,720012115>0.3,-1.2916666666666667
BARK2,-1.18,720012115>0.3,-0.3383333333333333
SGK,-1.14,720012115>0.3,0.08583333333333334
PKD,1.12,720012115>0.3,0.8883333333333333
LKB,-1.08,720012115>0.3,-1.3241666666666667
PKCD,1.07,720012115>0.3,1.2083333333333333
TTK,-1.04,720012115>0.3,-1.1891666666666667
NAK,-1.02,720012115>0.3,-0.20500000000000002
STE7,-1.02,720012115>0.3,-1.5908333333333333
NUAK,-0.99,720012115>0.3,-1.1841666666666666
PKN,-0.97,720012115>0.3,-0.7191666666666666
TLK,-0.97,720012115>0.3,-1.1916666666666667
PAKB,-0.96,720012115>0.3,-0.8191666666666666
NEK,-0.93,720012115>0.3,-0.32416666666666666
PKCI,0.9,720012115>0.3,1.0533333333333335
RAD53,0.89,720012115>0.3,1.1975
STE11,-0.88,720012115>0.3,-0.7233333333333333
IRAK,0.87,720012115>0.3,-0.2725
DAPK,-0.84,720012115>0.3,-0.8791666666666667
CHK1,-0.82,720012115>0.3,0.2441666666666667
ATR,-0.78,720012115>0.3,-1.3758333333333332
FRAY,-0.76,720012115>0.3,-1.3825
CLK,-0.72,720012115>0.3,-0.8383333333333334
NIK,-0.71,720012115>0.3,-0.8383333333333334
WNK,-0.7,720012115>0.3,-0.8391666666666666
BUD32,-0.7,720012115>0.3,-0.8275
CAMKK,-0.7,720012115>0.3,-0.8233333333333334
IKK,-0.7,720012115>0.3,-0.67
TAO,-0.7,720012115>0.3,0.17583333333333337
KHS,-0.69,720012115>0.3,-0.14499999999999993
SLK,-0.69,720012115>0.3,-0.16666666666666663
BRSK,-0.69,720012115>0.3,0.043333333333333356
ULK,-0.69,720012115>0.3,-0.8241666666666666
MOS,-0.66,720012115>0.3,-0.49583333333333335
PIM,0.66,720012115>0.3,0.5358333333333333
RIPK,0.65,720012115>0.3,1.1691666666666667
HAL,0.55,720012115>0.3,0.8033333333333333
MLK,-0.51,720012115>0.3,-0.30499999999999994
AUR,-0.39,720012115>0.3,0.18666666666666668
NDR,0.38,720012115>0.3,0.01333333333333335
COT,0.38,720012115>0.3,-0.09000000000000002
MAPKAPK,-0.36,720012115>0.3,0.3733333333333333
AKT,0.35,720012115>0.3,-0.04333333333333331
MSN,-0.34,720012115>0.3,0.3899999999999999
ATM,-0.31,720012115>0.3,-0.6116666666666667
CK2,0.3,720012115>0.3,0.21166666666666664
DMPK,-0.24,720012115>0.3,-0.6308333333333334
STKR,-0.24,720012115>0.3,-0.06833333333333336
CAMK2,0.24,720012115>0.3,0.7225
MARK,0.03,720012115>0.3,0.46166666666666667
GRK,0.03,720012115>0.3,0.45833333333333326
PKG,4.41,720012115>0.4,3.1791666666666667
JNK,-3.92,720012115>0.4,-3.9183333333333334
PKA,3.75,720012115>0.4,3.3466666666666667
DYRK,-3.38,720012115>0.4,-4.251666666666667
ERK,-3.37,720012115>0.4,-4.4191666666666665
PDK1,-3.07,720012115>0.4,-3.8658333333333332
P38,-2.73,720012115>0.4,-3.43
CAMK1,2.3,720012115>0.4,2.524166666666667
MST,-2.27,720012115>0.4,-2.1366666666666667
CDK,-2.09,720012115>0.4,-3.8791666666666664
PDHK,1.95,720012115>0.4,0.3358333333333333
MTOR,-1.9,720012115>0.4,-1.8033333333333332
RAD53,1.88,720012115>0.4,1.1975
PAKA,1.77,720012115>0.4,0.8458333333333334
RAF,-1.77,720012115>0.4,-1.8766666666666667
AMPK,1.74,720012115>0.4,1.305
RSK,1.72,720012115>0.4,0.905
ATR,-1.68,720012115>0.4,-1.3758333333333332
PASK,1.63,720012115>0.4,1.2475
PKCD,1.53,720012115>0.4,1.2083333333333333
MLCK,-1.42,720012115>0.4,-0.3350000000000001
PKCI,1.4,720012115>0.4,1.0533333333333335
PKD,1.38,720012115>0.4,0.8883333333333333
PKCH,-1.38,720012115>0.4,-0.9558333333333333
NMO,-1.36,720012115>0.4,-2.4458333333333333
IRAK,1.36,720012115>0.4,-0.2725
VRK1,-1.36,720012115>0.4,-1.035
PLK,-1.35,720012115>0.4,-2.5033333333333334
PHK,-1.24,720012115>0.4,-1.75
RIPK,1.23,720012115>0.4,1.1691666666666667
MELK,-1.22,720012115>0.4,-0.3683333333333333
BARK2,-1.06,720012115>0.4,-0.3383333333333333
GSK,-0.9,720012115>0.4,-0.9616666666666667
PKN,-0.9,720012115>0.4,-0.7191666666666666
TTK,-0.88,720012115>0.4,-1.1891666666666667
CAMK2,0.88,720012115>0.4,0.7225
CK1,-0.87,720012115>0.4,-1.3091666666666666
NAK,-0.84,720012115>0.4,-0.20500000000000002
TLK,-0.84,720012115>0.4,-1.1916666666666667
NUAK,-0.84,720012115>0.4,-1.1841666666666666
PEK,-0.84,720012115>0.4,-3.3825
PAKB,-0.83,720012115>0.4,-0.8191666666666666
PRKDC,-0.82,720012115>0.4,-1.2916666666666667
QIK,-0.79,720012115>0.4,-1.6875
FRAY,-0.76,720012115>0.4,-1.3825
HAL,0.74,720012115>0.4,0.8033333333333333
PIM,0.71,720012115>0.4,0.5358333333333333
MAPKAPK,0.71,720012115>0.4,0.3733333333333333
DAPK,-0.71,720012115>0.4,-0.8791666666666667
CK2,0.69,720012115>0.4,0.21166666666666664
NDR,0.68,720012115>0.4,0.01333333333333335
COT,0.66,720012115>0.4,-0.09000000000000002
LKB,-0.66,720012115>0.4,-1.3241666666666667
WNK,-0.62,720012115>0.4,-0.8391666666666666
SLK,-0.62,720012115>0.4,-0.16666666666666663
TAO,-0.61,720012115>0.4,0.17583333333333337
CLK,-0.61,720012115>0.4,-0.8383333333333334
NIK,-0.61,720012115>0.4,-0.8383333333333334
ULK,-0.6,720012115>0.4,-0.8241666666666666
MOS,-0.6,720012115>0.4,-0.49583333333333335
BUD32,-0.6,720012115>0.4,-0.8275
BRSK,-0.59,720012115>0.4,0.043333333333333356
CAMKK,-0.59,720012115>0.4,-0.8233333333333334
KHS,-0.59,720012115>0.4,-0.14499999999999993
STE11,-0.53,720012115>0.4,-0.7233333333333333
SGK,-0.51,720012115>0.4,0.08583333333333334
GRK,0.5,720012115>0.4,0.45833333333333326
MARK,0.39,720012115>0.4,0.46166666666666667
CHK1,-0.36,720012115>0.4,0.2441666666666667
PKCA,-0.36,720012115>0.4,-2.8325
NEK,-0.35,720012115>0.4,-0.32416666666666666
AKT,-0.34,720012115>0.4,-0.04333333333333331
IKK,-0.22,720012115>0.4,-0.67
STKR,0.1,720012115>0.4,-0.06833333333333336
STE7,0.1,720012115>0.4,-1.5908333333333333
MLK,0.08,720012115>0.4,-0.30499999999999994
ATM,-0.07,720012115>0.4,-0.6116666666666667
MSN,-0.06,720012115>0.4,0.3899999999999999
DMPK,0.05,720012115>0.4,-0.6308333333333334
AUR,-0,720012115>0.4,0.18666666666666668
ERK,-6.35,720012122>0.15,-4.4191666666666665
DYRK,-5.86,720012122>0.15,-4.251666666666667
CDK,-5.66,720012122>0.15,-3.8791666666666664
PDK1,-5.1,720012122>0.15,-3.8658333333333332
JNK,-4.63,720012122>0.15,-3.9183333333333334
PEK,-4.5,720012122>0.15,-3.3825
P38,-4.36,720012122>0.15,-3.43
PKCA,-4.13,720012122>0.15,-2.8325
PLK,-3.71,720012122>0.15,-2.5033333333333334
PKA,3.67,720012122>0.15,3.3466666666666667
PKG,3.12,720012122>0.15,3.1791666666666667
NMO,-2.98,720012122>0.15,-2.4458333333333333
MST,-2.72,720012122>0.15,-2.1366666666666667
RAF,-2.55,720012122>0.15,-1.8766666666666667
FRAY,-2.11,720012122>0.15,-1.3825
PHK,-2.1,720012122>0.15,-1.75
STE7,-2.05,720012122>0.15,-1.5908333333333333
CK1,-1.99,720012122>0.15,-1.3091666666666666
RAD53,1.89,720012122>0.15,1.1975
IRAK,-1.86,720012122>0.15,-0.2725
QIK,-1.84,720012122>0.15,-1.6875
CAMK1,1.8,720012122>0.15,2.524166666666667
MTOR,-1.79,720012122>0.15,-1.8033333333333332
LKB,-1.76,720012122>0.15,-1.3241666666666667
AMPK,1.58,720012122>0.15,1.305
RIPK,1.56,720012122>0.15,1.1691666666666667
TLK,-1.53,720012122>0.15,-1.1916666666666667
NUAK,-1.51,720012122>0.15,-1.1841666666666666
PAKB,-1.5,720012122>0.15,-0.8191666666666666
TTK,-1.47,720012122>0.15,-1.1891666666666667
GSK,-1.41,720012122>0.15,-0.9616666666666667
HAL,1.35,720012122>0.15,0.8033333333333333
MLCK,1.26,720012122>0.15,-0.3350000000000001
PKCH,-1.25,720012122>0.15,-0.9558333333333333
DMPK,-1.18,720012122>0.15,-0.6308333333333334
MAPKAPK,1.13,720012122>0.15,0.3733333333333333
ATM,-1.1,720012122>0.15,-0.6116666666666667
KHS,-1.06,720012122>0.15,-0.14499999999999993
SLK,-1.06,720012122>0.15,-0.16666666666666663
WNK,-1.05,720012122>0.15,-0.8391666666666666
SGK,1.05,720012122>0.15,0.08583333333333334
NIK,-1.05,720012122>0.15,-0.8383333333333334
ULK,-1.04,720012122>0.15,-0.8241666666666666
BUD32,-1.04,720012122>0.15,-0.8275
CAMKK,-1.03,720012122>0.15,-0.8233333333333334
CLK,-1.03,720012122>0.15,-0.8383333333333334
GRK,1.02,720012122>0.15,0.45833333333333326
TAO,0.98,720012122>0.15,0.17583333333333337
MOS,0.95,720012122>0.15,-0.49583333333333335
BRSK,0.95,720012122>0.15,0.043333333333333356
PASK,0.94,720012122>0.15,1.2475
MSN,0.94,720012122>0.15,0.3899999999999999
PDHK,-0.91,720012122>0.15,0.3358333333333333
STE11,-0.85,720012122>0.15,-0.7233333333333333
PRKDC,-0.82,720012122>0.15,-1.2916666666666667
RSK,0.81,720012122>0.15,0.905
AUR,0.77,720012122>0.15,0.18666666666666668
MLK,0.77,720012122>0.15,-0.30499999999999994
PKCI,0.75,720012122>0.15,1.0533333333333335
MARK,0.71,720012122>0.15,0.46166666666666667
DAPK,-0.68,720012122>0.15,-0.8791666666666667
PKCD,0.66,720012122>0.15,1.2083333333333333
PIM,0.61,720012122>0.15,0.5358333333333333
CAMK2,0.61,720012122>0.15,0.7225
PKD,-0.57,720012122>0.15,0.8883333333333333
NDR,-0.57,720012122>0.15,0.01333333333333335
COT,-0.56,720012122>0.15,-0.09000000000000002
PAKA,-0.52,720012122>0.15,0.8458333333333334
BARK2,0.51,720012122>0.15,-0.3383333333333333
ATR,-0.51,720012122>0.15,-1.3758333333333332
NEK,-0.5,720012122>0.15,-0.32416666666666666
IKK,-0.49,720012122>0.15,-0.67
AKT,0.38,720012122>0.15,-0.04333333333333331
VRK1,0.34,720012122>0.15,-1.035
MELK,-0.32,720012122>0.15,-0.3683333333333333
STKR,0.22,720012122>0.15,-0.06833333333333336
CK2,-0.17,720012122>0.15,0.21166666666666664
CHK1,0.12,720012122>0.15,0.2441666666666667
NAK,-0.1,720012122>0.15,-0.20500000000000002
PKN,-0.09,720012122>0.15,-0.7191666666666666
DYRK,-4.59,720012122>0.2,-4.251666666666667
ERK,-4.42,720012122>0.2,-4.4191666666666665
CDK,-4.34,720012122>0.2,-3.8791666666666664
PDK1,-3.86,720012122>0.2,-3.8658333333333332
PKA,3.68,720012122>0.2,3.3466666666666667
PEK,-3.44,720012122>0.2,-3.3825
JNK,-3.27,720012122>0.2,-3.9183333333333334
PLK,-2.98,720012122>0.2,-2.5033333333333334
PKCA,-2.95,720012122>0.2,-2.8325
PKG,2.8,720012122>0.2,3.1791666666666667
CAMK1,2.72,720012122>0.2,2.524166666666667
P38,-2.7,720012122>0.2,-3.43
RAF,-2.53,720012122>0.2,-1.8766666666666667
RIPK,2.5,720012122>0.2,1.1691666666666667
NMO,-2.47,720012122>0.2,-2.4458333333333333
MST,-2.2,720012122>0.2,-2.1366666666666667
PHK,-2.03,720012122>0.2,-1.75
FRAY,-1.82,720012122>0.2,-1.3825
HAL,1.66,720012122>0.2,0.8033333333333333
MLK,1.58,720012122>0.2,-0.30499999999999994
CK1,-1.51,720012122>0.2,-1.3091666666666666
AMPK,1.48,720012122>0.2,1.305
QIK,-1.42,720012122>0.2,-1.6875
RAD53,1.38,720012122>0.2,1.1975
PKCD,1.34,720012122>0.2,1.2083333333333333
MSN,1.32,720012122>0.2,0.3899999999999999
TLK,-1.29,720012122>0.2,-1.1916666666666667
PAKB,-1.29,720012122>0.2,-0.8191666666666666
TTK,-1.25,720012122>0.2,-1.1891666666666667
NUAK,-1.22,720012122>0.2,-1.1841666666666666
STE7,-1.21,720012122>0.2,-1.5908333333333333
IRAK,-1.18,720012122>0.2,-0.2725
BRSK,1.15,720012122>0.2,0.043333333333333356
LKB,-1.14,720012122>0.2,-1.3241666666666667
TAO,1.13,720012122>0.2,0.17583333333333337
PASK,1.1,720012122>0.2,1.2475
GRK,1.02,720012122>0.2,0.45833333333333326
ATR,-1,720012122>0.2,-1.3758333333333332
STE11,-0.97,720012122>0.2,-0.7233333333333333
MTOR,-0.93,720012122>0.2,-1.8033333333333332
MOS,-0.89,720012122>0.2,-0.49583333333333335
NIK,-0.88,720012122>0.2,-0.8383333333333334
BUD32,-0.88,720012122>0.2,-0.8275
WNK,-0.88,720012122>0.2,-0.8391666666666666
CLK,-0.88,720012122>0.2,-0.8383333333333334
KHS,-0.88,720012122>0.2,-0.14499999999999993
SLK,-0.87,720012122>0.2,-0.16666666666666663
ULK,-0.86,720012122>0.2,-0.8241666666666666
CAMKK,-0.84,720012122>0.2,-0.8233333333333334
BARK2,0.77,720012122>0.2,-0.3383333333333333
VRK1,0.77,720012122>0.2,-1.035
PRKDC,-0.76,720012122>0.2,-1.2916666666666667
ATM,-0.74,720012122>0.2,-0.6116666666666667
STKR,0.73,720012122>0.2,-0.06833333333333336
PKCI,0.72,720012122>0.2,1.0533333333333335
SGK,0.69,720012122>0.2,0.08583333333333334
PKCH,-0.59,720012122>0.2,-0.9558333333333333
MAPKAPK,0.57,720012122>0.2,0.3733333333333333
AKT,-0.56,720012122>0.2,-0.04333333333333331
GSK,-0.55,720012122>0.2,-0.9616666666666667
MELK,-0.53,720012122>0.2,-0.3683333333333333
RSK,0.5,720012122>0.2,0.905
DMPK,-0.5,720012122>0.2,-0.6308333333333334
CK2,-0.39,720012122>0.2,0.21166666666666664
NEK,0.36,720012122>0.2,-0.32416666666666666
PKD,0.35,720012122>0.2,0.8883333333333333
MARK,0.34,720012122>0.2,0.46166666666666667
CAMK2,0.24,720012122>0.2,0.7225
NDR,-0.21,720012122>0.2,0.01333333333333335
PAKA,0.21,720012122>0.2,0.8458333333333334
COT,-0.2,720012122>0.2,-0.09000000000000002
DAPK,0.19,720012122>0.2,-0.8791666666666667
MLCK,-0.18,720012122>0.2,-0.3350000000000001
IKK,0.18,720012122>0.2,-0.67
NAK,0.16,720012122>0.2,-0.20500000000000002
CHK1,0.16,720012122>0.2,0.2441666666666667
PKN,0.15,720012122>0.2,-0.7191666666666666
PIM,-0.09,720012122>0.2,0.5358333333333333
AUR,0.09,720012122>0.2,0.18666666666666668
PDHK,-0.07,720012122>0.2,0.3358333333333333
PKA,4.11,720012122>0.3,3.3466666666666667
PKG,3.89,720012122>0.3,3.1791666666666667
CAMK1,3.62,720012122>0.3,2.524166666666667
DYRK,-3.56,720012122>0.3,-4.251666666666667
PDK1,-3.4,720012122>0.3,-3.8658333333333332
ERK,-3.37,720012122>0.3,-4.4191666666666665
RIPK,3.02,720012122>0.3,1.1691666666666667
PEK,-2.6,720012122>0.3,-3.3825
JNK,-2.5,720012122>0.3,-3.9183333333333334
CDK,-2.34,720012122>0.3,-3.8791666666666664
P38,-2.28,720012122>0.3,-3.43
HAL,2.06,720012122>0.3,0.8033333333333333
MST,-1.94,720012122>0.3,-2.1366666666666667
NMO,-1.75,720012122>0.3,-2.4458333333333333
LKB,-1.75,720012122>0.3,-1.3241666666666667
PKCD,1.68,720012122>0.3,1.2083333333333333
MTOR,-1.54,720012122>0.3,-1.8033333333333332
PKD,1.5,720012122>0.3,0.8883333333333333
BRSK,1.45,720012122>0.3,0.043333333333333356
PASK,1.42,720012122>0.3,1.2475
PHK,-1.41,720012122>0.3,-1.75
ATR,-1.41,720012122>0.3,-1.3758333333333332
GRK,1.31,720012122>0.3,0.45833333333333326
RAD53,1.3,720012122>0.3,1.1975
BARK2,1.3,720012122>0.3,-0.3383333333333333
RAF,-1.3,720012122>0.3,-1.8766666666666667
FRAY,-1.28,720012122>0.3,-1.3825
PKCH,-1.2,720012122>0.3,-0.9558333333333333
PLK,-1.14,720012122>0.3,-2.5033333333333334
MLK,1.11,720012122>0.3,-0.30499999999999994
IKK,1.1,720012122>0.3,-0.67
AMPK,1.05,720012122>0.3,1.305
TTK,-1.04,720012122>0.3,-1.1891666666666667
RSK,1,720012122>0.3,0.905
NUAK,-0.99,720012122>0.3,-1.1841666666666666
PKN,-0.97,720012122>0.3,-0.7191666666666666
TLK,-0.97,720012122>0.3,-1.1916666666666667
PAKB,-0.96,720012122>0.3,-0.8191666666666666
PAKA,0.93,720012122>0.3,0.8458333333333334
MARK,0.92,720012122>0.3,0.46166666666666667
PKCI,0.9,720012122>0.3,1.0533333333333335
STE11,-0.88,720012122>0.3,-0.7233333333333333
AKT,-0.84,720012122>0.3,-0.04333333333333331
MAPKAPK,0.76,720012122>0.3,0.3733333333333333
SGK,0.72,720012122>0.3,0.08583333333333334
CLK,-0.72,720012122>0.3,-0.8383333333333334
NIK,-0.71,720012122>0.3,-0.8383333333333334
WNK,-0.7,720012122>0.3,-0.8391666666666666
BUD32,-0.7,720012122>0.3,-0.8275
CAMKK,-0.7,720012122>0.3,-0.8233333333333334
TAO,-0.7,720012122>0.3,0.17583333333333337
KHS,-0.69,720012122>0.3,-0.14499999999999993
SLK,-0.69,720012122>0.3,-0.16666666666666663
ULK,-0.69,720012122>0.3,-0.8241666666666666
MOS,-0.66,720012122>0.3,-0.49583333333333335
PIM,0.66,720012122>0.3,0.5358333333333333
PDHK,0.64,720012122>0.3,0.3358333333333333
VRK1,-0.61,720012122>0.3,-1.035
COT,-0.57,720012122>0.3,-0.09000000000000002
