Kinase,Score,Rank,Method,Perc,Qrt,group,KinaseFamily,subfamily,hgnc_symbol
MAPKAPK2,38.23609262689184,36,PTM-SEA,0.4868421052631579,2,CAMK,MAPKAPK,MAPKAPK,MAPKAPK2
GSK3B,86.22275760574652,11,PTM-SEA,0.8552631578947368,4,CMGC,GSK,GSK,GSK3B
CDK7,-51.88576779026218,29,PTM-SEA,0.5789473684210527,3,CMGC,CDK,CDK7,CDK7
CDK9,110.32022471910112,1,PTM-SEA,0.9868421052631579,4,CMGC,CDK,CDK9,CDK9
RPS6KA3,45.449494851056684,33,PTM-SEA,0.5263157894736842,3,AGC,RSK,RSK,RPS6KA3
NEK2,0,55,PTM-SEA,0,1,OTHER,NEK,NEK2,NEK2
DAPK1,3.643788059813046,53,PTM-SEA,0.2631578947368421,2,CAMK,DAPK,DAPK,DAPK1
MAPK10,103.26779026217227,3,PTM-SEA,0.9605263157894737,4,CMGC,MAPK,JNK,MAPK10
PRKAA2,66.8684429657286,22,PTM-SEA,0.6710526315789473,3,CAMK,CAMKL,AMPK,PRKAA2
SIK1,102.26029962546815,4,PTM-SEA,0.9473684210526315,4,CAMK,CAMKL,QIK,SIK1
CSNK2A1,-33.26276488232655,42,PTM-SEA,0.40789473684210525,2,CMGC,CK2,CK2,CSNK2A1
PRKDC,56.41947565543071,27,PTM-SEA,0.6052631578947368,3,ATYPICAL,PIKK,DNAPK,PRKDC
ATM,0,55,PTM-SEA,0,1,ATYPICAL,PIKK,ATM,ATM
AURKB,73.94778538616502,20,PTM-SEA,0.7236842105263158,3,OTHER,AUR,AUR,AURKB
CDK3,0,55,PTM-SEA,0,1,CMGC,CDK,CDC2,CDK3
CDK6,110.32022471910112,1,PTM-SEA,0.9868421052631579,4,CMGC,CDK,CDK4,CDK6
CDK5,93.09891717029417,8,PTM-SEA,0.8947368421052632,4,CMGC,CDK,CDK5,CDK5
PRKCE,-36.639778428042895,39,PTM-SEA,0.4473684210526316,2,AGC,PKC,ETA,PRKCE
PRKCQ,-22.78150955650321,48,PTM-SEA,0.32894736842105265,2,AGC,PKC,DELTA,PRKCQ
PRKCZ,-75.70035545610772,15,PTM-SEA,0.7894736842105263,4,AGC,PKC,IOTA,PRKCZ
PRKCD,-34.36535462792223,41,PTM-SEA,0.42105263157894735,2,AGC,PKC,DELTA,PRKCD
PRKAA1,47.712726940161375,32,PTM-SEA,0.5394736842105263,3,CAMK,CAMKL,AMPK,PRKAA1
PAK1,-8.596171908924765,51,PTM-SEA,0.2894736842105263,2,STE,STE20,PAKA,PAK1
PAK2,79.0880149812734,13,PTM-SEA,0.8289473684210527,4,STE,STE20,PAKA,PAK2
PRKG2,42.53206902564193,34,PTM-SEA,0.5131578947368421,3,AGC,PKG,PKG,PRKG2
ROCK1,-74.76397793395178,17,PTM-SEA,0.7631578947368421,4,AGC,DMPK,ROCK,ROCK1
ATR,0,55,PTM-SEA,0,1,ATYPICAL,PIKK,ATR,ATR
CAMK2G,0,55,PTM-SEA,0,1,CAMK,CAMK2,CAMK2,CAMK2G
DYRK1A,88.40135654076349,9,PTM-SEA,0.881578947368421,4,CMGC,DYRK,DYRK1,DYRK1A
PRKG1,-37.31775209497558,37,PTM-SEA,0.47368421052631576,2,AGC,PKG,PKG,PRKG1
PRKD1,-93.95955023336967,6,PTM-SEA,0.9210526315789473,4,CAMK,PKD,PKD,PRKD1
RPS6KA2,-93.82820530709047,7,PTM-SEA,0.9078947368421053,4,AGC,RSK,RSK,RPS6KA2
RPS6KA1,-1.9731616222874924,54,PTM-SEA,0.25,2,AGC,RSK,RSK,RPS6KA1
PKN1,-66.1989755077265,23,PTM-SEA,0.6578947368421053,3,AGC,PKN,PKN,PKN1
MAPK14,37.21452346281469,38,PTM-SEA,0.4605263157894737,2,CMGC,MAPK,P38,MAPK14
PIM3,-72.56994045838414,21,PTM-SEA,0.6842105263157895,3,CAMK,PIM,PIM,PIM3
BRSK2,0,55,PTM-SEA,0,1,CAMK,CAMKL,BRSK,BRSK2
BRSK1,0,55,PTM-SEA,0,1,CAMK,CAMKL,BRSK,BRSK1
DYRK2,0,55,PTM-SEA,0,1,CMGC,DYRK,DYRK2,DYRK2
PASK,0,55,PTM-SEA,0,1,CAMK,CAMKL,PASK,PASK
VRK1,0,55,PTM-SEA,0,1,CK1,VRK,VRK,VRK1
PRKD2,0,55,PTM-SEA,0,1,CAMK,PKD,PKD,PRKD2
PLK3,0,55,PTM-SEA,0,1,OTHER,PLK,PLK2,PLK3
NEK6,0,55,PTM-SEA,0,1,OTHER,NEK,NEK6,NEK6
PIM2,-73.95003295438453,19,PTM-SEA,0.7368421052631579,3,CAMK,PIM,PIM,PIM2
AKT3,-28.897101070461456,44,PTM-SEA,0.3815789473684211,2,AGC,AKT,AKT,AKT3
AAK1,302,274,KEA3,0.08857142857142856,1,OTHER,NAK,BIKE,AAK1
ABL1,76.66666666666667,62,KEA3,0.8057142857142857,4,TK,ABL,ABL,ABL1
ABL2,78.66666666666667,66,KEA3,0.7914285714285715,4,TK,ABL,ABL,ABL2
ACVR1,85.5,75,KEA3,0.76,4,TKL,STKR,TYPE1,ACVR1
ACVR1B,154,159,KEA3,0.46,2,TKL,STKR,TYPE1,ACVR1B
ACVR2B,211,215,KEA3,0.2742857142857143,2,TKL,STKR,TYPE2,ACVR2B
AKT1,35,21,KEA3,0.9428571428571428,4,AGC,AKT,AKT,AKT1
AKT2,47.666666666666664,30,KEA3,0.9142857142857143,4,AGC,AKT,AKT,AKT2
AKT3,111,112,KEA3,0.64,3,AGC,AKT,AKT,AKT3
ALK,72.5,55,KEA3,0.8285714285714286,4,TK,ALK,ALK,ALK
ARAF,101,97,KEA3,0.6857142857142857,3,TKL,RAF,RAF,ARAF
ATM,132.66666666666666,132,KEA3,0.5628571428571428,3,ATYPICAL,PIKK,ATM,ATM
ATR,87,77,KEA3,0.7514285714285714,4,ATYPICAL,PIKK,ATR,ATR
AURKA,58,41,KEA3,0.88,4,OTHER,AUR,AUR,AURKA
AURKB,64.66666666666667,47,KEA3,0.8542857142857143,4,OTHER,AUR,AUR,AURKB
AURKC,185,195,KEA3,0.34,2,OTHER,AUR,AUR,AURKC
AXL,205,212,KEA3,0.28285714285714286,2,TK,AXL,AXL,AXL
BLK,258,248,KEA3,0.1657142857142857,1,TK,SRC,SRCB,BLK
BMP2K,325,293,KEA3,0.03428571428571429,1,OTHER,NAK,BIKE,BMP2K
BMPR1A,131,128,KEA3,0.5771428571428572,3,TKL,STKR,TYPE1,BMPR1A
BMPR1B,120,118,KEA3,0.6142857142857143,3,TKL,STKR,TYPE1,BMPR1B
BMPR2,219.5,221,KEA3,0.2542857142857143,2,TKL,STKR,TYPE2,BMPR2
BMX,126,122,KEA3,0.5971428571428572,3,TK,TEC,TEC,BMX
BRAF,93.5,88,KEA3,0.7171428571428572,3,TKL,RAF,RAF,BRAF
BRSK1,224.66666666666666,225,KEA3,0.24,1,CAMK,CAMKL,BRSK,BRSK1
BRSK2,307,279,KEA3,0.07428571428571429,1,CAMK,CAMKL,BRSK,BRSK2
BTK,94,89,KEA3,0.7114285714285714,3,TK,TEC,TEC,BTK
BUB1,180,191,KEA3,0.35714285714285715,2,OTHER,BUB,BUB,BUB1
CAMK1,171,179,KEA3,0.39714285714285713,2,CAMK,CAMK1,CAMK1,CAMK1
CAMK1D,247,243,KEA3,0.18285714285714286,1,CAMK,CAMK1,CAMK1,CAMK1D
CAMK2A,27.333333333333332,17,KEA3,0.9542857142857143,4,CAMK,CAMK2,CAMK2,CAMK2A
CAMK2B,131.5,129,KEA3,0.5742857142857143,3,CAMK,CAMK2,CAMK2,CAMK2B
CAMK2D,91.66666666666667,84,KEA3,0.7314285714285714,3,CAMK,CAMK2,CAMK2,CAMK2D
CAMK2G,24,12,KEA3,0.9685714285714285,4,CAMK,CAMK2,CAMK2,CAMK2G
CAMK4,94,89,KEA3,0.7114285714285714,3,CAMK,CAMK1,CAMK1,CAMK4
CAMKK1,160,167,KEA3,0.43714285714285717,2,OTHER,CAMKK,META,CAMKK1
CAMKK2,195.5,205,KEA3,0.30857142857142855,2,OTHER,CAMKK,META,CAMKK2
CDC42BPA,289,265,KEA3,0.11428571428571428,1,AGC,DMPK,GEK,CDC42BPA
CDC7,203,210,KEA3,0.2914285714285714,2,OTHER,CDC7,CDC7,CDC7
CDK1,13.5,5,KEA3,0.9885714285714285,4,CMGC,CDK,CDC2,CDK1
CDK11A,333,299,KEA3,0.017142857142857144,1,CMGC,CDK,CDK11,CDK11A
CDK11A,333,299,KEA3,0.017142857142857144,1,NA,NA,NA,CDK11A
CDK12,317,287,KEA3,0.05142857142857143,1,CMGC,CDK,CRK7,CDK12
CDK15,273,254,KEA3,0.14857142857142858,1,CMGC,CDK,PFTAIRE,CDK15
CDK16,259,249,KEA3,0.16285714285714287,1,CMGC,CDK,PCTAIRE,CDK16
CDK18,252,247,KEA3,0.16857142857142857,1,CMGC,CDK,PCTAIRE,CDK18
CDK19,143,145,KEA3,0.52,3,CMGC,CDK,CDK8,CDK19
CDK2,48.666666666666664,32,KEA3,0.9057142857142857,4,CMGC,CDK,CDC2,CDK2
CDK20,130,127,KEA3,0.5828571428571429,3,CMGC,CDK,CCRK,CDK20
CDK3,63.333333333333336,46,KEA3,0.86,4,CMGC,CDK,CDC2,CDK3
CDK4,51.333333333333336,33,KEA3,0.9028571428571428,4,CMGC,CDK,CDK4,CDK4
CDK5,33.333333333333336,20,KEA3,0.9457142857142857,4,CMGC,CDK,CDK5,CDK5
CDK6,60.666666666666664,44,KEA3,0.8685714285714285,4,CMGC,CDK,CDK4,CDK6
CDK7,128.33333333333334,125,KEA3,0.5885714285714285,3,CMGC,CDK,CDK7,CDK7
CDK8,101.5,98,KEA3,0.6828571428571428,3,CMGC,CDK,CDK8,CDK8
CDK9,93,87,KEA3,0.72,3,CMGC,CDK,CDK9,CDK9
CDKL3,306,278,KEA3,0.07714285714285714,1,CMGC,CDKL,CDKL,CDKL3
CDKL5,122.5,119,KEA3,0.6114285714285714,3,CMGC,CDKL,CDKL,CDKL5
CHEK1,13,4,KEA3,0.9914285714285714,4,CAMK,CAMKL,CHK1,CHEK1
CHEK2,59,43,KEA3,0.8714285714285714,4,CAMK,RAD53,RAD53,CHEK2
CHUK,73,56,KEA3,0.8257142857142857,4,OTHER,IKK,IKK,CHUK
CLK1,158.5,166,KEA3,0.44,2,CMGC,CLK,CLK,CLK1
CLK2,156.5,162,KEA3,0.4514285714285714,2,CMGC,CLK,CLK,CLK2
CLK3,170,177,KEA3,0.4057142857142857,2,CMGC,CLK,CLK,CLK3
CLK4,322,291,KEA3,0.04,1,CMGC,CLK,CLK,CLK4
CSF1R,196,207,KEA3,0.3028571428571429,2,TK,PDGFR,PDGFR,CSF1R
CSK,165,170,KEA3,0.4257142857142857,2,TK,CSK,CSK,CSK
CSNK1A1,80,68,KEA3,0.7857142857142857,4,CK1,CK1,CK1-A,CSNK1A1
CSNK1A1L,338,304,KEA3,0.002857142857142857,1,CK1,CK1,CK1-A,CSNK1A1L
CSNK1D,54,38,KEA3,0.8885714285714286,4,CK1,CK1,CK1-D,CSNK1D
CSNK1E,98.66666666666667,94,KEA3,0.6971428571428572,3,CK1,CK1,CK1-D,CSNK1E
CSNK1G1,209.5,214,KEA3,0.27714285714285714,2,CK1,CK1,CK1-G,CSNK1G1
CSNK1G2,232.5,230,KEA3,0.22285714285714286,1,CK1,CK1,CK1-G,CSNK1G2
CSNK1G3,270,252,KEA3,0.15428571428571428,1,CK1,CK1,CK1-G,CSNK1G3
CSNK2A1,73.33333333333333,57,KEA3,0.8228571428571428,4,CMGC,CK2,CK2,CSNK2A1
CSNK2A2,110.66666666666667,111,KEA3,0.6428571428571429,3,CMGC,CK2,CK2,CSNK2A2
DAPK1,152,154,KEA3,0.47714285714285715,2,CAMK,DAPK,DAPK,DAPK1
DAPK3,153.33333333333334,156,KEA3,0.4714285714285714,2,CAMK,DAPK,DAPK,DAPK3
DCLK1,93,87,KEA3,0.72,3,CAMK,DCAMKL,DCAMKL,DCLK1
DDR1,78.5,65,KEA3,0.7971428571428572,4,TK,DDR,DDR,DDR1
DDR2,109,108,KEA3,0.6514285714285715,3,TK,DDR,DDR,DDR2
DMPK,104,103,KEA3,0.6685714285714286,3,AGC,DMPK,GEK,DMPK
DYRK1A,70.66666666666667,52,KEA3,0.8371428571428572,4,CMGC,DYRK,DYRK1,DYRK1A
DYRK1B,80.33333333333333,69,KEA3,0.7828571428571428,4,CMGC,DYRK,DYRK1,DYRK1B
DYRK2,84.66666666666667,74,KEA3,0.7657142857142857,4,CMGC,DYRK,DYRK2,DYRK2
DYRK3,185.5,196,KEA3,0.33714285714285713,2,CMGC,DYRK,DYRK2,DYRK3
DYRK4,109.5,109,KEA3,0.6485714285714286,3,CMGC,DYRK,DYRK2,DYRK4
EEF2K,148,151,KEA3,0.4942857142857143,2,ATYPICAL,ALPHA,EEF2K,EEF2K
EGFR,68.33333333333333,51,KEA3,0.84,4,TK,EGFR,EGFR,EGFR
EIF2AK1,316,286,KEA3,0.054285714285714284,1,OTHER,PEK,HRI,EIF2AK1
EIF2AK2,106,105,KEA3,0.66,3,OTHER,PEK,PKR,EIF2AK2
EIF2AK3,336,302,KEA3,0.008571428571428572,1,OTHER,PEK,PEK,EIF2AK3
EPHA2,321,290,KEA3,0.04285714285714286,1,TK,EPH,EPH,EPHA2
EPHA3,149.5,152,KEA3,0.49142857142857144,2,TK,EPH,EPH,EPHA3
EPHA4,326,294,KEA3,0.03142857142857143,1,TK,EPH,EPH,EPHA4
EPHA8,335,301,KEA3,0.011428571428571429,1,TK,EPH,EPH,EPHA8
EPHB1,323,292,KEA3,0.037142857142857144,1,TK,EPH,EPH,EPHB1
EPHB2,234,232,KEA3,0.21714285714285714,1,TK,EPH,EPH,EPHB2
EPHB3,182,192,KEA3,0.3514285714285714,2,TK,EPH,EPH,EPHB3
ERBB2,88.5,79,KEA3,0.7457142857142857,3,TK,EGFR,EGFR,ERBB2
ERBB4,205,212,KEA3,0.28285714285714286,2,TK,EGFR,EGFR,ERBB4
FASTK,239,237,KEA3,0.2,1,ATYPICAL,FAST,FAST,FASTK
FER,20.5,10,KEA3,0.9742857142857143,4,TK,FER,FER,FER
FES,245,242,KEA3,0.18571428571428572,1,TK,FER,FER,FES
FGFR1,168.66666666666666,176,KEA3,0.4085714285714286,2,TK,FGFR,FGFR,FGFR1
FGFR2,177.5,188,KEA3,0.3657142857142857,2,TK,FGFR,FGFR,FGFR2
FGFR3,170.5,178,KEA3,0.40285714285714286,2,TK,FGFR,FGFR,FGFR3
FGFR4,89.5,82,KEA3,0.7371428571428571,3,TK,FGFR,FGFR,FGFR4
FGR,63,45,KEA3,0.8628571428571429,4,TK,SRC,SRCA,FGR
FLT1,308,280,KEA3,0.07142857142857142,1,TK,VEGFR,VEGFR,FLT1
FLT3,154,159,KEA3,0.46,2,TK,PDGFR,PDGFR,FLT3
FLT4,276,256,KEA3,0.14,1,TK,VEGFR,VEGFR,FLT4
FRK,202,209,KEA3,0.29714285714285715,2,TK,SRC,FRK,FRK
FYN,31,18,KEA3,0.9514285714285714,4,TK,SRC,SRCA,FYN
GRK1,331,298,KEA3,0.02,1,AGC,GRK,GRK,GRK1
GRK2,52.333333333333336,35,KEA3,0.8971428571428571,4,AGC,GRK,BARK,GRK2
GRK3,230.5,228,KEA3,0.22857142857142856,1,AGC,GRK,BARK,GRK3
GRK5,156.66666666666666,163,KEA3,0.44857142857142857,2,AGC,GRK,GRK,GRK5
GRK6,172.33333333333334,180,KEA3,0.3942857142857143,2,AGC,GRK,GRK,GRK6
GSK3A,48.666666666666664,32,KEA3,0.9057142857142857,4,CMGC,GSK,GSK,GSK3A
GSK3B,25.333333333333332,13,KEA3,0.9657142857142857,4,CMGC,GSK,GSK,GSK3B
HASPIN,221,223,KEA3,0.24571428571428572,1,OTHER,HASPIN,HASPIN,HASPIN
HCK,137,138,KEA3,0.54,3,TK,SRC,SRCB,HCK
HIPK1,110,110,KEA3,0.6457142857142857,3,CMGC,DYRK,HIPK,HIPK1
HIPK2,153.66666666666666,158,KEA3,0.4657142857142857,2,CMGC,DYRK,HIPK,HIPK2
HIPK3,295,270,KEA3,0.1,1,CMGC,DYRK,HIPK,HIPK3
HIPK4,81,71,KEA3,0.7742857142857142,4,CMGC,DYRK,HIPK,HIPK4
ICK,287,263,KEA3,0.12,1,CMGC,RCK,RCK,CILK1
IGF1R,194.33333333333334,204,KEA3,0.31142857142857144,2,TK,INSR,INSR,IGF1R
IKBKB,85.66666666666667,76,KEA3,0.7571428571428571,4,OTHER,IKK,IKK,IKBKB
IKBKE,99,95,KEA3,0.6914285714285714,3,OTHER,IKK,IKK,IKBKE
ILK,102,99,KEA3,0.68,3,TKL,MLK,ILK,ILK
INSR,105.33333333333333,104,KEA3,0.6628571428571428,3,TK,INSR,INSR,INSR
IRAK1,163,169,KEA3,0.43142857142857144,2,TKL,IRAK,IRAK,IRAK1
IRAK3,251.5,246,KEA3,0.17142857142857143,1,TKL,IRAK,IRAK,IRAK3
IRAK4,294,269,KEA3,0.10285714285714286,1,TKL,IRAK,IRAK,IRAK4
ITK,154.66666666666666,160,KEA3,0.45714285714285713,2,TK,TEC,TEC,ITK
JAK1,173.5,182,KEA3,0.38857142857142857,2,TK,JAKA,JAKA,JAK1
JAK2,75,59,KEA3,0.8171428571428572,4,TK,JAKA,JAKA,JAK2
JAK3,132.33333333333334,131,KEA3,0.5685714285714286,3,TK,JAKA,JAKA,JAK3
KDR,304,276,KEA3,0.08285714285714285,1,TK,VEGFR,VEGFR,KDR
KIT,260,250,KEA3,0.16,1,TK,PDGFR,PDGFR,KIT
KSR1,174,183,KEA3,0.38571428571428573,2,TKL,RAF,KSR,KSR1
KSR2,139,140,KEA3,0.5342857142857143,3,TKL,RAF,KSR,KSR2
LATS1,167.66666666666666,174,KEA3,0.4142857142857143,2,AGC,NDR,NDR,LATS1
LATS2,125.5,121,KEA3,0.6028571428571429,3,AGC,NDR,NDR,LATS2
LCK,51.666666666666664,34,KEA3,0.9,4,TK,SRC,SRCB,LCK
LIMK1,288,264,KEA3,0.11714285714285715,1,TKL,LISK,LIMK,LIMK1
LIMK2,177.5,188,KEA3,0.3657142857142857,2,TKL,LISK,LIMK,LIMK2
LRRK2,96.5,90,KEA3,0.7085714285714285,3,TKL,LRRK,LRRK,LRRK2
LYN,106.33333333333333,106,KEA3,0.6571428571428571,3,TK,SRC,SRCB,LYN
MAK,272,253,KEA3,0.15142857142857144,1,CMGC,RCK,RCK,MAK
MAP2K1,37,24,KEA3,0.9342857142857143,4,STE,STE7,MEK1,MAP2K1
MAP2K2,171,179,KEA3,0.39714285714285713,2,STE,STE7,MEK1,MAP2K2
MAP2K3,116,115,KEA3,0.6285714285714286,3,STE,STE7,MEK3,MAP2K3
MAP2K4,114.33333333333333,114,KEA3,0.6342857142857142,3,STE,STE7,MEK4,MAP2K4
MAP2K6,147.33333333333334,150,KEA3,0.49714285714285716,2,STE,STE7,MEK3,MAP2K6
MAP2K7,98.5,93,KEA3,0.7,3,STE,STE7,MEK7,MAP2K7
MAP3K1,193,201,KEA3,0.32,2,STE,STE11,MEKK1,MAP3K1
MAP3K10,277,257,KEA3,0.13714285714285715,1,TKL,MLK,MLK,MAP3K10
MAP3K11,195.66666666666666,206,KEA3,0.3057142857142857,2,TKL,MLK,MLK,MAP3K11
MAP3K13,251.5,246,KEA3,0.17142857142857143,1,TKL,MLK,LZK,MAP3K13
MAP3K14,157.33333333333334,165,KEA3,0.44285714285714284,2,STE,STE-UNIQUE,STE-UNIQUE,MAP3K14
MAP3K20,147,149,KEA3,0.5028571428571429,3,TKL,MLK,ZAK,MAP3K20
MAP3K3,236,234,KEA3,0.21142857142857144,1,STE,STE11,MEKK2,MAP3K3
MAP3K4,221,223,KEA3,0.24571428571428572,1,STE,STE11,MEKK4,MAP3K4
MAP3K5,147.33333333333334,150,KEA3,0.49714285714285716,2,STE,STE11,ASK,MAP3K5
MAP3K6,98,92,KEA3,0.7028571428571428,3,STE,STE11,ASK,MAP3K6
MAP3K7,133.33333333333334,133,KEA3,0.56,3,TKL,MLK,TAK1,MAP3K7
MAP3K8,85.5,75,KEA3,0.76,4,STE,STE-UNIQUE,STE-UNIQUE,MAP3K8
MAP4K1,274,255,KEA3,0.14285714285714285,1,STE,STE20,KHS,MAP4K1
MAP4K2,193,201,KEA3,0.32,2,STE,STE20,KHS,MAP4K2
MAP4K3,298,272,KEA3,0.09428571428571429,1,STE,STE20,KHS,MAP4K3
MAP4K4,213,216,KEA3,0.2714285714285714,2,STE,STE20,MSN,MAP4K4
MAP4K5,175,185,KEA3,0.38,2,STE,STE20,KHS,MAP4K5
MAPK1,25.333333333333336,14,KEA3,0.9628571428571429,4,CMGC,MAPK,ERK1,MAPK1
MAPK10,145.33333333333334,146,KEA3,0.5171428571428571,3,CMGC,MAPK,JNK,MAPK10
MAPK11,103.33333333333333,101,KEA3,0.6742857142857143,3,CMGC,MAPK,P38,MAPK11
MAPK12,40.666666666666664,26,KEA3,0.9285714285714286,4,CMGC,MAPK,P38,MAPK12
MAPK13,99.33333333333333,96,KEA3,0.6885714285714286,3,CMGC,MAPK,P38,MAPK13
MAPK14,26.666666666666668,16,KEA3,0.9571428571428572,4,CMGC,MAPK,P38,MAPK14
MAPK15,203.5,211,KEA3,0.2885714285714286,2,CMGC,MAPK,ERK7,MAPK15
MAPK3,40.66666666666667,27,KEA3,0.9257142857142857,4,CMGC,MAPK,ERK1,MAPK3
MAPK6,236.5,235,KEA3,0.20857142857142857,1,CMGC,MAPK,ERK3,MAPK6
MAPK7,132.66666666666666,132,KEA3,0.5628571428571428,3,CMGC,MAPK,ERK5,MAPK7
MAPK8,75.66666666666667,60,KEA3,0.8114285714285714,4,CMGC,MAPK,JNK,MAPK8
MAPK9,76,61,KEA3,0.8085714285714286,4,CMGC,MAPK,JNK,MAPK9
MAPKAPK2,88.66666666666667,80,KEA3,0.7428571428571429,3,CAMK,MAPKAPK,MAPKAPK,MAPKAPK2
MAPKAPK3,301,273,KEA3,0.09142857142857143,1,CAMK,MAPKAPK,MAPKAPK,MAPKAPK3
MAPKAPK5,77,63,KEA3,0.8028571428571428,4,CAMK,MAPKAPK,MAPKAPK,MAPKAPK5
MARK2,103.66666666666667,102,KEA3,0.6714285714285714,3,CAMK,CAMKL,MARK,MARK2
MARK3,187,198,KEA3,0.3314285714285714,2,CAMK,CAMKL,MARK,MARK3
MARK4,334,300,KEA3,0.014285714285714285,1,CAMK,CAMKL,MARK,MARK4
MAST1,235.5,233,KEA3,0.21428571428571427,1,AGC,MAST,MAST,MAST1
MAST2,315,285,KEA3,0.05714285714285714,1,AGC,MAST,MAST,MAST2
MATK,132,130,KEA3,0.5714285714285714,3,TK,CSK,CSK,MATK
MELK,222,224,KEA3,0.24285714285714285,1,CAMK,CAMKL,MELK,MELK
MERTK,153,155,KEA3,0.4742857142857143,2,TK,AXL,AXL,MERTK
MET,122.66666666666667,120,KEA3,0.6085714285714285,3,TK,MET,MET,MET
MKNK1,99,95,KEA3,0.6914285714285714,3,CAMK,MAPKAPK,MNK,MKNK1
MKNK2,153.5,157,KEA3,0.4685714285714286,2,CAMK,MAPKAPK,MNK,MKNK2
MOK,203,210,KEA3,0.2914285714285714,2,CMGC,RCK,RCK,MOK
MOS,305,277,KEA3,0.08,1,OTHER,MOS,MOS,MOS
MST1R,284,262,KEA3,0.12285714285714286,1,TK,MET,MET,MST1R
MTOR,129,126,KEA3,0.5857142857142857,3,ATYPICAL,PIKK,FRAP,MTOR
MYLK2,193.5,202,KEA3,0.3171428571428571,2,CAMK,MLCK,MLCK,MYLK2
MYO3A,280,260,KEA3,0.12857142857142856,1,STE,STE20,NINAC,MYO3A
NEK10,292,267,KEA3,0.10857142857142857,1,OTHER,NEK,NEK10,NEK10
NEK11,314,284,KEA3,0.06,1,OTHER,NEK,NEK11,NEK11
NEK2,71.66666666666667,54,KEA3,0.8314285714285714,4,OTHER,NEK,NEK2,NEK2
NEK3,186,197,KEA3,0.3342857142857143,2,OTHER,NEK,NEK1,NEK3
NEK4,194,203,KEA3,0.3142857142857143,2,OTHER,NEK,NEK4,NEK4
NEK6,47.333333333333336,29,KEA3,0.9171428571428571,4,OTHER,NEK,NEK6,NEK6
NEK8,226,226,KEA3,0.2342857142857143,1,OTHER,NEK,NEK8,NEK8
