Kinase,Score,Rank,Method,Perc,Qrt,group,KinaseFamily,subfamily,hgnc_symbol
AURKB,-87.80863205924751,8,PTM-SEA,0.8933333333333333,4,OTHER,AUR,AUR,AURKB
CDK3,0,50,PTM-SEA,0,1,CMGC,CDK,CDC2,CDK3
CDK6,-94.25708502024291,4,PTM-SEA,0.9466666666666667,4,CMGC,CDK,CDK4,CDK6
CDK5,-72.49101289168719,16,PTM-SEA,0.7733333333333333,4,CMGC,CDK,CDK5,CDK5
PRKCE,69.47590709204898,18,PTM-SEA,0.7466666666666667,3,AGC,PKC,ETA,PRKCE
PRKCQ,20.048286857749318,41,PTM-SEA,0.37333333333333335,2,AGC,PKC,DELTA,PRKCQ
PRKCZ,79.9401906205356,11,PTM-SEA,0.84,4,AGC,PKC,IOTA,PRKCZ
PRKCD,90.62303530568062,6,PTM-SEA,0.92,4,AGC,PKC,DELTA,PRKCD
PRKAA1,21.651761252719552,39,PTM-SEA,0.4,2,CAMK,CAMKL,AMPK,PRKAA1
PAK1,-16.827907130868798,44,PTM-SEA,0.3333333333333333,2,STE,STE20,PAKA,PAK1
PAK2,82.15991902834007,9,PTM-SEA,0.88,4,STE,STE20,PAKA,PAK2
PRKG2,-97.58850013923299,2,PTM-SEA,0.9866666666666667,4,AGC,PKG,PKG,PRKG2
ROCK1,-26.779039246511438,37,PTM-SEA,0.4266666666666667,2,AGC,DMPK,ROCK,ROCK1
ATR,0,50,PTM-SEA,0,1,ATYPICAL,PIKK,ATR,ATR
CAMK2G,0,50,PTM-SEA,0,1,CAMK,CAMK2,CAMK2,CAMK2G
DYRK1A,31.47697704169728,35,PTM-SEA,0.4533333333333333,2,CMGC,DYRK,DYRK1,DYRK1A
PRKG1,40.28671827359813,29,PTM-SEA,0.5333333333333333,3,AGC,PKG,PKG,PRKG1
PRKD1,89.18869586236642,7,PTM-SEA,0.9066666666666666,4,CAMK,PKD,PKD,PRKD1
RPS6KA2,73.35546176223517,14,PTM-SEA,0.8,4,AGC,RSK,RSK,RPS6KA2
RPS6KA1,24.916973866820744,38,PTM-SEA,0.41333333333333333,2,AGC,RSK,RSK,RPS6KA1
PKN1,-38.304270593008134,33,PTM-SEA,0.48,2,AGC,PKN,PKN,PKN1
MAPK14,62.537979859220165,22,PTM-SEA,0.6266666666666667,3,CMGC,MAPK,P38,MAPK14
PIM3,66.25891529961928,20,PTM-SEA,0.6533333333333333,3,CAMK,PIM,PIM,PIM3
BRSK2,0,50,PTM-SEA,0,1,CAMK,CAMKL,BRSK,BRSK2
BRSK1,0,50,PTM-SEA,0,1,CAMK,CAMKL,BRSK,BRSK1
DYRK2,0,50,PTM-SEA,0,1,CMGC,DYRK,DYRK2,DYRK2
PASK,0,50,PTM-SEA,0,1,CAMK,CAMKL,PASK,PASK
VRK1,0,50,PTM-SEA,0,1,CK1,VRK,VRK,VRK1
PRKD2,0,50,PTM-SEA,0,1,CAMK,PKD,PKD,PRKD2
PLK3,0,50,PTM-SEA,0,1,OTHER,PLK,PLK2,PLK3
NEK6,0,50,PTM-SEA,0,1,OTHER,NEK,NEK6,NEK6
PIM2,66.25891529961928,20,PTM-SEA,0.6533333333333333,3,CAMK,PIM,PIM,PIM2
AKT3,78.08256982167507,12,PTM-SEA,0.8266666666666667,4,AGC,AKT,AKT,AKT3
AAK1,302,269,KEA3,0.09142857142857143,1,OTHER,NAK,BIKE,AAK1
ABL1,26,17,KEA3,0.9514285714285714,4,TK,ABL,ABL,ABL1
ABL2,150.33333333333334,147,KEA3,0.5028571428571429,3,TK,ABL,ABL,ABL2
ACVR1,144.5,143,KEA3,0.52,3,TKL,STKR,TYPE1,ACVR1
ACVR1B,220.5,218,KEA3,0.2542857142857143,2,TKL,STKR,TYPE1,ACVR1B
ACVR2B,214,213,KEA3,0.26857142857142857,2,TKL,STKR,TYPE2,ACVR2B
AKT1,17.666666666666668,9,KEA3,0.9771428571428571,4,AGC,AKT,AKT,AKT1
AKT2,41.666666666666664,27,KEA3,0.9142857142857143,4,AGC,AKT,AKT,AKT2
AKT3,88,69,KEA3,0.7628571428571429,4,AGC,AKT,AKT,AKT3
ALK,38.5,26,KEA3,0.92,4,TK,ALK,ALK,ALK
ARAF,114,101,KEA3,0.6514285714285715,3,TKL,RAF,RAF,ARAF
ATM,126.66666666666667,122,KEA3,0.5857142857142857,3,ATYPICAL,PIKK,ATM,ATM
ATR,82,60,KEA3,0.8,4,ATYPICAL,PIKK,ATR,ATR
AURKA,27.333333333333332,18,KEA3,0.9485714285714286,4,OTHER,AUR,AUR,AURKA
AURKB,70.66666666666667,53,KEA3,0.8228571428571428,4,OTHER,AUR,AUR,AURKB
AURKC,186.5,191,KEA3,0.3485714285714286,2,OTHER,AUR,AUR,AURKC
AXL,206,206,KEA3,0.29714285714285715,2,TK,AXL,AXL,AXL
BLK,260,241,KEA3,0.1742857142857143,1,TK,SRC,SRCB,BLK
BMP2K,326,290,KEA3,0.03142857142857143,1,OTHER,NAK,BIKE,BMP2K
BMPR1A,173,178,KEA3,0.3914285714285714,2,TKL,STKR,TYPE1,BMPR1A
BMPR1B,118,109,KEA3,0.6285714285714286,3,TKL,STKR,TYPE1,BMPR1B
BMPR2,224,221,KEA3,0.24,1,TKL,STKR,TYPE2,BMPR2
BMX,111.66666666666667,100,KEA3,0.6542857142857142,3,TK,TEC,TEC,BMX
BRAF,171,177,KEA3,0.3942857142857143,2,TKL,RAF,RAF,BRAF
BRSK1,140.66666666666666,138,KEA3,0.5342857142857143,3,CAMK,CAMKL,BRSK,BRSK1
BRSK2,308,275,KEA3,0.07428571428571429,1,CAMK,CAMKL,BRSK,BRSK2
BTK,66.66666666666667,49,KEA3,0.8371428571428572,4,TK,TEC,TEC,BTK
BUB1,141,139,KEA3,0.5314285714285715,3,OTHER,BUB,BUB,BUB1
CAMK1,179.33333333333334,184,KEA3,0.37142857142857144,2,CAMK,CAMK1,CAMK1,CAMK1
CAMK1D,246.5,232,KEA3,0.20857142857142857,1,CAMK,CAMK1,CAMK1,CAMK1D
CAMK2A,54.666666666666664,36,KEA3,0.8828571428571429,4,CAMK,CAMK2,CAMK2,CAMK2A
CAMK2B,152,151,KEA3,0.48857142857142855,2,CAMK,CAMK2,CAMK2,CAMK2B
CAMK2D,103.33333333333333,85,KEA3,0.7085714285714285,3,CAMK,CAMK2,CAMK2,CAMK2D
CAMK2G,9,4,KEA3,0.9914285714285714,4,CAMK,CAMK2,CAMK2,CAMK2G
CAMK4,82.33333333333333,61,KEA3,0.7971428571428572,4,CAMK,CAMK1,CAMK1,CAMK4
CAMKK1,110.33333333333333,97,KEA3,0.6657142857142857,3,OTHER,CAMKK,META,CAMKK1
CAMKK2,115,104,KEA3,0.6428571428571429,3,OTHER,CAMKK,META,CAMKK2
CDC42BPA,284,256,KEA3,0.12857142857142856,1,AGC,DMPK,GEK,CDC42BPA
CDC7,201,202,KEA3,0.3142857142857143,2,OTHER,CDC7,CDC7,CDC7
CDK1,24.5,15,KEA3,0.9571428571428572,4,CMGC,CDK,CDC2,CDK1
CDK11A,333,295,KEA3,0.017142857142857144,1,CMGC,CDK,CDK11,CDK11A
CDK11A,333,295,KEA3,0.017142857142857144,1,NA,NA,NA,CDK11A
CDK12,317,283,KEA3,0.05142857142857143,1,CMGC,CDK,CRK7,CDK12
CDK15,263,243,KEA3,0.16857142857142857,1,CMGC,CDK,PFTAIRE,CDK15
CDK16,246,231,KEA3,0.21142857142857144,1,CMGC,CDK,PCTAIRE,CDK16
CDK18,251,236,KEA3,0.19142857142857142,1,CMGC,CDK,PCTAIRE,CDK18
CDK19,199,201,KEA3,0.3171428571428571,2,CMGC,CDK,CDK8,CDK19
CDK2,23.666666666666668,13,KEA3,0.9628571428571429,4,CMGC,CDK,CDC2,CDK2
CDK20,292,261,KEA3,0.11428571428571428,1,CMGC,CDK,CCRK,CDK20
CDK3,93,75,KEA3,0.7457142857142857,3,CMGC,CDK,CDC2,CDK3
CDK4,56.666666666666664,40,KEA3,0.8714285714285714,4,CMGC,CDK,CDK4,CDK4
CDK5,23.333333333333332,12,KEA3,0.9685714285714285,4,CMGC,CDK,CDK5,CDK5
CDK6,96,79,KEA3,0.7314285714285714,3,CMGC,CDK,CDK4,CDK6
CDK7,47.66666666666667,30,KEA3,0.9028571428571428,4,CMGC,CDK,CDK7,CDK7
CDK8,188.5,193,KEA3,0.34285714285714286,2,CMGC,CDK,CDK8,CDK8
CDK9,54.333333333333336,35,KEA3,0.8857142857142857,4,CMGC,CDK,CDK9,CDK9
CDKL3,305,272,KEA3,0.08285714285714285,1,CMGC,CDKL,CDKL,CDKL3
CDKL5,85,65,KEA3,0.78,4,CMGC,CDKL,CDKL,CDKL5
CHEK1,46,29,KEA3,0.9057142857142857,4,CAMK,CAMKL,CHK1,CHEK1
CHEK2,73.66666666666667,56,KEA3,0.8114285714285714,4,CAMK,RAD53,RAD53,CHEK2
CHUK,55.66666666666667,39,KEA3,0.8742857142857143,4,OTHER,IKK,IKK,CHUK
CLK1,130.5,125,KEA3,0.5771428571428572,3,CMGC,CLK,CLK,CLK1
CLK2,94.5,78,KEA3,0.7342857142857143,3,CMGC,CLK,CLK,CLK2
CLK3,213,211,KEA3,0.27714285714285714,2,CMGC,CLK,CLK,CLK3
CLK4,323,288,KEA3,0.037142857142857144,1,CMGC,CLK,CLK,CLK4
CSF1R,156,158,KEA3,0.46,2,TK,PDGFR,PDGFR,CSF1R
CSK,175.66666666666666,180,KEA3,0.38571428571428573,2,TK,CSK,CSK,CSK
CSNK1A1,66.33333333333333,48,KEA3,0.84,4,CK1,CK1,CK1-A,CSNK1A1
CSNK1A1L,338,300,KEA3,0.002857142857142857,1,CK1,CK1,CK1-A,CSNK1A1L
CSNK1D,85,65,KEA3,0.78,4,CK1,CK1,CK1-D,CSNK1D
CSNK1E,141.33333333333334,140,KEA3,0.5285714285714286,3,CK1,CK1,CK1-D,CSNK1E
CSNK1G1,157,160,KEA3,0.4514285714285714,2,CK1,CK1,CK1-G,CSNK1G1
CSNK1G2,220,217,KEA3,0.2571428571428571,2,CK1,CK1,CK1-G,CSNK1G2
CSNK1G3,260,241,KEA3,0.1742857142857143,1,CK1,CK1,CK1-G,CSNK1G3
CSNK2A1,64.66666666666667,44,KEA3,0.8571428571428571,4,CMGC,CK2,CK2,CSNK2A1
CSNK2A2,117,108,KEA3,0.6314285714285715,3,CMGC,CK2,CK2,CSNK2A2
DAPK1,88.33333333333333,70,KEA3,0.76,4,CAMK,DAPK,DAPK,DAPK1
DAPK3,135.33333333333334,133,KEA3,0.5514285714285714,3,CAMK,DAPK,DAPK,DAPK3
DCLK1,267,246,KEA3,0.16,1,CAMK,DCAMKL,DCAMKL,DCLK1
DDR1,133.5,129,KEA3,0.5657142857142857,3,TK,DDR,DDR,DDR1
DDR2,188,192,KEA3,0.3457142857142857,2,TK,DDR,DDR,DDR2
DMPK,147,145,KEA3,0.5085714285714286,3,AGC,DMPK,GEK,DMPK
DYRK1A,66,47,KEA3,0.8428571428571429,4,CMGC,DYRK,DYRK1,DYRK1A
DYRK1B,116.66666666666667,107,KEA3,0.6342857142857142,3,CMGC,DYRK,DYRK1,DYRK1B
DYRK2,83.33333333333333,63,KEA3,0.7914285714285715,4,CMGC,DYRK,DYRK2,DYRK2
DYRK3,194.5,196,KEA3,0.3342857142857143,2,CMGC,DYRK,DYRK2,DYRK3
DYRK4,84,64,KEA3,0.7857142857142857,4,CMGC,DYRK,DYRK2,DYRK4
EEF2K,107.5,93,KEA3,0.68,3,ATYPICAL,ALPHA,EEF2K,EEF2K
EGFR,25,16,KEA3,0.9542857142857143,4,TK,EGFR,EGFR,EGFR
EIF2AK1,316,282,KEA3,0.054285714285714284,1,OTHER,PEK,HRI,EIF2AK1
EIF2AK2,61,42,KEA3,0.8628571428571429,4,OTHER,PEK,PKR,EIF2AK2
EIF2AK3,336,298,KEA3,0.008571428571428572,1,OTHER,PEK,PEK,EIF2AK3
EPHA2,322,287,KEA3,0.04,1,TK,EPH,EPH,EPHA2
EPHA3,104,86,KEA3,0.7057142857142857,3,TK,EPH,EPH,EPHA3
EPHA4,327,291,KEA3,0.02857142857142857,1,TK,EPH,EPH,EPHA4
EPHA8,335,297,KEA3,0.011428571428571429,1,TK,EPH,EPH,EPHA8
EPHB1,324,289,KEA3,0.03428571428571429,1,TK,EPH,EPH,EPHB1
EPHB2,294,263,KEA3,0.10857142857142857,1,TK,EPH,EPH,EPHB2
EPHB3,194,195,KEA3,0.33714285714285713,2,TK,EPH,EPH,EPHB3
ERBB2,139.5,137,KEA3,0.5371428571428571,3,TK,EGFR,EGFR,ERBB2
ERBB4,321,286,KEA3,0.04285714285714286,1,TK,EGFR,EGFR,ERBB4
FASTK,233,227,KEA3,0.22285714285714286,1,ATYPICAL,FAST,FAST,FASTK
FER,13.5,6,KEA3,0.9857142857142858,4,TK,FER,FER,FER
FES,207,207,KEA3,0.29428571428571426,2,TK,FER,FER,FES
FGFR1,158,161,KEA3,0.44571428571428573,2,TK,FGFR,FGFR,FGFR1
FGFR2,94.5,78,KEA3,0.7342857142857143,3,TK,FGFR,FGFR,FGFR2
FGFR3,176.5,182,KEA3,0.37714285714285717,2,TK,FGFR,FGFR,FGFR3
FGFR4,105,89,KEA3,0.6914285714285714,3,TK,FGFR,FGFR,FGFR4
FGR,59,41,KEA3,0.8657142857142858,4,TK,SRC,SRCA,FGR
FLT1,309,276,KEA3,0.07142857142857142,1,TK,VEGFR,VEGFR,FLT1
FLT3,235,228,KEA3,0.22,1,TK,PDGFR,PDGFR,FLT3
FLT4,269,248,KEA3,0.15428571428571428,1,TK,VEGFR,VEGFR,FLT4
FRK,163.5,169,KEA3,0.42,2,TK,SRC,FRK,FRK
FYN,64.33333333333333,43,KEA3,0.86,4,TK,SRC,SRCA,FYN
GRK1,331,294,KEA3,0.02,1,AGC,GRK,GRK,GRK1
GRK2,17,8,KEA3,0.98,4,AGC,GRK,BARK,GRK2
GRK3,110,96,KEA3,0.6685714285714286,3,AGC,GRK,BARK,GRK3
GRK5,23.666666666666668,13,KEA3,0.9628571428571429,4,AGC,GRK,GRK,GRK5
GRK6,134.66666666666666,131,KEA3,0.56,3,AGC,GRK,GRK,GRK6
GSK3A,90.66666666666667,72,KEA3,0.7542857142857143,4,CMGC,GSK,GSK,GSK3A
GSK3B,44.333333333333336,28,KEA3,0.9114285714285715,4,CMGC,GSK,GSK,GSK3B
HASPIN,223,220,KEA3,0.24571428571428572,1,OTHER,HASPIN,HASPIN,HASPIN
HCK,105,89,KEA3,0.6914285714285714,3,TK,SRC,SRCB,HCK
HIPK1,156.5,159,KEA3,0.45714285714285713,2,CMGC,DYRK,HIPK,HIPK1
HIPK2,81,59,KEA3,0.8028571428571428,4,CMGC,DYRK,HIPK,HIPK2
HIPK3,295,264,KEA3,0.10571428571428572,1,CMGC,DYRK,HIPK,HIPK3
HIPK4,108.5,94,KEA3,0.6771428571428572,3,CMGC,DYRK,HIPK,HIPK4
ICK,198,199,KEA3,0.32285714285714284,2,CMGC,RCK,RCK,CILK1
IGF1R,100.66666666666667,83,KEA3,0.7171428571428572,3,TK,INSR,INSR,IGF1R
IKBKB,54.333333333333336,35,KEA3,0.8857142857142857,4,OTHER,IKK,IKK,IKBKB
IKBKE,48.333333333333336,31,KEA3,0.9,4,OTHER,IKK,IKK,IKBKE
ILK,107,92,KEA3,0.6828571428571428,3,TKL,MLK,ILK,ILK
INSR,120.66666666666667,113,KEA3,0.6142857142857143,3,TK,INSR,INSR,INSR
IRAK1,149.5,146,KEA3,0.5057142857142857,3,TKL,IRAK,IRAK,IRAK1
IRAK3,250,235,KEA3,0.19714285714285715,1,TKL,IRAK,IRAK,IRAK3
IRAK4,293,262,KEA3,0.11142857142857143,1,TKL,IRAK,IRAK,IRAK4
ITK,159.33333333333334,164,KEA3,0.4342857142857143,2,TK,TEC,TEC,ITK
JAK1,151,149,KEA3,0.4942857142857143,2,TK,JAKA,JAKA,JAK1
JAK2,76.66666666666667,57,KEA3,0.8085714285714286,4,TK,JAKA,JAKA,JAK2
JAK3,176,181,KEA3,0.38,2,TK,JAKA,JAKA,JAK3
KDR,303,270,KEA3,0.08857142857142856,1,TK,VEGFR,VEGFR,KDR
KIT,132,127,KEA3,0.5714285714285714,3,TK,PDGFR,PDGFR,KIT
KSR1,272,249,KEA3,0.15142857142857144,1,TKL,RAF,KSR,KSR1
KSR2,197,198,KEA3,0.32571428571428573,2,TKL,RAF,KSR,KSR2
LATS1,197,198,KEA3,0.32571428571428573,2,AGC,NDR,NDR,LATS1
LATS2,158,161,KEA3,0.44571428571428573,2,AGC,NDR,NDR,LATS2
LCK,34.333333333333336,24,KEA3,0.9257142857142857,4,TK,SRC,SRCB,LCK
LIMK1,283,255,KEA3,0.13142857142857142,1,TKL,LISK,LIMK,LIMK1
LIMK2,214,213,KEA3,0.26857142857142857,2,TKL,LISK,LIMK,LIMK2
LRRK2,105.5,90,KEA3,0.6885714285714286,3,TKL,LRRK,LRRK,LRRK2
LYN,92,74,KEA3,0.7485714285714286,3,TK,SRC,SRCB,LYN
MAK,262,242,KEA3,0.17142857142857143,1,CMGC,RCK,RCK,MAK
MAP2K1,111.66666666666667,100,KEA3,0.6542857142857142,3,STE,STE7,MEK1,MAP2K1
MAP2K2,230,225,KEA3,0.22857142857142856,1,STE,STE7,MEK1,MAP2K2
MAP2K3,252,238,KEA3,0.18571428571428572,1,STE,STE7,MEK3,MAP2K3
MAP2K4,154,154,KEA3,0.4714285714285714,2,STE,STE7,MEK4,MAP2K4
MAP2K6,161.33333333333334,166,KEA3,0.42857142857142855,2,STE,STE7,MEK3,MAP2K6
MAP2K7,104.5,87,KEA3,0.7028571428571428,3,STE,STE7,MEK7,MAP2K7
MAP3K1,258,239,KEA3,0.18285714285714286,1,STE,STE11,MEKK1,MAP3K1
MAP3K10,273,250,KEA3,0.14857142857142858,1,TKL,MLK,MLK,MAP3K10
MAP3K11,198.66666666666666,200,KEA3,0.32,2,TKL,MLK,MLK,MAP3K11
MAP3K13,250,235,KEA3,0.19714285714285715,1,TKL,MLK,LZK,MAP3K13
MAP3K14,114.33333333333333,102,KEA3,0.6485714285714286,3,STE,STE-UNIQUE,STE-UNIQUE,MAP3K14
MAP3K20,281,254,KEA3,0.13428571428571429,1,TKL,MLK,ZAK,MAP3K20
MAP3K3,290,260,KEA3,0.11714285714285715,1,STE,STE11,MEKK2,MAP3K3
MAP3K4,306,273,KEA3,0.08,1,STE,STE11,MEKK4,MAP3K4
MAP3K5,173.33333333333334,179,KEA3,0.38857142857142857,2,STE,STE11,ASK,MAP3K5
MAP3K6,212,210,KEA3,0.28285714285714286,2,STE,STE11,ASK,MAP3K6
MAP3K7,102.66666666666667,84,KEA3,0.7142857142857143,3,TKL,MLK,TAK1,MAP3K7
MAP3K8,147,145,KEA3,0.5085714285714286,3,STE,STE-UNIQUE,STE-UNIQUE,MAP3K8
MAP4K1,265,245,KEA3,0.16285714285714287,1,STE,STE20,KHS,MAP4K1
MAP4K2,169.5,176,KEA3,0.39714285714285713,2,STE,STE20,KHS,MAP4K2
MAP4K3,299,267,KEA3,0.09714285714285714,1,STE,STE20,KHS,MAP4K3
MAP4K4,167,173,KEA3,0.4085714285714286,2,STE,STE20,MSN,MAP4K4
MAP4K5,160,165,KEA3,0.43142857142857144,2,STE,STE20,KHS,MAP4K5
MAPK1,29.666666666666668,20,KEA3,0.94,4,CMGC,MAPK,ERK1,MAPK1
MAPK10,130.66666666666666,126,KEA3,0.5742857142857143,3,CMGC,MAPK,JNK,MAPK10
MAPK11,103.33333333333333,85,KEA3,0.7085714285714285,3,CMGC,MAPK,P38,MAPK11
MAPK12,122.33333333333333,116,KEA3,0.6028571428571429,3,CMGC,MAPK,P38,MAPK12
MAPK13,183.33333333333334,189,KEA3,0.35428571428571426,2,CMGC,MAPK,P38,MAPK13
MAPK14,21.666666666666668,11,KEA3,0.9714285714285714,4,CMGC,MAPK,P38,MAPK14
MAPK15,222.5,219,KEA3,0.24857142857142858,1,CMGC,MAPK,ERK7,MAPK15
MAPK3,29,19,KEA3,0.9457142857142857,4,CMGC,MAPK,ERK1,MAPK3
MAPK6,209.5,209,KEA3,0.2857142857142857,2,CMGC,MAPK,ERK3,MAPK6
MAPK7,120.66666666666667,113,KEA3,0.6142857142857143,3,CMGC,MAPK,ERK5,MAPK7
MAPK8,69,50,KEA3,0.8342857142857143,4,CMGC,MAPK,JNK,MAPK8
MAPK9,46,29,KEA3,0.9057142857142857,4,CMGC,MAPK,JNK,MAPK9
MAPKAPK2,70.66666666666667,53,KEA3,0.8228571428571428,4,CAMK,MAPKAPK,MAPKAPK,MAPKAPK2
MAPKAPK3,301,268,KEA3,0.09428571428571429,1,CAMK,MAPKAPK,MAPKAPK,MAPKAPK3
MAPKAPK5,49.333333333333336,32,KEA3,0.8971428571428571,4,CAMK,MAPKAPK,MAPKAPK,MAPKAPK5
MARK2,94.33333333333333,77,KEA3,0.74,3,CAMK,CAMKL,MARK,MARK2
MARK3,104.66666666666667,88,KEA3,0.6971428571428572,3,CAMK,CAMKL,MARK,MARK3
MARK4,334,296,KEA3,0.014285714285714285,1,CAMK,CAMKL,MARK,MARK4
MAST1,248.5,234,KEA3,0.20285714285714285,1,AGC,MAST,MAST,MAST1
MAST2,315,281,KEA3,0.05714285714285714,1,AGC,MAST,MAST,MAST2
MATK,228,224,KEA3,0.23142857142857143,1,TK,CSK,CSK,MATK
MELK,307,274,KEA3,0.07714285714285714,1,CAMK,CAMKL,MELK,MELK
MERTK,154,154,KEA3,0.4714285714285714,2,TK,AXL,AXL,MERTK
MET,118.33333333333333,110,KEA3,0.6257142857142857,3,TK,MET,MET,MET
MKNK1,178.33333333333334,183,KEA3,0.3742857142857143,2,CAMK,MAPKAPK,MNK,MKNK1
MKNK2,224,221,KEA3,0.24,1,CAMK,MAPKAPK,MNK,MKNK2
MOK,241.5,230,KEA3,0.21428571428571427,1,CMGC,RCK,RCK,MOK
MOS,304,271,KEA3,0.08571428571428572,1,OTHER,MOS,MOS,MOS
MST1R,203,204,KEA3,0.3057142857142857,2,TK,MET,MET,MST1R
MTOR,122,115,KEA3,0.6085714285714285,3,ATYPICAL,PIKK,FRAP,MTOR
MYLK2,209.5,209,KEA3,0.2857142857142857,2,CAMK,MLCK,MLCK,MYLK2
MYO3A,206,206,KEA3,0.29714285714285715,2,STE,STE20,NINAC,MYO3A
NEK10,287,258,KEA3,0.12285714285714286,1,OTHER,NEK,NEK10,NEK10
NEK11,169,175,KEA3,0.4,2,OTHER,NEK,NEK11,NEK11
NEK2,123.66666666666667,117,KEA3,0.6,3,OTHER,NEK,NEK2,NEK2
NEK3,163,168,KEA3,0.4228571428571429,2,OTHER,NEK,NEK1,NEK3
NEK4,186,190,KEA3,0.3514285714285714,2,OTHER,NEK,NEK4,NEK4
NEK6,105.66666666666667,91,KEA3,0.6857142857142857,3,OTHER,NEK,NEK6,NEK6
NEK8,222.5,219,KEA3,0.24857142857142858,1,OTHER,NEK,NEK8,NEK8
NEK9,110,96,KEA3,0.6685714285714286,3,OTHER,NEK,NEK8,NEK9
NIM1K,274,251,KEA3,0.1457142857142857,1,CAMK,CAMKL,NIM1,NIM1K
NLK,139.33333333333334,136,KEA3,0.54,3,CMGC,MAPK,NMO,NLK
