Kinase,Score,Rank,Method,Perc,Qrt,group,KinaseFamily,subfamily,hgnc_symbol
PRKDC,-82.13671875,16,PTM-SEA,0.7866666666666666,4,ATYPICAL,PIKK,DNAPK,PRKDC
ATM,0,51,PTM-SEA,0,1,ATYPICAL,PIKK,ATM,ATM
AURKB,-18.575186032160772,42,PTM-SEA,0.36,2,OTHER,AUR,AUR,AURKB
CDK3,0,51,PTM-SEA,0,1,CMGC,CDK,CDC2,CDK3
CDK6,-107.8359375,1,PTM-SEA,0.9866666666666667,4,CMGC,CDK,CDK4,CDK6
CDK5,-94.52031214432392,10,PTM-SEA,0.8666666666666667,4,CMGC,CDK,CDK5,CDK5
PRKCE,48.539251502765154,32,PTM-SEA,0.5733333333333334,3,AGC,PKC,ETA,PRKCE
PRKCQ,-85.18087212117477,15,PTM-SEA,0.8,4,AGC,PKC,DELTA,PRKCQ
PRKCZ,74.79129296054978,17,PTM-SEA,0.7733333333333333,4,AGC,PKC,IOTA,PRKCZ
PRKCD,87.34125948394254,13,PTM-SEA,0.8266666666666667,4,AGC,PKC,DELTA,PRKCD
PRKAA1,8.211495429509485,47,PTM-SEA,0.29333333333333333,2,CAMK,CAMKL,AMPK,PRKAA1
PAK1,-0.9948954341059473,50,PTM-SEA,0.25333333333333335,2,STE,STE20,PAKA,PAK1
PAK2,70.546875,21,PTM-SEA,0.72,3,STE,STE20,PAKA,PAK2
PRKG2,-99.33529899016152,6,PTM-SEA,0.92,4,AGC,PKG,PKG,PRKG2
ROCK1,-98.10456797798415,7,PTM-SEA,0.9066666666666666,4,AGC,DMPK,ROCK,ROCK1
ATR,0,51,PTM-SEA,0,1,ATYPICAL,PIKK,ATR,ATR
CAMK2G,0,51,PTM-SEA,0,1,CAMK,CAMK2,CAMK2,CAMK2G
DYRK1A,-19.466801517770346,41,PTM-SEA,0.37333333333333335,2,CMGC,DYRK,DYRK1,DYRK1A
PRKG1,59.57814433995304,24,PTM-SEA,0.68,3,AGC,PKG,PKG,PRKG1
PRKD1,74.27123707885531,18,PTM-SEA,0.76,4,CAMK,PKD,PKD,PRKD1
RPS6KA2,96.75313270929838,9,PTM-SEA,0.88,4,AGC,RSK,RSK,RPS6KA2
RPS6KA1,42.9484259335188,36,PTM-SEA,0.44,2,AGC,RSK,RSK,RPS6KA1
PKN1,-88.54231956295965,11,PTM-SEA,0.8533333333333334,4,AGC,PKN,PKN,PKN1
MAPK14,-54.345555378416236,26,PTM-SEA,0.6533333333333333,3,CMGC,MAPK,P38,MAPK14
PIM3,43.042416788990295,35,PTM-SEA,0.4533333333333333,2,CAMK,PIM,PIM,PIM3
BRSK2,0,51,PTM-SEA,0,1,CAMK,CAMKL,BRSK,BRSK2
BRSK1,0,51,PTM-SEA,0,1,CAMK,CAMKL,BRSK,BRSK1
DYRK2,0,51,PTM-SEA,0,1,CMGC,DYRK,DYRK2,DYRK2
PASK,0,51,PTM-SEA,0,1,CAMK,CAMKL,PASK,PASK
VRK1,0,51,PTM-SEA,0,1,CK1,VRK,VRK,VRK1
PRKD2,0,51,PTM-SEA,0,1,CAMK,PKD,PKD,PRKD2
PLK3,0,51,PTM-SEA,0,1,OTHER,PLK,PLK2,PLK3
NEK6,0,51,PTM-SEA,0,1,OTHER,NEK,NEK6,NEK6
PIM2,43.042416788990295,35,PTM-SEA,0.4533333333333333,2,CAMK,PIM,PIM,PIM2
AKT3,51.92495909186876,29,PTM-SEA,0.6133333333333333,3,AGC,AKT,AKT,AKT3
AAK1,298,266,KEA3,0.10285714285714286,1,OTHER,NAK,BIKE,AAK1
ABL1,36,19,KEA3,0.9428571428571428,4,TK,ABL,ABL,ABL1
ABL2,131,133,KEA3,0.5485714285714286,3,TK,ABL,ABL,ABL2
ACVR1,159,165,KEA3,0.42857142857142855,2,TKL,STKR,TYPE1,ACVR1
ACVR1B,210.5,209,KEA3,0.28285714285714286,2,TKL,STKR,TYPE1,ACVR1B
ACVR2B,213,211,KEA3,0.27714285714285714,2,TKL,STKR,TYPE2,ACVR2B
AKT1,37,21,KEA3,0.9371428571428572,4,AGC,AKT,AKT,AKT1
AKT2,41.333333333333336,24,KEA3,0.9257142857142857,4,AGC,AKT,AKT,AKT2
AKT3,98,87,KEA3,0.7057142857142857,3,AGC,AKT,AKT,AKT3
ALK,29.5,16,KEA3,0.9514285714285714,4,TK,ALK,ALK,ALK
ARAF,98,87,KEA3,0.7057142857142857,3,TKL,RAF,RAF,ARAF
ATM,101.66666666666667,94,KEA3,0.6828571428571428,3,ATYPICAL,PIKK,ATM,ATM
ATR,72,53,KEA3,0.8285714285714286,4,ATYPICAL,PIKK,ATR,ATR
AURKA,72.66666666666667,55,KEA3,0.8228571428571428,4,OTHER,AUR,AUR,AURKA
AURKB,88.66666666666667,77,KEA3,0.7457142857142857,3,OTHER,AUR,AUR,AURKB
AURKC,186,188,KEA3,0.3485714285714286,2,OTHER,AUR,AUR,AURKC
AXL,199.5,198,KEA3,0.32,2,TK,AXL,AXL,AXL
BLK,258,239,KEA3,0.18285714285714286,1,TK,SRC,SRCB,BLK
BMP2K,324,289,KEA3,0.037142857142857144,1,OTHER,NAK,BIKE,BMP2K
BMPR1A,177.5,181,KEA3,0.37142857142857144,2,TKL,STKR,TYPE1,BMPR1A
BMPR1B,107,102,KEA3,0.6542857142857142,3,TKL,STKR,TYPE1,BMPR1B
BMPR2,216.5,215,KEA3,0.26571428571428574,2,TKL,STKR,TYPE2,BMPR2
BMX,88,76,KEA3,0.7485714285714286,3,TK,TEC,TEC,BMX
BRAF,155.5,160,KEA3,0.4514285714285714,2,TKL,RAF,RAF,BRAF
BRSK1,126.66666666666666,122,KEA3,0.5885714285714285,3,CAMK,CAMKL,BRSK,BRSK1
BRSK2,305,273,KEA3,0.08285714285714285,1,CAMK,CAMKL,BRSK,BRSK2
BTK,78.33333333333333,63,KEA3,0.8,4,TK,TEC,TEC,BTK
BUB1,136,137,KEA3,0.5342857142857143,3,OTHER,BUB,BUB,BUB1
CAMK1,87.33333333333333,75,KEA3,0.7542857142857143,4,CAMK,CAMK1,CAMK1,CAMK1
CAMK1D,242.5,226,KEA3,0.23142857142857143,1,CAMK,CAMK1,CAMK1,CAMK1D
CAMK2A,42.666666666666664,25,KEA3,0.92,4,CAMK,CAMK2,CAMK2,CAMK2A
CAMK2B,128.5,127,KEA3,0.5742857142857143,3,CAMK,CAMK2,CAMK2,CAMK2B
CAMK2D,95.66666666666667,85,KEA3,0.7171428571428572,3,CAMK,CAMK2,CAMK2,CAMK2D
CAMK2G,20,10,KEA3,0.9685714285714285,4,CAMK,CAMK2,CAMK2,CAMK2G
CAMK4,72.33333333333333,54,KEA3,0.8257142857142857,4,CAMK,CAMK1,CAMK1,CAMK4
CAMKK1,106.33333333333333,100,KEA3,0.6628571428571428,3,OTHER,CAMKK,META,CAMKK1
CAMKK2,92.5,81,KEA3,0.7314285714285714,3,OTHER,CAMKK,META,CAMKK2
CDC42BPA,279,253,KEA3,0.14,1,AGC,DMPK,GEK,CDC42BPA
CDC7,164.5,171,KEA3,0.4057142857142857,2,OTHER,CDC7,CDC7,CDC7
CDK1,26,13,KEA3,0.96,4,CMGC,CDK,CDC2,CDK1
CDK11A,332,295,KEA3,0.02,1,CMGC,CDK,CDK11,CDK11A
CDK11A,332,295,KEA3,0.02,1,NA,NA,NA,CDK11A
CDK12,315,282,KEA3,0.05714285714285714,1,CMGC,CDK,CRK7,CDK12
CDK15,254,236,KEA3,0.19428571428571428,1,CMGC,CDK,PFTAIRE,CDK15
CDK16,228,221,KEA3,0.24571428571428572,1,CMGC,CDK,PCTAIRE,CDK16
CDK18,237,224,KEA3,0.23714285714285716,1,CMGC,CDK,PCTAIRE,CDK18
CDK19,276,250,KEA3,0.14857142857142858,1,CMGC,CDK,CDK8,CDK19
CDK2,43.666666666666664,27,KEA3,0.9142857142857143,4,CMGC,CDK,CDC2,CDK2
CDK20,287,258,KEA3,0.12571428571428572,1,CMGC,CDK,CCRK,CDK20
CDK3,142.66666666666666,145,KEA3,0.5085714285714286,3,CMGC,CDK,CDC2,CDK3
CDK4,67,48,KEA3,0.8485714285714285,4,CMGC,CDK,CDK4,CDK4
CDK5,65,47,KEA3,0.8542857142857143,4,CMGC,CDK,CDK5,CDK5
CDK6,129.33333333333334,130,KEA3,0.56,3,CMGC,CDK,CDK4,CDK6
CDK7,88,76,KEA3,0.7485714285714286,3,CMGC,CDK,CDK7,CDK7
CDK8,207,205,KEA3,0.29714285714285715,2,CMGC,CDK,CDK8,CDK8
CDK9,134.66666666666666,134,KEA3,0.5457142857142857,3,CMGC,CDK,CDK9,CDK9
CDKL3,302,270,KEA3,0.09142857142857143,1,CMGC,CDKL,CDKL,CDKL3
CDKL5,89.5,79,KEA3,0.74,3,CMGC,CDKL,CDKL,CDKL5
CHEK1,80,65,KEA3,0.7942857142857143,4,CAMK,CAMKL,CHK1,CHEK1
CHEK2,112,110,KEA3,0.6285714285714286,3,CAMK,RAD53,RAD53,CHEK2
CHUK,70.33333333333333,51,KEA3,0.8342857142857143,4,OTHER,IKK,IKK,CHUK
CLK1,98,87,KEA3,0.7057142857142857,3,CMGC,CLK,CLK,CLK1
CLK2,93,82,KEA3,0.7285714285714285,3,CMGC,CLK,CLK,CLK2
CLK3,208,207,KEA3,0.2885714285714286,2,CMGC,CLK,CLK,CLK3
CLK4,321,287,KEA3,0.04285714285714286,1,CMGC,CLK,CLK,CLK4
CSF1R,102,95,KEA3,0.6771428571428572,3,TK,PDGFR,PDGFR,CSF1R
CSK,159.33333333333334,166,KEA3,0.4228571428571429,2,TK,CSK,CSK,CSK
CSNK1A1,62,41,KEA3,0.8714285714285714,4,CK1,CK1,CK1-A,CSNK1A1
CSNK1A1L,337,300,KEA3,0.005714285714285714,1,CK1,CK1,CK1-A,CSNK1A1L
CSNK1D,95.66666666666667,85,KEA3,0.7171428571428572,3,CK1,CK1,CK1-D,CSNK1D
CSNK1E,109.33333333333333,107,KEA3,0.6371428571428571,3,CK1,CK1,CK1-D,CSNK1E
CSNK1G1,127,124,KEA3,0.5828571428571429,3,CK1,CK1,CK1-G,CSNK1G1
CSNK1G2,199,197,KEA3,0.32285714285714284,2,CK1,CK1,CK1-G,CSNK1G2
CSNK1G3,249,233,KEA3,0.20285714285714285,1,CK1,CK1,CK1-G,CSNK1G3
CSNK2A1,39.333333333333336,22,KEA3,0.9342857142857143,4,CMGC,CK2,CK2,CSNK2A1
CSNK2A2,112.66666666666667,111,KEA3,0.6257142857142857,3,CMGC,CK2,CK2,CSNK2A2
DAPK1,178,182,KEA3,0.36857142857142855,2,CAMK,DAPK,DAPK,DAPK1
DAPK3,204.33333333333334,202,KEA3,0.30857142857142855,2,CAMK,DAPK,DAPK,DAPK3
DCLK1,258,239,KEA3,0.18285714285714286,1,CAMK,DCAMKL,DCAMKL,DCLK1
DDR1,101.5,93,KEA3,0.6857142857142857,3,TK,DDR,DDR,DDR1
DDR2,204,201,KEA3,0.31142857142857144,2,TK,DDR,DDR,DDR2
DMPK,90,80,KEA3,0.7342857142857143,3,AGC,DMPK,GEK,DMPK
DYRK1A,137,138,KEA3,0.5314285714285715,3,CMGC,DYRK,DYRK1,DYRK1A
DYRK1B,104.66666666666667,97,KEA3,0.6714285714285714,3,CMGC,DYRK,DYRK1,DYRK1B
DYRK2,84.66666666666667,71,KEA3,0.7685714285714286,4,CMGC,DYRK,DYRK2,DYRK2
DYRK3,170,176,KEA3,0.38857142857142857,2,CMGC,DYRK,DYRK2,DYRK3
DYRK4,82,67,KEA3,0.7885714285714286,4,CMGC,DYRK,DYRK2,DYRK4
EEF2K,135.5,135,KEA3,0.5428571428571428,3,ATYPICAL,ALPHA,EEF2K,EEF2K
EGFR,15.333333333333334,7,KEA3,0.9771428571428571,4,TK,EGFR,EGFR,EGFR
EIF2AK1,314,281,KEA3,0.06,1,OTHER,PEK,HRI,EIF2AK1
EIF2AK2,143,146,KEA3,0.5028571428571429,3,OTHER,PEK,PKR,EIF2AK2
EIF2AK3,335,298,KEA3,0.011428571428571429,1,OTHER,PEK,PEK,EIF2AK3
EPHA2,320,286,KEA3,0.045714285714285714,1,TK,EPH,EPH,EPHA2
EPHA3,124,119,KEA3,0.5971428571428572,3,TK,EPH,EPH,EPHA3
EPHA4,325,290,KEA3,0.03428571428571429,1,TK,EPH,EPH,EPHA4
EPHA8,334,297,KEA3,0.014285714285714285,1,TK,EPH,EPH,EPHA8
EPHB1,322,288,KEA3,0.04,1,TK,EPH,EPH,EPHB1
EPHB2,289,260,KEA3,0.12,1,TK,EPH,EPH,EPHB2
EPHB3,208,207,KEA3,0.2885714285714286,2,TK,EPH,EPH,EPHB3
ERBB2,141.5,144,KEA3,0.5142857142857142,3,TK,EGFR,EGFR,ERBB2
ERBB4,319,285,KEA3,0.04857142857142857,1,TK,EGFR,EGFR,ERBB4
FASTK,225.5,219,KEA3,0.25142857142857145,2,ATYPICAL,FAST,FAST,FASTK
FER,28.5,15,KEA3,0.9542857142857143,4,TK,FER,FER,FER
FES,164,170,KEA3,0.4085714285714286,2,TK,FER,FER,FES
FGFR1,138.66666666666666,142,KEA3,0.52,3,TK,FGFR,FGFR,FGFR1
FGFR2,98.5,88,KEA3,0.7028571428571428,3,TK,FGFR,FGFR,FGFR2
FGFR3,183,184,KEA3,0.36,2,TK,FGFR,FGFR,FGFR3
FGFR4,113,112,KEA3,0.6228571428571429,3,TK,FGFR,FGFR,FGFR4
FGR,43.5,26,KEA3,0.9171428571428571,4,TK,SRC,SRCA,FGR
FLT1,306,274,KEA3,0.08,1,TK,VEGFR,VEGFR,FLT1
FLT3,195,195,KEA3,0.32857142857142857,2,TK,PDGFR,PDGFR,FLT3
FLT4,261,242,KEA3,0.1742857142857143,1,TK,VEGFR,VEGFR,FLT4
FRK,137.5,140,KEA3,0.5257142857142857,3,TK,SRC,FRK,FRK
FYN,51.333333333333336,34,KEA3,0.8914285714285715,4,TK,SRC,SRCA,FYN
GRK1,330,294,KEA3,0.022857142857142857,1,AGC,GRK,GRK,GRK1
GRK2,14,6,KEA3,0.98,4,AGC,GRK,BARK,GRK2
GRK3,76.5,60,KEA3,0.8085714285714286,4,AGC,GRK,BARK,GRK3
GRK5,40.666666666666664,23,KEA3,0.9285714285714286,4,AGC,GRK,GRK,GRK5
GRK6,128.66666666666666,128,KEA3,0.5685714285714286,3,AGC,GRK,GRK,GRK6
GSK3A,105.33333333333333,98,KEA3,0.6685714285714286,3,CMGC,GSK,GSK,GSK3A
GSK3B,30.333333333333332,17,KEA3,0.9485714285714286,4,CMGC,GSK,GSK,GSK3B
HASPIN,222,217,KEA3,0.2571428571428571,2,OTHER,HASPIN,HASPIN,HASPIN
HCK,107.33333333333333,103,KEA3,0.6485714285714286,3,TK,SRC,SRCB,HCK
HIPK1,155,159,KEA3,0.4542857142857143,2,CMGC,DYRK,HIPK,HIPK1
HIPK2,130.33333333333334,132,KEA3,0.5542857142857143,3,CMGC,DYRK,HIPK,HIPK2
HIPK3,290,261,KEA3,0.11714285714285715,1,CMGC,DYRK,HIPK,HIPK3
HIPK4,83,68,KEA3,0.7828571428571428,4,CMGC,DYRK,HIPK,HIPK4
ICK,277,251,KEA3,0.1457142857142857,1,CMGC,RCK,RCK,CILK1
IGF1R,110.33333333333333,109,KEA3,0.6314285714285715,3,TK,INSR,INSR,IGF1R
IKBKB,57,37,KEA3,0.8828571428571429,4,OTHER,IKK,IKK,IKBKB
IKBKE,48.333333333333336,32,KEA3,0.8971428571428571,4,OTHER,IKK,IKK,IKBKE
ILK,100.66666666666667,91,KEA3,0.6914285714285714,3,TKL,MLK,ILK,ILK
INSR,101.33333333333333,92,KEA3,0.6885714285714286,3,TK,INSR,INSR,INSR
IRAK1,186.5,189,KEA3,0.3457142857142857,2,TKL,IRAK,IRAK,IRAK1
IRAK3,246,230,KEA3,0.21428571428571427,1,TKL,IRAK,IRAK,IRAK3
IRAK4,288,259,KEA3,0.12285714285714286,1,TKL,IRAK,IRAK,IRAK4
ITK,159.33333333333334,166,KEA3,0.4228571428571429,2,TK,TEC,TEC,ITK
JAK1,185.5,187,KEA3,0.3514285714285714,2,TK,JAKA,JAKA,JAK1
JAK2,64,45,KEA3,0.86,4,TK,JAKA,JAKA,JAK2
JAK3,159,165,KEA3,0.42857142857142855,2,TK,JAKA,JAKA,JAK3
KDR,300,268,KEA3,0.09714285714285714,1,TK,VEGFR,VEGFR,KDR
KIT,200,199,KEA3,0.3171428571428571,2,TK,PDGFR,PDGFR,KIT
KSR1,264,243,KEA3,0.17142857142857143,1,TKL,RAF,KSR,KSR1
KSR2,153,155,KEA3,0.4657142857142857,2,TKL,RAF,KSR,KSR2
LATS1,190.33333333333334,192,KEA3,0.33714285714285713,2,AGC,NDR,NDR,LATS1
LATS2,160.5,169,KEA3,0.4114285714285714,2,AGC,NDR,NDR,LATS2
LCK,17,8,KEA3,0.9742857142857143,4,TK,SRC,SRCB,LCK
LIMK1,278,252,KEA3,0.14285714285714285,1,TKL,LISK,LIMK,LIMK1
LIMK2,206.5,204,KEA3,0.3028571428571429,2,TKL,LISK,LIMK,LIMK2
LRRK2,127.5,125,KEA3,0.58,3,TKL,LRRK,LRRK,LRRK2
LYN,84,69,KEA3,0.7771428571428571,4,TK,SRC,SRCB,LYN
MAK,253,235,KEA3,0.19714285714285715,1,CMGC,RCK,RCK,MAK
MAP2K1,86.66666666666667,74,KEA3,0.7571428571428571,4,STE,STE7,MEK1,MAP2K1
MAP2K2,222,217,KEA3,0.2571428571428571,2,STE,STE7,MEK1,MAP2K2
MAP2K3,238,225,KEA3,0.2342857142857143,1,STE,STE7,MEK3,MAP2K3
MAP2K4,167.66666666666666,175,KEA3,0.3914285714285714,2,STE,STE7,MEK4,MAP2K4
MAP2K6,183.33333333333334,185,KEA3,0.35714285714285715,2,STE,STE7,MEK3,MAP2K6
MAP2K7,99,90,KEA3,0.6942857142857143,3,STE,STE7,MEK7,MAP2K7
MAP3K1,245,229,KEA3,0.22285714285714286,1,STE,STE11,MEKK1,MAP3K1
MAP3K10,265,244,KEA3,0.16857142857142857,1,TKL,MLK,MLK,MAP3K10
MAP3K11,196.66666666666666,196,KEA3,0.32571428571428573,2,TKL,MLK,MLK,MAP3K11
MAP3K13,246,230,KEA3,0.21428571428571427,1,TKL,MLK,LZK,MAP3K13
MAP3K14,126.66666666666667,123,KEA3,0.5857142857142857,3,STE,STE-UNIQUE,STE-UNIQUE,MAP3K14
MAP3K20,274,249,KEA3,0.15142857142857144,1,TKL,MLK,ZAK,MAP3K20
MAP3K3,285,257,KEA3,0.12857142857142856,1,STE,STE11,MEKK2,MAP3K3
MAP3K4,303,271,KEA3,0.08857142857142856,1,STE,STE11,MEKK4,MAP3K4
MAP3K5,165.66666666666666,172,KEA3,0.4,2,STE,STE11,ASK,MAP3K5
MAP3K6,250,234,KEA3,0.2,1,STE,STE11,ASK,MAP3K6
MAP3K7,109.66666666666667,108,KEA3,0.6342857142857142,3,TKL,MLK,TAK1,MAP3K7
MAP3K8,117.5,116,KEA3,0.6114285714285714,3,STE,STE-UNIQUE,STE-UNIQUE,MAP3K8
MAP4K1,256,238,KEA3,0.18857142857142858,1,STE,STE20,KHS,MAP4K1
MAP4K2,176,180,KEA3,0.3742857142857143,2,STE,STE20,KHS,MAP4K2
MAP4K3,294,264,KEA3,0.10857142857142857,1,STE,STE20,KHS,MAP4K3
MAP4K4,122,118,KEA3,0.6028571428571429,3,STE,STE20,MSN,MAP4K4
MAP4K5,160.5,169,KEA3,0.4114285714285714,2,STE,STE20,KHS,MAP4K5
MAPK1,21.666666666666668,11,KEA3,0.9657142857142857,4,CMGC,MAPK,ERK1,MAPK1
MAPK10,116.33333333333333,115,KEA3,0.6142857142857143,3,CMGC,MAPK,JNK,MAPK10
MAPK11,107.33333333333333,103,KEA3,0.6485714285714286,3,CMGC,MAPK,P38,MAPK11
MAPK12,108.33333333333333,106,KEA3,0.64,3,CMGC,MAPK,P38,MAPK12
MAPK13,167.33333333333334,174,KEA3,0.3942857142857143,2,CMGC,MAPK,P38,MAPK13
MAPK14,47,29,KEA3,0.9057142857142857,4,CMGC,MAPK,P38,MAPK14
MAPK15,207,205,KEA3,0.29714285714285715,2,CMGC,MAPK,ERK7,MAPK15
MAPK3,34.333333333333336,18,KEA3,0.9457142857142857,4,CMGC,MAPK,ERK1,MAPK3
MAPK6,188,191,KEA3,0.34,2,CMGC,MAPK,ERK3,MAPK6
MAPK7,128.66666666666666,128,KEA3,0.5685714285714286,3,CMGC,MAPK,ERK5,MAPK7
MAPK8,80.66666666666667,66,KEA3,0.7914285714285715,4,CMGC,MAPK,JNK,MAPK8
MAPK9,62.333333333333336,42,KEA3,0.8685714285714285,4,CMGC,MAPK,JNK,MAPK9
MAPKAPK2,71,52,KEA3,0.8314285714285714,4,CAMK,MAPKAPK,MAPKAPK,MAPKAPK2
MAPKAPK3,297,265,KEA3,0.10571428571428572,1,CAMK,MAPKAPK,MAPKAPK,MAPKAPK3
MAPKAPK5,45.666666666666664,28,KEA3,0.9085714285714286,4,CAMK,MAPKAPK,MAPKAPK,MAPKAPK5
MARK2,84,69,KEA3,0.7771428571428571,4,CAMK,CAMKL,MARK,MARK2
MARK3,77.66666666666667,62,KEA3,0.8028571428571428,4,CAMK,CAMKL,MARK,MARK3
MARK4,333,296,KEA3,0.017142857142857144,1,CAMK,CAMKL,MARK,MARK4
MAST1,244.5,228,KEA3,0.2257142857142857,1,AGC,MAST,MAST,MAST1
MAST2,313,280,KEA3,0.06285714285714286,1,AGC,MAST,MAST,MAST2
MATK,187,190,KEA3,0.34285714285714286,2,TK,CSK,CSK,MATK
MELK,304,272,KEA3,0.08571428571428572,1,CAMK,CAMKL,MELK,MELK
MERTK,154,157,KEA3,0.46,2,TK,AXL,AXL,MERTK
MET,114.33333333333333,113,KEA3,0.62,3,TK,MET,MET,MET
MKNK1,183,184,KEA3,0.36,2,CAMK,MAPKAPK,MNK,MKNK1
MKNK2,216,214,KEA3,0.26857142857142857,2,CAMK,MAPKAPK,MNK,MKNK2
MOK,236.5,223,KEA3,0.24,1,CMGC,RCK,RCK,MOK
MOS,301,269,KEA3,0.09428571428571429,1,OTHER,MOS,MOS,MOS
MST1R,158,163,KEA3,0.44,2,TK,MET,MET,MST1R
MTOR,124,119,KEA3,0.5971428571428572,3,ATYPICAL,PIKK,FRAP,MTOR
MYLK2,223.5,218,KEA3,0.2542857142857143,2,CAMK,MLCK,MLCK,MYLK2
MYO3A,268,247,KEA3,0.16,1,STE,STE20,NINAC,MYO3A
NEK10,282,255,KEA3,0.13428571428571429,1,OTHER,NEK,NEK10,NEK10
NEK11,312,279,KEA3,0.06571428571428571,1,OTHER,NEK,NEK11,NEK11
NEK2,98.66666666666667,89,KEA3,0.6971428571428572,3,OTHER,NEK,NEK2,NEK2
NEK3,158.5,164,KEA3,0.43714285714285717,2,OTHER,NEK,NEK1,NEK3
NEK4,174,179,KEA3,0.38,2,OTHER,NEK,NEK4,NEK4
NEK6,106.66666666666667,101,KEA3,0.66,3,OTHER,NEK,NEK6,NEK6
NEK8,214.5,213,KEA3,0.2714285714285714,2,OTHER,NEK,NEK8,NEK8
NEK9,86,72,KEA3,0.7628571428571429,4,OTHER,NEK,NEK8,NEK9
NIM1K,266,245,KEA3,0.1657142857142857,1,CAMK,CAMKL,NIM1,NIM1K
NLK,142.66666666666666,145,KEA3,0.5085714285714286,3,CMGC,MAPK,NMO,NLK
