Kinase,Z,method,AvgZ
PKCA,-6.51,720012220>0.15,-2.1975000000000002
PEK,-6.03,720012220>0.15,-2.7216666666666667
CDK,-4.48,720012220>0.15,-3.138333333333333
PLK,-4.39,720012220>0.15,-2.5675
PHK,-3.53,720012220>0.15,-1.5766666666666667
IKK,-3.46,720012220>0.15,-1.0683333333333334
DYRK,-3.38,720012220>0.15,-3.274166666666667
NMO,-3.33,720012220>0.15,-2.305833333333333
STE7,-3.15,720012220>0.15,-2.1391666666666667
CK1,-3.06,720012220>0.15,-1.7716666666666667
PDK1,-2.91,720012220>0.15,-2.6075
JNK,-2.91,720012220>0.15,-2.7825
FRAY,-2.65,720012220>0.15,-1.8016666666666667
PKCD,-2.49,720012220>0.15,-0.1708333333333333
DMPK,-2.48,720012220>0.15,-0.27166666666666667
PDHK,-2.45,720012220>0.15,-0.5183333333333333
ATM,-2.39,720012220>0.15,-1.0625
QIK,-2.37,720012220>0.15,-1.7241666666666666
ERK,-2.26,720012220>0.15,-2.7108333333333334
PKD,-2.04,720012220>0.15,0.3433333333333334
CAMK2,-1.97,720012220>0.15,-0.9916666666666667
RAD53,-1.93,720012220>0.15,0.24833333333333332
P38,-1.9,720012220>0.15,-2.0091666666666668
MTOR,-1.82,720012220>0.15,-1.3483333333333334
COT,-1.67,720012220>0.15,-0.2841666666666666
TTK,-1.65,720012220>0.15,-1.1099999999999999
AMPK,-1.63,720012220>0.15,-0.16249999999999992
NUAK,-1.59,720012220>0.15,-1.105
TLK,-1.58,720012220>0.15,-1.105
PAKA,-1.48,720012220>0.15,0.7358333333333333
LKB,-1.43,720012220>0.15,-1.5983333333333332
AUR,-1.42,720012220>0.15,-0.3083333333333333
MSN,-1.29,720012220>0.15,0.15416666666666665
MELK,-1.29,720012220>0.15,-0.42333333333333334
HAL,1.26,720012220>0.15,0.8733333333333333
PASK,-1.18,720012220>0.15,0.43416666666666676
MLK,-1.18,720012220>0.15,-0.5066666666666666
ULK,-1.17,720012220>0.15,-0.7791666666666667
BRSK,-1.15,720012220>0.15,-0.4491666666666666
BUD32,-1.15,720012220>0.15,-0.7825
