Kinase,Z,method,AvgZ
ERK,-4.64,720012206>0.15,-4.384166666666666
PKCA,-4.63,720012206>0.15,-2.4466666666666668
PLK,-4.48,720012206>0.15,-2.9433333333333334
P38,-4.16,720012206>0.15,-3.2391666666666667
JNK,-3.95,720012206>0.15,-3.725833333333333
PDK1,-3.87,720012206>0.15,-3.7941666666666665
CDK,-3.86,720012206>0.15,-3.35
DYRK,-3.78,720012206>0.15,-3.7016666666666667
CK1,-3.65,720012206>0.15,-2.104166666666667
RAF,-2.96,720012206>0.15,-2.3133333333333335
PEK,-2.82,720012206>0.15,-2.6991666666666667
PHK,-2.77,720012206>0.15,-1.56
NMO,-2.71,720012206>0.15,-2.44
DMPK,-2.24,720012206>0.15,-0.905
MST,-2.22,720012206>0.15,-2.0058333333333334
QIK,-2.12,720012206>0.15,-2.275
PKA,2.05,720012206>0.15,2.9316666666666666
STE7,-2,720012206>0.15,-1.6208333333333333
STKR,-1.88,720012206>0.15,-0.9475
FRAY,-1.72,720012206>0.15,-1.6008333333333333
PKG,1.71,720012206>0.15,2.9516666666666667
IRAK,-1.53,720012206>0.15,-0.7391666666666667
HAL,1.5,720012206>0.15,0.6866666666666666
LKB,-1.47,720012206>0.15,-1.4725
NEK,-1.41,720012206>0.15,-0.7866666666666666
NUAK,-1.4,720012206>0.15,-1.195
PKN,-1.39,720012206>0.15,-1.0741666666666667
NAK,-1.39,720012206>0.15,-1.215
TLK,-1.39,720012206>0.15,-1.205
ATR,-1.38,720012206>0.15,-1.355
TTK,-1.35,720012206>0.15,-1.2
IKK,-1.34,720012206>0.15,-0.8591666666666666
CHK1,-1.31,720012206>0.15,-0.17666666666666667
STE11,-1.24,720012206>0.15,-0.6575
MOS,1.07,720012206>0.15,1.0725
GRK,-1.07,720012206>0.15,-0.43083333333333335
PRKDC,-1.05,720012206>0.15,-1.0841666666666667
BRSK,1.04,720012206>0.15,0.5175
PASK,1.03,720012206>0.15,0.8833333333333333
GSK,-1.03,720012206>0.15,-1.495
TAO,1.01,720012206>0.15,-0.5108333333333334
PKCD,0.98,720012206>0.15,0.5308333333333334
WNK,-0.98,720012206>0.15,-0.8433333333333334
KHS,-0.97,720012206>0.15,0.3491666666666667
CLK,-0.96,720012206>0.15,-0.8325
BUD32,-0.95,720012206>0.15,-0.8416666666666667
CAMKK,-0.95,720012206>0.15,-0.8425
ULK,-0.95,720012206>0.15,-0.84
NIK,-0.95,720012206>0.15,-0.8408333333333333
SLK,-0.95,720012206>0.15,0.21083333333333332
MARK,0.94,720012206>0.15,1.6633333333333333
MTOR,-0.93,720012206>0.15,-1.7675
ATM,-0.92,720012206>0.15,-0.9883333333333334
MAPKAPK,-0.9,720012206>0.15,0.07583333333333335
CAMK1,0.88,720012206>0.15,1.6283333333333334
PIM,-0.74,720012206>0.15,0.09833333333333331
DAPK,-0.73,720012206>0.15,-0.9291666666666667
AMPK,-0.7,720012206>0.15,0.08000000000000002
PKD,-0.68,720012206>0.15,0.30500000000000005
BARK2,0.64,720012206>0.15,0.5533333333333333
CK2,-0.63,720012206>0.15,-0.4708333333333333
SGK,-0.62,720012206>0.15,-0.7541666666666667
NDR,0.52,720012206>0.15,0.4458333333333333
PKCI,0.48,720012206>0.15,0.7458333333333333
AUR,0.44,720012206>0.15,-0.030833333333333355
COT,-0.42,720012206>0.15,0.2966666666666667
PKCH,-0.42,720012206>0.15,-0.21833333333333332
PAKA,-0.39,720012206>0.15,0.675
VRK1,-0.38,720012206>0.15,-1.3883333333333334
MLCK,-0.38,720012206>0.15,-0.8308333333333333
AKT,0.28,720012206>0.15,0.3075
RIPK,0.26,720012206>0.15,1.2691666666666666
MELK,-0.21,720012206>0.15,-0.6341666666666667
MSN,0.15,720012206>0.15,-0.5541666666666666
MLK,0.14,720012206>0.15,-0.8616666666666667
CAMK2,-0.12,720012206>0.15,0.01416666666666666
PAKB,0.04,720012206>0.15,-0.4825
RAD53,0.04,720012206>0.15,0.7608333333333334
PDHK,0.03,720012206>0.15,-0.6858333333333333
RSK,-0,720012206>0.15,0.635
ERK,-4.42,720012206>0.2,-4.384166666666666
PLK,-4.07,720012206>0.2,-2.9433333333333334
P38,-4.05,720012206>0.2,-3.2391666666666667
JNK,-3.98,720012206>0.2,-3.725833333333333
PKCA,-3.91,720012206>0.2,-2.4466666666666668
DYRK,-3.87,720012206>0.2,-3.7016666666666667
PDK1,-3.86,720012206>0.2,-3.7941666666666665
CK1,-3.74,720012206>0.2,-2.104166666666667
CDK,-3.25,720012206>0.2,-3.35
PEK,-2.72,720012206>0.2,-2.6991666666666667
PKA,2.65,720012206>0.2,2.9316666666666666
RAF,-2.53,720012206>0.2,-2.3133333333333335
NMO,-2.47,720012206>0.2,-2.44
PKG,2.45,720012206>0.2,2.9516666666666667
QIK,-2.45,720012206>0.2,-2.275
PHK,-2.4,720012206>0.2,-1.56
MST,-2.2,720012206>0.2,-2.0058333333333334
DMPK,-2,720012206>0.2,-0.905
NEK,-1.97,720012206>0.2,-0.7866666666666666
HAL,1.66,720012206>0.2,0.6866666666666666
STKR,-1.62,720012206>0.2,-0.9475
ATR,-1.58,720012206>0.2,-1.355
STE7,-1.57,720012206>0.2,-1.6208333333333333
FRAY,-1.35,720012206>0.2,-1.6008333333333333
PRKDC,-1.35,720012206>0.2,-1.0841666666666667
PKCD,1.34,720012206>0.2,0.5308333333333334
CAMK1,1.29,720012206>0.2,1.6283333333333334
TLK,-1.29,720012206>0.2,-1.205
NAK,-1.27,720012206>0.2,-1.215
PKN,-1.26,720012206>0.2,-1.0741666666666667
TTK,-1.25,720012206>0.2,-1.2
NUAK,-1.22,720012206>0.2,-1.195
IRAK,-1.18,720012206>0.2,-0.7391666666666667
IKK,-1.18,720012206>0.2,-0.8591666666666666
MARK,1.17,720012206>0.2,1.6633333333333333
BRSK,1.15,720012206>0.2,0.5175
LKB,-1.14,720012206>0.2,-1.4725
MOS,1.13,720012206>0.2,1.0725
PASK,1.1,720012206>0.2,0.8833333333333333
VRK1,-1.08,720012206>0.2,-1.3883333333333334
GSK,-1.03,720012206>0.2,-1.495
CHK1,-1.01,720012206>0.2,-0.17666666666666667
STE11,-0.97,720012206>0.2,-0.6575
MTOR,-0.93,720012206>0.2,-1.7675
NIK,-0.88,720012206>0.2,-0.8408333333333333
TAO,-0.88,720012206>0.2,-0.5108333333333334
BUD32,-0.88,720012206>0.2,-0.8416666666666667
WNK,-0.88,720012206>0.2,-0.8433333333333334
CLK,-0.88,720012206>0.2,-0.8325
KHS,-0.88,720012206>0.2,0.3491666666666667
SLK,-0.87,720012206>0.2,0.21083333333333332
ULK,-0.86,720012206>0.2,-0.84
CAMKK,-0.84,720012206>0.2,-0.8425
PIM,-0.78,720012206>0.2,0.09833333333333331
GRK,-0.78,720012206>0.2,-0.43083333333333335
BARK2,0.77,720012206>0.2,0.5533333333333333
ATM,-0.74,720012206>0.2,-0.9883333333333334
AUR,0.72,720012206>0.2,-0.030833333333333355
PKCI,0.72,720012206>0.2,0.7458333333333333
NDR,0.71,720012206>0.2,0.4458333333333333
DAPK,-0.71,720012206>0.2,-0.9291666666666667
MSN,-0.71,720012206>0.2,-0.5541666666666666
AMPK,-0.68,720012206>0.2,0.08000000000000002
SGK,-0.62,720012206>0.2,-0.7541666666666667
PKCH,-0.59,720012206>0.2,-0.21833333333333332
RAD53,0.58,720012206>0.2,0.7608333333333334
RIPK,0.53,720012206>0.2,1.2691666666666666
MELK,-0.53,720012206>0.2,-0.6341666666666667
MAPKAPK,-0.51,720012206>0.2,0.07583333333333335
CK2,-0.39,720012206>0.2,-0.4708333333333333
PKD,-0.38,720012206>0.2,0.30500000000000005
CAMK2,0.24,720012206>0.2,0.01416666666666666
PAKA,0.21,720012206>0.2,0.675
COT,-0.2,720012206>0.2,0.2966666666666667
MLCK,-0.18,720012206>0.2,-0.8308333333333333
AKT,0.17,720012206>0.2,0.3075
RSK,0.16,720012206>0.2,0.635
PAKB,0.15,720012206>0.2,-0.4825
PDHK,-0.07,720012206>0.2,-0.6858333333333333
MLK,0.04,720012206>0.2,-0.8616666666666667
PKG,3.52,720012206>0.3,2.9516666666666667
JNK,-3.47,720012206>0.3,-3.725833333333333
ERK,-3.42,720012206>0.3,-4.384166666666666
DYRK,-3.29,720012206>0.3,-3.7016666666666667
P38,-3.14,720012206>0.3,-3.2391666666666667
PKA,2.95,720012206>0.3,2.9316666666666666
PDK1,-2.82,720012206>0.3,-3.7941666666666665
CDK,-2.55,720012206>0.3,-3.35
PLK,-2.54,720012206>0.3,-2.9433333333333334
RAF,-2.2,720012206>0.3,-2.3133333333333335
HAL,2.11,720012206>0.3,0.6866666666666666
MARK,1.97,720012206>0.3,1.6633333333333333
ATR,-1.91,720012206>0.3,-1.355
CK1,-1.87,720012206>0.3,-2.104166666666667
QIK,-1.84,720012206>0.3,-2.275
CAMK1,1.8,720012206>0.3,1.6283333333333334
PEK,-1.69,720012206>0.3,-2.6991666666666667
RIPK,1.68,720012206>0.3,1.2691666666666666
NMO,-1.64,720012206>0.3,-2.44
PHK,-1.64,720012206>0.3,-1.56
VRK1,-1.55,720012206>0.3,-1.3883333333333334
MOS,1.51,720012206>0.3,1.0725
BRSK,1.48,720012206>0.3,0.5175
CAMK2,1.46,720012206>0.3,0.01416666666666666
BARK2,1.38,720012206>0.3,0.5533333333333333
MST,-1.34,720012206>0.3,-2.0058333333333334
MTOR,-1.34,720012206>0.3,-1.7675
DAPK,-1.24,720012206>0.3,-0.9291666666666667
PRKDC,-1.14,720012206>0.3,-1.0841666666666667
STKR,-0.98,720012206>0.3,-0.9475
NAK,-0.97,720012206>0.3,-1.215
PAKB,-0.96,720012206>0.3,-0.4825
NUAK,-0.96,720012206>0.3,-1.195
PDHK,0.94,720012206>0.3,-0.6858333333333333
TLK,-0.93,720012206>0.3,-1.205
PKN,-0.93,720012206>0.3,-1.0741666666666667
TTK,-0.93,720012206>0.3,-1.2
DMPK,-0.91,720012206>0.3,-0.905
PKCA,-0.91,720012206>0.3,-2.4466666666666668
NEK,-0.77,720012206>0.3,-0.7866666666666666
GSK,-0.77,720012206>0.3,-1.495
STE7,-0.76,720012206>0.3,-1.6208333333333333
RAD53,0.76,720012206>0.3,0.7608333333333334
RSK,0.73,720012206>0.3,0.635
PASK,-0.7,720012206>0.3,0.8833333333333333
ULK,-0.69,720012206>0.3,-0.84
CAMKK,-0.69,720012206>0.3,-0.8425
SLK,-0.69,720012206>0.3,0.21083333333333332
KHS,-0.69,720012206>0.3,0.3491666666666667
CLK,-0.67,720012206>0.3,-0.8325
TAO,-0.67,720012206>0.3,-0.5108333333333334
