Kinase,Score,Rank,Method,Perc,Qrt,group,KinaseFamily,subfamily,hgnc_symbol
PRKCI,-99.73481149720983,4,PTM-SEA,0.9210526315789473,4,AGC,PKC,IOTA,PRKCI
MTOR,0,55,PTM-SEA,0,1,ATYPICAL,PIKK,FRAP,MTOR
MAPK8,-65.4424904378244,17,PTM-SEA,0.75,4,CMGC,MAPK,JNK,MAPK8
MAPK9,0,55,PTM-SEA,0,1,CMGC,MAPK,JNK,MAPK9
MAPKAPK2,21.877890756623778,34,PTM-SEA,0.5131578947368421,3,CAMK,MAPKAPK,MAPKAPK,MAPKAPK2
GSK3B,65.9201761297472,16,PTM-SEA,0.7631578947368421,4,CMGC,GSK,GSK,GSK3B
CDK7,-43.8258426966292,23,PTM-SEA,0.6710526315789473,3,CMGC,CDK,CDK7,CDK7
CDK9,-41.81086142322098,24,PTM-SEA,0.6447368421052632,3,CMGC,CDK,CDK9,CDK9
RPS6KA3,21.22129106448727,37,PTM-SEA,0.47368421052631576,2,AGC,RSK,RSK,RPS6KA3
NEK2,0,55,PTM-SEA,0,1,OTHER,NEK,NEK2,NEK2
DAPK1,85.34517371878533,9,PTM-SEA,0.8552631578947368,4,CAMK,DAPK,DAPK,DAPK1
MAPK10,-17.631086142322104,41,PTM-SEA,0.42105263157894735,2,CMGC,MAPK,JNK,MAPK10
PRKAA2,44.72269145828662,22,PTM-SEA,0.6842105263157895,3,CAMK,CAMKL,AMPK,PRKAA2
SIK1,-18.638576779026224,40,PTM-SEA,0.4342105263157895,2,CAMK,CAMKL,QIK,SIK1
CSNK2A1,80.1773942660277,13,PTM-SEA,0.8026315789473685,4,CMGC,CK2,CK2,CSNK2A1
PRKDC,-11.08239700374532,45,PTM-SEA,0.3684210526315789,2,ATYPICAL,PIKK,DNAPK,PRKDC
ATM,0,55,PTM-SEA,0,1,ATYPICAL,PIKK,ATM,ATM
AURKB,21.22174212446567,36,PTM-SEA,0.4868421052631579,2,OTHER,AUR,AUR,AURKB
CDK3,0,55,PTM-SEA,0,1,CMGC,CDK,CDC2,CDK3
CDK6,-41.81086142322098,24,PTM-SEA,0.6447368421052632,3,CMGC,CDK,CDK4,CDK6
CDK5,-28.537571620875614,28,PTM-SEA,0.5921052631578947,3,CMGC,CDK,CDK5,CDK5
PRKCE,-34.33401527050955,26,PTM-SEA,0.618421052631579,3,AGC,PKC,ETA,PRKCE
PRKCQ,-99.99351747067328,3,PTM-SEA,0.9605263157894737,4,AGC,PKC,DELTA,PRKCQ
PRKCZ,14.536447236703495,42,PTM-SEA,0.40789473684210525,2,AGC,PKC,IOTA,PRKCZ
PRKCD,63.33389868388501,19,PTM-SEA,0.7236842105263158,3,AGC,PKC,DELTA,PRKCD
PRKAA1,21.783370951001334,35,PTM-SEA,0.5,3,CAMK,CAMKL,AMPK,PRKAA1
PAK1,-84.03419542190541,10,PTM-SEA,0.8421052631578947,4,STE,STE20,PAKA,PAK1
PAK2,87.14794007490636,8,PTM-SEA,0.868421052631579,4,STE,STE20,PAKA,PAK2
PRKG2,-64.24485921073598,18,PTM-SEA,0.7368421052631579,3,AGC,PKG,PKG,PRKG2
ROCK1,-69.77425094705457,15,PTM-SEA,0.7763157894736842,4,AGC,DMPK,ROCK,ROCK1
ATR,0,55,PTM-SEA,0,1,ATYPICAL,PIKK,ATR,ATR
CAMK2G,0,55,PTM-SEA,0,1,CAMK,CAMK2,CAMK2,CAMK2G
DYRK1A,82.55147519656622,11,PTM-SEA,0.8289473684210527,4,CMGC,DYRK,DYRK1,DYRK1A
PRKG1,61.655845109108924,20,PTM-SEA,0.7105263157894737,3,AGC,PKG,PKG,PRKG1
PRKD1,-27.554049127870044,30,PTM-SEA,0.5657894736842105,3,CAMK,PKD,PKD,PRKD1
RPS6KA2,-77.54187054181055,14,PTM-SEA,0.7894736842105263,4,AGC,RSK,RSK,RPS6KA2
RPS6KA1,-4.982718473788843,49,PTM-SEA,0.3157894736842105,2,AGC,RSK,RSK,RPS6KA1
PKN1,-101.29004875017074,2,PTM-SEA,0.9736842105263158,4,AGC,PKN,PKN,PKN1
MAPK14,8.482231424926145,46,PTM-SEA,0.35526315789473684,2,CMGC,MAPK,P38,MAPK14
PIM3,-99.73481149720983,4,PTM-SEA,0.9210526315789473,4,CAMK,PIM,PIM,PIM3
BRSK2,0,55,PTM-SEA,0,1,CAMK,CAMKL,BRSK,BRSK2
BRSK1,0,55,PTM-SEA,0,1,CAMK,CAMKL,BRSK,BRSK1
DYRK2,0,55,PTM-SEA,0,1,CMGC,DYRK,DYRK2,DYRK2
PASK,0,55,PTM-SEA,0,1,CAMK,CAMKL,PASK,PASK
VRK1,0,55,PTM-SEA,0,1,CK1,VRK,VRK,VRK1
PRKD2,0,55,PTM-SEA,0,1,CAMK,PKD,PKD,PRKD2
PLK3,0,55,PTM-SEA,0,1,OTHER,PLK,PLK2,PLK3
NEK6,0,55,PTM-SEA,0,1,OTHER,NEK,NEK6,NEK6
PIM2,-98.42599408823257,5,PTM-SEA,0.9078947368421053,4,CAMK,PIM,PIM,PIM2
AKT3,-11.391075148137938,44,PTM-SEA,0.3815789473684211,2,AGC,AKT,AKT,AKT3
AAK1,306,264,KEA3,0.07714285714285714,1,OTHER,NAK,BIKE,AAK1
ABL1,37.333333333333336,19,KEA3,0.9371428571428572,4,TK,ABL,ABL,ABL1
ABL2,119.66666666666667,106,KEA3,0.6285714285714286,3,TK,ABL,ABL,ABL2
ACVR1,91,76,KEA3,0.7342857142857143,3,TKL,STKR,TYPE1,ACVR1
ACVR1B,169,164,KEA3,0.41714285714285715,2,TKL,STKR,TYPE1,ACVR1B
ACVR2B,212,203,KEA3,0.28,2,TKL,STKR,TYPE2,ACVR2B
AKT1,22,10,KEA3,0.9685714285714285,4,AGC,AKT,AKT,AKT1
AKT2,74.33333333333333,56,KEA3,0.8114285714285714,4,AGC,AKT,AKT,AKT2
AKT3,78,61,KEA3,0.7914285714285715,4,AGC,AKT,AKT,AKT3
ALK,78.5,62,KEA3,0.7885714285714286,4,TK,ALK,ALK,ALK
ARAF,101.5,88,KEA3,0.6942857142857143,3,TKL,RAF,RAF,ARAF
ATM,124.66666666666667,114,KEA3,0.6,3,ATYPICAL,PIKK,ATM,ATM
ATR,68.66666666666667,47,KEA3,0.8428571428571429,4,ATYPICAL,PIKK,ATR,ATR
AURKA,34.333333333333336,16,KEA3,0.9485714285714286,4,OTHER,AUR,AUR,AURKA
AURKB,58,35,KEA3,0.8771428571428571,4,OTHER,AUR,AUR,AURKB
AURKC,185.5,180,KEA3,0.36,2,OTHER,AUR,AUR,AURKC
AXL,178,173,KEA3,0.38285714285714284,2,TK,AXL,AXL,AXL
BLK,260,237,KEA3,0.15428571428571428,1,TK,SRC,SRCB,BLK
BMP2K,328,282,KEA3,0.025714285714285714,1,OTHER,NAK,BIKE,BMP2K
BMPR1A,177.5,172,KEA3,0.3914285714285714,2,TKL,STKR,TYPE1,BMPR1A
BMPR1B,129,120,KEA3,0.58,3,TKL,STKR,TYPE1,BMPR1B
BMPR2,224.5,213,KEA3,0.24285714285714285,1,TKL,STKR,TYPE2,BMPR2
BMX,131.66666666666666,122,KEA3,0.5742857142857143,3,TK,TEC,TEC,BMX
BRAF,110,94,KEA3,0.6742857142857143,3,TKL,RAF,RAF,BRAF
BRSK1,226.33333333333334,216,KEA3,0.2342857142857143,1,CAMK,CAMKL,BRSK,BRSK1
BRSK2,310,268,KEA3,0.06571428571428571,1,CAMK,CAMKL,BRSK,BRSK2
BTK,81.66666666666667,66,KEA3,0.7714285714285715,4,TK,TEC,TEC,BTK
BUB1,163,158,KEA3,0.4342857142857143,2,OTHER,BUB,BUB,BUB1
CAMK1,120,107,KEA3,0.6257142857142857,3,CAMK,CAMK1,CAMK1,CAMK1
CAMK1D,250.5,232,KEA3,0.18,1,CAMK,CAMK1,CAMK1,CAMK1D
CAMK2A,37.666666666666664,20,KEA3,0.9285714285714286,4,CAMK,CAMK2,CAMK2,CAMK2A
CAMK2B,123.5,111,KEA3,0.6142857142857143,3,CAMK,CAMK2,CAMK2,CAMK2B
CAMK2D,97,83,KEA3,0.7085714285714285,3,CAMK,CAMK2,CAMK2,CAMK2D
CAMK2G,17,7,KEA3,0.9771428571428571,4,CAMK,CAMK2,CAMK2,CAMK2G
CAMK4,85.33333333333333,69,KEA3,0.76,4,CAMK,CAMK1,CAMK1,CAMK4
CAMKK1,136.33333333333334,129,KEA3,0.5457142857142857,3,OTHER,CAMKK,META,CAMKK1
CAMKK2,143,139,KEA3,0.5114285714285715,3,OTHER,CAMKK,META,CAMKK2
CDC42BPA,295,256,KEA3,0.1,1,AGC,DMPK,GEK,CDC42BPA
CDC7,190.5,185,KEA3,0.34285714285714286,2,OTHER,CDC7,CDC7,CDC7
CDK1,19.5,8,KEA3,0.9742857142857143,4,CMGC,CDK,CDC2,CDK1
CDK11A,211,202,KEA3,0.28285714285714286,2,CMGC,CDK,CDK11,CDK11A
CDK11A,211,202,KEA3,0.28285714285714286,2,NA,NA,NA,CDK11A
CDK12,219,208,KEA3,0.26,2,CMGC,CDK,CRK7,CDK12
CDK15,278,244,KEA3,0.13428571428571429,1,CMGC,CDK,PFTAIRE,CDK15
CDK16,268,239,KEA3,0.14857142857142858,1,CMGC,CDK,PCTAIRE,CDK16
CDK18,260,237,KEA3,0.15428571428571428,1,CMGC,CDK,PCTAIRE,CDK18
CDK19,160,154,KEA3,0.44857142857142857,2,CMGC,CDK,CDK8,CDK19
CDK2,22.666666666666668,11,KEA3,0.9657142857142857,4,CMGC,CDK,CDC2,CDK2
CDK20,69,48,KEA3,0.8371428571428572,4,CMGC,CDK,CCRK,CDK20
CDK3,75,57,KEA3,0.8085714285714286,4,CMGC,CDK,CDC2,CDK3
CDK4,41.333333333333336,21,KEA3,0.9228571428571428,4,CMGC,CDK,CDK4,CDK4
CDK5,37.666666666666664,20,KEA3,0.9285714285714286,4,CMGC,CDK,CDK5,CDK5
CDK6,56,34,KEA3,0.8828571428571429,4,CMGC,CDK,CDK4,CDK6
CDK7,85.33333333333333,69,KEA3,0.76,4,CMGC,CDK,CDK7,CDK7
CDK8,142.5,137,KEA3,0.52,3,CMGC,CDK,CDK8,CDK8
CDK9,65.66666666666667,44,KEA3,0.8514285714285714,4,CMGC,CDK,CDK9,CDK9
CDKL3,309,267,KEA3,0.06857142857142857,1,CMGC,CDKL,CDKL,CDKL3
CDKL5,90.5,75,KEA3,0.7371428571428571,3,CMGC,CDKL,CDKL,CDKL5
CHEK1,15.333333333333334,6,KEA3,0.9828571428571429,4,CAMK,CAMKL,CHK1,CHEK1
CHEK2,60.33333333333333,36,KEA3,0.8742857142857143,4,CAMK,RAD53,RAD53,CHEK2
CHUK,69.66666666666667,49,KEA3,0.8342857142857143,4,OTHER,IKK,IKK,CHUK
CLK1,156,150,KEA3,0.4657142857142857,2,CMGC,CLK,CLK,CLK1
CLK2,115.5,100,KEA3,0.6542857142857142,3,CMGC,CLK,CLK,CLK2
CLK3,215,205,KEA3,0.2714285714285714,2,CMGC,CLK,CLK,CLK3
CLK4,324,280,KEA3,0.03142857142857143,1,CMGC,CLK,CLK,CLK4
CSF1R,202,193,KEA3,0.3142857142857143,2,TK,PDGFR,PDGFR,CSF1R
CSK,157.66666666666666,153,KEA3,0.4542857142857143,2,TK,CSK,CSK,CSK
CSNK1A1,72.66666666666667,53,KEA3,0.8228571428571428,4,CK1,CK1,CK1-A,CSNK1A1
CSNK1A1L,339,291,KEA3,0,1,CK1,CK1,CK1-A,CSNK1A1L
CSNK1D,41.333333333333336,21,KEA3,0.9228571428571428,4,CK1,CK1,CK1-D,CSNK1D
CSNK1E,144,140,KEA3,0.5057142857142857,3,CK1,CK1,CK1-D,CSNK1E
CSNK1G1,178,173,KEA3,0.38285714285714284,2,CK1,CK1,CK1-G,CSNK1G1
CSNK1G2,236.5,222,KEA3,0.21428571428571427,1,CK1,CK1,CK1-G,CSNK1G2
CSNK1G3,275,241,KEA3,0.14285714285714285,1,CK1,CK1,CK1-G,CSNK1G3
CSNK2A1,48,27,KEA3,0.9057142857142857,4,CMGC,CK2,CK2,CSNK2A1
CSNK2A2,140.33333333333334,134,KEA3,0.5314285714285715,3,CMGC,CK2,CK2,CSNK2A2
DAPK1,98.66666666666667,85,KEA3,0.7028571428571428,3,CAMK,DAPK,DAPK,DAPK1
DAPK3,70.66666666666667,51,KEA3,0.8285714285714286,4,CAMK,DAPK,DAPK,DAPK3
DCLK1,117,102,KEA3,0.6485714285714286,3,CAMK,DCAMKL,DCAMKL,DCLK1
DDR1,93.5,80,KEA3,0.72,3,TK,DDR,DDR,DDR1
DDR2,191,186,KEA3,0.34,2,TK,DDR,DDR,DDR2
DMPK,124,112,KEA3,0.6057142857142858,3,AGC,DMPK,GEK,DMPK
DYRK1A,53,31,KEA3,0.8914285714285715,4,CMGC,DYRK,DYRK1,DYRK1A
DYRK1B,43.666666666666664,24,KEA3,0.9142857142857143,4,CMGC,DYRK,DYRK1,DYRK1B
DYRK2,63.333333333333336,41,KEA3,0.86,4,CMGC,DYRK,DYRK2,DYRK2
DYRK3,195.5,190,KEA3,0.32857142857142857,2,CMGC,DYRK,DYRK2,DYRK3
DYRK4,114.5,99,KEA3,0.6571428571428571,3,CMGC,DYRK,DYRK2,DYRK4
EEF2K,143,139,KEA3,0.5114285714285715,3,ATYPICAL,ALPHA,EEF2K,EEF2K
EGFR,75.66666666666667,58,KEA3,0.8028571428571428,4,TK,EGFR,EGFR,EGFR
EIF2AK1,318,275,KEA3,0.045714285714285714,1,OTHER,PEK,HRI,EIF2AK1
EIF2AK2,53,31,KEA3,0.8914285714285715,4,OTHER,PEK,PKR,EIF2AK2
EIF2AK3,337,289,KEA3,0.005714285714285714,1,OTHER,PEK,PEK,EIF2AK3
EPHA2,323,279,KEA3,0.03428571428571429,1,TK,EPH,EPH,EPHA2
EPHA3,141.5,136,KEA3,0.5257142857142857,3,TK,EPH,EPH,EPHA3
EPHA4,329,283,KEA3,0.022857142857142857,1,TK,EPH,EPH,EPHA4
EPHA8,336,288,KEA3,0.008571428571428572,1,TK,EPH,EPH,EPHA8
EPHB1,325,281,KEA3,0.02857142857142857,1,TK,EPH,EPH,EPHB1
EPHB2,241,226,KEA3,0.2,1,TK,EPH,EPH,EPHB2
EPHB3,200,192,KEA3,0.3171428571428571,2,TK,EPH,EPH,EPHB3
ERBB2,118,104,KEA3,0.6342857142857142,3,TK,EGFR,EGFR,ERBB2
ERBB4,322,278,KEA3,0.037142857142857144,1,TK,EGFR,EGFR,ERBB4
FASTK,242.5,227,KEA3,0.19428571428571428,1,ATYPICAL,FAST,FAST,FASTK
FER,42,22,KEA3,0.92,4,TK,FER,FER,FER
FES,282,247,KEA3,0.12571428571428572,1,TK,FER,FER,FES
FGFR1,177.33333333333334,171,KEA3,0.3942857142857143,2,TK,FGFR,FGFR,FGFR1
FGFR2,137.5,132,KEA3,0.5371428571428571,3,TK,FGFR,FGFR,FGFR2
FGFR3,205,197,KEA3,0.3,2,TK,FGFR,FGFR,FGFR3
FGFR4,95,82,KEA3,0.7142857142857143,3,TK,FGFR,FGFR,FGFR4
FGR,61.5,38,KEA3,0.8685714285714285,4,TK,SRC,SRCA,FGR
FLT1,311,269,KEA3,0.06285714285714286,1,TK,VEGFR,VEGFR,FLT1
FLT3,238,223,KEA3,0.20857142857142857,1,TK,PDGFR,PDGFR,FLT3
FLT4,281,246,KEA3,0.12857142857142856,1,TK,VEGFR,VEGFR,FLT4
FRK,196.5,191,KEA3,0.32571428571428573,2,TK,SRC,FRK,FRK
FYN,43.333333333333336,23,KEA3,0.9171428571428571,4,TK,SRC,SRCA,FYN
GRK1,333,286,KEA3,0.014285714285714285,1,AGC,GRK,GRK,GRK1
GRK2,48.666666666666664,28,KEA3,0.9028571428571428,4,AGC,GRK,BARK,GRK2
GRK3,142.5,137,KEA3,0.52,3,AGC,GRK,BARK,GRK3
GRK5,51.333333333333336,30,KEA3,0.8971428571428571,4,AGC,GRK,GRK,GRK5
GRK6,135,127,KEA3,0.5514285714285714,3,AGC,GRK,GRK,GRK6
GSK3A,74,55,KEA3,0.8171428571428572,4,CMGC,GSK,GSK,GSK3A
GSK3B,17,7,KEA3,0.9771428571428571,4,CMGC,GSK,GSK,GSK3B
HASPIN,222,210,KEA3,0.2542857142857143,2,OTHER,HASPIN,HASPIN,HASPIN
HCK,136.66666666666666,130,KEA3,0.5428571428571428,3,TK,SRC,SRCB,HCK
HIPK1,129,120,KEA3,0.58,3,CMGC,DYRK,HIPK,HIPK1
HIPK2,114.33333333333333,98,KEA3,0.66,3,CMGC,DYRK,HIPK,HIPK2
HIPK3,300,260,KEA3,0.08857142857142856,1,CMGC,DYRK,HIPK,HIPK3
HIPK4,118,104,KEA3,0.6342857142857142,3,CMGC,DYRK,HIPK,HIPK4
ICK,293,254,KEA3,0.10571428571428572,1,CMGC,RCK,RCK,CILK1
IGF1R,108,92,KEA3,0.68,3,TK,INSR,INSR,IGF1R
IKBKB,102,89,KEA3,0.6914285714285714,3,OTHER,IKK,IKK,IKBKB
IKBKE,71,52,KEA3,0.8257142857142857,4,OTHER,IKK,IKK,IKBKE
ILK,124,112,KEA3,0.6057142857142858,3,TKL,MLK,ILK,ILK
INSR,113,96,KEA3,0.6685714285714286,3,TK,INSR,INSR,INSR
IRAK1,175.5,168,KEA3,0.40285714285714286,2,TKL,IRAK,IRAK,IRAK1
IRAK3,255,236,KEA3,0.16,1,TKL,IRAK,IRAK,IRAK3
IRAK4,299,259,KEA3,0.09142857142857143,1,TKL,IRAK,IRAK,IRAK4
ITK,165.66666666666666,159,KEA3,0.43142857142857144,2,TK,TEC,TEC,ITK
JAK1,181.5,176,KEA3,0.37142857142857144,2,TK,JAKA,JAKA,JAK1
JAK2,80,65,KEA3,0.78,4,TK,JAKA,JAKA,JAK2
JAK3,162.66666666666666,157,KEA3,0.44,2,TK,JAKA,JAKA,JAK3
KDR,307,265,KEA3,0.07428571428571429,1,TK,VEGFR,VEGFR,KDR
KIT,180,174,KEA3,0.38,2,TK,PDGFR,PDGFR,KIT
KSR1,183,178,KEA3,0.3657142857142857,2,TKL,RAF,KSR,KSR1
KSR2,157,152,KEA3,0.45714285714285713,2,TKL,RAF,KSR,KSR2
LATS1,176.66666666666666,170,KEA3,0.39714285714285713,2,AGC,NDR,NDR,LATS1
LATS2,151.5,144,KEA3,0.4942857142857143,2,AGC,NDR,NDR,LATS2
LCK,70.33333333333333,50,KEA3,0.8314285714285714,4,TK,SRC,SRCB,LCK
LIMK1,294,255,KEA3,0.10285714285714286,1,TKL,LISK,LIMK,LIMK1
LIMK2,218,207,KEA3,0.26285714285714284,2,TKL,LISK,LIMK,LIMK2
LRRK2,144.5,141,KEA3,0.5028571428571429,3,TKL,LRRK,LRRK,LRRK2
LYN,106.66666666666667,91,KEA3,0.6857142857142857,3,TK,SRC,SRCB,LYN
MAK,277,243,KEA3,0.13714285714285715,1,CMGC,RCK,RCK,MAK
MAP2K1,64,42,KEA3,0.8571428571428571,4,STE,STE7,MEK1,MAP2K1
MAP2K2,152.5,146,KEA3,0.4857142857142857,2,STE,STE7,MEK1,MAP2K2
MAP2K3,139,133,KEA3,0.5342857142857143,3,STE,STE7,MEK3,MAP2K3
MAP2K4,131,121,KEA3,0.5771428571428572,3,STE,STE7,MEK4,MAP2K4
MAP2K6,142.66666666666666,138,KEA3,0.5171428571428571,3,STE,STE7,MEK3,MAP2K6
MAP2K7,141,135,KEA3,0.5285714285714286,3,STE,STE7,MEK7,MAP2K7
MAP3K1,207,198,KEA3,0.29714285714285715,2,STE,STE11,MEKK1,MAP3K1
MAP3K10,283,248,KEA3,0.12285714285714286,1,TKL,MLK,MLK,MAP3K10
MAP3K11,209,200,KEA3,0.2914285714285714,2,TKL,MLK,MLK,MAP3K11
MAP3K13,255,236,KEA3,0.16,1,TKL,MLK,LZK,MAP3K13
MAP3K14,119.33333333333333,105,KEA3,0.6314285714285715,3,STE,STE-UNIQUE,STE-UNIQUE,MAP3K14
MAP3K20,163,158,KEA3,0.4342857142857143,2,TKL,MLK,ZAK,MAP3K20
MAP3K3,245,229,KEA3,0.18857142857142858,1,STE,STE11,MEKK2,MAP3K3
MAP3K4,230,218,KEA3,0.22857142857142856,1,STE,STE11,MEKK4,MAP3K4
MAP3K5,114,97,KEA3,0.6628571428571428,3,STE,STE11,ASK,MAP3K5
MAP3K6,121,109,KEA3,0.62,3,STE,STE11,ASK,MAP3K6
MAP3K7,117.33333333333333,103,KEA3,0.6457142857142857,3,TKL,MLK,TAK1,MAP3K7
MAP3K8,127,117,KEA3,0.5914285714285714,3,STE,STE-UNIQUE,STE-UNIQUE,MAP3K8
MAP4K1,279,245,KEA3,0.13142857142857142,1,STE,STE20,KHS,MAP4K1
MAP4K2,171,165,KEA3,0.4142857142857143,2,STE,STE20,KHS,MAP4K2
MAP4K3,303,262,KEA3,0.08285714285714285,1,STE,STE20,KHS,MAP4K3
MAP4K4,315,272,KEA3,0.054285714285714284,1,STE,STE20,MSN,MAP4K4
MAP4K5,185,179,KEA3,0.3628571428571429,2,STE,STE20,KHS,MAP4K5
MAPK1,21.333333333333336,9,KEA3,0.9714285714285714,4,CMGC,MAPK,ERK1,MAPK1
MAPK10,128,119,KEA3,0.5857142857142857,3,CMGC,MAPK,JNK,MAPK10
MAPK11,121.33333333333333,110,KEA3,0.6171428571428571,3,CMGC,MAPK,P38,MAPK11
MAPK12,69,48,KEA3,0.8371428571428572,4,CMGC,MAPK,P38,MAPK12
MAPK13,116.66666666666667,101,KEA3,0.6514285714285715,3,CMGC,MAPK,P38,MAPK13
MAPK14,36,17,KEA3,0.9457142857142857,4,CMGC,MAPK,P38,MAPK14
MAPK15,214,204,KEA3,0.2742857142857143,2,CMGC,MAPK,ERK7,MAPK15
MAPK3,45,25,KEA3,0.9114285714285715,4,CMGC,MAPK,ERK1,MAPK3
MAPK6,240,225,KEA3,0.20285714285714285,1,CMGC,MAPK,ERK3,MAPK6
MAPK7,134.33333333333334,126,KEA3,0.5571428571428572,3,CMGC,MAPK,ERK5,MAPK7
MAPK8,74.33333333333333,56,KEA3,0.8114285714285714,4,CMGC,MAPK,JNK,MAPK8
MAPK9,36.333333333333336,18,KEA3,0.94,4,CMGC,MAPK,JNK,MAPK9
MAPKAPK2,94,81,KEA3,0.7171428571428572,3,CAMK,MAPKAPK,MAPKAPK,MAPKAPK2
MAPKAPK3,305,263,KEA3,0.08,1,CAMK,MAPKAPK,MAPKAPK,MAPKAPK3
MAPKAPK5,47,26,KEA3,0.9085714285714286,4,CAMK,MAPKAPK,MAPKAPK,MAPKAPK5
MARK2,120.33333333333333,108,KEA3,0.6228571428571429,3,CAMK,CAMKL,MARK,MARK2
MARK3,191.33333333333334,187,KEA3,0.33714285714285713,2,CAMK,CAMKL,MARK,MARK3
MARK4,335,287,KEA3,0.011428571428571429,1,CAMK,CAMKL,MARK,MARK4
MAST1,204.5,196,KEA3,0.3028571428571429,2,AGC,MAST,MAST,MAST1
MAST2,317,274,KEA3,0.04857142857142857,1,AGC,MAST,MAST,MAST2
MATK,226,215,KEA3,0.23714285714285716,1,TK,CSK,CSK,MATK
MELK,231,219,KEA3,0.22285714285714286,1,CAMK,CAMKL,MELK,MELK
MERTK,155,149,KEA3,0.4714285714285714,2,TK,AXL,AXL,MERTK
MET,124.33333333333333,113,KEA3,0.6028571428571429,3,TK,MET,MET,MET
MKNK1,73,54,KEA3,0.82,4,CAMK,MAPKAPK,MNK,MKNK1
MKNK2,168,163,KEA3,0.42,2,CAMK,MAPKAPK,MNK,MKNK2
MOK,208,199,KEA3,0.29428571428571426,2,CMGC,RCK,RCK,MOK
MOS,308,266,KEA3,0.07142857142857142,1,OTHER,MOS,MOS,MOS
MST1R,252,234,KEA3,0.1742857142857143,1,TK,MET,MET,MST1R
MTOR,162.33333333333334,156,KEA3,0.44285714285714284,2,ATYPICAL,PIKK,FRAP,MTOR
MYLK2,202.5,194,KEA3,0.30857142857142855,2,CAMK,MLCK,MLCK,MYLK2
MYO3A,286,251,KEA3,0.11428571428571428,1,STE,STE20,NINAC,MYO3A
NEK10,297,257,KEA3,0.09714285714285714,1,OTHER,NEK,NEK10,NEK10
NEK11,225,214,KEA3,0.24,1,OTHER,NEK,NEK11,NEK11
NEK2,97,83,KEA3,0.7085714285714285,3,OTHER,NEK,NEK2,NEK2
NEK3,190,184,KEA3,0.3457142857142857,2,OTHER,NEK,NEK1,NEK3
NEK4,202.5,194,KEA3,0.30857142857142855,2,OTHER,NEK,NEK4,NEK4
NEK6,64.33333333333333,43,KEA3,0.8542857142857143,4,OTHER,NEK,NEK6,NEK6
NEK8,231,219,KEA3,0.22285714285714286,1,OTHER,NEK,NEK8,NEK8
NEK9,146.5,142,KEA3,0.5,3,OTHER,NEK,NEK8,NEK9
