Kinase,Z,method,AvgZ
STE7,-7.98,720012406>0.2,-6.6925
P38,-7.77,720012406>0.2,-6.7316666666666665
MAPKAPK,-7.66,720012406>0.2,-6.426666666666667
JNK,-7.56,720012406>0.2,-6.3475
PKG,-7.46,720012406>0.2,-6.348333333333334
PLK,-7.34,720012406>0.2,-6.185833333333333
PKD,-7,720012406>0.2,-5.868333333333333
CK1,-6.71,720012406>0.2,-5.67
RIPK,-6.55,720012406>0.2,-5.355
AKT,-6.43,720012406>0.2,-5.5841666666666665
RAD53,-5.8,720012406>0.2,-4.933333333333334
PAKA,-5.77,720012406>0.2,-4.9174999999999995
MELK,-5.19,720012406>0.2,-4.401666666666666
MTOR,-5.01,720012406>0.2,-4.1575
SGK,-4.99,720012406>0.2,-4.22
MST,-4.86,720012406>0.2,-4.0841666666666665
RAF,-4.78,720012406>0.2,-4.054166666666666
DAPK,-4.77,720012406>0.2,-4.016666666666667
AMPK,-4.57,720012406>0.2,-4
CAMK1,-4.41,720012406>0.2,-3.73
GSK,-4.35,720012406>0.2,-3.7158333333333333
NEK,-4.29,720012406>0.2,-3.7275
FRAY,-4.16,720012406>0.2,-3.6033333333333335
MLK,-4.04,720012406>0.2,-3.4141666666666666
CAMK2,-3.9,720012406>0.2,-3.2925
PKCH,-3.75,720012406>0.2,-3.1933333333333334
IRAK,-3.47,720012406>0.2,-2.9425
PKCD,-3.37,720012406>0.2,-2.8341666666666665
CHK1,-3.36,720012406>0.2,-2.8233333333333333
ATR,-3.32,720012406>0.2,-2.8316666666666666
GRK,-3.18,720012406>0.2,-2.7108333333333334
PRKDC,-3.13,720012406>0.2,-2.6883333333333335
NMO,-3.12,720012406>0.2,-2.5825
AUR,-3.09,720012406>0.2,-2.5658333333333334
PKCI,-3.07,720012406>0.2,-2.5925
LKB,-3.01,720012406>0.2,-2.5733333333333333
STE11,-2.96,720012406>0.2,-2.4658333333333333
CK2,-2.55,720012406>0.2,-2.1758333333333333
STKR,-2.4,720012406>0.2,-2.0283333333333333
MARK,-2.16,720012406>0.2,-1.8625
NDR,-2.07,720012406>0.2,-1.7
COT,-2.05,720012406>0.2,-1.71
VRK1,-2,720012406>0.2,-1.7041666666666666
MLCK,-1.96,720012406>0.2,-1.6991666666666667
ATM,-1.76,720012406>0.2,-1.5
MSN,-1.72,720012406>0.2,-1.4983333333333333
BARK2,-1.57,720012406>0.2,-1.3125
TLK,-1.29,720012406>0.2,-1.0608333333333333
PAKB,-1.29,720012406>0.2,-1.0733333333333333
NAK,-1.27,720012406>0.2,-1.0666666666666667
PKN,-1.26,720012406>0.2,-1.0641666666666667
TTK,-1.25,720012406>0.2,-1.0666666666666667
NUAK,-1.22,720012406>0.2,-1.05
HAL,-1.21,720012406>0.2,-1.0516666666666667
PASK,-0.91,720012406>0.2,-0.7525
MOS,-0.89,720012406>0.2,-0.7366666666666667
NIK,-0.88,720012406>0.2,-0.7441666666666666
TAO,-0.88,720012406>0.2,-0.7475
BUD32,-0.88,720012406>0.2,-0.7458333333333333
WNK,-0.88,720012406>0.2,-0.7516666666666667
CLK,-0.88,720012406>0.2,-0.755
KHS,-0.88,720012406>0.2,-0.75
SLK,-0.87,720012406>0.2,-0.7466666666666667
BRSK,-0.87,720012406>0.2,-0.7366666666666667
ULK,-0.86,720012406>0.2,-0.7366666666666667
CAMKK,-0.84,720012406>0.2,-0.7441666666666666
PKCA,-20.77,720012406>0.3,-21.731666666666666
DMPK,-14.25,720012406>0.3,-14.634166666666667
CDK,-13.58,720012406>0.3,-13.888333333333334
PEK,-12.91,720012406>0.3,-13.175
PHK,-12.5,720012406>0.3,-13.100833333333334
RSK,-10.22,720012406>0.3,-10.4875
PIM,-8.88,720012406>0.3,-8.984166666666667
QIK,-8.67,720012406>0.3,-8.885
PDK1,-7.89,720012406>0.3,-7.94
PDHK,-7.61,720012406>0.3,-7.81
PKA,-7.44,720012406>0.3,-7.650833333333333
ERK,-7.34,720012406>0.3,-7.546666666666667
IKK,-7.32,720012406>0.3,-7.399166666666667
DYRK,-6.75,720012406>0.3,-6.993333333333333
STE7,-6.63,720012406>0.3,-6.6925
P38,-6.46,720012406>0.3,-6.7316666666666665
MAPKAPK,-6.35,720012406>0.3,-6.426666666666667
PKG,-6.23,720012406>0.3,-6.348333333333334
JNK,-6.15,720012406>0.3,-6.3475
PLK,-5.89,720012406>0.3,-6.185833333333333
CK1,-5.65,720012406>0.3,-5.67
PKD,-5.55,720012406>0.3,-5.868333333333333
AKT,-5.44,720012406>0.3,-5.5841666666666665
RIPK,-5.22,720012406>0.3,-5.355
PAKA,-4.83,720012406>0.3,-4.9174999999999995
RAD53,-4.77,720012406>0.3,-4.933333333333334
MELK,-4.21,720012406>0.3,-4.401666666666666
SGK,-4.19,720012406>0.3,-4.22
DAPK,-3.97,720012406>0.3,-4.016666666666667
MST,-3.97,720012406>0.3,-4.0841666666666665
AMPK,-3.93,720012406>0.3,-4
RAF,-3.91,720012406>0.3,-4.054166666666666
MTOR,-3.89,720012406>0.3,-4.1575
NEK,-3.69,720012406>0.3,-3.7275
GSK,-3.65,720012406>0.3,-3.7158333333333333
CAMK1,-3.63,720012406>0.3,-3.73
FRAY,-3.47,720012406>0.3,-3.6033333333333335
MLK,-3.26,720012406>0.3,-3.4141666666666666
CAMK2,-3.2,720012406>0.3,-3.2925
PKCH,-3.15,720012406>0.3,-3.1933333333333334
IRAK,-2.92,720012406>0.3,-2.9425
CHK1,-2.84,720012406>0.3,-2.8233333333333333
ATR,-2.74,720012406>0.3,-2.8316666666666666
PKCD,-2.7,720012406>0.3,-2.8341666666666665
GRK,-2.67,720012406>0.3,-2.7108333333333334
PRKDC,-2.59,720012406>0.3,-2.6883333333333335
PKCI,-2.58,720012406>0.3,-2.5925
NMO,-2.58,720012406>0.3,-2.5825
LKB,-2.53,720012406>0.3,-2.5733333333333333
AUR,-2.53,720012406>0.3,-2.5658333333333334
STE11,-2.33,720012406>0.3,-2.4658333333333333
CK2,-2.15,720012406>0.3,-2.1758333333333333
STKR,-1.99,720012406>0.3,-2.0283333333333333
MARK,-1.84,720012406>0.3,-1.8625
VRK1,-1.71,720012406>0.3,-1.7041666666666666
NDR,-1.67,720012406>0.3,-1.7
MLCK,-1.66,720012406>0.3,-1.6991666666666667
COT,-1.65,720012406>0.3,-1.71
MSN,-1.48,720012406>0.3,-1.4983333333333333
ATM,-1.47,720012406>0.3,-1.5
BARK2,-1.28,720012406>0.3,-1.3125
PAKB,-1.05,720012406>0.3,-1.0733333333333333
HAL,-1.04,720012406>0.3,-1.0516666666666667
PKN,-1.02,720012406>0.3,-1.0641666666666667
NUAK,-1.02,720012406>0.3,-1.05
NAK,-1.02,720012406>0.3,-1.0666666666666667
TTK,-1.02,720012406>0.3,-1.0666666666666667
TLK,-1.01,720012406>0.3,-1.0608333333333333
WNK,-0.75,720012406>0.3,-0.7516666666666667
SLK,-0.74,720012406>0.3,-0.7466666666666667
CLK,-0.74,720012406>0.3,-0.755
KHS,-0.74,720012406>0.3,-0.75
CAMKK,-0.73,720012406>0.3,-0.7441666666666666
NIK,-0.73,720012406>0.3,-0.7441666666666666
PASK,-0.73,720012406>0.3,-0.7525
BUD32,-0.72,720012406>0.3,-0.7458333333333333
TAO,-0.72,720012406>0.3,-0.7475
MOS,-0.72,720012406>0.3,-0.7366666666666667
ULK,-0.71,720012406>0.3,-0.7366666666666667
BRSK,-0.71,720012406>0.3,-0.7366666666666667
PKCA,-17.57,720012406>0.4,-21.731666666666666
DMPK,-12.08,720012406>0.4,-14.634166666666667
CDK,-11.41,720012406>0.4,-13.888333333333334
PEK,-10.87,720012406>0.4,-13.175
PHK,-10.63,720012406>0.4,-13.100833333333334
RSK,-8.76,720012406>0.4,-10.4875
QIK,-7.51,720012406>0.4,-8.885
PIM,-7.31,720012406>0.4,-8.984166666666667
PDHK,-6.6,720012406>0.4,-7.81
PDK1,-6.58,720012406>0.4,-7.94
PKA,-6.35,720012406>0.4,-7.650833333333333
ERK,-6.32,720012406>0.4,-7.546666666666667
IKK,-6.2,720012406>0.4,-7.399166666666667
DYRK,-5.68,720012406>0.4,-6.993333333333333
P38,-5.58,720012406>0.4,-6.7316666666666665
STE7,-5.45,720012406>0.4,-6.6925
JNK,-5.33,720012406>0.4,-6.3475
MAPKAPK,-5.33,720012406>0.4,-6.426666666666667
PKG,-5.32,720012406>0.4,-6.348333333333334
PLK,-5.08,720012406>0.4,-6.185833333333333
PKD,-4.85,720012406>0.4,-5.868333333333333
AKT,-4.77,720012406>0.4,-5.5841666666666665
CK1,-4.61,720012406>0.4,-5.67
RIPK,-4.47,720012406>0.4,-5.355
RAD53,-4.05,720012406>0.4,-4.933333333333334
PAKA,-4.02,720012406>0.4,-4.9174999999999995
MELK,-3.67,720012406>0.4,-4.401666666666666
MTOR,-3.57,720012406>0.4,-4.1575
SGK,-3.32,720012406>0.4,-4.22
DAPK,-3.32,720012406>0.4,-4.016666666666667
MST,-3.31,720012406>0.4,-4.0841666666666665
RAF,-3.28,720012406>0.4,-4.054166666666666
AMPK,-3.25,720012406>0.4,-4
CAMK1,-3.08,720012406>0.4,-3.73
NEK,-3.05,720012406>0.4,-3.7275
GSK,-3.03,720012406>0.4,-3.7158333333333333
FRAY,-2.98,720012406>0.4,-3.6033333333333335
MLK,-2.8,720012406>0.4,-3.4141666666666666
CAMK2,-2.72,720012406>0.4,-3.2925
PKCH,-2.63,720012406>0.4,-3.1933333333333334
CHK1,-2.45,720012406>0.4,-2.8233333333333333
IRAK,-2.43,720012406>0.4,-2.9425
PKCD,-2.34,720012406>0.4,-2.8341666666666665
ATR,-2.31,720012406>0.4,-2.8316666666666666
GRK,-2.27,720012406>0.4,-2.7108333333333334
PRKDC,-2.26,720012406>0.4,-2.6883333333333335
NMO,-2.17,720012406>0.4,-2.5825
AUR,-2.15,720012406>0.4,-2.5658333333333334
PKCI,-2.14,720012406>0.4,-2.5925
LKB,-2.1,720012406>0.4,-2.5733333333333333
STE11,-2.02,720012406>0.4,-2.4658333333333333
CK2,-1.78,720012406>0.4,-2.1758333333333333
STKR,-1.7,720012406>0.4,-2.0283333333333333
MARK,-1.53,720012406>0.4,-1.8625
COT,-1.41,720012406>0.4,-1.71
VRK1,-1.41,720012406>0.4,-1.7041666666666666
MLCK,-1.4,720012406>0.4,-1.6991666666666667
NDR,-1.39,720012406>0.4,-1.7
MSN,-1.3,720012406>0.4,-1.4983333333333333
ATM,-1.21,720012406>0.4,-1.5
BARK2,-1.05,720012406>0.4,-1.3125
NUAK,-0.88,720012406>0.4,-1.05
HAL,-0.88,720012406>0.4,-1.0516666666666667
NAK,-0.88,720012406>0.4,-1.0666666666666667
TTK,-0.87,720012406>0.4,-1.0666666666666667
PKN,-0.87,720012406>0.4,-1.0641666666666667
TLK,-0.86,720012406>0.4,-1.0608333333333333
PAKB,-0.86,720012406>0.4,-1.0733333333333333
TAO,-0.64,720012406>0.4,-0.7475
CLK,-0.64,720012406>0.4,-0.755
PASK,-0.63,720012406>0.4,-0.7525
CAMKK,-0.63,720012406>0.4,-0.7441666666666666
KHS,-0.62,720012406>0.4,-0.75
MOS,-0.62,720012406>0.4,-0.7366666666666667
WNK,-0.61,720012406>0.4,-0.7516666666666667
BRSK,-0.61,720012406>0.4,-0.7366666666666667
ULK,-0.61,720012406>0.4,-0.7366666666666667
SLK,-0.61,720012406>0.4,-0.7466666666666667
NIK,-0.6,720012406>0.4,-0.7441666666666666
BUD32,-0.6,720012406>0.4,-0.7458333333333333
PKCA,-25.28,720012407>0.15,-21.731666666666666
DMPK,-16.62,720012407>0.15,-14.634166666666667
CDK,-15.82,720012407>0.15,-13.888333333333334
PHK,-15.39,720012407>0.15,-13.100833333333334
PEK,-15.33,720012407>0.15,-13.175
RSK,-11.64,720012407>0.15,-10.4875
PIM,-10.16,720012407>0.15,-8.984166666666667
QIK,-10.04,720012407>0.15,-8.885
PDK1,-9.18,720012407>0.15,-7.94
PDHK,-8.79,720012407>0.15,-7.81
PKA,-8.76,720012407>0.15,-7.650833333333333
ERK,-8.66,720012407>0.15,-7.546666666666667
IKK,-8.36,720012407>0.15,-7.399166666666667
DYRK,-8.11,720012407>0.15,-6.993333333333333
STE7,-7.7,720012407>0.15,-6.6925
P38,-7.7,720012407>0.15,-6.7316666666666665
JNK,-7.5,720012407>0.15,-6.3475
MAPKAPK,-7.38,720012407>0.15,-6.426666666666667
PLK,-7.23,720012407>0.15,-6.185833333333333
PKG,-7.22,720012407>0.15,-6.348333333333334
PKD,-6.87,720012407>0.15,-5.868333333333333
AKT,-6.51,720012407>0.15,-5.5841666666666665
CK1,-6.49,720012407>0.15,-5.67
RIPK,-6.11,720012407>0.15,-5.355
RAD53,-5.72,720012407>0.15,-4.933333333333334
PAKA,-5.65,720012407>0.15,-4.9174999999999995
MELK,-5.02,720012407>0.15,-4.401666666666666
SGK,-4.84,720012407>0.15,-4.22
MTOR,-4.75,720012407>0.15,-4.1575
AMPK,-4.67,720012407>0.15,-4
RAF,-4.64,720012407>0.15,-4.054166666666666
MST,-4.63,720012407>0.15,-4.0841666666666665
DAPK,-4.55,720012407>0.15,-4.016666666666667
CAMK1,-4.32,720012407>0.15,-3.73
NEK,-4.32,720012407>0.15,-3.7275
GSK,-4.23,720012407>0.15,-3.7158333333333333
FRAY,-4.14,720012407>0.15,-3.6033333333333335
MLK,-4.02,720012407>0.15,-3.4141666666666666
CAMK2,-3.82,720012407>0.15,-3.2925
PKCH,-3.62,720012407>0.15,-3.1933333333333334
IRAK,-3.43,720012407>0.15,-2.9425
PKCD,-3.27,720012407>0.15,-2.8341666666666665
CHK1,-3.18,720012407>0.15,-2.8233333333333333
ATR,-3.17,720012407>0.15,-2.8316666666666666
GRK,-3.16,720012407>0.15,-2.7108333333333334
PRKDC,-3.07,720012407>0.15,-2.6883333333333335
NMO,-3.02,720012407>0.15,-2.5825
PKCI,-2.98,720012407>0.15,-2.5925
AUR,-2.96,720012407>0.15,-2.5658333333333334
LKB,-2.94,720012407>0.15,-2.5733333333333333
STE11,-2.82,720012407>0.15,-2.4658333333333333
CK2,-2.49,720012407>0.15,-2.1758333333333333
STKR,-2.32,720012407>0.15,-2.0283333333333333
MARK,-2.1,720012407>0.15,-1.8625
MLCK,-1.98,720012407>0.15,-1.6991666666666667
VRK1,-1.95,720012407>0.15,-1.7041666666666666
COT,-1.93,720012407>0.15,-1.71
NDR,-1.92,720012407>0.15,-1.7
ATM,-1.78,720012407>0.15,-1.5
MSN,-1.71,720012407>0.15,-1.4983333333333333
BARK2,-1.49,720012407>0.15,-1.3125
TTK,-1.26,720012407>0.15,-1.0666666666666667
PAKB,-1.24,720012407>0.15,-1.0733333333333333
NAK,-1.23,720012407>0.15,-1.0666666666666667
PKN,-1.22,720012407>0.15,-1.0641666666666667
NUAK,-1.21,720012407>0.15,-1.05
HAL,-1.2,720012407>0.15,-1.0516666666666667
TLK,-1.17,720012407>0.15,-1.0608333333333333
CLK,-0.87,720012407>0.15,-0.755
BUD32,-0.87,720012407>0.15,-0.7458333333333333
CAMKK,-0.87,720012407>0.15,-0.7441666666666666
MOS,-0.85,720012407>0.15,-0.7366666666666667
PASK,-0.84,720012407>0.15,-0.7525
KHS,-0.84,720012407>0.15,-0.75
BRSK,-0.84,720012407>0.15,-0.7366666666666667
WNK,-0.84,720012407>0.15,-0.7516666666666667
ULK,-0.84,720012407>0.15,-0.7366666666666667
SLK,-0.83,720012407>0.15,-0.7466666666666667
TAO,-0.82,720012407>0.15,-0.7475
NIK,-0.81,720012407>0.15,-0.7441666666666666
PKCA,-22.5,720012407>0.2,-21.731666666666666
DMPK,-15.34,720012407>0.2,-14.634166666666667
CDK,-14.63,720012407>0.2,-13.888333333333334
PEK,-13.7,720012407>0.2,-13.175
PHK,-13.61,720012407>0.2,-13.100833333333334
RSK,-10.69,720012407>0.2,-10.4875
PIM,-9.54,720012407>0.2,-8.984166666666667
QIK,-8.9,720012407>0.2,-8.885
PDK1,-8.14,720012407>0.2,-7.94
PDHK,-8.08,720012407>0.2,-7.81
PKA,-7.96,720012407>0.2,-7.650833333333333
ERK,-7.76,720012407>0.2,-7.546666666666667
IKK,-7.74,720012407>0.2,-7.399166666666667
DYRK,-7.4,720012407>0.2,-6.993333333333333
P38,-6.87,720012407>0.2,-6.7316666666666665
MAPKAPK,-6.78,720012407>0.2,-6.426666666666667
STE7,-6.78,720012407>0.2,-6.6925
JNK,-6.73,720012407>0.2,-6.3475
PKG,-6.57,720012407>0.2,-6.348333333333334
PLK,-6.28,720012407>0.2,-6.185833333333333
PKD,-6.28,720012407>0.2,-5.868333333333333
CK1,-6.07,720012407>0.2,-5.67
AKT,-5.87,720012407>0.2,-5.5841666666666665
RIPK,-5.64,720012407>0.2,-5.355
PAKA,-5.14,720012407>0.2,-4.9174999999999995
RAD53,-5.11,720012407>0.2,-4.933333333333334
MELK,-4.5,720012407>0.2,-4.401666666666666
SGK,-4.45,720012407>0.2,-4.22
MTOR,-4.35,720012407>0.2,-4.1575
RAF,-4.27,720012407>0.2,-4.054166666666666
MST,-4.25,720012407>0.2,-4.0841666666666665
AMPK,-4.16,720012407>0.2,-4
DAPK,-4.15,720012407>0.2,-4.016666666666667
NEK,-3.9,720012407>0.2,-3.7275
CAMK1,-3.89,720012407>0.2,-3.73
GSK,-3.82,720012407>0.2,-3.7158333333333333
FRAY,-3.74,720012407>0.2,-3.6033333333333335
MLK,-3.49,720012407>0.2,-3.4141666666666666
CAMK2,-3.33,720012407>0.2,-3.2925
PKCH,-3.32,720012407>0.2,-3.1933333333333334
IRAK,-3.04,720012407>0.2,-2.9425
PKCD,-2.96,720012407>0.2,-2.8341666666666665
ATR,-2.88,720012407>0.2,-2.8316666666666666
GRK,-2.81,720012407>0.2,-2.7108333333333334
PRKDC,-2.8,720012407>0.2,-2.6883333333333335
CHK1,-2.78,720012407>0.2,-2.8233333333333333
PKCI,-2.68,720012407>0.2,-2.5925
LKB,-2.66,720012407>0.2,-2.5733333333333333
AUR,-2.62,720012407>0.2,-2.5658333333333334
NMO,-2.6,720012407>0.2,-2.5825
STE11,-2.58,720012407>0.2,-2.4658333333333333
CK2,-2.26,720012407>0.2,-2.1758333333333333
STKR,-2.15,720012407>0.2,-2.0283333333333333
MARK,-1.91,720012407>0.2,-1.8625
MLCK,-1.79,720012407>0.2,-1.6991666666666667
COT,-1.79,720012407>0.2,-1.71
VRK1,-1.77,720012407>0.2,-1.7041666666666666
NDR,-1.72,720012407>0.2,-1.7
ATM,-1.61,720012407>0.2,-1.5
MSN,-1.55,720012407>0.2,-1.4983333333333333
BARK2,-1.37,720012407>0.2,-1.3125
NAK,-1.12,720012407>0.2,-1.0666666666666667
TTK,-1.11,720012407>0.2,-1.0666666666666667
PKN,-1.1,720012407>0.2,-1.0641666666666667
PAKB,-1.1,720012407>0.2,-1.0733333333333333
TLK,-1.1,720012407>0.2,-1.0608333333333333
NUAK,-1.09,720012407>0.2,-1.05
HAL,-1.08,720012407>0.2,-1.0516666666666667
TAO,-0.81,720012407>0.2,-0.7475
SLK,-0.81,720012407>0.2,-0.7466666666666667
BUD32,-0.8,720012407>0.2,-0.7458333333333333
BRSK,-0.8,720012407>0.2,-0.7366666666666667
NIK,-0.79,720012407>0.2,-0.7441666666666666
CAMKK,-0.79,720012407>0.2,-0.7441666666666666
KHS,-0.79,720012407>0.2,-0.75
PASK,-0.79,720012407>0.2,-0.7525
WNK,-0.78,720012407>0.2,-0.7516666666666667
CLK,-0.76,720012407>0.2,-0.755
ULK,-0.76,720012407>0.2,-0.7366666666666667
MOS,-0.76,720012407>0.2,-0.7366666666666667
PKCA,-17.55,720012407>0.3,-21.731666666666666
DMPK,-11.7,720012407>0.3,-14.634166666666667
CDK,-11.32,720012407>0.3,-13.888333333333334
PHK,-10.65,720012407>0.3,-13.100833333333334
PEK,-10.44,720012407>0.3,-13.175
RSK,-8.35,720012407>0.3,-10.4875
QIK,-7.21,720012407>0.3,-8.885
PIM,-6.96,720012407>0.3,-8.984166666666667
PDK1,-6.31,720012407>0.3,-7.94
PDHK,-6.16,720012407>0.3,-7.81
IKK,-6.07,720012407>0.3,-7.399166666666667
PKA,-6.01,720012407>0.3,-7.650833333333333
ERK,-5.96,720012407>0.3,-7.546666666666667
P38,-5.5,720012407>0.3,-6.7316666666666665
DYRK,-5.46,720012407>0.3,-6.993333333333333
STE7,-5.31,720012407>0.3,-6.6925
PKG,-5.15,720012407>0.3,-6.348333333333334
MAPKAPK,-5.06,720012407>0.3,-6.426666666666667
PLK,-4.95,720012407>0.3,-6.185833333333333
JNK,-4.82,720012407>0.3,-6.3475
PKD,-4.56,720012407>0.3,-5.868333333333333
CK1,-4.41,720012407>0.3,-5.67
AKT,-4.35,720012407>0.3,-5.5841666666666665
RIPK,-4.2,720012407>0.3,-5.355
RAD53,-3.92,720012407>0.3,-4.933333333333334
PAKA,-3.88,720012407>0.3,-4.9174999999999995
MELK,-3.57,720012407>0.3,-4.401666666666666
SGK,-3.45,720012407>0.3,-4.22
RAF,-3.29,720012407>0.3,-4.054166666666666
MST,-3.25,720012407>0.3,-4.0841666666666665
AMPK,-3.21,720012407>0.3,-4
MTOR,-3.2,720012407>0.3,-4.1575
DAPK,-3.18,720012407>0.3,-4.016666666666667
NEK,-3.02,720012407>0.3,-3.7275
GSK,-2.97,720012407>0.3,-3.7158333333333333
CAMK1,-2.95,720012407>0.3,-3.73
FRAY,-2.91,720012407>0.3,-3.6033333333333335
MLK,-2.7,720012407>0.3,-3.4141666666666666
CAMK2,-2.62,720012407>0.3,-3.2925
PKCH,-2.52,720012407>0.3,-3.1933333333333334
PKCD,-2.31,720012407>0.3,-2.8341666666666665
IRAK,-2.3,720012407>0.3,-2.9425
ATR,-2.22,720012407>0.3,-2.8316666666666666
CHK1,-2.22,720012407>0.3,-2.8233333333333333
PRKDC,-2.18,720012407>0.3,-2.6883333333333335
GRK,-2.15,720012407>0.3,-2.7108333333333334
PKCI,-2.08,720012407>0.3,-2.5925
LKB,-2.06,720012407>0.3,-2.5733333333333333
AUR,-2.03,720012407>0.3,-2.5658333333333334
NMO,-1.99,720012407>0.3,-2.5825
STE11,-1.93,720012407>0.3,-2.4658333333333333
CK2,-1.73,720012407>0.3,-2.1758333333333333
STKR,-1.58,720012407>0.3,-2.0283333333333333
MARK,-1.48,720012407>0.3,-1.8625
VRK1,-1.41,720012407>0.3,-1.7041666666666666
NDR,-1.39,720012407>0.3,-1.7
MLCK,-1.34,720012407>0.3,-1.6991666666666667
COT,-1.32,720012407>0.3,-1.71
MSN,-1.22,720012407>0.3,-1.4983333333333333
ATM,-1.21,720012407>0.3,-1.5
BARK2,-1.05,720012407>0.3,-1.3125
HAL,-0.87,720012407>0.3,-1.0516666666666667
TLK,-0.86,720012407>0.3,-1.0608333333333333
NAK,-0.86,720012407>0.3,-1.0666666666666667
PKN,-0.86,720012407>0.3,-1.0641666666666667
TTK,-0.85,720012407>0.3,-1.0666666666666667
