Kinase,Z,method,AvgZ
PEK,-7.61,720012103>0.15,-4.005833333333333
PKCA,-7.48,720012103>0.15,-3.586666666666667
CDK,-7.15,720012103>0.15,-4.479166666666667
ERK,-6.77,720012103>0.15,-4.84
DYRK,-6.4,720012103>0.15,-4.504166666666666
PDK1,-5.57,720012103>0.15,-3.799166666666667
NMO,-5.43,720012103>0.15,-2.9541666666666666
JNK,-5.35,720012103>0.15,-3.61
STE7,-4.95,720012103>0.15,-2.35
PLK,-4.93,720012103>0.15,-3.158333333333333
CK1,-3.98,720012103>0.15,-1.9408333333333334
P38,-3.98,720012103>0.15,-3.0483333333333333
IKK,-3.73,720012103>0.15,-1.3708333333333333
LKB,-3.26,720012103>0.15,-1.9766666666666666
PHK,-3.2,720012103>0.15,-1.475
DMPK,-3.15,720012103>0.15,-0.7166666666666667
GSK,-2.47,720012103>0.15,-1.2249999999999999
QIK,-2.44,720012103>0.15,-1.5683333333333334
PDHK,-2.43,720012103>0.15,-0.08999999999999997
MTOR,-2.23,720012103>0.15,-1.7858333333333334
MST,-2.18,720012103>0.15,-2.091666666666667
STE11,-2.17,720012103>0.15,-0.9316666666666666
FRAY,-2.15,720012103>0.15,-1.4875
TLK,-2.15,720012103>0.15,-1.395
NUAK,-2.14,720012103>0.15,-1.3833333333333333
TTK,-2.1,720012103>0.15,-1.4016666666666666
PKA,2.08,720012103>0.15,2.8908333333333336
ATM,-2.05,720012103>0.15,-0.9233333333333333
NEK,-1.9,720012103>0.15,-1.0699999999999998
RAF,-1.87,720012103>0.15,-1.9108333333333334
ATR,-1.87,720012103>0.15,-1.7983333333333333
SGK,1.74,720012103>0.15,0.8658333333333333
IRAK,-1.72,720012103>0.15,-0.44166666666666665
PKG,1.69,720012103>0.15,2.9325
CAMK1,1.64,720012103>0.15,2.42
BUD32,-1.61,720012103>0.15,-1.0008333333333335
ULK,-1.58,720012103>0.15,-0.9816666666666667
MOS,-1.58,720012103>0.15,-0.9858333333333333
PKCI,1.57,720012103>0.15,1.35
PRKDC,-1.56,720012103>0.15,-1.6583333333333332
NIK,-1.56,720012103>0.15,-0.9866666666666667
CLK,-1.53,720012103>0.15,-0.985
MLCK,1.53,720012103>0.15,-0.10666666666666669
WNK,-1.53,720012103>0.15,-0.9825
CAMKK,-1.52,720012103>0.15,-0.9733333333333334
RIPK,-1.52,720012103>0.15,0.03416666666666664
BRSK,-1.51,720012103>0.15,-0.9716666666666667
COT,1.51,720012103>0.15,0.8283333333333334
NDR,-1.48,720012103>0.15,-0.8791666666666667
MSN,1.32,720012103>0.15,0.8358333333333333
PKCH,-1.31,720012103>0.15,-1.1083333333333334
CK2,-1.3,720012103>0.15,-0.2708333333333333
PKD,-1.26,720012103>0.15,0.8183333333333334
CAMK2,-1.12,720012103>0.15,0.17499999999999988
PAKB,0.94,720012103>0.15,0.3141666666666667
MLK,-0.92,720012103>0.15,-0.30583333333333335
DAPK,-0.91,720012103>0.15,-0.7041666666666666
HAL,0.91,720012103>0.15,0.8066666666666666
MELK,-0.74,720012103>0.15,-0.73
TAO,0.67,720012103>0.15,0.4183333333333333
PASK,0.66,720012103>0.15,1.1108333333333333
SLK,0.65,720012103>0.15,0.2241666666666667
KHS,0.64,720012103>0.15,0.74
PKN,-0.63,720012103>0.15,-0.5308333333333334
NAK,-0.6,720012103>0.15,-0.4125
AMPK,0.53,720012103>0.15,1.5216666666666667
AUR,-0.52,720012103>0.15,-0.2258333333333333
MAPKAPK,-0.52,720012103>0.15,-0.013333333333333355
VRK1,-0.49,720012103>0.15,-1.055
PAKA,-0.49,720012103>0.15,0.9066666666666667
RAD53,0.33,720012103>0.15,1.1583333333333332
RSK,0.29,720012103>0.15,1.31
GRK,-0.27,720012103>0.15,0.23083333333333333
MARK,-0.19,720012103>0.15,0.35666666666666663
BARK2,-0.13,720012103>0.15,-0.49916666666666676
PKCD,-0.12,720012103>0.15,0.855
AKT,-0.06,720012103>0.15,0.17583333333333334
CHK1,-0.06,720012103>0.15,0.42583333333333334
STKR,0.05,720012103>0.15,0.435
PIM,0.03,720012103>0.15,0.7175
PEK,-7.06,720012103>0.2,-4.005833333333333
PKCA,-6.8,720012103>0.2,-3.586666666666667
CDK,-6.63,720012103>0.2,-4.479166666666667
ERK,-6.11,720012103>0.2,-4.84
DYRK,-5.95,720012103>0.2,-4.504166666666666
NMO,-5.03,720012103>0.2,-2.9541666666666666
PDK1,-5,720012103>0.2,-3.799166666666667
JNK,-4.7,720012103>0.2,-3.61
PLK,-4.6,720012103>0.2,-3.158333333333333
STE7,-4.46,720012103>0.2,-2.35
CK1,-3.89,720012103>0.2,-1.9408333333333334
IKK,-3.43,720012103>0.2,-1.3708333333333333
P38,-3.39,720012103>0.2,-3.0483333333333333
PHK,-3.17,720012103>0.2,-1.475
LKB,-3.01,720012103>0.2,-1.9766666666666666
DMPK,-2.52,720012103>0.2,-0.7166666666666667
QIK,-2.3,720012103>0.2,-1.5683333333333334
PKA,2.27,720012103>0.2,2.8908333333333336
GSK,-2.19,720012103>0.2,-1.2249999999999999
NUAK,-2.09,720012103>0.2,-1.3833333333333333
TTK,-2.07,720012103>0.2,-1.4016666666666666
TLK,-2.02,720012103>0.2,-1.395
STE11,-1.97,720012103>0.2,-0.9316666666666666
MTOR,-1.91,720012103>0.2,-1.7858333333333334
MST,-1.89,720012103>0.2,-2.091666666666667
CAMK1,1.89,720012103>0.2,2.42
PDHK,-1.86,720012103>0.2,-0.08999999999999997
