Kinase,Score,Rank,Method,Perc,Qrt,group,KinaseFamily,subfamily,hgnc_symbol
CDK6,40.3125,26,PTM-SEA,0.5733333333333334,3,CMGC,CDK,CDK4,CDK6
CDK5,-70.67466421742003,15,PTM-SEA,0.7333333333333333,3,CMGC,CDK,CDK5,CDK5
PRKCE,87.33840423079317,7,PTM-SEA,0.9066666666666666,4,AGC,PKC,ETA,PRKCE
PRKCQ,88.2626090265765,6,PTM-SEA,0.92,4,AGC,PKC,DELTA,PRKCQ
PRKCZ,74.55198781624779,13,PTM-SEA,0.76,4,AGC,PKC,IOTA,PRKCZ
PRKCD,18.43791302975416,43,PTM-SEA,0.3466666666666667,2,AGC,PKC,DELTA,PRKCD
PRKAA1,24.134925729146804,38,PTM-SEA,0.41333333333333333,2,CAMK,CAMKL,AMPK,PRKAA1
PAK1,55.83862954878538,22,PTM-SEA,0.64,3,STE,STE20,PAKA,PAK1
PAK2,62.484375,19,PTM-SEA,0.68,3,STE,STE20,PAKA,PAK2
PRKG2,-27.685507822034236,35,PTM-SEA,0.4533333333333333,2,AGC,PKG,PKG,PRKG2
ROCK1,50.6364898497133,24,PTM-SEA,0.6133333333333333,3,AGC,DMPK,ROCK,ROCK1
ATR,0,51,PTM-SEA,0,1,ATYPICAL,PIKK,ATR,ATR
CAMK2G,0,51,PTM-SEA,0,1,CAMK,CAMK2,CAMK2,CAMK2G
DYRK1A,29.65774995111634,33,PTM-SEA,0.48,2,CMGC,DYRK,DYRK1,DYRK1A
PRKG1,7.76441817607248,48,PTM-SEA,0.28,2,AGC,PKG,PKG,PRKG1
PRKD1,59.6132114462576,20,PTM-SEA,0.6666666666666666,3,CAMK,PKD,PKD,PRKD1
RPS6KA2,33.02722112320976,30,PTM-SEA,0.52,3,AGC,RSK,RSK,RPS6KA2
RPS6KA1,30.940086443787443,32,PTM-SEA,0.49333333333333335,2,AGC,RSK,RSK,RPS6KA1
PKN1,-4.54621678778852,49,PTM-SEA,0.26666666666666666,2,AGC,PKN,PKN,PKN1
MAPK14,14.652640221545441,45,PTM-SEA,0.32,2,CMGC,MAPK,P38,MAPK14
PIM3,81.40931954084394,9,PTM-SEA,0.8133333333333334,4,CAMK,PIM,PIM,PIM3
BRSK2,0,51,PTM-SEA,0,1,CAMK,CAMKL,BRSK,BRSK2
BRSK1,0,51,PTM-SEA,0,1,CAMK,CAMKL,BRSK,BRSK1
DYRK2,0,51,PTM-SEA,0,1,CMGC,DYRK,DYRK2,DYRK2
PASK,0,51,PTM-SEA,0,1,CAMK,CAMKL,PASK,PASK
VRK1,0,51,PTM-SEA,0,1,CK1,VRK,VRK,VRK1
PRKD2,0,51,PTM-SEA,0,1,CAMK,PKD,PKD,PRKD2
PLK3,0,51,PTM-SEA,0,1,OTHER,PLK,PLK2,PLK3
NEK6,0,51,PTM-SEA,0,1,OTHER,NEK,NEK6,NEK6
PIM2,81.40931954084394,9,PTM-SEA,0.8133333333333334,4,CAMK,PIM,PIM,PIM2
AKT3,96.775489147961,2,PTM-SEA,0.9866666666666667,4,AGC,AKT,AKT,AKT3
AAK1,302,272,KEA3,0.08571428571428572,1,OTHER,NAK,BIKE,AAK1
ABL1,66.33333333333333,53,KEA3,0.8285714285714286,4,TK,ABL,ABL,ABL1
ABL2,169,172,KEA3,0.4085714285714286,2,TK,ABL,ABL,ABL2
ACVR1,83,69,KEA3,0.7571428571428571,4,TKL,STKR,TYPE1,ACVR1
ACVR1B,181.5,189,KEA3,0.35428571428571426,2,TKL,STKR,TYPE1,ACVR1B
ACVR2B,214,215,KEA3,0.2714285714285714,2,TKL,STKR,TYPE2,ACVR2B
AKT1,56,40,KEA3,0.88,4,AGC,AKT,AKT,AKT1
AKT2,89.33333333333333,76,KEA3,0.7314285714285714,3,AGC,AKT,AKT,AKT2
AKT3,215,216,KEA3,0.26857142857142857,2,AGC,AKT,AKT,AKT3
ALK,58.5,43,KEA3,0.8714285714285714,4,TK,ALK,ALK,ALK
ARAF,121.5,111,KEA3,0.6028571428571429,3,TKL,RAF,RAF,ARAF
ATM,109.33333333333333,98,KEA3,0.6514285714285715,3,ATYPICAL,PIKK,ATM,ATM
ATR,75,61,KEA3,0.7971428571428572,4,ATYPICAL,PIKK,ATR,ATR
AURKA,13,4,KEA3,0.9914285714285714,4,OTHER,AUR,AUR,AURKA
AURKB,39.333333333333336,20,KEA3,0.94,4,OTHER,AUR,AUR,AURKB
AURKC,186,193,KEA3,0.34285714285714286,2,OTHER,AUR,AUR,AURKC
AXL,202.5,209,KEA3,0.2914285714285714,2,TK,AXL,AXL,AXL
BLK,259,241,KEA3,0.17714285714285713,1,TK,SRC,SRCB,BLK
BMP2K,326,291,KEA3,0.03142857142857143,1,OTHER,NAK,BIKE,BMP2K
BMPR1A,158.5,158,KEA3,0.4542857142857143,2,TKL,STKR,TYPE1,BMPR1A
BMPR1B,112,101,KEA3,0.64,3,TKL,STKR,TYPE1,BMPR1B
BMPR2,202,208,KEA3,0.29428571428571426,2,TKL,STKR,TYPE2,BMPR2
BMX,121,110,KEA3,0.6057142857142858,3,TK,TEC,TEC,BMX
BRAF,159.5,159,KEA3,0.4514285714285714,2,TKL,RAF,RAF,BRAF
BRSK1,127.33333333333334,121,KEA3,0.5742857142857143,3,CAMK,CAMKL,BRSK,BRSK1
BRSK2,174,178,KEA3,0.38571428571428573,2,CAMK,CAMKL,BRSK,BRSK2
BTK,66,52,KEA3,0.8342857142857143,4,TK,TEC,TEC,BTK
BUB1,148,144,KEA3,0.5,3,OTHER,BUB,BUB,BUB1
CAMK1,176,181,KEA3,0.37714285714285717,2,CAMK,CAMK1,CAMK1,CAMK1
CAMK1D,246.5,232,KEA3,0.21142857142857144,1,CAMK,CAMK1,CAMK1,CAMK1D
CAMK2A,64.66666666666667,50,KEA3,0.8457142857142858,4,CAMK,CAMK2,CAMK2,CAMK2A
CAMK2B,229.5,227,KEA3,0.22857142857142856,1,CAMK,CAMK2,CAMK2,CAMK2B
CAMK2D,93,83,KEA3,0.7114285714285714,3,CAMK,CAMK2,CAMK2,CAMK2D
CAMK2G,40,21,KEA3,0.9371428571428572,4,CAMK,CAMK2,CAMK2,CAMK2G
CAMK4,114.66666666666667,103,KEA3,0.6342857142857142,3,CAMK,CAMK1,CAMK1,CAMK4
CAMKK1,123.66666666666667,112,KEA3,0.6,3,OTHER,CAMKK,META,CAMKK1
CAMKK2,195,202,KEA3,0.3171428571428571,2,OTHER,CAMKK,META,CAMKK2
CDC42BPA,285,259,KEA3,0.12285714285714286,1,AGC,DMPK,GEK,CDC42BPA
CDC7,199,205,KEA3,0.3028571428571429,2,OTHER,CDC7,CDC7,CDC7
CDK1,47,30,KEA3,0.9114285714285715,4,CMGC,CDK,CDC2,CDK1
CDK11A,333,296,KEA3,0.017142857142857144,1,CMGC,CDK,CDK11,CDK11A
CDK11A,333,296,KEA3,0.017142857142857144,1,NA,NA,NA,CDK11A
CDK12,317,285,KEA3,0.04857142857142857,1,CMGC,CDK,CRK7,CDK12
CDK15,263,243,KEA3,0.17142857142857143,1,CMGC,CDK,PFTAIRE,CDK15
CDK16,228,225,KEA3,0.24,1,CMGC,CDK,PCTAIRE,CDK16
CDK18,250,235,KEA3,0.2,1,CMGC,CDK,PCTAIRE,CDK18
CDK19,78,64,KEA3,0.7857142857142857,4,CMGC,CDK,CDK8,CDK19
CDK2,21.666666666666668,8,KEA3,0.98,4,CMGC,CDK,CDC2,CDK2
CDK20,188,195,KEA3,0.33714285714285713,2,CMGC,CDK,CCRK,CDK20
CDK3,87,73,KEA3,0.7428571428571429,3,CMGC,CDK,CDC2,CDK3
CDK4,46,27,KEA3,0.92,4,CMGC,CDK,CDK4,CDK4
CDK5,32,13,KEA3,0.9657142857142857,4,CMGC,CDK,CDK5,CDK5
CDK6,70,55,KEA3,0.8228571428571428,4,CMGC,CDK,CDK4,CDK6
CDK7,44,24,KEA3,0.9285714285714286,4,CMGC,CDK,CDK7,CDK7
CDK8,134.5,132,KEA3,0.5428571428571428,3,CMGC,CDK,CDK8,CDK8
CDK9,54,37,KEA3,0.8885714285714286,4,CMGC,CDK,CDK9,CDK9
CDKL3,305,275,KEA3,0.07714285714285714,1,CMGC,CDKL,CDKL,CDKL3
CDKL5,107,96,KEA3,0.6628571428571428,3,CMGC,CDKL,CDKL,CDKL5
CHEK1,5.666666666666667,1,KEA3,1,4,CAMK,CAMKL,CHK1,CHEK1
CHEK2,65.66666666666667,51,KEA3,0.84,4,CAMK,RAD53,RAD53,CHEK2
CHUK,43.333333333333336,23,KEA3,0.9314285714285714,4,OTHER,IKK,IKK,CHUK
CLK1,164.5,164,KEA3,0.43142857142857144,2,CMGC,CLK,CLK,CLK1
CLK2,100,90,KEA3,0.6857142857142857,3,CMGC,CLK,CLK,CLK2
CLK3,168,170,KEA3,0.4142857142857143,2,CMGC,CLK,CLK,CLK3
CLK4,322,289,KEA3,0.037142857142857144,1,CMGC,CLK,CLK,CLK4
CSF1R,335,298,KEA3,0.011428571428571429,1,TK,PDGFR,PDGFR,CSF1R
CSK,167.66666666666666,169,KEA3,0.41714285714285715,2,TK,CSK,CSK,CSK
CSNK1A1,75,61,KEA3,0.7971428571428572,4,CK1,CK1,CK1-A,CSNK1A1
CSNK1A1L,339,302,KEA3,0,1,CK1,CK1,CK1-A,CSNK1A1L
CSNK1D,38.666666666666664,19,KEA3,0.9428571428571428,4,CK1,CK1,CK1-D,CSNK1D
CSNK1E,125.33333333333333,115,KEA3,0.5914285714285714,3,CK1,CK1,CK1-D,CSNK1E
CSNK1G1,189.5,196,KEA3,0.3342857142857143,2,CK1,CK1,CK1-G,CSNK1G1
CSNK1G2,217.5,217,KEA3,0.26571428571428574,2,CK1,CK1,CK1-G,CSNK1G2
CSNK1G3,258,240,KEA3,0.18285714285714286,1,CK1,CK1,CK1-G,CSNK1G3
CSNK2A1,53,35,KEA3,0.8942857142857142,4,CMGC,CK2,CK2,CSNK2A1
CSNK2A2,119,107,KEA3,0.6142857142857143,3,CMGC,CK2,CK2,CSNK2A2
DAPK1,34.333333333333336,16,KEA3,0.9542857142857143,4,CAMK,DAPK,DAPK,DAPK1
DAPK3,86.33333333333333,72,KEA3,0.7457142857142857,3,CAMK,DAPK,DAPK,DAPK3
DCLK1,268,246,KEA3,0.16285714285714287,1,CAMK,DCAMKL,DCAMKL,DCLK1
DDR1,146,141,KEA3,0.5085714285714286,3,TK,DDR,DDR,DDR1
DDR2,162,161,KEA3,0.44,2,TK,DDR,DDR,DDR2
DMPK,259,241,KEA3,0.17714285714285713,1,AGC,DMPK,GEK,DMPK
DYRK1A,34.333333333333336,16,KEA3,0.9542857142857143,4,CMGC,DYRK,DYRK1,DYRK1A
DYRK1B,70.66666666666667,57,KEA3,0.8171428571428572,4,CMGC,DYRK,DYRK1,DYRK1B
DYRK2,78,64,KEA3,0.7857142857142857,4,CMGC,DYRK,DYRK2,DYRK2
DYRK3,201,207,KEA3,0.29714285714285715,2,CMGC,DYRK,DYRK2,DYRK3
DYRK4,92.5,82,KEA3,0.7142857142857143,3,CMGC,DYRK,DYRK2,DYRK4
EEF2K,38,18,KEA3,0.9457142857142857,4,ATYPICAL,ALPHA,EEF2K,EEF2K
EGFR,84.66666666666667,71,KEA3,0.7485714285714286,3,TK,EGFR,EGFR,EGFR
EIF2AK1,316,284,KEA3,0.05142857142857143,1,OTHER,PEK,HRI,EIF2AK1
EIF2AK2,24.666666666666668,10,KEA3,0.9742857142857143,4,OTHER,PEK,PKR,EIF2AK2
EIF2AK3,337,300,KEA3,0.005714285714285714,1,OTHER,PEK,PEK,EIF2AK3
EPHA2,321,288,KEA3,0.04,1,TK,EPH,EPH,EPHA2
EPHA3,71.5,58,KEA3,0.8142857142857143,4,TK,EPH,EPH,EPHA3
EPHA4,327,292,KEA3,0.02857142857142857,1,TK,EPH,EPH,EPHA4
EPHA8,336,299,KEA3,0.008571428571428572,1,TK,EPH,EPH,EPHA8
EPHB1,323,290,KEA3,0.03428571428571429,1,TK,EPH,EPH,EPHB1
EPHB2,294,266,KEA3,0.10285714285714286,1,TK,EPH,EPH,EPHB2
EPHB3,170,174,KEA3,0.4,2,TK,EPH,EPH,EPHB3
ERBB2,53,35,KEA3,0.8942857142857142,4,TK,EGFR,EGFR,ERBB2
ERBB4,145,140,KEA3,0.5142857142857142,3,TK,EGFR,EGFR,ERBB4
FASTK,232,228,KEA3,0.22285714285714286,1,ATYPICAL,FAST,FAST,FASTK
FER,23,9,KEA3,0.9771428571428571,4,TK,FER,FER,FER
FES,273,250,KEA3,0.15142857142857144,1,TK,FER,FER,FES
FGFR1,161.33333333333334,160,KEA3,0.44571428571428573,2,TK,FGFR,FGFR,FGFR1
FGFR2,119,107,KEA3,0.6142857142857143,3,TK,FGFR,FGFR,FGFR2
FGFR3,163.5,162,KEA3,0.43714285714285717,2,TK,FGFR,FGFR,FGFR3
FGFR4,80.5,67,KEA3,0.7714285714285715,4,TK,FGFR,FGFR,FGFR4
FGR,66,52,KEA3,0.8342857142857143,4,TK,SRC,SRCA,FGR
FLT1,307,277,KEA3,0.07142857142857142,1,TK,VEGFR,VEGFR,FLT1
FLT3,229,226,KEA3,0.2342857142857143,1,TK,PDGFR,PDGFR,FLT3
FLT4,270,248,KEA3,0.15714285714285714,1,TK,VEGFR,VEGFR,FLT4
FRK,194.5,201,KEA3,0.32,2,TK,SRC,FRK,FRK
FYN,80,66,KEA3,0.7742857142857142,4,TK,SRC,SRCA,FYN
GRK1,331,295,KEA3,0.02,1,AGC,GRK,GRK,GRK1
GRK2,38,18,KEA3,0.9457142857142857,4,AGC,GRK,BARK,GRK2
GRK3,229.5,227,KEA3,0.22857142857142856,1,AGC,GRK,BARK,GRK3
GRK5,27.666666666666668,12,KEA3,0.9685714285714285,4,AGC,GRK,GRK,GRK5
GRK6,143,139,KEA3,0.5171428571428571,3,AGC,GRK,GRK,GRK6
GSK3A,84.33333333333333,70,KEA3,0.7542857142857143,4,CMGC,GSK,GSK,GSK3A
GSK3B,52,33,KEA3,0.9028571428571428,4,CMGC,GSK,GSK,GSK3B
HASPIN,223,221,KEA3,0.25142857142857145,2,OTHER,HASPIN,HASPIN,HASPIN
HCK,116,105,KEA3,0.6228571428571429,3,TK,SRC,SRCB,HCK
HIPK1,98,88,KEA3,0.6942857142857143,3,CMGC,DYRK,HIPK,HIPK1
HIPK2,79,65,KEA3,0.78,4,CMGC,DYRK,HIPK,HIPK2
HIPK3,295,267,KEA3,0.1,1,CMGC,DYRK,HIPK,HIPK3
HIPK4,146.5,142,KEA3,0.5057142857142857,3,CMGC,DYRK,HIPK,HIPK4
ICK,191,199,KEA3,0.32571428571428573,2,CMGC,RCK,RCK,CILK1
IGF1R,128.33333333333334,124,KEA3,0.5657142857142857,3,TK,INSR,INSR,IGF1R
IKBKB,43,22,KEA3,0.9342857142857143,4,OTHER,IKK,IKK,IKBKB
IKBKE,106,94,KEA3,0.6742857142857143,3,OTHER,IKK,IKK,IKBKE
ILK,157.33333333333334,157,KEA3,0.45714285714285713,2,TKL,MLK,ILK,ILK
INSR,161.33333333333334,160,KEA3,0.44571428571428573,2,TK,INSR,INSR,INSR
IRAK1,117.5,106,KEA3,0.62,3,TKL,IRAK,IRAK,IRAK1
IRAK3,251.5,237,KEA3,0.19142857142857142,1,TKL,IRAK,IRAK,IRAK3
IRAK4,293,265,KEA3,0.10571428571428572,1,TKL,IRAK,IRAK,IRAK4
ITK,150,147,KEA3,0.49142857142857144,2,TK,TEC,TEC,ITK
JAK1,90.5,77,KEA3,0.7285714285714285,3,TK,JAKA,JAKA,JAK1
JAK2,80,66,KEA3,0.7742857142857142,4,TK,JAKA,JAKA,JAK2
JAK3,166,166,KEA3,0.4257142857142857,2,TK,JAKA,JAKA,JAK3
KDR,303,273,KEA3,0.08285714285714285,1,TK,VEGFR,VEGFR,KDR
KIT,72,59,KEA3,0.8085714285714286,4,TK,PDGFR,PDGFR,KIT
KSR1,272,249,KEA3,0.15428571428571428,1,TKL,RAF,KSR,KSR1
KSR2,286,260,KEA3,0.12,1,TKL,RAF,KSR,KSR2
LATS1,193.66666666666666,200,KEA3,0.32285714285714284,2,AGC,NDR,NDR,LATS1
LATS2,106.5,95,KEA3,0.6685714285714286,3,AGC,NDR,NDR,LATS2
LCK,57,41,KEA3,0.8771428571428571,4,TK,SRC,SRCB,LCK
LIMK1,284,258,KEA3,0.12571428571428572,1,TKL,LISK,LIMK,LIMK1
LIMK2,173,176,KEA3,0.3914285714285714,2,TKL,LISK,LIMK,LIMK2
LRRK2,102,91,KEA3,0.6828571428571428,3,TKL,LRRK,LRRK,LRRK2
LYN,108,97,KEA3,0.6542857142857142,3,TK,SRC,SRCB,LYN
MAK,262,242,KEA3,0.1742857142857143,1,CMGC,RCK,RCK,MAK
MAP2K1,115,104,KEA3,0.6285714285714286,3,STE,STE7,MEK1,MAP2K1
MAP2K2,229,226,KEA3,0.2342857142857143,1,STE,STE7,MEK1,MAP2K2
MAP2K3,251,236,KEA3,0.19714285714285715,1,STE,STE7,MEK3,MAP2K3
MAP2K4,134,131,KEA3,0.5457142857142857,3,STE,STE7,MEK4,MAP2K4
MAP2K6,140.33333333333334,137,KEA3,0.5228571428571429,3,STE,STE7,MEK3,MAP2K6
MAP2K7,126.5,117,KEA3,0.5857142857142857,3,STE,STE7,MEK7,MAP2K7
MAP3K1,256,238,KEA3,0.18857142857142858,1,STE,STE11,MEKK1,MAP3K1
MAP3K10,274,251,KEA3,0.14857142857142858,1,TKL,MLK,MLK,MAP3K10
MAP3K11,140,136,KEA3,0.5257142857142857,3,TKL,MLK,MLK,MAP3K11
MAP3K13,213.5,214,KEA3,0.2742857142857143,2,TKL,MLK,LZK,MAP3K13
MAP3K14,127.33333333333333,120,KEA3,0.5771428571428572,3,STE,STE-UNIQUE,STE-UNIQUE,MAP3K14
MAP3K20,196,203,KEA3,0.31142857142857144,2,TKL,MLK,ZAK,MAP3K20
MAP3K3,291,263,KEA3,0.11142857142857143,1,STE,STE11,MEKK2,MAP3K3
MAP3K4,306,276,KEA3,0.07428571428571429,1,STE,STE11,MEKK4,MAP3K4
MAP3K5,168.33333333333334,171,KEA3,0.4114285714285714,2,STE,STE11,ASK,MAP3K5
MAP3K6,208,211,KEA3,0.2857142857142857,2,STE,STE11,ASK,MAP3K6
MAP3K7,93.33333333333333,84,KEA3,0.7085714285714285,3,TKL,MLK,TAK1,MAP3K7
MAP3K8,135.5,133,KEA3,0.54,3,STE,STE-UNIQUE,STE-UNIQUE,MAP3K8
MAP4K1,265,245,KEA3,0.1657142857142857,1,STE,STE20,KHS,MAP4K1
MAP4K2,154,152,KEA3,0.4742857142857143,2,STE,STE20,KHS,MAP4K2
MAP4K3,299,270,KEA3,0.09142857142857143,1,STE,STE20,KHS,MAP4K3
MAP4K4,311,280,KEA3,0.06285714285714286,1,STE,STE20,MSN,MAP4K4
MAP4K5,169.5,173,KEA3,0.4057142857142857,2,STE,STE20,KHS,MAP4K5
MAPK1,34.666666666666664,17,KEA3,0.9514285714285714,4,CMGC,MAPK,ERK1,MAPK1
MAPK10,141.66666666666666,138,KEA3,0.52,3,CMGC,MAPK,JNK,MAPK10
MAPK11,108,97,KEA3,0.6542857142857142,3,CMGC,MAPK,P38,MAPK11
MAPK12,163.66666666666666,163,KEA3,0.4342857142857143,2,CMGC,MAPK,P38,MAPK12
MAPK13,179.33333333333334,187,KEA3,0.36,2,CMGC,MAPK,P38,MAPK13
MAPK14,20,7,KEA3,0.9828571428571429,4,CMGC,MAPK,P38,MAPK14
MAPK15,218.5,218,KEA3,0.26,2,CMGC,MAPK,ERK7,MAPK15
MAPK3,54.666666666666664,38,KEA3,0.8857142857142857,4,CMGC,MAPK,ERK1,MAPK3
MAPK6,207.5,210,KEA3,0.2885714285714286,2,CMGC,MAPK,ERK3,MAPK6
MAPK7,130.33333333333334,126,KEA3,0.56,3,CMGC,MAPK,ERK5,MAPK7
MAPK8,52.33333333333333,34,KEA3,0.9,4,CMGC,MAPK,JNK,MAPK8
MAPK9,19.666666666666668,6,KEA3,0.9857142857142858,4,CMGC,MAPK,JNK,MAPK9
MAPKAPK2,91,78,KEA3,0.7257142857142858,3,CAMK,MAPKAPK,MAPKAPK,MAPKAPK2
MAPKAPK3,301,271,KEA3,0.08857142857142856,1,CAMK,MAPKAPK,MAPKAPK,MAPKAPK3
MAPKAPK5,58.666666666666664,44,KEA3,0.8685714285714285,4,CAMK,MAPKAPK,MAPKAPK,MAPKAPK5
MARK2,127,119,KEA3,0.58,3,CAMK,CAMKL,MARK,MARK2
MARK3,107,96,KEA3,0.6628571428571428,3,CAMK,CAMKL,MARK,MARK3
MARK4,334,297,KEA3,0.014285714285714285,1,CAMK,CAMKL,MARK,MARK4
MAST1,248.5,234,KEA3,0.2057142857142857,1,AGC,MAST,MAST,MAST1
MAST2,315,283,KEA3,0.054285714285714284,1,AGC,MAST,MAST,MAST2
MATK,133,130,KEA3,0.5485714285714286,3,TK,CSK,CSK,MATK
MELK,173,176,KEA3,0.3914285714285714,2,CAMK,CAMKL,MELK,MELK
MERTK,152,149,KEA3,0.4857142857142857,2,TK,AXL,AXL,MERTK
MET,153.66666666666666,151,KEA3,0.48,2,TK,MET,MET,MET
MKNK1,174.33333333333334,179,KEA3,0.38285714285714284,2,CAMK,MAPKAPK,MNK,MKNK1
MKNK2,222.5,220,KEA3,0.2542857142857143,2,CAMK,MAPKAPK,MNK,MKNK2
MOK,241.5,231,KEA3,0.21428571428571427,1,CMGC,RCK,RCK,MOK
MOS,304,274,KEA3,0.08,1,OTHER,MOS,MOS,MOS
MST1R,281,256,KEA3,0.13142857142857142,1,TK,MET,MET,MST1R
MTOR,132,129,KEA3,0.5514285714285714,3,ATYPICAL,PIKK,FRAP,MTOR
MYLK2,155.5,155,KEA3,0.46285714285714286,2,CAMK,MLCK,MLCK,MYLK2
MYO3A,97,87,KEA3,0.7,3,STE,STE20,NINAC,MYO3A
NEK10,288,261,KEA3,0.11714285714285715,1,OTHER,NEK,NEK10,NEK10
NEK11,156,156,KEA3,0.46,2,OTHER,NEK,NEK11,NEK11
NEK2,112,101,KEA3,0.64,3,OTHER,NEK,NEK2,NEK2
NEK3,170,174,KEA3,0.4,2,OTHER,NEK,NEK1,NEK3
NEK4,182,190,KEA3,0.3514285714285714,2,OTHER,NEK,NEK4,NEK4
NEK6,92.33333333333333,81,KEA3,0.7171428571428572,3,OTHER,NEK,NEK6,NEK6
NEK8,221,219,KEA3,0.2571428571428571,2,OTHER,NEK,NEK8,NEK8
NEK9,167,167,KEA3,0.4228571428571429,2,OTHER,NEK,NEK8,NEK9
NIM1K,275,252,KEA3,0.14285714285714285,1,CAMK,CAMKL,NIM1,NIM1K
NLK,147.33333333333334,143,KEA3,0.5028571428571429,3,CMGC,MAPK,NMO,NLK
NPR2,129.5,125,KEA3,0.5628571428571428,3,RGC,RGC,RGC,NPR2
NRBP2,227,224,KEA3,0.24285714285714285,1,OTHER,NRBP,NRBP,NRBP2
NTRK1,235,229,KEA3,0.22,1,TK,TRK,TRK,NTRK1
