Kinase,Z,method,AvgZ
PASK,-0.97,720012406>0.15,-0.6358333333333334
CLK,-0.96,720012406>0.15,-0.6366666666666667
BRSK,-0.96,720012406>0.15,-0.6466666666666667
BUD32,-0.95,720012406>0.15,-0.6275
CAMKK,-0.95,720012406>0.15,-0.63
ULK,-0.95,720012406>0.15,-0.6408333333333334
NIK,-0.95,720012406>0.15,-0.6433333333333333
SLK,-0.95,720012406>0.15,-0.64
MOS,-0.94,720012406>0.15,-0.6391666666666667
PKCA,-25.28,720012406>0.2,-18.69333333333333
DMPK,-16.62,720012406>0.2,-12.525
CDK,-15.82,720012406>0.2,-11.924166666666666
PHK,-15.39,720012406>0.2,-11.324166666666667
PEK,-15.33,720012406>0.2,-11.259166666666667
RSK,-11.64,720012406>0.2,-8.985833333333334
PIM,-10.16,720012406>0.2,-7.64
QIK,-10.04,720012406>0.2,-7.591666666666667
PDK1,-9.18,720012406>0.2,-6.795
PDHK,-8.79,720012406>0.2,-6.710833333333333
PKA,-8.76,720012406>0.2,-6.520833333333333
ERK,-8.66,720012406>0.2,-6.445
IKK,-8.36,720012406>0.2,-6.335
DYRK,-8.11,720012406>0.2,-5.9875
STE7,-7.7,720012406>0.2,-5.748333333333333
P38,-7.7,720012406>0.2,-5.763333333333334
JNK,-7.5,720012406>0.2,-5.46
MAPKAPK,-7.38,720012406>0.2,-5.53
PLK,-7.23,720012406>0.2,-5.359166666666667
PKG,-7.22,720012406>0.2,-5.4975
PKD,-6.87,720012406>0.2,-5.02
AKT,-6.51,720012406>0.2,-4.801666666666667
CK1,-6.49,720012406>0.2,-4.876666666666667
RIPK,-6.11,720012406>0.2,-4.6
RAD53,-5.72,720012406>0.2,-4.256666666666667
PAKA,-5.65,720012406>0.2,-4.185833333333333
MELK,-5.02,720012406>0.2,-3.7533333333333334
SGK,-4.84,720012406>0.2,-3.58
MTOR,-4.75,720012406>0.2,-3.5141666666666667
AMPK,-4.67,720012406>0.2,-3.4258333333333333
RAF,-4.64,720012406>0.2,-3.42
MST,-4.63,720012406>0.2,-3.4816666666666665
DAPK,-4.55,720012406>0.2,-3.4299999999999997
CAMK1,-4.32,720012406>0.2,-3.1625
NEK,-4.32,720012406>0.2,-3.1533333333333333
GSK,-4.23,720012406>0.2,-3.1708333333333334
FRAY,-4.14,720012406>0.2,-3.060833333333333
MLK,-4.02,720012406>0.2,-2.9425
CAMK2,-3.82,720012406>0.2,-2.799166666666667
PKCH,-3.62,720012406>0.2,-2.7308333333333334
IRAK,-3.43,720012406>0.2,-2.5258333333333334
PKCD,-3.27,720012406>0.2,-2.41
CHK1,-3.18,720012406>0.2,-2.4183333333333334
ATR,-3.17,720012406>0.2,-2.4375
GRK,-3.16,720012406>0.2,-2.3141666666666665
PRKDC,-3.07,720012406>0.2,-2.3
NMO,-3.02,720012406>0.2,-2.2041666666666666
PKCI,-2.98,720012406>0.2,-2.1991666666666667
AUR,-2.96,720012406>0.2,-2.194166666666667
LKB,-2.94,720012406>0.2,-2.203333333333333
STE11,-2.82,720012406>0.2,-2.0808333333333335
CK2,-2.49,720012406>0.2,-1.8641666666666667
STKR,-2.32,720012406>0.2,-1.7333333333333334
MARK,-2.1,720012406>0.2,-1.5941666666666667
MLCK,-1.98,720012406>0.2,-1.4541666666666666
VRK1,-1.95,720012406>0.2,-1.4466666666666665
COT,-1.93,720012406>0.2,-1.4683333333333333
NDR,-1.92,720012406>0.2,-1.4366666666666668
ATM,-1.78,720012406>0.2,-1.2866666666666666
MSN,-1.71,720012406>0.2,-1.2891666666666666
BARK2,-1.49,720012406>0.2,-1.115
TTK,-1.26,720012406>0.2,-0.9075
PAKB,-1.24,720012406>0.2,-0.9158333333333334
NAK,-1.23,720012406>0.2,-0.9125
PKN,-1.22,720012406>0.2,-0.9158333333333333
NUAK,-1.21,720012406>0.2,-0.9083333333333333
HAL,-1.2,720012406>0.2,-0.9116666666666666
TLK,-1.17,720012406>0.2,-0.9083333333333333
CLK,-0.87,720012406>0.2,-0.6366666666666667
BUD32,-0.87,720012406>0.2,-0.6275
CAMKK,-0.87,720012406>0.2,-0.63
MOS,-0.85,720012406>0.2,-0.6391666666666667
PASK,-0.84,720012406>0.2,-0.6358333333333334
KHS,-0.84,720012406>0.2,-0.6366666666666667
BRSK,-0.84,720012406>0.2,-0.6466666666666667
WNK,-0.84,720012406>0.2,-0.6383333333333333
ULK,-0.84,720012406>0.2,-0.6408333333333334
SLK,-0.83,720012406>0.2,-0.64
TAO,-0.82,720012406>0.2,-0.6383333333333333
NIK,-0.81,720012406>0.2,-0.6433333333333333
PKCA,-15.8,720012406>0.3,-18.69333333333333
DMPK,-10.94,720012406>0.3,-12.525
CDK,-10.36,720012406>0.3,-11.924166666666666
PHK,-9.78,720012406>0.3,-11.324166666666667
PEK,-9.7,720012406>0.3,-11.259166666666667
RSK,-7.95,720012406>0.3,-8.985833333333334
PIM,-6.75,720012406>0.3,-7.64
QIK,-6.51,720012406>0.3,-7.591666666666667
PDK1,-5.83,720012406>0.3,-6.795
PDHK,-5.72,720012406>0.3,-6.710833333333333
ERK,-5.72,720012406>0.3,-6.445
PKA,-5.63,720012406>0.3,-6.520833333333333
IKK,-5.49,720012406>0.3,-6.335
DYRK,-5.18,720012406>0.3,-5.9875
P38,-4.98,720012406>0.3,-5.763333333333334
MAPKAPK,-4.9,720012406>0.3,-5.53
STE7,-4.85,720012406>0.3,-5.748333333333333
JNK,-4.72,720012406>0.3,-5.46
PKG,-4.62,720012406>0.3,-5.4975
PLK,-4.57,720012406>0.3,-5.359166666666667
PKD,-4.3,720012406>0.3,-5.02
CK1,-4.24,720012406>0.3,-4.876666666666667
AKT,-4.21,720012406>0.3,-4.801666666666667
RIPK,-3.98,720012406>0.3,-4.6
RAD53,-3.7,720012406>0.3,-4.256666666666667
PAKA,-3.62,720012406>0.3,-4.185833333333333
MELK,-3.31,720012406>0.3,-3.7533333333333334
MTOR,-3.1,720012406>0.3,-3.5141666666666667
SGK,-3.02,720012406>0.3,-3.58
AMPK,-2.98,720012406>0.3,-3.4258333333333333
RAF,-2.98,720012406>0.3,-3.42
MST,-2.98,720012406>0.3,-3.4816666666666665
DAPK,-2.92,720012406>0.3,-3.4299999999999997
CAMK1,-2.83,720012406>0.3,-3.1625
GSK,-2.77,720012406>0.3,-3.1708333333333334
NEK,-2.76,720012406>0.3,-3.1533333333333333
FRAY,-2.64,720012406>0.3,-3.060833333333333
MLK,-2.59,720012406>0.3,-2.9425
CAMK2,-2.41,720012406>0.3,-2.799166666666667
PKCH,-2.41,720012406>0.3,-2.7308333333333334
IRAK,-2.18,720012406>0.3,-2.5258333333333334
CHK1,-2.15,720012406>0.3,-2.4183333333333334
PKCD,-2.09,720012406>0.3,-2.41
ATR,-2.08,720012406>0.3,-2.4375
PRKDC,-2.02,720012406>0.3,-2.3
GRK,-1.97,720012406>0.3,-2.3141666666666665
LKB,-1.94,720012406>0.3,-2.203333333333333
NMO,-1.92,720012406>0.3,-2.2041666666666666
STE11,-1.89,720012406>0.3,-2.0808333333333335
AUR,-1.86,720012406>0.3,-2.194166666666667
PKCI,-1.85,720012406>0.3,-2.1991666666666667
CK2,-1.59,720012406>0.3,-1.8641666666666667
STKR,-1.46,720012406>0.3,-1.7333333333333334
MARK,-1.38,720012406>0.3,-1.5941666666666667
MLCK,-1.28,720012406>0.3,-1.4541666666666666
VRK1,-1.27,720012406>0.3,-1.4466666666666665
NDR,-1.25,720012406>0.3,-1.4366666666666668
COT,-1.23,720012406>0.3,-1.4683333333333333
ATM,-1.13,720012406>0.3,-1.2866666666666666
MSN,-1.08,720012406>0.3,-1.2891666666666666
BARK2,-0.94,720012406>0.3,-1.115
PAKB,-0.81,720012406>0.3,-0.9158333333333334
HAL,-0.81,720012406>0.3,-0.9116666666666666
NAK,-0.8,720012406>0.3,-0.9125
TTK,-0.79,720012406>0.3,-0.9075
PKN,-0.78,720012406>0.3,-0.9158333333333333
TLK,-0.78,720012406>0.3,-0.9083333333333333
NUAK,-0.77,720012406>0.3,-0.9083333333333333
NIK,-0.57,720012406>0.3,-0.6433333333333333
BUD32,-0.57,720012406>0.3,-0.6275
CLK,-0.56,720012406>0.3,-0.6366666666666667
ULK,-0.56,720012406>0.3,-0.6408333333333334
CAMKK,-0.56,720012406>0.3,-0.63
KHS,-0.55,720012406>0.3,-0.6366666666666667
TAO,-0.55,720012406>0.3,-0.6383333333333333
PASK,-0.54,720012406>0.3,-0.6358333333333334
SLK,-0.54,720012406>0.3,-0.64
BRSK,-0.54,720012406>0.3,-0.6466666666666667
WNK,-0.54,720012406>0.3,-0.6383333333333333
MOS,-0.53,720012406>0.3,-0.6391666666666667
PKCA,-12.62,720012406>0.4,-18.69333333333333
DMPK,-8.31,720012406>0.4,-12.525
CDK,-8.07,720012406>0.4,-11.924166666666666
PEK,-7.58,720012406>0.4,-11.259166666666667
PHK,-7.54,720012406>0.4,-11.324166666666667
RSK,-6.16,720012406>0.4,-8.985833333333334
PIM,-5.19,720012406>0.4,-7.64
QIK,-5.15,720012406>0.4,-7.591666666666667
PDHK,-4.55,720012406>0.4,-6.710833333333333
PDK1,-4.48,720012406>0.4,-6.795
PKA,-4.43,720012406>0.4,-6.520833333333333
IKK,-4.37,720012406>0.4,-6.335
ERK,-4.31,720012406>0.4,-6.445
DYRK,-3.97,720012406>0.4,-5.9875
P38,-3.89,720012406>0.4,-5.763333333333334
STE7,-3.88,720012406>0.4,-5.748333333333333
MAPKAPK,-3.74,720012406>0.4,-5.53
PKG,-3.73,720012406>0.4,-5.4975
PLK,-3.65,720012406>0.4,-5.359166666666667
JNK,-3.63,720012406>0.4,-5.46
PKD,-3.43,720012406>0.4,-5.02
CK1,-3.29,720012406>0.4,-4.876666666666667
AKT,-3.21,720012406>0.4,-4.801666666666667
RIPK,-3.08,720012406>0.4,-4.6
RAD53,-2.93,720012406>0.4,-4.256666666666667
PAKA,-2.81,720012406>0.4,-4.185833333333333
MELK,-2.56,720012406>0.4,-3.7533333333333334
SGK,-2.51,720012406>0.4,-3.58
MST,-2.32,720012406>0.4,-3.4816666666666665
AMPK,-2.31,720012406>0.4,-3.4258333333333333
MTOR,-2.3,720012406>0.4,-3.5141666666666667
DAPK,-2.3,720012406>0.4,-3.4299999999999997
RAF,-2.22,720012406>0.4,-3.42
CAMK1,-2.12,720012406>0.4,-3.1625
NEK,-2.11,720012406>0.4,-3.1533333333333333
GSK,-2.07,720012406>0.4,-3.1708333333333334
FRAY,-2.06,720012406>0.4,-3.060833333333333
MLK,-1.98,720012406>0.4,-2.9425
PKCH,-1.87,720012406>0.4,-2.7308333333333334
CAMK2,-1.85,720012406>0.4,-2.799166666666667
IRAK,-1.67,720012406>0.4,-2.5258333333333334
ATR,-1.66,720012406>0.4,-2.4375
PKCD,-1.61,720012406>0.4,-2.41
CHK1,-1.6,720012406>0.4,-2.4183333333333334
GRK,-1.56,720012406>0.4,-2.3141666666666665
PRKDC,-1.53,720012406>0.4,-2.3
LKB,-1.5,720012406>0.4,-2.203333333333333
PKCI,-1.47,720012406>0.4,-2.1991666666666667
NMO,-1.45,720012406>0.4,-2.2041666666666666
AUR,-1.44,720012406>0.4,-2.194166666666667
STE11,-1.37,720012406>0.4,-2.0808333333333335
CK2,-1.27,720012406>0.4,-1.8641666666666667
STKR,-1.18,720012406>0.4,-1.7333333333333334
MARK,-1.06,720012406>0.4,-1.5941666666666667
COT,-0.98,720012406>0.4,-1.4683333333333333
VRK1,-0.97,720012406>0.4,-1.4466666666666665
MLCK,-0.97,720012406>0.4,-1.4541666666666666
NDR,-0.96,720012406>0.4,-1.4366666666666668
MSN,-0.9,720012406>0.4,-1.2891666666666666
ATM,-0.84,720012406>0.4,-1.2866666666666666
BARK2,-0.74,720012406>0.4,-1.115
TLK,-0.63,720012406>0.4,-0.9083333333333333
NUAK,-0.62,720012406>0.4,-0.9083333333333333
PKN,-0.61,720012406>0.4,-0.9158333333333333
PAKB,-0.61,720012406>0.4,-0.9158333333333334
HAL,-0.6,720012406>0.4,-0.9116666666666666
TTK,-0.59,720012406>0.4,-0.9075
NAK,-0.59,720012406>0.4,-0.9125
BRSK,-0.46,720012406>0.4,-0.6466666666666667
NIK,-0.45,720012406>0.4,-0.6433333333333333
ULK,-0.45,720012406>0.4,-0.6408333333333334
MOS,-0.44,720012406>0.4,-0.6391666666666667
KHS,-0.43,720012406>0.4,-0.6366666666666667
SLK,-0.43,720012406>0.4,-0.64
WNK,-0.43,720012406>0.4,-0.6383333333333333
PASK,-0.43,720012406>0.4,-0.6358333333333334
CAMKK,-0.42,720012406>0.4,-0.63
CLK,-0.42,720012406>0.4,-0.6366666666666667
TAO,-0.42,720012406>0.4,-0.6383333333333333
BUD32,-0.41,720012406>0.4,-0.6275
PKCA,-26.83,720012407>0.15,-18.69333333333333
DMPK,-18.16,720012407>0.15,-12.525
CDK,-17.67,720012407>0.15,-11.924166666666666
PEK,-16.62,720012407>0.15,-11.259166666666667
PHK,-16.56,720012407>0.15,-11.324166666666667
RSK,-13.01,720012407>0.15,-8.985833333333334
PIM,-11.07,720012407>0.15,-7.64
QIK,-11.04,720012407>0.15,-7.591666666666667
PKA,-9.83,720012407>0.15,-6.520833333333333
PDK1,-9.83,720012407>0.15,-6.795
PDHK,-9.74,720012407>0.15,-6.710833333333333
ERK,-9.68,720012407>0.15,-6.445
IKK,-9.26,720012407>0.15,-6.335
DYRK,-8.79,720012407>0.15,-5.9875
P38,-8.44,720012407>0.15,-5.763333333333334
STE7,-8.44,720012407>0.15,-5.748333333333333
MAPKAPK,-8.36,720012407>0.15,-5.53
PKG,-8.25,720012407>0.15,-5.4975
JNK,-8.02,720012407>0.15,-5.46
PLK,-7.72,720012407>0.15,-5.359166666666667
PKD,-7.23,720012407>0.15,-5.02
CK1,-7.14,720012407>0.15,-4.876666666666667
AKT,-7.05,720012407>0.15,-4.801666666666667
RIPK,-6.74,720012407>0.15,-4.6
PAKA,-6.17,720012407>0.15,-4.185833333333333
RAD53,-6.11,720012407>0.15,-4.256666666666667
MELK,-5.51,720012407>0.15,-3.7533333333333334
MTOR,-5.11,720012407>0.15,-3.5141666666666667
MST,-5.1,720012407>0.15,-3.4816666666666665
DAPK,-5.09,720012407>0.15,-3.4299999999999997
SGK,-5.07,720012407>0.15,-3.58
RAF,-4.98,720012407>0.15,-3.42
AMPK,-4.96,720012407>0.15,-3.4258333333333333
CAMK1,-4.64,720012407>0.15,-3.1625
NEK,-4.59,720012407>0.15,-3.1533333333333333
GSK,-4.54,720012407>0.15,-3.1708333333333334
FRAY,-4.52,720012407>0.15,-3.060833333333333
MLK,-4.25,720012407>0.15,-2.9425
CAMK2,-4.04,720012407>0.15,-2.799166666666667
PKCH,-3.98,720012407>0.15,-2.7308333333333334
IRAK,-3.75,720012407>0.15,-2.5258333333333334
CHK1,-3.56,720012407>0.15,-2.4183333333333334
PKCD,-3.51,720012407>0.15,-2.41
ATR,-3.43,720012407>0.15,-2.4375
GRK,-3.42,720012407>0.15,-2.3141666666666665
PRKDC,-3.39,720012407>0.15,-2.3
AUR,-3.3,720012407>0.15,-2.194166666666667
NMO,-3.23,720012407>0.15,-2.2041666666666666
PKCI,-3.19,720012407>0.15,-2.1991666666666667
LKB,-3.18,720012407>0.15,-2.203333333333333
STE11,-2.97,720012407>0.15,-2.0808333333333335
CK2,-2.73,720012407>0.15,-1.8641666666666667
STKR,-2.48,720012407>0.15,-1.7333333333333334
MARK,-2.36,720012407>0.15,-1.5941666666666667
VRK1,-2.15,720012407>0.15,-1.4466666666666665
COT,-2.13,720012407>0.15,-1.4683333333333333
MLCK,-2.11,720012407>0.15,-1.4541666666666666
NDR,-2.08,720012407>0.15,-1.4366666666666668
ATM,-1.95,720012407>0.15,-1.2866666666666666
MSN,-1.95,720012407>0.15,-1.2891666666666666
BARK2,-1.66,720012407>0.15,-1.115
PAKB,-1.4,720012407>0.15,-0.9158333333333334
NAK,-1.39,720012407>0.15,-0.9125
PKN,-1.38,720012407>0.15,-0.9158333333333333
TTK,-1.35,720012407>0.15,-0.9075
TLK,-1.35,720012407>0.15,-0.9083333333333333
HAL,-1.35,720012407>0.15,-0.9116666666666666
NUAK,-1.35,720012407>0.15,-0.9083333333333333
CAMKK,-0.98,720012407>0.15,-0.63
BRSK,-0.97,720012407>0.15,-0.6466666666666667
TAO,-0.95,720012407>0.15,-0.6383333333333333
BUD32,-0.94,720012407>0.15,-0.6275
CLK,-0.93,720012407>0.15,-0.6366666666666667
PASK,-0.93,720012407>0.15,-0.6358333333333334
KHS,-0.93,720012407>0.15,-0.6366666666666667
NIK,-0.93,720012407>0.15,-0.6433333333333333
SLK,-0.93,720012407>0.15,-0.64
MOS,-0.93,720012407>0.15,-0.6391666666666667
ULK,-0.93,720012407>0.15,-0.6408333333333334
WNK,-0.92,720012407>0.15,-0.6383333333333333
PKCA,-23.39,720012407>0.2,-18.69333333333333
DMPK,-15.62,720012407>0.2,-12.525
CDK,-14.79,720012407>0.2,-11.924166666666666
PHK,-14.36,720012407>0.2,-11.324166666666667
PEK,-14.04,720012407>0.2,-11.259166666666667
RSK,-11.1,720012407>0.2,-8.985833333333334
PIM,-9.59,720012407>0.2,-7.64
QIK,-9.52,720012407>0.2,-7.591666666666667
PDK1,-8.53,720012407>0.2,-6.795
PDHK,-8.5,720012407>0.2,-6.710833333333333
PKA,-8.11,720012407>0.2,-6.520833333333333
ERK,-7.98,720012407>0.2,-6.445
IKK,-7.87,720012407>0.2,-6.335
DYRK,-7.56,720012407>0.2,-5.9875
P38,-7.31,720012407>0.2,-5.763333333333334
STE7,-7.03,720012407>0.2,-5.748333333333333
PLK,-6.86,720012407>0.2,-5.359166666666667
PKG,-6.84,720012407>0.2,-5.4975
JNK,-6.84,720012407>0.2,-5.46
MAPKAPK,-6.61,720012407>0.2,-5.53
PKD,-6.18,720012407>0.2,-5.02
AKT,-6.08,720012407>0.2,-4.801666666666667
CK1,-5.99,720012407>0.2,-4.876666666666667
RIPK,-5.93,720012407>0.2,-4.6
RAD53,-5.36,720012407>0.2,-4.256666666666667
PAKA,-5.19,720012407>0.2,-4.185833333333333
MELK,-4.62,720012407>0.2,-3.7533333333333334
SGK,-4.51,720012407>0.2,-3.58
MTOR,-4.41,720012407>0.2,-3.5141666666666667
MST,-4.4,720012407>0.2,-3.4816666666666665
RAF,-4.31,720012407>0.2,-3.42
DAPK,-4.29,720012407>0.2,-3.4299999999999997
AMPK,-4.25,720012407>0.2,-3.4258333333333333
GSK,-4.07,720012407>0.2,-3.1708333333333334
NEK,-3.95,720012407>0.2,-3.1533333333333333
CAMK1,-3.88,720012407>0.2,-3.1625
FRAY,-3.77,720012407>0.2,-3.060833333333333
MLK,-3.61,720012407>0.2,-2.9425
CAMK2,-3.52,720012407>0.2,-2.799166666666667
PKCH,-3.35,720012407>0.2,-2.7308333333333334
IRAK,-3.16,720012407>0.2,-2.5258333333333334
ATR,-3.1,720012407>0.2,-2.4375
PKCD,-3.02,720012407>0.2,-2.41
CHK1,-3.01,720012407>0.2,-2.4183333333333334
GRK,-2.89,720012407>0.2,-2.3141666666666665
PRKDC,-2.87,720012407>0.2,-2.3
PKCI,-2.8,720012407>0.2,-2.1991666666666667
AUR,-2.74,720012407>0.2,-2.194166666666667
NMO,-2.72,720012407>0.2,-2.2041666666666666
LKB,-2.7,720012407>0.2,-2.203333333333333
STE11,-2.56,720012407>0.2,-2.0808333333333335
CK2,-2.27,720012407>0.2,-1.8641666666666667
STKR,-2.22,720012407>0.2,-1.7333333333333334
MARK,-2.02,720012407>0.2,-1.5941666666666667
COT,-1.86,720012407>0.2,-1.4683333333333333
NDR,-1.79,720012407>0.2,-1.4366666666666668
VRK1,-1.79,720012407>0.2,-1.4466666666666665
MLCK,-1.73,720012407>0.2,-1.4541666666666666
ATM,-1.59,720012407>0.2,-1.2866666666666666
MSN,-1.58,720012407>0.2,-1.2891666666666666
BARK2,-1.37,720012407>0.2,-1.115
HAL,-1.17,720012407>0.2,-0.9116666666666666
NUAK,-1.17,720012407>0.2,-0.9083333333333333
NAK,-1.16,720012407>0.2,-0.9125
PKN,-1.13,720012407>0.2,-0.9158333333333333
TLK,-1.12,720012407>0.2,-0.9083333333333333
PAKB,-1.12,720012407>0.2,-0.9158333333333334
TTK,-1.09,720012407>0.2,-0.9075
SLK,-0.83,720012407>0.2,-0.64
MOS,-0.82,720012407>0.2,-0.6391666666666667
PASK,-0.81,720012407>0.2,-0.6358333333333334
NIK,-0.81,720012407>0.2,-0.6433333333333333
WNK,-0.8,720012407>0.2,-0.6383333333333333
ULK,-0.8,720012407>0.2,-0.6408333333333334
TAO,-0.79,720012407>0.2,-0.6383333333333333
BRSK,-0.79,720012407>0.2,-0.6466666666666667
KHS,-0.79,720012407>0.2,-0.6366666666666667
BUD32,-0.78,720012407>0.2,-0.6275
CLK,-0.78,720012407>0.2,-0.6366666666666667
CAMKK,-0.77,720012407>0.2,-0.63
PKCA,-18.12,720012407>0.3,-18.69333333333333
DMPK,-12.37,720012407>0.3,-12.525
CDK,-11.6,720012407>0.3,-11.924166666666666
PEK,-11.03,720012407>0.3,-11.259166666666667
PHK,-10.93,720012407>0.3,-11.324166666666667
RSK,-8.88,720012407>0.3,-8.985833333333334
QIK,-7.48,720012407>0.3,-7.591666666666667
PIM,-7.41,720012407>0.3,-7.64
PDK1,-6.72,720012407>0.3,-6.795
PDHK,-6.66,720012407>0.3,-6.710833333333333
PKA,-6.36,720012407>0.3,-6.520833333333333
IKK,-6.2,720012407>0.3,-6.335
ERK,-6.19,720012407>0.3,-6.445
DYRK,-5.92,720012407>0.3,-5.9875
P38,-5.64,720012407>0.3,-5.763333333333334
STE7,-5.63,720012407>0.3,-5.748333333333333
PKG,-5.38,720012407>0.3,-5.4975
JNK,-5.31,720012407>0.3,-5.46
MAPKAPK,-5.28,720012407>0.3,-5.53
PLK,-5.25,720012407>0.3,-5.359166666666667
CK1,-4.89,720012407>0.3,-4.876666666666667
PKD,-4.82,720012407>0.3,-5.02
AKT,-4.76,720012407>0.3,-4.801666666666667
RIPK,-4.41,720012407>0.3,-4.6
PAKA,-4.14,720012407>0.3,-4.185833333333333
RAD53,-4.09,720012407>0.3,-4.256666666666667
MELK,-3.6,720012407>0.3,-3.7533333333333334
SGK,-3.54,720012407>0.3,-3.58
MST,-3.51,720012407>0.3,-3.4816666666666665
MTOR,-3.45,720012407>0.3,-3.5141666666666667
RAF,-3.41,720012407>0.3,-3.42
DAPK,-3.39,720012407>0.3,-3.4299999999999997
AMPK,-3.32,720012407>0.3,-3.4258333333333333
GSK,-3.13,720012407>0.3,-3.1708333333333334
CAMK1,-3.09,720012407>0.3,-3.1625
NEK,-3.08,720012407>0.3,-3.1533333333333333
FRAY,-3.01,720012407>0.3,-3.060833333333333
MLK,-2.89,720012407>0.3,-2.9425
CAMK2,-2.78,720012407>0.3,-2.799166666666667
PKCH,-2.68,720012407>0.3,-2.7308333333333334
CHK1,-2.44,720012407>0.3,-2.4183333333333334
IRAK,-2.43,720012407>0.3,-2.5258333333333334
ATR,-2.39,720012407>0.3,-2.4375
PKCD,-2.31,720012407>0.3,-2.41
PRKDC,-2.28,720012407>0.3,-2.3
GRK,-2.27,720012407>0.3,-2.3141666666666665
PKCI,-2.22,720012407>0.3,-2.1991666666666667
AUR,-2.19,720012407>0.3,-2.194166666666667
NMO,-2.17,720012407>0.3,-2.2041666666666666
LKB,-2.15,720012407>0.3,-2.203333333333333
STE11,-1.98,720012407>0.3,-2.0808333333333335
CK2,-1.84,720012407>0.3,-1.8641666666666667
STKR,-1.72,720012407>0.3,-1.7333333333333334
MARK,-1.59,720012407>0.3,-1.5941666666666667
COT,-1.51,720012407>0.3,-1.4683333333333333
VRK1,-1.43,720012407>0.3,-1.4466666666666665
NDR,-1.43,720012407>0.3,-1.4366666666666668
MLCK,-1.41,720012407>0.3,-1.4541666666666666
ATM,-1.27,720012407>0.3,-1.2866666666666666
MSN,-1.27,720012407>0.3,-1.2891666666666666
BARK2,-1.12,720012407>0.3,-1.115
NAK,-0.91,720012407>0.3,-0.9125
